player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Jerreth Sterns,102597,WR,W KENTUCKY,1,20,0,346,5.6,0,80.0,,0,0,0.0,0,3,0,74.9,77.0,0,23,0.0,0,15,4,93.3,14,140.4,5,35.7,1,41,24,6.0,10.3,2.93,0,4.2,0,81.8,,0,0,18.2,2,5,0,44.3,64.1,0,55,3.0,1,33,9,97.0,32,105.7,11,34.4,0,103,70,7.8,11.4,3.22
Drake London,86519,WR,USC,1,20,0,326,5.0,0,100.0,,0,0,0.0,0,1,0,66.7,74.1,0,6,0.0,0,1,1,100.0,1,91.7,1,100.0,0,6,1,1.0,6.0,6.0,0,6.8,1,77.8,60.0,3,5,6.7,1,10,0,68.7,82.6,0,25,0.0,0,39,14,100.0,39,98.1,18,46.2,0,136,64,4.6,9.7,3.49
Calvin Austin III,61418,WR,MEMPHIS,1,20,0,218,20.0,0,50.0,0.0,0,2,0.0,0,5,0,76.3,86.2,1,30,0.0,0,21,5,90.5,19,78.8,10,52.6,1,99,13,2.6,19.8,5.21,0,9.0,0,100.0,,0,0,0.0,0,1,0,70.7,62.6,0,18,0.0,0,13,2,92.3,12,118.8,2,16.7,0,26,8,4.0,13.0,2.17
Dante Cephas,97665,WR,KENT STATE,1,18,0,201,10.5,2,66.7,66.7,2,3,0.0,0,3,0,74.9,75.2,0,40,0.0,0,18,4,94.4,17,145.8,6,35.3,2,70,49,12.3,17.5,4.12,0,15.8,1,72.7,,0,0,11.1,1,5,0,59.3,83.7,0,39,0.0,0,20,8,85.0,17,128.6,11,64.7,1,94,3,0.4,11.8,5.53
Keytaon Thompson,60457,WR,VIRGINIA,1,16,0,335,13.0,1,66.7,100.0,1,1,0.0,0,2,0,70.7,86.2,0,34,0.0,0,10,2,90.0,9,109.7,3,33.3,0,54,27,13.5,27.0,6.0,0,11.2,0,80.0,0.0,0,1,0.0,0,2,0,74.9,75.0,0,16,0.0,0,13,4,100.0,13,101.7,5,38.5,0,42,10,2.5,10.5,3.23
Jahan Dotson,84375,WR,PENN STATE,1,16,0,266,,0,,,0,0,,0,0,0,,55.8,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,0,12.3,0,50.0,0.0,0,1,0.0,0,4,0,78.5,65.4,3,12,0.0,0,42,7,97.6,41,17.6,14,34.1,0,45,32,4.6,6.4,1.1
Shameen Jones,61609,WR,RUTGERS,1,15,0,278,12.5,0,0.0,0.0,0,1,,0,0,0,,56.5,0,0,0.0,0,5,0,100.0,5,39.6,2,40.0,0,0,0,,,0.0,0,8.2,1,66.7,,0,0,11.1,1,5,0,58.9,71.5,0,28,0.0,0,34,8,88.2,30,95.5,12,40.0,0,109,58,7.3,13.6,3.63
Josh Downs,122832,WR,N CAROLINA,1,15,0,245,6.8,0,40.0,0.0,0,1,33.3,1,2,0,31.6,50.1,0,21,0.0,0,16,2,81.3,13,61.3,5,38.5,0,31,30,15.0,15.5,2.38,0,13.9,0,87.5,,0,0,0.0,0,4,0,79.3,81.5,0,33,0.0,0,21,7,95.2,20,153.1,8,40.0,1,90,22,3.1,12.9,4.5
Travell Harris,61810,WR,WASH STATE,1,14,0,341,13.8,0,50.0,50.0,1,2,33.3,1,1,0,31.6,61.5,0,20,0.0,0,10,2,100.0,10,66.7,4,40.0,0,22,0,0.0,11.0,2.2,0,9.3,0,100.0,,0,0,0.0,0,5,0,77.5,77.1,0,58,0.0,0,27,6,100.0,27,118.8,6,22.2,0,125,69,11.5,20.8,4.63
Quian Williams,61237,WR,BUFFALO,1,13,0,126,,0,,,0,0,,0,0,0,,57.5,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,13.6,1,58.3,40.0,2,5,0.0,0,4,0,78.5,75.4,0,24,0.0,0,32,7,90.6,29,75.0,12,41.4,0,70,32,4.6,10.0,2.41
