player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Easton Messer,163051,WR,FAU,1,19,0,165,8.3,0,62.5,50.0,1,2,0.0,0,3,0,76.3,68.7,0,15,0.0,0,21,5,95.2,20,70.8,8,40.0,0,32,18,3.6,6.4,1.6,0,1.9,0,90.9,,0,0,0.0,0,2,0,80.9,61.1,0,20,0.0,0,31,10,96.8,30,87.5,11,36.7,0,55,29,2.9,5.5,1.83
Jordyn Tyson,157690,WR,ARIZONA ST,1,17,0,110,9.6,1,80.0,,0,0,0.0,0,4,0,74.9,89.2,0,19,0.0,0,13,4,92.3,12,158.3,5,41.7,2,67,33,8.3,16.8,5.58,0,5.7,1,77.8,,0,0,0.0,0,2,1,78.5,60.1,0,22,0.0,0,26,7,92.3,24,95.4,9,37.5,0,62,42,6.0,8.9,2.58
Jayce Brown,173093,WR,KANSAS ST,1,16,0,199,5.0,0,50.0,,0,0,0.0,0,0,0,66.7,59.1,0,8,0.0,0,4,1,100.0,4,60.4,2,50.0,0,8,0,0.0,8.0,2.0,0,7.9,0,91.7,100.0,2,2,0.0,0,2,0,81.5,68.0,0,44,0.0,0,34,11,97.1,33,129.5,12,36.4,1,101,21,1.9,9.2,3.06
Michael Trigg,146410,TE,BAYLOR,1,16,0,118,12.1,0,28.6,0.0,0,1,50.0,2,2,0,17.0,53.0,0,20,4.8,1,21,2,90.5,19,81.0,7,36.8,1,24,10,5.0,12.0,1.26,0,9.5,1,25.0,0.0,0,1,0.0,0,0,0,66.7,53.5,0,15,5.3,1,19,1,78.9,15,42.7,4,26.7,0,15,6,6.0,15.0,1.0
Jacquon Gibson,158762,WR,UMASS,1,16,0,216,7.5,0,50.0,,0,0,50.0,1,1,0,24.5,57.3,0,9,0.0,0,6,1,100.0,6,62.5,2,33.3,0,9,1,1.0,9.0,1.5,0,9.8,3,76.9,100.0,2,2,0.0,0,6,0,80.9,78.4,0,39,0.0,0,31,10,93.5,29,104.3,13,44.8,0,119,61,6.1,11.9,4.1
Kenny Odom,164032,WR,UTEP,1,15,0,330,21.0,0,50.0,100.0,1,1,0.0,0,1,0,66.7,72.1,0,34,0.0,0,8,1,75.0,6,135.4,2,33.3,1,34,3,3.0,34.0,5.67,0,8.9,4,58.3,50.0,1,2,12.5,1,3,0,58.9,63.8,1,18,0.0,0,33,7,93.9,31,35.4,12,38.7,0,56,16,2.3,8.0,1.81
Dorian Thomas,171871,TE,NEW MEXICO,1,13,0,241,10.8,0,75.0,0.0,0,1,0.0,0,2,0,73.1,85.4,0,9,12.5,1,8,3,87.5,7,122.9,4,57.1,2,18,2,0.7,6.0,2.57,0,2.2,1,77.8,0.0,0,2,0.0,0,4,0,78.5,83.6,1,12,4.3,1,23,7,95.7,22,51.6,9,40.9,0,53,58,8.3,7.6,2.41
Danny Scudero,170781,WR,S JOSE ST,1,13,0,285,16.5,1,66.7,0.0,0,1,0.0,0,4,0,74.9,91.6,0,46,0.0,0,14,4,92.9,13,149.3,6,46.2,1,128,50,12.5,32.0,9.85,0,13.7,0,66.7,,0,0,33.3,1,2,0,31.6,69.5,0,33,0.0,0,10,2,100.0,10,109.7,3,30.0,0,43,7,3.5,21.5,4.3
Germie Bernard,158374,WR,ALABAMA,1,12,0,103,18.0,1,33.3,,0,0,0.0,0,1,0,66.7,63.7,0,12,0.0,0,8,1,87.5,7,46.5,3,42.9,0,12,7,7.0,12.0,1.71,0,12.3,0,75.0,,0,0,0.0,0,2,0,73.1,62.1,0,30,0.0,0,31,3,96.8,30,116.7,4,13.3,0,55,12,4.0,18.3,1.83
Chase Hendricks,171348,WR,OHIO,1,12,0,259,14.0,0,57.1,100.0,1,1,0.0,0,4,0,74.9,84.4,0,26,0.0,0,14,4,100.0,14,83.0,7,50.0,0,56,11,2.8,14.0,4.0,0,7.4,0,100.0,,0,0,0.0,0,3,0,76.3,79.1,0,15,0.0,0,15,5,100.0,15,115.8,5,33.3,0,59,22,4.4,11.8,3.93
