player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Brennan Presley,122982,WR,OKLA STATE,1,19,0,262,3.3,0,66.7,0.0,0,1,0.0,0,2,0,76.3,72.2,0,9,0.0,0,14,4,85.7,12,109.7,6,50.0,1,18,20,5.0,4.5,1.5,0,9.8,1,41.7,0.0,0,1,0.0,0,3,0,76.3,70.0,0,36,0.0,0,31,5,93.5,29,62.2,12,41.4,0,73,27,5.4,14.6,2.52
Donavon Greene,97813,WR,WAKE,1,15,0,339,14.1,0,57.1,50.0,1,2,20.0,1,3,0,31.6,70.5,0,24,0.0,0,22,4,95.5,21,90.2,7,33.3,0,68,11,2.8,17.0,3.24,0,11.6,0,100.0,100.0,2,2,0.0,0,4,0,76.3,77.9,0,31,0.0,0,15,5,93.3,14,118.8,5,35.7,0,63,5,1.0,12.6,4.5
Jordan Moore,143865,WR,DUKE,1,15,0,154,15.7,0,66.7,100.0,1,1,33.3,1,1,0,31.6,60.2,0,25,0.0,0,14,2,85.7,12,130.6,3,25.0,1,24,0,0.0,12.0,2.0,0,11.1,2,90.0,50.0,1,2,10.0,1,6,0,44.3,70.3,0,22,0.0,0,25,9,92.0,23,107.1,10,43.5,0,97,25,2.8,10.8,4.22
Tai Felton,144886,WR,MARYLAND,1,15,0,215,9.0,0,100.0,,0,0,0.0,0,1,0,66.7,66.4,0,17,0.0,0,6,1,66.7,4,118.8,1,25.0,0,17,8,8.0,17.0,4.25,0,10.2,4,63.6,,0,0,0.0,0,4,0,78.5,80.1,1,23,0.0,0,23,7,100.0,23,78.6,11,47.8,1,82,34,4.9,11.7,3.57
Theo Wease Jr.,98005,WR,MISSOURI,1,14,0,229,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,7.4,1,90.9,50.0,1,2,0.0,0,2,0,80.9,68.6,0,39,0.0,0,19,10,94.7,18,105.3,11,61.1,0,102,46,4.6,10.2,5.67
Dante Wright,97188,WR,TEMPLE,1,14,0,306,28.0,0,100.0,,0,0,0.0,0,1,0,70.7,89.7,0,23,0.0,0,3,1,66.7,2,158.3,1,50.0,1,23,0,0.0,23.0,11.5,0,8.0,0,71.4,50.0,1,2,0.0,0,3,0,77.5,68.0,1,18,0.0,0,25,5,88.0,22,56.0,7,31.8,0,57,12,2.4,11.4,2.59
Travis Hunter,160766,CB,COLORADO,1,13,0,143,,0,,,0,0,,0,0,0,,56.5,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,7.5,1,81.8,100.0,2,2,0.0,0,4,0,80.1,71.6,0,21,0.0,0,38,9,94.7,36,97.7,11,30.6,0,82,32,3.6,9.1,2.28
Luke Grimm,122561,WR,KANSAS,1,13,0,198,7.5,0,66.7,0.0,0,1,0.0,0,3,0,80.1,74.6,1,10,0.0,0,24,8,87.5,21,63.2,12,57.1,1,33,21,2.6,4.1,1.57,0,-2.0,0,100.0,,0,0,0.0,0,0,0,66.7,55.1,0,7,0.0,0,10,1,100.0,10,95.8,1,10.0,0,7,9,9.0,7.0,0.7
Andrew Armstrong,160110,WR,ARKANSAS,1,13,0,111,14.6,0,71.4,66.7,2,3,16.7,1,4,0,49.8,76.4,0,33,0.0,0,24,5,100.0,24,111.0,7,29.2,0,83,33,6.6,16.6,3.46,0,13.3,2,75.0,,0,0,0.0,0,2,0,73.1,65.0,0,16,0.0,0,22,3,100.0,22,93.8,4,18.2,0,28,9,3.0,9.3,1.27
Christian Fitzpatrick,122707,WR,MARSHALL,1,13,0,214,21.3,0,16.7,25.0,1,4,0.0,0,1,0,66.7,65.8,0,18,0.0,0,16,1,93.8,15,79.2,6,40.0,1,18,0,0.0,18.0,1.2,0,15.4,0,40.0,66.7,2,3,0.0,0,1,0,70.7,64.9,0,25,0.0,0,21,2,95.2,20,62.9,5,25.0,0,33,4,2.0,16.5,1.65
