player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Sam Pinckney,84197,WR,COAST CAR,1,17,0,141,17.4,0,33.3,33.3,1,3,0.0,0,3,0,73.1,80.1,0,31,0.0,0,18,3,100.0,18,88.7,9,50.0,1,47,4,1.3,15.7,2.61,0,9.0,1,75.0,50.0,1,2,14.3,1,4,0,53.4,72.9,1,52,0.0,0,26,6,88.5,23,72.9,8,34.8,0,92,33,5.5,15.3,4.0
Terrell Vaughn,157634,WR,UTAH ST,1,16,0,329,26.0,0,0.0,,0,0,,0,0,0,,56.1,0,0,0.0,0,5,0,80.0,4,39.6,1,25.0,0,0,0,,,0.0,0,6.1,0,81.8,,0,0,0.0,0,4,0,80.1,69.0,0,39,0.0,0,39,9,97.4,38,92.8,11,28.9,0,69,41,4.6,7.7,1.82
Eric McAlister,145976,WR,BOISE ST,1,15,0,120,8.7,0,33.3,0.0,0,1,0.0,0,1,0,66.7,63.8,0,5,0.0,0,10,1,90.0,9,42.4,3,33.3,0,5,2,2.0,5.0,0.56,0,13.3,3,50.0,33.3,1,3,0.0,0,3,0,77.5,68.0,0,19,0.0,0,40,6,95.0,38,66.0,12,31.6,0,64,26,4.3,10.7,1.68
Daniel Jackson,129654,WR,MINNESOTA,1,15,0,225,10.3,0,33.3,,0,0,50.0,1,1,0,24.5,55.7,1,6,0.0,0,12,1,100.0,12,2.8,3,25.0,0,6,1,1.0,6.0,0.5,0,14.8,0,66.7,0.0,0,1,11.1,1,4,0,58.9,68.0,0,14,0.0,0,31,8,100.0,31,106.9,12,38.7,1,62,12,1.5,7.8,2.0
Joshua Cephus,98095,WR,UTSA,1,14,0,331,11.8,2,100.0,100.0,1,1,0.0,0,3,0,76.3,91.7,0,28,0.0,0,10,4,80.0,8,158.3,4,50.0,1,67,20,5.0,16.8,8.38,0,12.6,0,50.0,,0,0,0.0,0,3,0,77.5,68.2,1,20,0.0,0,33,5,97.0,32,27.5,10,31.3,0,56,22,4.4,11.2,1.75
Tyrone Howell,144588,WR,LA MONROE,1,14,0,209,11.7,0,33.3,50.0,1,2,0.0,0,1,0,66.7,77.3,0,9,0.0,0,4,1,100.0,4,81.9,3,75.0,1,9,0,0.0,9.0,2.25,0,9.4,0,62.5,0.0,0,1,0.0,0,1,0,76.3,59.2,1,11,0.0,0,25,5,100.0,25,33.9,8,32.0,0,37,11,2.2,7.4,1.48
Dante Wright,97188,WR,TEMPLE,1,14,0,306,11.5,0,50.0,50.0,1,2,0.0,0,1,0,31.6,51.8,0,11,0.0,0,14,2,71.4,10,62.5,4,40.0,0,18,2,1.0,9.0,1.8,0,5.5,0,75.0,,0,0,0.0,0,2,0,77.5,62.2,0,19,0.0,0,29,6,96.6,28,93.2,8,28.6,0,55,21,3.5,9.2,1.96
Erik Brooks,84187,WR,FRESNO ST,1,14,0,169,13.4,2,66.7,75.0,3,4,0.0,0,7,0,79.3,87.1,0,49,0.0,0,28,8,96.4,27,149.3,12,44.4,2,163,56,7.0,20.4,6.04,0,4.0,0,100.0,,0,0,0.0,0,0,0,66.7,57.7,0,7,0.0,0,6,1,100.0,6,95.8,1,16.7,0,7,3,3.0,7.0,1.17
Travis Hunter,160766,CB,COLORADO,1,14,0,143,13.3,0,85.7,100.0,1,1,0.0,0,5,0,77.5,73.1,0,43,0.0,0,29,6,93.1,27,116.1,7,25.9,0,83,16,2.7,13.8,3.07,0,18.7,1,66.7,0.0,0,1,0.0,0,2,0,74.9,67.0,0,12,0.0,0,11,4,100.0,11,76.4,6,54.5,0,27,7,1.8,6.8,2.45
Jerand Bradley,144761,WR,TEXAS TECH,1,14,0,315,11.1,0,57.1,0.0,0,1,0.0,0,3,0,74.9,76.1,0,29,0.0,0,22,4,95.5,21,125.0,7,33.3,1,60,14,3.5,15.0,2.86,0,13.0,0,40.0,,0,0,33.3,1,1,0,31.6,50.9,0,15,0.0,0,20,2,100.0,20,53.8,5,25.0,0,22,5,2.5,11.0,1.1
Junior Vandeross III,163156,WR,TOLEDO,1,13,0,316,15.2,2,46.2,50.0,1,2,0.0,0,3,0,77.5,78.3,1,36,0.0,0,23,6,87.0,20,37.3,13,65.0,0,90,53,8.8,15.0,4.5,0,,0,,,0,0,,0,0,0,,56.8,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0
Pofele Ashlock,158166,WR,HAWAII,1,13,0,180,17.0,0,50.0,0.0,0,1,50.0,1,1,0,24.5,65.9,0,16,0.0,0,5,1,100.0,5,116.7,2,40.0,1,16,0,0.0,16.0,3.2,0,11.2,0,72.7,0.0,0,1,0.0,0,5,0,79.3,78.7,0,38,0.0,0,39,8,97.4,38,133.5,11,28.9,1,107,29,3.6,13.4,2.82
Lincoln Victor,97215,WR,WASH STATE,1,13,0,341,11.4,1,85.7,,0,0,0.0,0,5,0,77.5,81.4,0,50,0.0,0,20,6,100.0,20,118.8,7,35.0,0,110,57,9.5,18.3,5.5,0,2.2,3,80.0,,0,0,0.0,0,2,0,74.9,63.1,0,19,0.0,0,26,4,96.2,25,108.3,5,20.0,0,50,39,9.8,12.5,2.0
