player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Robert Lewis,123858,WR,GA STATE,1,17,0,175,17.7,0,33.3,0.0,0,1,50.0,1,0,0,24.5,48.8,0,6,0.0,0,6,1,100.0,6,42.4,3,50.0,0,6,-1,-1.0,6.0,1.0,0,11.3,1,57.1,100.0,1,1,11.1,1,4,0,58.9,68.2,2,32,0.0,0,28,8,100.0,28,35.4,14,50.0,0,85,28,3.5,10.6,3.04
Jordan Moore,143865,WR,DUKE,1,16,0,154,14.8,0,75.0,100.0,1,1,0.0,0,2,0,73.1,89.4,0,31,0.0,0,9,3,88.9,8,116.7,4,50.0,0,57,7,2.3,19.0,7.13,0,12.5,0,36.4,33.3,1,3,0.0,0,1,0,74.9,59.9,0,16,0.0,0,24,4,87.5,21,47.2,11,52.4,0,39,8,2.0,9.8,1.86
Luke McCaffrey,101634,WR,RICE,1,16,0,275,1.0,0,100.0,,0,0,0.0,0,1,0,70.7,72.5,0,10,0.0,0,4,2,75.0,3,85.4,2,66.7,0,9,7,3.5,4.5,3.0,0,11.2,1,63.6,100.0,2,2,0.0,0,4,0,78.5,70.3,0,30,0.0,0,31,7,90.3,28,88.8,11,39.3,0,89,55,7.9,12.7,3.18
Lincoln Victor,97215,WR,WASH STATE,1,16,0,341,16.3,0,66.7,,0,0,0.0,0,1,0,70.7,66.4,0,28,0.0,0,15,2,93.3,14,106.3,3,21.4,0,35,6,3.0,17.5,2.5,0,3.6,0,72.7,0.0,0,1,20.0,2,2,0,41.6,54.5,1,11,0.0,0,42,8,92.9,39,41.9,11,28.2,0,45,37,4.6,5.6,1.15
Elic Ayomanor,157263,WR,STANFORD,1,15,0,300,10.0,1,50.0,50.0,1,2,20.0,1,3,0,45.4,64.3,0,16,0.0,0,24,4,100.0,24,65.6,8,33.3,0,42,29,7.3,10.5,1.75,0,12.0,0,42.9,,0,0,0.0,0,1,0,73.1,61.5,0,11,0.0,0,19,3,89.5,17,50.3,7,41.2,0,16,4,1.3,5.3,0.94
Tetairoa McMillan,158735,WR,ARIZONA,1,15,0,109,20.8,0,100.0,,0,0,0.0,0,5,0,76.3,91.6,0,50,0.0,0,12,5,91.7,11,158.3,5,45.5,1,135,31,6.2,27.0,12.27,0,14.7,1,60.0,0.0,0,3,0.0,0,4,0,77.5,79.1,0,57,0.0,0,22,6,100.0,22,104.2,10,45.5,0,131,71,11.8,21.8,5.95
Malik Washington,97108,WR,VIRGINIA,1,15,0,335,1.5,3,100.0,,0,0,0.0,0,1,0,70.7,73.9,0,26,0.0,0,8,2,100.0,8,118.8,2,25.0,0,30,27,13.5,15.0,3.75,0,4.0,2,100.0,,0,0,0.0,0,4,0,80.1,71.8,0,31,0.0,0,27,9,96.3,26,101.9,9,34.6,0,76,40,4.4,8.4,2.92
Daniel Jackson,129654,WR,MINNESOTA,1,14,0,225,4.6,0,80.0,,0,0,20.0,1,2,0,45.4,63.4,0,12,0.0,0,12,4,91.7,11,130.4,5,45.5,1,29,8,2.0,7.3,2.64,0,14.7,1,57.1,,0,0,0.0,0,3,1,74.9,70.4,0,30,0.0,0,18,4,88.9,16,86.6,7,43.8,0,62,26,6.5,15.5,3.88
Brennan Presley,122982,WR,OKLA STATE,1,14,0,262,7.9,1,55.6,0.0,0,2,0.0,0,1,0,76.3,60.6,1,18,0.0,0,19,5,89.5,17,25.0,9,52.9,0,35,25,5.0,7.0,2.06,0,3.8,4,100.0,,0,0,0.0,0,2,0,74.9,84.0,0,21,0.0,0,17,4,88.2,15,118.8,4,26.7,0,55,40,10.0,13.8,3.67
Caullin Lacy,121426,WR,S ALABAMA,1,14,0,288,17.0,0,100.0,,0,0,0.0,0,1,0,66.7,65.9,0,12,0.0,0,7,1,85.7,6,156.3,1,16.7,1,12,0,0.0,12.0,2.0,0,9.6,3,70.0,100.0,2,2,0.0,0,3,1,78.5,59.6,0,23,0.0,0,44,7,86.4,38,83.7,10,26.3,0,56,21,3.0,8.0,1.47
