player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Jai'Den Thomas,174080,HB,UNLV,1,13,0,325,,0,,,0,0,,0,0,0,,59.8,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-1.7,2,100.0,100.0,1,1,0.0,0,2,0,81.5,79.0,0,19,33.3,8,24,9,62.5,15,86.1,9,60.0,0,42,57,6.3,4.7,2.8
Malachi Toney,200155,WR,MIAMI FL,1,13,0,220,6.3,1,50.0,0.0,0,1,0.0,0,2,0,70.7,65.7,0,10,0.0,0,17,2,88.2,15,61.5,4,26.7,0,17,10,5.0,8.5,1.13,0,4.0,3,87.5,,0,0,0.0,0,3,0,78.5,69.6,0,18,0.0,0,26,7,92.3,24,94.3,8,33.3,0,53,26,3.7,7.6,2.21
Amare Thomas,173349,WR,HOUSTON,1,13,0,182,8.0,0,100.0,100.0,1,1,0.0,0,2,0,73.1,74.4,0,27,0.0,0,12,3,100.0,12,158.3,3,25.0,2,39,15,5.0,13.0,3.25,0,6.6,0,60.0,,0,0,25.0,1,2,0,39.5,58.1,1,10,0.0,0,24,3,83.3,20,28.3,5,25.0,0,19,13,4.3,6.3,0.95
KJ Duff,184654,WR,RUTGERS,1,13,0,278,15.1,0,50.0,25.0,1,4,20.0,1,3,0,45.4,62.3,0,27,0.0,0,24,4,95.8,23,105.2,8,34.8,1,42,11,2.8,10.5,1.83,0,8.8,0,100.0,100.0,2,2,0.0,0,4,0,76.3,70.4,0,21,0.0,0,26,5,100.0,26,109.2,5,19.2,0,51,7,1.4,10.2,1.96
Kyri Shoels,188847,WR,S JOSE ST,1,13,0,285,22.0,0,16.7,0.0,0,1,50.0,1,1,0,66.7,59.6,0,19,0.0,0,17,1,94.1,16,40.3,6,37.5,0,19,4,4.0,19.0,1.19,0,18.8,1,50.0,66.7,2,3,25.0,1,3,0,40.2,77.7,0,43,0.0,0,20,3,95.0,19,95.8,6,31.6,0,80,5,1.7,26.7,4.21
Sam Roush,157270,TE,STANFORD,1,13,0,300,4.0,0,100.0,100.0,1,1,0.0,0,1,0,66.7,71.5,0,12,25.0,1,4,1,75.0,3,116.7,1,33.3,0,12,8,8.0,12.0,4.0,0,8.2,0,70.0,0.0,0,1,0.0,0,2,0,78.5,69.7,1,53,16.2,6,37,7,81.1,30,59.2,10,33.3,0,92,45,6.4,13.1,3.07
Jordan Hudson,157298,WR,SMU,1,13,0,287,16.7,0,100.0,100.0,1,1,0.0,0,2,0,73.1,78.8,0,29,0.0,0,13,3,84.6,11,118.8,3,27.3,0,60,10,3.3,20.0,5.45,0,2.2,3,77.8,0.0,0,1,0.0,0,5,0,78.5,71.8,0,20,0.0,0,31,7,100.0,31,95.4,9,29.0,0,62,55,7.9,8.9,2.0
Garrett Oakley,157772,TE,KANSAS ST,1,12,0,199,22.0,0,0.0,,0,0,,0,0,0,,56.2,0,0,0.0,0,4,0,100.0,4,39.6,1,25.0,0,0,0,,,0.0,0,6.1,1,37.5,0.0,0,2,0.0,0,1,1,73.1,46.6,1,28,9.1,2,22,3,90.9,20,16.7,8,40.0,0,44,48,16.0,14.7,2.2
Ian Strong,170319,WR,RUTGERS,1,12,0,278,12.7,0,66.7,100.0,3,3,0.0,0,2,0,74.9,73.2,0,33,0.0,0,19,4,100.0,19,95.8,6,31.6,0,55,6,1.5,13.8,2.89,0,12.2,1,33.3,0.0,0,2,0.0,0,1,0,70.7,57.7,0,17,0.0,0,24,2,100.0,24,50.7,6,25.0,0,30,7,3.5,15.0,1.25
Skyler Bell,145163,WR,UCONN,1,12,0,146,32.0,0,0.0,,0,0,100.0,1,0,0,16.4,45.5,0,0,0.0,0,6,0,83.3,5,39.6,2,40.0,0,0,0,,,0.0,0,12.1,2,75.0,,0,0,0.0,0,5,0,77.5,78.8,0,39,0.0,0,19,6,100.0,19,156.3,8,42.1,2,130,49,8.2,21.7,6.84
