player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Ryan Williams,191142,WR,ALABAMA,1,19,0,103,14.7,0,45.5,100.0,2,2,0.0,0,3,0,76.3,70.1,1,15,0.0,0,19,5,89.5,17,47.9,11,64.7,1,41,6,1.2,8.2,2.41,0,12.0,0,75.0,100.0,1,1,0.0,0,2,0,73.1,64.6,0,16,0.0,0,22,3,95.5,21,97.9,4,19.0,0,32,1,0.3,10.7,1.52
Nick Nash,98679,WR,S JOSE ST,1,17,0,285,9.2,2,54.5,50.0,1,2,0.0,0,4,0,77.5,74.6,1,20,0.0,0,20,6,95.0,19,32.0,11,57.9,0,59,21,3.5,9.8,3.11,0,16.8,0,60.0,0.0,0,1,25.0,1,2,0,39.5,64.1,0,17,0.0,0,19,3,100.0,19,119.2,5,26.3,1,33,7,2.3,11.0,1.74
Jaylin Noel,125155,WR,IOWA STATE,1,16,0,193,17.9,0,28.6,50.0,1,2,33.3,1,2,0,31.6,62.6,1,50,0.0,0,25,2,92.0,23,26.8,7,30.4,0,66,11,5.5,33.0,2.87,0,10.3,0,75.0,100.0,1,1,14.3,1,4,0,53.4,72.3,0,29,0.0,0,26,6,100.0,26,109.9,8,30.8,0,87,15,2.5,14.5,3.35
Luke Wysong,146110,WR,NEW MEXICO,1,15,0,241,9.0,0,83.3,100.0,3,3,0.0,0,3,0,76.3,84.7,0,34,0.0,0,8,5,100.0,8,118.1,6,75.0,0,74,31,6.2,14.8,9.25,0,8.4,2,62.5,50.0,1,2,0.0,0,4,0,76.3,83.4,0,43,0.0,0,20,5,95.0,19,96.9,8,42.1,0,82,26,5.2,16.4,4.32
Markus Allen,145160,WR,E MICHIGAN,1,14,0,160,12.3,2,75.0,100.0,1,1,0.0,0,3,0,73.1,75.6,0,31,0.0,0,13,3,100.0,13,156.3,4,30.8,1,58,23,7.7,19.3,4.46,0,17.7,0,44.4,25.0,1,4,20.0,1,4,0,45.9,68.0,0,45,0.0,0,22,4,95.5,21,77.1,9,42.9,0,82,9,2.3,20.5,3.9
Ricky White,129639,WR,UNLV,1,14,0,325,11.3,0,33.3,0.0,0,1,50.0,1,1,0,24.5,56.1,0,9,0.0,0,7,1,100.0,7,42.4,3,42.9,0,9,2,2.0,9.0,1.29,0,8.1,3,66.7,0.0,0,2,0.0,0,3,0,77.5,69.2,1,22,0.0,0,22,6,100.0,22,85.2,9,40.9,1,65,40,6.7,10.8,2.95
DT Sheffield,174143,WR,N TEXAS,1,14,0,251,10.3,0,50.0,100.0,1,1,0.0,0,1,0,70.7,64.6,0,13,0.0,0,29,2,96.6,28,66.7,4,14.3,0,22,12,6.0,11.0,0.79,0,7.2,0,80.0,,0,0,0.0,0,2,1,74.9,63.6,0,75,0.0,0,22,4,86.4,19,158.3,5,26.3,1,83,57,14.3,20.8,4.37
Isiah Paige,145348,WR,DOMINION,1,13,0,263,,0,,,0,0,,0,0,0,,55.3,0,0,0.0,0,7,0,100.0,7,0.0,0,0.0,0,0,0,,,0.0,0,7.2,1,45.5,,0,0,0.0,0,2,0,76.3,66.8,0,10,0.0,0,22,5,100.0,22,52.5,11,50.0,0,27,39,7.8,5.4,1.23
Amare Thomas,173349,WR,UAB,1,13,0,321,6.4,1,100.0,,0,0,0.0,0,4,0,76.3,83.7,0,23,0.0,0,12,5,100.0,12,152.9,5,41.7,2,56,24,4.8,11.2,4.67,0,11.1,0,50.0,33.3,1,3,0.0,0,1,0,74.9,58.6,1,28,0.0,0,30,4,96.7,29,28.1,8,27.6,0,46,13,3.3,11.5,1.59
Devonte Ross,146735,WR,TROY,1,13,0,318,20.0,0,100.0,,0,0,0.0,0,1,0,66.7,68.4,0,16,0.0,0,5,1,80.0,4,118.8,1,25.0,0,16,-4,-4.0,16.0,4.0,0,15.4,0,44.4,0.0,0,2,0.0,0,2,0,74.9,63.9,2,10,0.0,0,28,4,100.0,28,15.3,9,32.1,0,34,-2,-0.5,8.5,1.21
Trent Walker,146340,WR,OREGON ST,1,13,0,265,11.8,0,62.5,50.0,1,2,0.0,0,1,0,76.3,61.0,0,18,0.0,0,21,5,95.2,20,76.6,8,40.0,0,43,16,3.2,8.6,2.15,0,10.7,0,100.0,100.0,1,1,0.0,0,2,0,73.1,64.7,0,22,0.0,0,21,3,100.0,21,118.8,3,14.3,0,38,6,2.0,12.7,1.81
Josh Kelly,97061,WR,TEXAS TECH,1,13,0,315,,0,,,0,0,,0,0,0,,56.5,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,0,7.2,2,76.9,50.0,2,4,0.0,0,5,0,80.9,69.9,0,32,0.0,0,45,10,97.8,44,94.4,13,29.5,0,88,46,4.6,8.8,2.0
Jayden Higgins,150240,WR,IOWA STATE,1,12,0,193,16.1,2,42.9,50.0,1,2,0.0,0,2,0,73.1,64.2,0,12,0.0,0,25,3,92.0,23,94.6,7,30.4,1,29,8,2.7,9.7,1.26,0,5.8,0,75.0,,0,0,25.0,1,2,0,40.2,58.4,0,12,0.0,0,26,3,100.0,26,94.8,4,15.4,0,29,11,3.7,9.7,1.12
Tru Edwards,146058,WR,LA TECH,1,12,0,208,10.9,0,62.5,0.0,0,1,16.7,1,5,0,49.8,72.7,0,19,0.0,0,21,5,100.0,21,124.5,8,38.1,2,59,4,0.8,11.8,2.81,0,10.7,0,100.0,,0,0,0.0,0,2,0,73.1,64.9,0,19,0.0,0,20,3,95.0,19,113.9,3,15.8,0,34,2,0.7,11.3,1.79
Dane Pardridge,158042,WR,N ILLINOIS,1,12,0,254,8.4,0,71.4,,0,0,0.0,0,3,0,76.3,70.1,0,11,0.0,0,18,5,100.0,18,83.0,7,38.9,0,36,23,4.6,7.2,2.0,0,6.5,0,0.0,0.0,0,1,100.0,1,0,0,16.4,46.3,0,0,0.0,0,16,0,93.8,15,39.6,2,13.3,0,0,0,,,0.0
Jack Endries,158317,TE,CAL,1,12,0,130,3.6,0,57.1,25.0,1,4,0.0,0,2,0,74.9,67.8,0,16,11.1,2,18,4,83.3,15,80.1,7,46.7,0,51,34,8.5,12.8,3.4,0,4.5,0,100.0,,0,0,0.0,0,1,0,70.7,63.4,0,11,6.3,1,16,2,87.5,14,102.1,2,14.3,0,17,8,4.0,8.5,1.21
Dalton Carnes,173042,WR,N TEXAS,1,12,0,251,17.4,0,28.6,,0,0,0.0,0,1,0,70.7,56.1,0,16,0.0,0,32,2,96.9,31,40.8,7,22.6,0,23,6,3.0,11.5,0.74,0,6.6,1,60.0,0.0,0,1,0.0,0,2,0,73.1,63.8,0,12,0.0,0,20,3,90.0,18,72.1,5,27.8,0,24,20,6.7,8.0,1.33
Kam Shanks,173347,WR,UAB,1,11,0,321,7.2,0,20.0,0.0,0,1,50.0,1,0,0,24.5,48.3,0,3,0.0,0,15,1,93.3,14,39.6,5,35.7,0,3,2,2.0,3.0,0.21,0,1.0,0,80.0,,0,0,20.0,1,2,0,45.4,58.5,0,11,0.0,0,30,4,100.0,30,88.3,5,16.7,0,26,23,5.8,6.5,0.87
