player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Daniel Jackson,129654,WR,MINNESOTA,1,16,0,225,13.5,0,25.0,20.0,1,5,0.0,0,1,0,70.7,60.8,0,22,0.0,0,18,2,100.0,18,41.7,8,44.4,0,28,3,1.5,14.0,1.56,0,12.5,0,62.5,66.7,2,3,0.0,0,1,0,76.3,61.6,0,15,0.0,0,32,5,96.9,31,76.0,8,25.8,0,42,2,0.4,8.4,1.35
Travis Hunter,160766,CB,COLORADO,1,16,0,143,8.0,4,50.0,,0,0,40.0,2,2,0,21.7,64.4,0,22,0.0,0,19,3,89.5,17,77.8,6,35.3,0,49,12,4.0,16.3,2.88,0,8.2,3,60.0,0.0,0,1,0.0,0,2,0,77.5,67.4,0,24,0.0,0,34,6,94.1,32,106.3,10,31.3,1,50,56,9.3,8.3,1.56
Jordan Napier,175759,WR,S DIEGO ST,1,16,0,284,11.6,3,50.0,100.0,1,1,20.0,1,2,0,49.8,69.1,0,40,0.0,0,19,4,84.2,16,66.7,8,50.0,0,44,14,3.5,11.0,2.75,0,5.1,3,71.4,0.0,0,1,16.7,1,0,0,49.8,56.3,0,9,0.0,0,23,5,82.6,19,74.1,7,36.8,0,19,30,6.0,3.8,1.0
Tai Felton,144886,WR,MARYLAND,1,14,0,215,7.9,1,42.9,0.0,0,1,25.0,1,2,0,39.5,63.7,0,34,0.0,0,19,3,89.5,17,67.6,7,41.2,0,50,30,10.0,16.7,2.94,0,14.8,0,50.0,50.0,1,2,0.0,0,0,0,73.1,54.3,0,4,0.0,0,31,3,90.3,28,56.3,6,21.4,0,9,7,2.3,3.0,0.32
Brennan Presley,122982,WR,OKLA STATE,1,14,0,262,3.5,0,100.0,,0,0,0.0,0,2,0,73.1,85.7,0,7,0.0,0,4,2,75.0,3,91.7,2,66.7,0,12,5,2.5,6.0,4.0,0,9.5,1,80.0,100.0,1,1,0.0,0,4,0,79.3,72.8,1,18,0.0,0,23,8,100.0,23,53.3,10,43.5,0,63,17,2.1,7.9,2.74
Nick Nash,98679,WR,S JOSE ST,1,13,0,285,29.3,0,25.0,100.0,1,1,0.0,0,1,0,66.7,69.3,0,36,0.0,0,10,1,100.0,10,104.2,4,40.0,1,36,0,0.0,36.0,3.6,0,27.0,1,42.9,0.0,0,1,40.0,2,3,0,25.7,66.0,0,40,0.0,0,22,3,77.3,17,89.9,7,41.2,0,89,36,12.0,29.7,5.24
Dymere Miller,142935,WR,RUTGERS,1,13,0,278,14.0,0,50.0,100.0,2,2,20.0,1,4,0,45.4,73.1,0,17,0.0,0,20,4,85.0,17,103.1,8,47.1,2,38,1,0.3,9.5,2.24,0,11.6,1,20.0,,0,0,50.0,1,1,0,24.5,54.0,0,20,0.0,0,16,1,100.0,16,43.8,5,31.3,0,20,11,11.0,20.0,1.25
Terrance Ferguson,146563,TE,OREGON,1,12,0,264,0.7,0,66.7,0.0,0,1,0.0,0,1,0,70.7,69.7,0,9,12.5,1,8,2,87.5,7,72.9,3,42.9,0,11,10,5.0,5.5,1.57,0,9.6,0,42.9,33.3,1,3,40.0,2,0,0,21.7,38.2,0,8,14.3,3,21,3,81.0,17,50.3,7,41.2,0,15,8,2.7,5.0,0.88
Da'Quan Felton,104059,WR,VA TECH,1,12,0,337,12.7,0,66.7,100.0,1,1,0.0,0,1,0,70.7,67.7,0,30,0.0,0,15,2,93.3,14,106.3,3,21.4,0,35,3,1.5,17.5,2.5,0,10.7,0,44.4,50.0,2,4,20.0,1,2,0,45.9,56.3,1,15,0.0,0,23,4,95.7,22,14.8,9,40.9,0,33,10,2.5,8.3,1.5
Trent Walker,146340,WR,OREGON ST,1,12,0,265,4.0,2,100.0,,0,0,0.0,0,0,0,66.7,57.0,0,-3,0.0,0,7,1,71.4,5,79.2,1,20.0,0,-3,-7,-7.0,-3.0,-0.6,0,15.6,1,90.9,100.0,2,2,0.0,0,6,0,80.9,81.0,0,43,0.0,0,31,10,96.8,30,118.8,11,36.7,0,154,27,2.7,15.4,5.13
