player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Jamaal Pritchett,155624,WR,S ALABAMA,1,18,0,288,13.0,0,100.0,100.0,1,1,0.0,0,1,0,66.7,68.4,0,13,0.0,0,5,1,100.0,5,118.8,1,20.0,0,13,0,0.0,13.0,2.6,0,13.1,5,61.5,0.0,0,2,0.0,0,5,0,79.3,78.2,1,39,0.0,0,37,8,100.0,37,84.8,13,35.1,1,118,41,5.1,14.8,3.19
Robert Lewis,123858,WR,GA STATE,1,17,0,175,15.8,1,50.0,33.3,1,3,16.7,1,1,0,53.4,61.3,0,15,0.0,0,17,5,94.1,16,95.4,10,62.5,1,44,9,1.8,8.8,2.75,0,3.4,0,100.0,,0,0,0.0,0,3,0,76.3,67.3,0,16,0.0,0,14,5,100.0,14,102.5,5,35.7,0,43,26,5.2,8.6,3.07
Ty Mims,163565,WR,SO MISS,1,15,0,296,20.0,0,66.7,,0,0,0.0,0,2,0,70.7,74.8,0,37,0.0,0,12,2,91.7,11,109.7,3,27.3,0,53,10,5.0,26.5,4.82,0,12.6,2,66.7,0.0,0,3,0.0,0,6,0,79.3,76.2,0,17,0.0,0,30,8,90.0,27,88.2,12,44.4,0,88,22,2.8,11.0,3.26
Malik Washington,97108,WR,VIRGINIA,1,14,0,335,5.2,0,80.0,100.0,1,1,0.0,0,1,0,74.9,71.1,0,9,0.0,0,19,4,100.0,19,90.0,5,26.3,0,28,10,2.5,7.0,1.47,0,3.8,0,87.5,50.0,1,2,0.0,0,4,0,78.5,78.8,0,14,0.0,0,22,7,95.5,21,97.9,8,38.1,0,60,35,5.0,8.6,2.86
Justus Ross-Simmons,163334,WR,COLO STATE,1,13,0,144,11.0,0,0.0,0.0,0,1,,0,0,0,,55.2,0,0,0.0,0,6,0,100.0,6,39.6,2,33.3,0,0,0,,,0.0,0,10.3,3,70.0,,0,0,0.0,0,4,1,56.8,66.5,0,61,0.0,0,37,7,97.3,36,145.8,10,27.8,1,126,45,6.4,18.0,3.5
Jordan Moore,143865,WR,DUKE,1,13,0,154,29.0,0,0.0,,0,0,,0,0,0,,56.7,0,0,0.0,0,4,0,75.0,3,39.6,1,33.3,0,0,0,,,0.0,0,15.3,3,50.0,33.3,1,3,14.3,1,3,0,53.4,68.3,1,47,0.0,0,35,6,91.4,32,41.0,12,37.5,0,92,7,1.2,15.3,2.88
Elic Ayomanor,157263,WR,STANFORD,1,13,0,300,,0,,,0,0,,0,0,0,,55.0,0,0,0.0,0,7,0,71.4,5,0.0,0,0.0,0,0,0,,,0.0,0,17.9,0,72.7,33.3,1,3,0.0,0,4,0,79.3,75.7,0,53,3.1,1,32,8,90.6,29,145.1,11,37.9,1,146,9,1.1,18.3,5.03
Nick Nash,98679,WR,S JOSE ST,1,12,0,285,14.7,0,57.1,0.0,0,1,0.0,0,4,0,74.9,79.0,0,21,0.0,0,18,4,100.0,18,120.8,7,38.9,1,53,3,0.8,13.3,2.94,0,17.4,0,40.0,0.0,0,1,0.0,0,2,0,70.7,78.6,0,24,0.0,0,9,2,100.0,9,102.5,5,55.6,1,33,0,0.0,16.5,3.67
Miles Cross,145887,WR,OHIO,1,12,0,259,16.0,0,66.7,100.0,1,1,0.0,0,0,0,70.7,63.2,0,9,0.0,0,11,2,90.9,10,78.5,3,30.0,0,15,3,1.5,7.5,1.5,0,16.4,0,42.9,0.0,0,1,40.0,2,3,0,26.2,63.5,0,13,0.0,0,22,3,90.9,20,59.2,7,35.0,0,36,5,1.7,12.0,1.8
Jabre Barber,123689,WR,TROY,1,12,0,318,7.0,1,75.0,,0,0,0.0,0,1,0,73.1,69.8,0,21,0.0,0,13,3,92.3,12,102.1,4,33.3,0,36,18,6.0,12.0,3.0,0,13.0,0,100.0,,0,0,0.0,0,2,0,73.1,78.7,0,32,0.0,0,10,3,100.0,10,158.3,3,30.0,1,62,23,7.7,20.7,6.2
