player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Dymere Miller,142935,WR,RUTGERS,1,19,0,278,15.9,0,37.5,,0,0,25.0,1,2,0,40.2,67.4,0,45,0.0,0,14,3,92.9,13,63.0,8,61.5,0,57,5,1.7,19.0,4.38,0,15.2,0,70.0,,0,0,12.5,1,4,0,56.4,63.0,0,18,0.0,0,34,7,97.1,33,89.2,10,30.3,0,69,11,1.6,9.9,2.09
Corey Rucker,121539,WR,ARK STATE,1,17,0,113,-1.0,1,100.0,,0,0,0.0,0,1,0,66.7,69.2,0,11,0.0,0,4,1,75.0,3,112.5,1,33.3,0,11,12,12.0,11.0,3.67,0,10.3,4,80.0,50.0,1,2,0.0,0,7,0,79.3,90.1,0,28,0.0,0,21,8,100.0,21,118.8,10,47.6,0,135,74,9.3,16.9,6.43
Brennan Presley,122982,WR,OKLA STATE,1,17,0,262,2.0,1,100.0,,0,0,0.0,0,1,0,73.1,76.1,0,16,0.0,0,6,2,83.3,5,102.1,2,40.0,0,17,13,6.5,8.5,3.4,0,6.7,0,83.3,100.0,2,2,9.1,1,8,0,62.9,72.6,0,26,0.0,0,34,10,85.3,29,109.4,12,41.4,0,123,63,6.3,12.3,4.24
Jerjuan Newton,97308,WR,TOLEDO,1,16,0,316,17.0,0,100.0,,0,0,0.0,0,1,0,66.7,73.2,0,22,0.0,0,7,1,100.0,7,118.8,1,14.3,0,22,5,5.0,22.0,3.14,0,15.3,0,50.0,0.0,0,2,0.0,0,5,0,78.5,80.9,1,64,0.0,0,31,6,96.8,30,85.1,12,40.0,1,139,55,9.2,23.2,4.63
Jamaal Pritchett,155624,WR,S ALABAMA,1,15,0,288,8.7,0,33.3,,0,0,0.0,0,0,0,66.7,51.1,0,2,0.0,0,4,1,100.0,4,42.4,3,75.0,0,2,1,1.0,2.0,0.5,0,2.9,2,83.3,,0,0,9.1,1,3,0,64.9,75.4,0,27,0.0,0,25,10,92.0,23,96.9,12,52.2,0,87,109,10.9,8.7,3.78
Oran Singleton Jr.,145589,WR,E MICHIGAN,1,14,0,160,22.5,0,0.0,0.0,0,1,,0,0,0,,54.7,0,0,0.0,0,5,0,100.0,5,39.6,2,40.0,0,0,0,,,0.0,0,7.4,0,90.0,100.0,1,1,0.0,0,4,0,80.1,80.1,0,18,3.4,1,29,9,89.7,26,102.5,10,38.5,0,86,23,2.6,9.6,3.31
Justin Lockhart,74298,WR,S JOSE ST,1,14,0,285,27.3,0,66.7,100.0,2,2,0.0,0,2,0,70.7,69.7,0,40,0.0,0,16,2,93.8,15,109.7,3,20.0,0,57,3,1.5,28.5,3.8,0,18.7,0,16.7,,0,0,0.0,0,1,0,66.7,56.0,1,7,0.0,0,28,1,92.9,26,0.0,6,23.1,0,7,0,0.0,7.0,0.27
Tetairoa McMillan,158735,WR,ARIZONA,1,14,0,109,10.0,0,50.0,100.0,1,1,0.0,0,1,0,66.7,71.8,0,6,0.0,0,3,1,66.7,2,56.3,2,100.0,0,6,1,1.0,6.0,3.0,0,17.0,3,75.0,33.3,1,3,10.0,1,8,0,61.0,89.9,0,49,0.0,0,29,9,93.1,27,144.4,12,44.4,1,196,35,3.9,21.8,7.26
Will Pauling,144234,WR,WISCONSIN,1,14,0,349,4.9,1,50.0,33.3,1,3,28.6,2,3,0,29.1,59.3,0,13,0.0,0,25,5,100.0,25,61.7,10,40.0,0,43,24,4.8,8.6,1.72,0,5.5,0,75.0,100.0,1,1,0.0,0,1,0,73.1,66.5,0,28,0.0,0,7,3,100.0,7,102.1,4,57.1,0,36,14,4.7,12.0,5.14
Eli Pancol,97995,WR,DUKE,1,13,0,154,,0,,,0,0,,0,0,0,,54.9,0,0,0.0,0,10,0,90.0,9,0.0,0,0.0,0,0,0,,,0.0,0,9.9,1,84.6,66.7,2,3,0.0,0,8,0,81.5,83.7,0,25,0.0,0,36,11,97.2,35,136.5,13,37.1,1,138,38,3.5,12.5,3.94
Elic Ayomanor,157263,WR,STANFORD,1,13,0,300,5.8,1,100.0,100.0,1,1,0.0,0,3,0,74.9,78.3,0,14,0.0,0,9,4,77.8,7,100.0,4,57.1,0,32,9,2.3,8.0,4.57,0,9.0,2,87.5,,0,0,0.0,0,3,0,78.5,68.3,0,17,0.0,0,33,7,97.0,32,100.0,8,25.0,0,64,22,3.1,9.1,2.0
Ryan Davis,97321,WR,NEW MEXICO,1,13,0,241,15.3,0,42.9,50.0,1,2,25.0,1,1,1,40.2,55.4,1,19,0.0,0,18,3,88.9,16,20.8,7,43.8,0,38,7,2.3,12.7,2.38,0,14.7,1,100.0,,0,0,0.0,0,3,0,78.5,77.9,0,37,0.0,0,22,6,90.9,20,118.8,6,30.0,0,108,20,3.3,18.0,5.4
Cam Thompson,159604,WR,N ILLINOIS,1,13,0,254,17.5,0,50.0,100.0,1,1,50.0,1,1,0,10.9,53.1,0,27,0.0,0,17,1,88.2,15,95.8,2,13.3,0,27,3,3.0,27.0,1.8,0,12.5,0,60.0,0.0,0,2,0.0,0,3,0,77.5,76.2,0,54,0.0,0,22,6,100.0,22,126.3,10,45.5,1,98,32,5.3,16.3,4.45
Dalen Cobb,158341,WR,GA SOUTHRN,1,12,0,174,13.7,0,0.0,,0,0,,0,0,0,,54.2,0,0,0.0,0,7,0,85.7,6,39.6,3,50.0,0,0,0,,,0.0,0,6.4,1,77.8,,0,0,0.0,0,3,0,78.5,66.8,1,55,0.0,0,18,7,94.4,17,108.1,9,52.9,1,95,81,11.6,13.6,5.59
Nick Nash,98679,WR,S JOSE ST,1,12,0,285,14.2,1,33.3,0.0,0,1,0.0,0,2,0,70.7,68.1,0,35,0.0,0,18,2,94.4,17,102.1,6,35.3,1,47,6,3.0,23.5,2.76,0,3.3,3,100.0,,0,0,0.0,0,3,0,77.5,67.1,0,12,0.0,0,26,6,92.3,24,97.2,6,25.0,0,44,24,4.0,7.3,1.83
Kamdyn Benjamin,123241,WR,TULSA,1,12,0,320,4.0,0,50.0,,0,0,0.0,0,0,0,66.7,67.0,0,4,0.0,0,6,1,100.0,6,95.8,2,33.3,1,4,0,0.0,4.0,0.67,0,13.0,2,60.0,,0,0,0.0,0,4,0,77.5,75.3,0,74,0.0,0,45,6,93.3,42,142.1,10,23.8,2,121,71,11.8,20.2,2.88
DT Sheffield,174143,WR,N TEXAS,1,12,0,251,13.3,0,100.0,100.0,1,1,0.0,0,3,0,73.1,78.2,0,40,0.0,0,14,3,92.9,13,118.8,3,23.1,0,64,24,8.0,21.3,4.92,0,4.2,4,80.0,,0,0,20.0,1,3,0,49.8,68.2,0,30,0.0,0,21,4,90.5,19,156.3,5,26.3,1,60,38,9.5,15.0,3.16
Ja'Shaun Poke,100218,WR,S DIEGO ST,1,12,0,284,4.0,2,83.3,66.7,2,3,16.7,1,1,0,49.8,57.1,0,13,0.0,0,15,5,93.3,14,87.5,6,42.9,0,30,14,2.8,6.0,2.14,0,3.0,1,80.0,,0,0,0.0,0,2,0,74.9,65.7,0,9,0.0,0,19,4,100.0,19,90.8,5,26.3,0,29,35,8.8,7.3,1.53
Junior Vandeross III,163156,WR,TOLEDO,1,12,0,316,0.3,0,100.0,,0,0,0.0,0,2,0,73.1,76.2,0,16,0.0,0,6,3,100.0,6,100.0,3,50.0,0,24,23,7.7,8.0,4.0,0,3.7,0,100.0,,0,0,0.0,0,4,0,77.5,71.8,0,26,0.0,0,31,6,96.8,30,118.8,6,20.0,0,76,54,9.0,12.7,2.53
Markus Allen,145160,WR,E MICHIGAN,1,12,0,160,11.0,0,0.0,0.0,0,1,,0,0,0,,53.7,0,0,0.0,0,7,0,100.0,7,39.6,2,28.6,0,0,0,,,0.0,0,14.0,0,50.0,0.0,0,2,25.0,1,2,0,45.4,57.2,0,16,3.1,1,32,3,90.6,29,70.8,6,20.7,0,39,14,4.7,13.0,1.34
Devonte Ross,146735,WR,TROY,1,12,0,318,,0,,,0,0,,0,0,0,,57.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,4.8,3,77.8,0.0,0,1,0.0,0,2,0,78.5,69.9,2,26,0.0,0,25,7,92.0,23,55.8,9,39.1,0,62,75,10.7,8.9,2.7
Tai Felton,144886,WR,MARYLAND,1,12,0,215,10.5,0,83.3,50.0,1,2,0.0,0,4,0,76.3,74.2,0,16,0.0,0,20,5,100.0,20,105.6,6,30.0,0,56,21,4.2,11.2,2.8,0,9.7,0,66.7,,0,0,0.0,0,1,0,70.7,58.9,0,23,0.0,0,21,2,95.2,20,92.4,3,15.0,0,25,11,5.5,12.5,1.25
