player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Rashee Rice,97605,WR,SMU,1,18,0,287,19.8,1,25.0,0.0,0,2,50.0,1,1,0,24.5,54.5,0,14,0.0,0,13,1,84.6,11,41.7,4,36.4,0,14,7,7.0,14.0,1.27,0,4.3,1,83.3,100.0,2,2,9.1,1,4,1,63.3,70.2,0,18,0.0,0,29,10,96.6,28,101.0,12,42.9,0,99,65,6.5,9.9,3.54
Jason Brownlee,121451,WR,SO MISS,1,17,0,296,-2.0,0,100.0,,0,0,0.0,0,1,0,66.7,72.6,0,10,0.0,0,2,1,100.0,2,108.3,1,50.0,0,10,12,12.0,10.0,5.0,0,7.8,1,60.0,0.0,0,2,0.0,0,2,0,77.5,64.8,2,11,0.0,0,25,6,100.0,25,31.7,10,40.0,0,46,19,3.2,7.7,1.84
Rome Odunze,73774,WR,WASHINGTON,1,17,0,340,21.4,0,14.3,,0,0,0.0,0,1,0,66.7,57.3,0,16,0.0,0,21,1,90.5,19,39.6,7,36.8,0,16,8,8.0,16.0,0.84,0,12.7,0,77.8,0.0,0,1,0.0,0,5,0,78.5,75.5,0,25,0.0,0,24,7,100.0,24,111.6,9,37.5,0,97,43,6.1,13.9,4.04
Tank Dell,78874,WR,HOUSTON,1,17,0,182,15.3,0,50.0,,0,0,0.0,0,2,0,73.1,62.0,1,8,0.0,0,11,3,90.9,10,56.9,6,60.0,1,19,4,1.3,6.3,1.9,0,8.9,2,66.7,100.0,1,1,0.0,0,3,0,78.5,74.6,0,13,0.0,0,39,6,97.4,38,78.9,9,23.7,0,46,23,3.8,7.7,1.21
Quentin Johnston,123085,WR,TCU,1,17,0,305,15.7,0,33.3,0.0,0,1,0.0,0,0,0,66.7,55.7,1,1,0.0,0,8,1,100.0,8,2.8,3,37.5,0,1,6,6.0,1.0,0.13,0,7.9,6,92.9,100.0,2,2,0.0,0,9,0,82.7,93.3,0,53,0.0,0,22,13,100.0,22,142.6,14,63.6,1,205,108,8.3,15.8,9.32
Reynaldo Flores,83794,WR,UTEP,1,16,0,330,18.8,0,50.0,100.0,1,1,0.0,0,2,0,70.7,60.9,0,10,0.0,0,15,2,93.3,14,63.5,4,28.6,0,19,1,0.5,9.5,1.36,0,13.9,0,27.3,33.3,1,3,40.0,2,3,0,21.7,57.0,1,15,3.3,1,30,3,93.3,28,2.8,11,39.3,0,36,6,2.0,12.0,1.29
Xavier Hutchinson,122518,WR,IOWA STATE,1,16,0,193,7.8,0,20.0,0.0,0,1,50.0,1,0,0,24.5,48.6,0,3,0.0,0,13,1,100.0,13,39.6,5,38.5,0,3,2,2.0,3.0,0.23,0,13.3,0,50.0,,0,0,33.3,2,3,0,25.7,63.2,0,38,0.0,0,21,4,100.0,21,78.1,8,38.1,0,66,22,5.5,16.5,3.14
Sam LaPorta,101690,TE,IOWA,1,16,0,192,9.4,3,57.1,25.0,1,4,0.0,0,5,1,79.3,81.3,1,32,0.0,0,38,8,94.7,36,44.9,14,38.9,0,84,45,5.6,10.5,2.33,0,6.5,0,50.0,0.0,0,1,0.0,0,0,0,66.7,58.2,0,8,0.0,0,4,1,100.0,4,60.4,2,50.0,0,8,4,4.0,8.0,2.0
Devontez Walker,145773,WR,KENT STATE,1,16,0,201,14.3,0,66.7,33.3,1,3,11.1,1,5,0,59.3,70.8,0,43,0.0,0,32,8,87.5,28,142.4,12,42.9,2,130,5,0.6,16.3,4.64,0,17.0,1,75.0,100.0,1,1,25.0,1,3,0,39.5,67.4,0,13,0.0,0,13,3,100.0,13,94.8,4,30.8,0,29,14,4.7,9.7,2.23
Ronnie Bell,84288,WR,MICHIGAN,1,15,0,222,14.7,0,57.1,50.0,1,2,0.0,0,2,0,74.9,74.4,0,21,0.0,0,13,4,100.0,13,80.7,7,53.8,0,52,11,2.8,13.0,4.0,0,7.6,1,85.7,0.0,0,1,0.0,0,2,0,77.5,65.9,1,26,0.0,0,18,6,100.0,18,64.6,7,38.9,0,63,31,5.2,10.5,3.5
Dante Cephas,97665,WR,KENT STATE,1,15,0,201,17.8,0,50.0,100.0,2,2,0.0,0,3,0,53.8,66.7,0,17,0.0,0,32,5,87.5,28,98.3,10,35.7,1,51,13,2.6,10.2,1.82,0,13.3,1,100.0,,0,0,0.0,0,3,0,73.1,78.3,0,28,0.0,0,13,3,100.0,13,118.8,3,23.1,0,61,21,7.0,20.3,4.69
Isaiah Winstead,91115,WR,E CAROLINA,1,15,0,156,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,9.2,1,58.3,50.0,3,6,0.0,0,4,0,78.5,69.2,0,13,0.0,0,40,7,100.0,40,75.3,12,30.0,0,71,17,2.4,10.1,1.78
Evan Stewart,158674,WR,TEXAS A&M,1,15,0,312,7.5,0,50.0,0.0,0,1,0.0,0,0,0,66.7,55.1,0,4,0.0,0,17,1,94.1,16,56.3,2,12.5,0,4,1,1.0,4.0,0.25,0,16.3,0,66.7,100.0,2,2,0.0,0,2,0,74.9,75.1,1,43,0.0,0,17,4,100.0,17,70.1,6,35.3,0,80,2,0.5,20.0,4.71
Trey Cleveland,99570,WR,TEXAS TECH,1,15,0,315,23.7,0,33.3,0.0,0,1,0.0,0,1,0,66.7,61.2,0,20,0.0,0,14,1,85.7,12,57.6,3,25.0,0,20,9,9.0,20.0,1.67,0,10.0,1,63.6,33.3,1,3,0.0,0,3,0,78.5,67.8,0,36,0.0,0,34,7,100.0,34,83.9,11,32.4,0,76,29,4.1,10.9,2.24
Jaylin Lane,121811,WR,MIDDLE TN,1,14,0,224,10.3,0,50.0,33.3,1,3,0.0,0,3,0,73.1,75.9,0,15,0.0,0,16,3,87.5,14,104.9,6,42.9,1,31,8,2.7,10.3,2.21,0,1.1,0,75.0,50.0,1,2,0.0,0,3,0,77.5,63.5,0,10,0.0,0,26,6,96.2,25,79.2,8,32.0,0,28,25,4.2,4.7,1.12
Malachi Corley,66272,WR,W KENTUCKY,1,14,0,346,2.3,2,100.0,,0,0,0.0,0,1,0,73.1,75.7,0,13,0.0,0,5,3,80.0,4,102.8,3,75.0,0,26,19,6.3,8.7,6.5,0,4.7,5,72.7,0.0,0,1,0.0,0,5,0,80.1,63.6,0,38,0.0,0,39,8,97.4,38,97.2,11,28.9,0,91,72,9.0,11.4,2.39
Shocky Jacques-Louis,77960,WR,AKRON,1,14,0,102,20.0,0,50.0,50.0,1,2,0.0,0,1,0,66.7,69.4,0,8,0.0,0,4,1,100.0,4,60.4,2,50.0,0,8,-1,-1.0,8.0,2.0,0,13.5,0,80.0,50.0,1,2,0.0,0,6,0,79.3,71.8,1,32,2.2,1,45,8,95.6,43,67.5,10,23.3,0,97,17,2.1,12.1,2.26
Will Sheppard,124360,WR,VANDERBILT,1,14,0,333,12.5,0,50.0,100.0,1,1,0.0,0,1,0,66.7,69.4,0,15,0.0,0,5,1,80.0,4,75.0,2,50.0,0,15,0,0.0,15.0,3.75,0,9.0,1,75.0,0.0,0,1,0.0,0,4,0,77.5,70.5,0,23,0.0,0,26,6,96.2,25,96.9,8,32.0,0,62,22,3.7,10.3,2.48
Tory Horton,128232,WR,COLO STATE,1,14,0,144,5.6,3,85.7,100.0,1,1,0.0,0,2,0,77.5,73.6,0,26,0.0,0,14,6,92.9,13,104.8,7,53.8,0,64,37,6.2,10.7,4.92,0,8.6,0,42.9,0.0,0,1,25.0,1,0,0,39.5,52.0,1,1,0.0,0,10,3,100.0,10,10.7,7,70.0,0,0,7,2.3,0.0,0.0
Keytaon Thompson,60457,WR,VIRGINIA,1,13,0,335,6.0,4,80.0,50.0,1,2,20.0,1,4,0,45.9,73.0,0,16,0.0,0,17,4,94.1,16,104.2,5,31.3,0,45,23,5.8,11.3,2.81,0,7.0,0,57.1,,0,0,42.9,3,1,0,16.9,52.4,0,15,5.9,1,17,4,94.1,16,72.3,7,43.8,0,38,13,3.3,9.5,2.38
Michael Mayer,122906,TE,NOTRE DAME,1,13,0,258,15.5,0,100.0,100.0,2,2,0.0,0,2,0,70.7,87.7,0,19,0.0,0,5,2,100.0,5,158.3,2,40.0,1,30,0,0.0,15.0,6.0,0,5.4,1,77.8,,0,0,0.0,0,4,0,78.5,93.0,1,24,0.0,0,18,7,100.0,18,97.5,9,50.0,1,72,36,5.1,10.3,4.0
Khaleb Hood,97159,WR,GA SOUTHRN,1,13,0,174,-3.0,0,100.0,,0,0,0.0,0,1,0,70.7,68.2,0,15,0.0,0,5,2,80.0,4,141.7,2,50.0,1,17,23,11.5,8.5,4.25,0,3.7,2,88.9,0.0,0,1,0.0,0,3,1,79.3,59.9,0,21,0.0,0,22,8,90.9,20,96.8,9,45.0,0,65,36,4.5,8.1,3.25
Isaiah Alston,121550,WR,ARMY,1,13,0,114,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,19.3,0,53.8,50.0,2,4,0.0,0,3,0,78.5,83.2,0,67,4.0,1,25,7,96.0,24,112.0,13,54.2,1,123,36,5.1,17.6,5.13
Daniel George,84378,WR,AKRON,1,13,0,102,,0,,,0,0,,0,0,0,,56.7,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,6.3,2,81.8,0.0,0,1,0.0,0,6,0,80.1,74.1,0,23,0.0,0,44,9,97.7,43,104.5,11,25.6,0,100,42,4.7,11.1,2.33
Kris Thornton,61795,WR,JAMES MAD,1,12,0,197,14.0,0,100.0,,0,0,0.0,0,1,0,66.7,68.8,0,17,0.0,0,4,1,100.0,4,118.8,1,25.0,0,17,3,3.0,17.0,4.25,0,10.6,1,70.0,0.0,0,1,0.0,0,5,0,78.5,74.8,0,54,0.0,0,32,7,96.9,31,112.5,10,32.3,0,149,102,14.6,21.3,4.81
Nate Noel,122249,HB,APP STATE,1,12,0,108,,0,,,0,0,,0,0,0,,58.1,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,0,-0.9,2,87.5,,0,0,0.0,0,2,0,78.5,80.5,0,7,15.0,3,20,7,85.0,17,85.4,8,47.1,0,36,40,5.7,5.1,2.12
Woody Marks,124179,HB,MISS STATE,1,12,0,227,,0,,,0,0,,0,0,0,,58.5,0,0,0.0,0,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,0.6,1,60.0,,0,0,25.0,1,1,0,39.5,48.7,0,16,0.0,0,16,3,75.0,12,76.3,5,41.7,0,29,31,10.3,9.7,2.42
B.J. Casteel,61133,WR,NEVADA,1,12,0,239,1.8,0,80.0,,0,0,0.0,0,1,0,74.9,62.0,0,21,0.0,0,18,4,94.4,17,95.0,5,29.4,0,34,36,9.0,8.5,2.0,0,7.6,0,60.0,0.0,0,1,0.0,0,2,0,73.1,66.4,0,18,0.0,0,18,3,94.4,17,77.1,5,29.4,0,30,18,6.0,10.0,1.76
Jaylen Hall,61825,WR,W KENTUCKY,1,12,0,346,,0,,,0,0,,0,0,0,,55.5,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,0,11.0,0,63.6,50.0,1,2,0.0,0,3,0,78.5,60.6,0,24,0.0,0,47,7,97.9,46,74.8,11,23.9,0,52,27,3.9,7.4,1.13
Xavier Weaver,101130,WR,USF,1,12,0,327,12.7,1,66.7,100.0,1,1,0.0,0,4,0,74.9,90.8,0,33,0.0,0,11,4,100.0,11,146.5,6,54.5,1,71,7,1.8,17.8,6.45,0,13.8,0,50.0,,0,0,0.0,0,2,1,70.7,57.3,0,16,0.0,0,10,2,100.0,10,116.7,4,40.0,1,32,3,1.5,16.0,3.2
Carlos Carriere,61413,WR,C MICHIGAN,1,12,0,134,5.0,0,14.3,0.0,0,3,50.0,1,1,0,24.5,52.9,0,9,0.0,0,23,1,95.7,22,39.6,7,31.8,0,9,3,3.0,9.0,0.41,0,9.3,1,100.0,,0,0,0.0,0,2,1,74.9,67.1,0,17,0.0,0,14,4,100.0,14,158.3,4,28.6,1,51,14,3.5,12.8,3.64
Tyrell Shavers,61107,WR,S DIEGO ST,1,12,0,284,20.3,1,100.0,,0,0,0.0,0,3,0,73.1,89.3,0,42,0.0,0,10,3,100.0,10,118.8,3,30.0,0,97,36,12.0,32.3,9.7,0,10.1,1,55.6,0.0,0,1,16.7,1,2,0,49.8,59.5,0,18,0.0,0,25,5,96.0,24,72.5,9,37.5,0,52,11,2.2,10.4,2.17
Tyrin Smith,145487,WR,UTEP,1,12,0,330,10.5,1,75.0,,0,0,0.0,0,3,0,73.1,73.5,0,11,0.0,0,14,3,92.9,13,91.7,4,30.8,0,26,7,2.3,8.7,2.0,0,16.8,1,60.0,,0,0,0.0,0,2,0,73.1,60.3,0,15,0.0,0,32,3,96.9,31,78.8,5,16.1,0,32,9,3.0,10.7,1.03
Jamaal Bell,128222,WR,NEVADA,1,11,0,239,8.1,0,28.6,0.0,0,1,0.0,0,1,0,70.7,71.2,1,20,0.0,0,18,2,94.4,17,5.4,7,41.2,0,30,13,6.5,15.0,1.76,0,19.5,0,25.0,,0,0,50.0,1,1,0,24.5,59.3,0,23,0.0,0,16,1,93.8,15,51.0,4,26.7,0,23,1,1.0,23.0,1.53
Kaleb Smith,77982,WR,VA TECH,1,11,0,337,4.0,0,0.0,,0,0,,0,0,0,,56.0,0,0,0.0,0,6,0,83.3,5,39.6,1,20.0,0,0,0,,,0.0,0,15.6,1,90.0,100.0,3,3,0.0,0,5,1,80.1,80.2,0,37,0.0,0,32,9,93.8,30,118.8,10,33.3,0,152,31,3.4,16.9,5.07
Derwin Burgess Jr.,147111,WR,GA SOUTHRN,1,11,0,174,8.5,0,50.0,,0,0,0.0,0,1,0,66.7,66.2,0,1,0.0,0,6,1,83.3,5,95.8,2,40.0,1,1,2,2.0,1.0,0.2,0,10.5,0,50.0,,0,0,25.0,1,2,0,39.5,55.3,3,18,0.0,0,37,3,91.9,34,29.2,6,17.6,0,36,10,3.3,12.0,1.06
Keaton Mitchell,123826,HB,E CAROLINA,1,11,0,156,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,1.3,1,83.3,,0,0,16.7,1,1,0,49.8,52.4,0,11,3.1,1,32,5,96.9,31,88.9,6,19.4,0,32,23,4.6,6.4,1.03
Samuel Brown,123410,WR,HOUSTON,1,11,0,182,,0,,,0,0,,0,0,0,,54.2,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,0,12.3,0,77.8,50.0,1,2,0.0,0,3,0,78.5,74.9,0,32,0.0,0,37,7,97.3,36,111.1,9,25.0,0,96,13,1.9,13.7,2.67
Jalen Bracey,138149,WR,FIU,1,11,0,166,-2.0,2,100.0,,0,0,0.0,0,1,0,70.7,65.7,0,8,0.0,0,7,2,100.0,7,93.8,2,28.6,0,13,17,8.5,6.5,1.86,0,5.7,2,85.7,100.0,1,1,0.0,0,4,0,77.5,71.7,1,26,7.7,2,26,6,88.5,23,64.0,7,30.4,0,62,29,4.8,10.3,2.7
Chimere Dike,129918,WR,WISCONSIN,1,11,0,349,15.0,0,50.0,,0,0,0.0,0,1,0,66.7,72.8,0,6,0.0,0,2,1,100.0,2,95.8,2,100.0,1,6,0,0.0,6.0,3.0,0,8.8,1,100.0,100.0,2,2,0.0,0,3,0,77.5,89.7,0,52,0.0,0,10,6,100.0,10,158.3,6,60.0,1,126,73,12.2,21.0,12.6
Zay Flowers,97268,WR,BOSTON COL,1,11,0,121,6.0,0,100.0,,0,0,0.0,0,0,0,66.7,56.8,0,6,0.0,0,10,1,100.0,10,91.7,1,10.0,0,6,0,0.0,6.0,0.6,0,5.7,1,66.7,0.0,0,1,14.3,1,3,0,53.4,67.1,0,35,0.0,0,29,6,100.0,29,88.7,9,31.0,0,67,34,5.7,11.2,2.31
Joshua Cephus,98095,WR,UTSA,1,11,0,331,1.0,0,100.0,,0,0,0.0,0,1,0,66.7,72.2,0,2,0.0,0,2,1,100.0,2,79.2,1,50.0,0,2,1,1.0,2.0,1.0,0,7.6,0,66.7,50.0,1,2,0.0,0,2,0,77.5,63.3,0,15,0.0,0,27,6,100.0,27,74.3,9,33.3,0,36,20,3.3,6.0,1.33
Tyler Hudson,102567,WR,LOUISVILLE,1,11,0,210,5.3,1,33.3,0.0,0,1,0.0,0,1,0,66.7,65.4,0,17,0.0,0,7,1,100.0,7,53.5,3,42.9,0,17,18,18.0,17.0,2.43,0,12.3,1,83.3,100.0,1,1,0.0,0,3,0,76.3,72.1,0,23,0.0,0,16,5,81.3,13,113.9,6,46.2,0,68,16,3.2,13.6,5.23
Zion Bowens,128192,WR,HAWAII,1,11,0,180,9.0,0,100.0,100.0,1,1,0.0,0,2,0,70.7,70.4,0,9,0.0,0,10,2,100.0,10,104.2,2,20.0,0,18,0,0.0,9.0,1.8,0,11.7,1,83.3,,0,0,0.0,0,1,0,76.3,74.0,0,66,0.0,0,13,5,100.0,13,152.1,6,46.2,1,66,25,5.0,13.2,5.08
