player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Corey Sutton,61123,WR,APP STATE,1,17,0,108,22.5,0,50.0,50.0,2,4,0.0,0,3,0,73.1,90.9,0,37,0.0,0,10,3,90.0,9,134.0,6,66.7,1,73,2,0.7,24.3,8.11,0,10.8,0,55.6,100.0,1,1,16.7,1,3,0,50.3,64.4,1,14,0.0,0,23,5,87.0,20,28.7,9,45.0,0,43,12,2.4,8.6,2.15
Ty Fryfogle,61321,WR,INDIANA,1,16,0,190,8.9,0,77.8,100.0,2,2,0.0,0,6,0,78.5,83.0,0,10,0.0,0,22,7,95.5,21,90.7,9,42.9,0,52,7,1.0,7.4,2.48,0,13.5,0,100.0,,0,0,0.0,0,2,0,70.7,64.8,0,16,0.0,0,19,2,94.7,18,118.8,2,11.1,0,29,2,1.0,14.5,1.61
Emeka Emezie,61517,WR,NC STATE,1,15,0,248,5.0,0,100.0,100.0,1,1,0.0,0,1,0,70.7,76.5,0,9,0.0,0,4,2,100.0,4,135.4,2,50.0,1,14,9,4.5,7.0,3.5,0,4.2,2,100.0,,0,0,0.0,0,7,0,82.2,79.9,0,17,0.0,0,36,12,91.7,33,102.1,12,36.4,0,102,52,4.3,8.5,3.09
Kendric Pryor,40408,WR,WISCONSIN,1,14,0,349,6.5,0,75.0,,0,0,0.0,0,2,0,73.1,70.9,1,15,0.0,0,11,3,90.9,10,90.6,4,40.0,1,25,8,2.7,8.3,2.5,0,7.8,1,40.0,0.0,0,1,0.0,0,2,0,70.7,70.3,0,22,0.0,0,18,2,94.4,17,62.9,5,29.4,0,33,16,8.0,16.5,1.94
Kalil Pimpleton,61799,WR,C MICHIGAN,1,13,0,134,28.5,0,0.0,0.0,0,1,,0,0,0,,53.2,0,0,0.0,0,10,0,100.0,10,39.6,2,20.0,0,0,0,,,0.0,0,19.0,0,71.4,100.0,2,2,0.0,0,3,0,76.3,68.7,0,28,0.0,0,30,5,96.7,29,104.5,7,24.1,0,72,3,0.6,14.4,2.48
Justyn Ross,78021,WR,CLEMSON,1,13,0,140,11.0,0,0.0,0.0,0,1,,0,0,0,,48.9,0,0,0.0,0,7,0,100.0,7,39.6,3,42.9,0,0,0,,,0.0,0,7.0,0,71.4,,0,0,0.0,0,1,0,76.3,65.0,0,11,0.0,0,14,5,92.9,13,83.0,7,53.8,0,36,30,6.0,7.2,2.77
Dontayvion Wicks,99711,WR,VIRGINIA,1,13,0,335,20.6,0,75.0,100.0,3,3,0.0,0,6,0,77.5,89.5,0,22,0.0,0,20,6,95.0,19,153.1,8,42.1,1,94,1,0.2,15.7,4.95,0,22.0,0,50.0,,0,0,0.0,0,0,0,66.7,54.3,0,9,0.0,0,18,1,94.4,17,62.5,2,11.8,0,9,5,5.0,9.0,0.53
Drake London,86519,WR,USC,1,13,0,326,12.7,3,85.7,50.0,1,2,14.3,1,3,0,56.4,77.5,0,32,0.0,0,25,6,80.0,20,118.8,7,35.0,0,99,14,2.3,16.5,4.95,0,6.3,1,100.0,,0,0,0.0,0,1,0,73.1,62.4,0,29,0.0,0,24,3,95.8,23,118.8,3,13.0,0,48,29,9.7,16.0,2.09
Dante Cephas,97665,WR,KENT STATE,1,12,0,201,9.3,0,77.8,60.0,3,5,0.0,0,5,0,78.5,82.1,0,40,0.0,0,30,7,86.7,26,155.8,9,34.6,1,123,44,6.3,17.6,4.73,0,6.5,0,100.0,100.0,1,1,0.0,0,1,0,70.7,61.2,0,16,0.0,0,14,2,85.7,12,104.2,2,16.7,0,18,5,2.5,9.0,1.5
Jarrin Pierce,100875,WR,MIDDLE TN,1,12,0,224,10.3,1,75.0,100.0,1,1,14.3,1,4,0,53.4,68.5,0,21,0.0,0,20,6,90.0,18,139.1,8,44.4,1,67,30,5.0,11.2,3.72,0,1.0,1,100.0,,0,0,0.0,0,1,0,74.9,61.8,0,8,0.0,0,16,4,93.8,15,92.7,4,26.7,0,25,21,5.3,6.3,1.67
