player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Xavier Worthy,144718,WR,TEXAS,1,23,0,311,13.0,1,66.7,100.0,1,1,0.0,0,1,0,70.7,68.0,0,14,0.0,0,13,2,92.3,12,89.6,3,25.0,0,23,12,6.0,11.5,1.92,0,9.4,3,50.0,0.0,0,2,0.0,0,2,0,80.1,71.9,1,33,0.0,0,32,8,93.8,30,58.9,16,53.3,1,78,82,10.3,9.8,2.6
A.T. Perry,77975,WR,WAKE,1,19,0,339,24.3,0,50.0,100.0,1,1,0.0,0,2,0,70.7,65.3,0,24,0.0,0,19,2,89.5,17,119.8,4,23.5,1,35,6,3.0,17.5,2.06,0,13.8,0,33.3,0.0,0,1,50.0,2,1,0,17.0,47.0,0,10,0.0,0,16,2,93.8,15,43.1,6,40.0,0,19,3,1.5,9.5,1.27
David Bell,97989,WR,PURDUE,1,17,0,273,11.6,1,44.4,0.0,0,2,0.0,0,4,0,74.9,77.1,0,23,0.0,0,14,4,92.9,13,59.5,9,69.2,0,44,28,7.0,11.0,3.38,0,10.7,1,83.3,100.0,1,1,16.7,1,2,0,49.8,59.5,0,9,0.0,0,33,5,100.0,33,93.8,6,18.2,0,39,6,1.2,7.8,1.18
Konata Mumpfield,145598,WR,AKRON,1,16,0,102,15.0,0,71.4,,0,0,0.0,0,5,0,76.3,90.8,0,23,0.0,0,12,5,91.7,11,144.0,7,63.6,2,72,9,1.8,14.4,6.55,0,9.5,0,75.0,,0,0,0.0,0,1,0,73.1,68.0,0,12,0.0,0,18,3,94.4,17,93.8,4,23.5,0,28,2,0.7,9.3,1.65
Hassan Beydoun,78185,WR,E MICHIGAN,1,16,0,160,12.6,0,60.0,66.7,2,3,0.0,0,2,0,73.1,68.7,0,11,0.0,0,12,3,100.0,12,67.1,5,41.7,0,18,2,0.7,6.0,1.5,0,15.0,0,44.4,0.0,0,1,20.0,1,4,0,45.9,65.0,1,21,0.0,0,35,4,100.0,35,25.0,9,25.7,0,55,25,6.3,13.8,1.57
Tyler Snead,90863,WR,E CAROLINA,1,16,0,156,4.5,1,72.7,66.7,2,3,0.0,0,3,0,79.3,66.5,0,11,0.0,0,27,8,96.3,26,85.0,11,42.3,0,59,25,3.1,7.4,2.27,0,3.3,0,100.0,,0,0,0.0,0,4,0,74.9,76.2,0,19,0.0,0,17,4,100.0,17,111.5,4,23.5,0,43,30,7.5,10.8,2.53
Jahan Dotson,84375,WR,PENN STATE,1,15,0,266,6.4,0,60.0,0.0,0,1,0.0,0,2,0,74.9,72.1,0,15,0.0,0,16,3,87.5,14,71.3,5,35.7,0,23,13,4.3,7.7,1.64,0,4.6,1,75.0,,0,0,0.0,0,3,0,77.5,66.4,0,17,0.0,0,22,6,100.0,22,84.4,8,36.4,0,38,24,4.0,6.3,1.73
Emeka Emezie,61517,WR,NC STATE,1,15,0,248,9.9,0,85.7,100.0,1,1,0.0,0,3,0,78.5,74.9,0,28,0.0,0,29,6,93.1,27,142.6,7,25.9,1,61,10,1.7,10.2,2.26,0,17.0,0,66.7,100.0,1,1,0.0,0,3,0,74.9,78.6,0,27,0.0,0,24,4,95.8,23,147.2,6,26.1,1,72,17,4.3,18.0,3.13
August Pitre III,75967,WR,RICE,1,15,0,275,10.5,0,100.0,,0,0,0.0,0,1,0,70.7,71.4,0,27,0.0,0,9,2,100.0,9,118.8,2,22.2,0,31,10,5.0,15.5,3.44,0,10.5,2,45.5,0.0,0,2,37.5,3,3,1,19.8,53.9,2,17,0.0,0,35,5,100.0,35,26.9,11,31.4,0,70,11,2.2,14.0,2.0
Rakim Jarrett,129519,WR,MARYLAND,1,14,0,215,16.0,0,0.0,0.0,0,1,,0,0,0,,48.1,0,0,0.0,0,6,0,83.3,5,39.6,1,20.0,0,0,0,,,0.0,0,8.6,0,88.9,,0,0,0.0,0,4,0,79.3,76.0,0,26,0.0,0,28,8,100.0,28,105.6,9,32.1,0,84,23,2.9,10.5,3.0
