player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Derwin Burgess Jr.,147111,WR,GA SOUTHRN,1,19,0,174,7.7,0,88.9,100.0,4,4,0.0,0,5,0,79.3,78.7,0,35,0.0,0,22,8,95.5,21,107.9,9,42.9,0,89,29,3.6,11.1,4.24,0,10.4,0,44.4,,0,0,20.0,1,2,0,45.4,57.4,1,13,0.0,0,29,4,89.7,26,13.4,9,34.6,0,30,20,5.0,7.5,1.15
Xavier Hutchinson,122518,WR,IOWA STATE,1,19,0,193,9.2,0,60.0,0.0,0,2,0.0,0,3,0,73.1,80.8,0,9,0.0,0,8,3,87.5,7,110.8,5,71.4,1,23,4,1.3,7.7,3.29,0,12.5,0,83.3,100.0,2,2,0.0,0,3,0,76.3,74.9,0,24,0.0,0,17,5,100.0,17,107.6,6,35.3,0,59,9,1.8,11.8,3.47
Cedric Tillman,84434,WR,TENNESSEE,1,18,0,307,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,17.4,1,52.9,25.0,1,4,18.2,2,7,0,44.7,68.5,0,61,0.0,0,48,9,97.9,47,105.5,17,36.2,1,162,54,6.0,18.0,3.45
Evan Hull,97302,HB,NWESTERN,1,17,0,256,3.2,4,88.9,,0,0,0.0,0,7,0,79.3,93.6,0,39,4.5,1,22,8,95.5,21,155.8,9,42.9,1,156,129,16.1,19.5,7.43,0,1.4,1,60.0,0.0,0,2,0.0,0,0,0,73.1,59.6,0,8,6.3,1,16,3,81.3,13,71.3,5,38.5,0,23,16,5.3,7.7,1.77
Corey Crooms Jr.,97276,WR,W MICHIGAN,1,17,0,347,14.0,0,100.0,100.0,1,1,0.0,0,3,0,73.1,90.6,0,20,0.0,0,8,3,100.0,8,158.3,3,37.5,1,40,2,0.7,13.3,5.0,0,13.1,0,50.0,0.0,0,3,0.0,0,4,0,78.5,68.2,0,17,0.0,0,35,7,100.0,35,62.2,14,40.0,0,62,7,1.0,8.9,1.77
Victor Tucker,61203,WR,CHARLOTTE,1,16,0,136,7.8,0,50.0,100.0,2,2,0.0,0,2,0,73.1,68.1,0,8,0.0,0,14,3,85.7,12,97.2,6,50.0,1,20,2,0.7,6.7,1.67,0,6.0,0,66.7,100.0,2,2,0.0,0,2,0,77.5,65.2,0,19,0.0,0,31,6,90.3,28,114.1,9,32.1,1,42,21,3.5,7.0,1.5
Jalen Wayne,61640,WR,S ALABAMA,1,14,0,288,11.7,0,33.3,100.0,1,1,50.0,1,0,0,24.5,48.4,0,10,0.0,0,15,1,93.3,14,43.8,3,21.4,0,10,5,5.0,10.0,0.71,0,3.4,1,100.0,,0,0,0.0,0,5,0,77.5,81.0,0,18,0.0,0,16,5,93.8,15,118.8,5,33.3,0,66,49,9.8,13.2,4.4
Rashee Rice,97605,WR,SMU,1,14,0,287,10.0,0,0.0,,0,0,,0,0,0,,56.0,0,0,0.0,0,4,0,75.0,3,39.6,1,33.3,0,0,0,,,0.0,0,13.1,2,72.7,100.0,1,1,0.0,0,5,1,79.3,89.5,1,33,0.0,0,16,8,93.8,15,102.1,11,73.3,1,124,45,5.6,15.5,8.27
Jacob Cowing,100894,WR,ARIZONA,1,14,0,109,3.0,0,100.0,100.0,1,1,0.0,0,2,0,70.7,71.2,0,8,0.0,0,9,2,100.0,9,127.1,2,22.2,1,10,4,2.0,5.0,1.11,0,0.3,0,75.0,,0,0,14.3,1,2,0,53.4,65.0,0,10,0.0,0,23,6,100.0,23,83.3,8,34.8,0,36,45,7.5,6.0,1.57
Xavier Weaver,101130,WR,USF,1,14,0,327,7.5,2,100.0,100.0,1,1,0.0,0,0,0,70.7,67.5,0,9,0.0,0,5,2,100.0,5,87.5,2,40.0,0,10,-5,-2.5,5.0,2.0,0,15.1,1,50.0,0.0,0,3,16.7,1,4,0,49.8,68.4,1,12,0.0,0,19,5,100.0,19,23.8,10,52.6,0,47,21,4.2,9.4,2.47
Malik Washington,97108,WR,NWESTERN,1,13,0,256,20.0,0,20.0,0.0,0,1,50.0,1,0,0,24.5,48.2,0,9,0.0,0,25,1,88.0,22,39.6,5,22.7,0,9,12,12.0,9.0,0.41,0,2.2,2,66.7,50.0,1,2,0.0,0,2,0,74.9,66.3,1,14,0.0,0,17,4,94.1,16,32.6,6,37.5,0,21,17,4.3,5.3,1.31
Ali Jennings,145344,WR,DOMINION,1,13,0,263,6.0,0,66.7,,0,0,33.3,1,2,0,31.6,67.7,0,16,0.0,0,6,2,100.0,6,134.7,3,50.0,1,27,11,5.5,13.5,4.5,0,21.8,0,66.7,,0,0,0.0,0,3,0,74.9,76.5,1,44,0.0,0,22,4,95.5,21,109.7,6,28.6,2,101,12,3.0,25.3,4.81
Bryce Ford-Wheaton,78127,WR,W VIRGINIA,1,13,0,343,10.3,0,66.7,0.0,0,1,0.0,0,2,0,70.7,71.4,1,15,0.0,0,9,2,100.0,9,50.0,3,33.3,0,23,0,0.0,11.5,2.56,0,5.7,1,83.3,100.0,2,2,0.0,0,4,0,76.3,73.8,0,67,0.0,0,24,5,95.8,23,158.3,6,26.1,1,96,79,15.8,19.2,4.17
Tyrese Chambers,109628,WR,FIU,1,13,0,166,4.0,0,100.0,100.0,1,1,0.0,0,1,0,66.7,73.4,0,5,0.0,0,2,1,100.0,2,87.5,1,50.0,0,5,1,1.0,5.0,2.5,0,10.3,1,70.0,50.0,1,2,0.0,0,2,0,78.5,64.1,0,26,0.0,0,40,7,95.0,38,89.2,10,26.3,0,69,19,2.7,9.9,1.82
Tory Horton,128232,WR,COLO STATE,1,13,0,144,7.0,1,50.0,0.0,0,1,50.0,1,1,0,24.5,58.7,0,10,0.0,0,5,1,80.0,4,64.6,2,50.0,0,10,4,4.0,10.0,2.5,0,14.4,0,72.7,,0,0,11.1,1,5,0,58.9,77.4,2,69,0.0,0,33,8,97.0,32,114.8,11,34.4,3,176,80,10.0,22.0,5.5
Dontayvion Wicks,99711,WR,VIRGINIA,1,13,0,335,17.4,0,10.0,0.0,0,1,50.0,1,0,0,24.5,49.9,0,5,0.0,0,29,1,89.7,26,39.6,10,38.5,0,5,0,0.0,5.0,0.19,0,13.0,0,50.0,0.0,0,1,0.0,0,1,0,66.7,63.5,0,18,0.0,0,10,1,100.0,10,81.3,2,20.0,0,18,0,0.0,18.0,1.8
Jalin Hyatt,124282,WR,TENNESSEE,1,13,0,307,,0,,,0,0,,0,0,0,,60.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,5.9,0,84.6,,0,0,0.0,0,4,0,81.5,62.2,0,10,0.0,0,47,11,97.9,46,90.1,13,28.3,0,73,47,4.3,6.6,1.59
Jerand Bradley,144761,WR,TEXAS TECH,1,13,0,315,21.1,0,14.3,0.0,0,1,50.0,1,1,0,24.5,53.6,0,10,0.0,0,19,1,100.0,19,39.6,7,36.8,0,10,5,5.0,10.0,0.53,0,2.5,0,75.0,,0,0,0.0,0,0,0,73.1,58.9,0,9,0.0,0,31,3,100.0,31,77.1,4,12.9,0,8,3,1.0,2.7,0.26
Joshua Cephus,98095,WR,UTSA,1,13,0,331,15.3,0,75.0,100.0,1,1,0.0,0,3,0,73.1,72.7,0,33,0.0,0,16,3,100.0,16,116.7,4,25.0,0,57,26,8.7,19.0,3.56,0,10.1,1,66.7,0.0,0,2,0.0,0,3,0,77.5,66.2,0,18,0.0,0,28,6,92.9,26,78.5,9,34.6,0,45,10,1.7,7.5,1.73
Tanner Knue,52961,WR,E MICHIGAN,1,12,0,160,15.0,0,100.0,100.0,1,1,0.0,0,2,0,73.1,70.8,0,25,0.0,0,18,3,88.9,16,158.3,3,18.8,1,46,3,1.0,15.3,2.88,0,7.4,0,57.1,0.0,0,1,0.0,0,1,0,74.9,66.5,1,13,0.0,0,36,4,88.9,32,32.1,7,21.9,0,37,19,4.8,9.3,1.16
LaJohntay Wester,123616,WR,FAU,1,12,0,165,13.0,0,0.0,0.0,0,1,,0,0,0,,55.9,0,0,0.0,0,4,0,100.0,4,39.6,1,25.0,0,0,0,,,0.0,0,13.9,0,75.0,100.0,1,1,0.0,0,3,0,78.5,76.9,0,42,0.0,0,24,6,91.7,22,156.3,8,36.4,2,100,21,3.5,16.7,4.55
Jeremy Singleton,61289,WR,GA SOUTHRN,1,12,0,174,10.3,0,75.0,50.0,1,2,0.0,0,2,0,73.1,66.7,0,20,0.0,0,21,3,95.2,20,97.9,4,20.0,0,32,10,3.3,10.7,1.6,0,4.7,0,83.3,50.0,1,2,0.0,0,2,0,76.3,62.0,0,16,0.0,0,27,5,88.9,24,97.9,6,25.0,0,45,21,4.2,9.0,1.88
Michael Mayer,122906,TE,NOTRE DAME,1,12,0,258,4.3,1,75.0,100.0,1,1,0.0,0,2,0,73.1,67.1,0,12,0.0,0,18,3,88.9,16,126.0,4,25.0,1,21,17,5.7,7.0,1.31,0,13.0,0,62.5,66.7,2,3,0.0,0,3,0,76.3,75.0,1,30,0.0,0,27,5,92.6,25,57.3,8,32.0,0,82,12,2.4,16.4,3.28
