player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Danny Scudero,170781,WR,S JOSE ST,1,22,0,285,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Camden Brown,157049,WR,GA SOUTHRN,1,17,0,174,24.7,0,33.3,0.0,0,1,0.0,0,1,0,66.7,67.9,0,21,0.0,0,13,1,92.3,12,59.0,3,25.0,0,21,4,4.0,21.0,1.75,0,9.9,5,84.6,100.0,2,2,8.3,1,6,0,64.6,86.9,1,26,0.0,0,34,11,100.0,34,104.2,13,38.2,1,137,63,5.7,12.5,4.03
Ted Hurst,187922,WR,GA STATE,1,17,0,175,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Jordyn Tyson,157690,WR,ARIZONA ST,1,16,0,110,14.3,0,16.7,0.0,0,1,0.0,0,0,0,66.7,54.9,0,4,0.0,0,15,1,100.0,15,39.6,6,40.0,0,4,1,1.0,4.0,0.27,0,5.6,0,75.0,0.0,0,1,0.0,0,2,0,77.5,67.0,0,7,0.0,0,18,6,88.9,16,77.6,8,50.0,0,25,17,2.8,4.2,1.56
Javon Robinson,173924,WR,GA STATE,1,16,0,175,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Ian Strong,170319,WR,RUTGERS,1,15,0,278,11.0,0,0.0,0.0,0,1,,0,0,0,,53.9,0,0,0.0,0,11,0,100.0,11,39.6,2,18.2,0,0,0,,,0.0,0,11.7,2,58.3,20.0,1,5,0.0,0,6,0,78.5,74.5,0,34,0.0,0,46,7,91.3,42,93.8,12,28.6,0,124,35,5.0,17.7,2.95
Kris Hutson,131713,WR,ARIZONA,1,15,0,109,19.6,0,42.9,,0,0,0.0,0,2,0,73.1,73.5,0,19,0.0,0,19,3,94.7,18,104.2,7,38.9,1,45,9,3.0,15.0,2.5,0,10.8,0,75.0,66.7,2,3,0.0,0,4,0,77.5,71.0,0,15,0.0,0,22,6,100.0,22,96.4,8,36.4,0,61,3,0.5,10.2,2.77
Pofele Ashlock,158166,WR,HAWAII,1,15,0,180,14.7,0,33.3,,0,0,50.0,1,1,0,66.7,60.3,0,18,0.0,0,7,1,100.0,7,94.4,3,42.9,1,18,0,0.0,18.0,2.57,0,14.8,0,50.0,,0,0,0.0,0,2,0,70.7,73.1,1,31,0.0,0,13,2,100.0,13,91.7,4,30.8,1,46,11,5.5,23.0,3.54
Nick Marsh,183541,WR,MICH STATE,1,14,0,223,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Josiah Freeman,163398,WR,FRESNO ST,1,14,0,169,12.1,0,54.5,33.3,1,3,25.0,2,3,0,41.2,75.2,0,26,0.0,0,23,6,78.3,18,118.9,11,61.1,2,84,34,5.7,14.0,4.67,0,9.5,0,50.0,,0,0,0.0,0,0,0,66.7,55.3,0,5,0.0,0,13,1,100.0,13,56.3,2,15.4,0,5,8,8.0,5.0,0.38
