player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Trayvon Rudolph,130577,WR,N ILLINOIS,1,21,0,254,12.6,2,62.5,50.0,2,4,16.7,2,9,0,47.4,89.8,0,75,0.0,0,32,10,96.9,31,145.8,16,51.6,3,249,119,11.9,24.9,8.03,0,10.2,1,80.0,,0,0,20.0,1,2,0,45.4,66.5,0,28,0.0,0,24,4,91.7,22,114.2,5,22.7,0,57,24,6.0,14.3,2.59
Jack Sorenson,41983,WR,MIAMI OH,1,20,0,221,17.0,0,50.0,0.0,0,1,0.0,0,1,0,66.7,64.3,0,7,0.0,0,8,1,100.0,8,58.3,2,25.0,0,7,1,1.0,7.0,0.88,0,16.5,0,76.9,100.0,2,2,0.0,0,8,0,80.9,86.9,0,82,0.0,0,46,10,93.5,43,157.9,13,30.2,2,222,63,6.3,22.2,5.16
Wan'Dale Robinson,101735,WR,KENTUCKY,1,18,0,202,8.6,2,60.0,50.0,1,2,25.0,1,2,0,39.5,72.5,0,31,0.0,0,20,3,95.0,19,93.8,5,26.3,0,50,16,5.3,16.7,2.63,0,5.6,3,75.0,66.7,2,3,10.0,1,4,0,61.4,72.7,1,27,0.0,0,33,9,100.0,33,92.4,12,36.4,1,100,56,6.2,11.1,3.03
Jaxon Smith-Njigba,129758,WR,OHIO STATE,1,18,0,260,4.0,2,80.0,,0,0,0.0,0,3,0,74.9,75.8,0,17,0.0,0,11,4,100.0,11,97.5,5,45.5,0,37,20,5.0,9.3,3.36,0,7.1,2,75.0,,0,0,0.0,0,5,0,77.5,79.4,1,75,0.0,0,24,6,100.0,24,116.7,8,33.3,1,139,99,16.5,23.2,5.79
David Bell,97989,WR,PURDUE,1,16,0,273,13.0,0,0.0,0.0,0,1,,0,0,0,,54.1,0,0,0.0,0,12,0,100.0,12,39.6,1,8.3,0,0,0,,,0.0,0,15.8,3,77.8,50.0,1,2,12.5,1,7,0,56.4,92.6,0,53,0.0,0,22,7,100.0,22,118.8,9,40.9,0,192,77,11.0,27.4,8.73
Jahan Dotson,84375,WR,PENN STATE,1,15,0,266,6.9,0,62.5,0.0,0,1,0.0,0,2,0,76.3,66.7,0,45,0.0,0,26,5,100.0,26,91.1,8,30.8,0,71,54,10.8,14.2,2.73,0,20.7,0,85.7,,0,0,0.0,0,5,0,77.5,92.4,0,86,0.0,0,18,6,100.0,18,158.3,7,38.9,3,171,68,11.3,28.5,9.5
Tahj Washington,97288,WR,USC,1,15,0,326,5.5,0,100.0,,0,0,0.0,0,3,0,74.9,71.5,0,15,0.0,0,16,4,93.8,15,106.3,4,26.7,0,38,16,4.0,9.5,2.53,0,10.1,3,45.5,0.0,0,4,16.7,1,3,0,49.8,68.8,1,12,0.0,0,26,5,88.5,23,17.2,11,47.8,0,40,25,5.0,8.0,1.74
Chigoziem Okonkwo,84000,TE,MARYLAND,1,15,0,215,10.0,0,50.0,100.0,1,1,50.0,1,1,0,24.5,53.2,0,12,12.5,1,8,1,87.5,7,68.8,2,28.6,0,12,5,5.0,12.0,1.71,0,3.1,1,90.9,,0,0,9.1,1,4,0,62.9,86.1,0,15,11.1,3,27,10,85.2,23,94.3,11,47.8,0,73,42,4.2,7.3,3.17
Zack Kuntz,84084,TE,DOMINION,1,14,0,263,10.0,1,62.5,0.0,0,2,16.7,1,4,0,50.3,73.8,0,20,6.7,1,15,5,93.3,14,122.4,8,57.1,1,55,18,3.6,11.0,3.93,0,4.7,2,66.7,,0,0,20.0,1,2,0,45.4,66.6,0,19,5.9,1,17,4,94.1,16,90.3,6,37.5,0,47,34,8.5,11.8,2.94
Kyle Williams,128374,WR,UNLV,1,14,0,325,14.4,0,42.9,66.7,2,3,25.0,1,3,0,39.5,79.9,0,75,0.0,0,17,3,88.2,15,129.5,7,46.7,1,104,36,12.0,34.7,6.93,0,18.8,0,66.7,100.0,1,1,0.0,0,2,0,74.9,70.3,0,14,0.0,0,11,4,100.0,11,80.6,6,54.5,0,33,2,0.5,8.3,3.0
