player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Jayden Umbarger,121874,WR,NAVY,1,8,0,237,,0,,,0,0,,0,0,0,,57.6,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,9.9,0,75.0,0.0,0,1,0.0,0,6,0,77.5,71.2,0,15,0.0,0,25,6,100.0,25,143.2,8,32.0,1,75,36,6.0,12.5,3.0
Casey Reynolds,147315,WR,ARMY,1,7,0,114,33.0,0,0.0,0.0,0,1,,0,0,0,,57.7,0,0,0.0,0,2,0,100.0,2,39.6,1,50.0,0,0,0,,,0.0,0,8.8,0,60.0,0.0,0,1,0.0,0,1,0,73.1,77.5,0,14,0.0,0,9,3,100.0,9,78.8,5,55.6,0,32,7,2.3,10.7,3.56
Eli Heidenreich,162554,TE,NAVY,1,6,0,237,,0,,,0,0,,0,0,0,,57.6,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,9.0,0,60.0,,0,0,25.0,1,1,0,39.5,54.6,0,20,0.0,0,22,3,95.5,21,75.4,5,23.8,0,28,10,3.3,9.3,1.33
Brandon Chatman,162541,HB,NAVY,1,6,0,237,4.0,0,100.0,,0,0,0.0,0,1,0,66.7,71.8,0,11,0.0,0,3,1,100.0,3,112.5,1,33.3,0,11,7,7.0,11.0,3.67,0,18.0,0,25.0,0.0,0,1,0.0,0,1,0,66.7,59.8,0,13,0.0,0,17,1,100.0,17,40.6,4,23.5,0,13,3,3.0,13.0,0.76
Ay'Jaun Marshall,121589,WR,ARMY,1,2,0,114,,0,,,0,0,,0,0,0,,59.4,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,-3.0,1,100.0,,0,0,0.0,0,1,0,70.7,66.9,0,5,0.0,0,6,2,100.0,6,85.4,2,33.3,0,9,15,7.5,4.5,1.5
Cody Howard,162556,TE,NAVY,1,2,0,237,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,11.5,0,50.0,0.0,0,1,0.0,0,0,0,66.7,57.6,1,6,50.0,6,12,1,50.0,6,16.7,2,33.3,0,6,1,1.0,6.0,1.0
Alex Tecza,162587,FB,NAVY,1,2,0,237,1.0,0,100.0,,0,0,0.0,0,0,0,66.7,66.0,0,4,66.7,2,3,1,33.3,1,83.3,1,100.0,0,4,3,3.0,4.0,4.0,0,-4.0,0,100.0,,0,0,0.0,0,0,0,66.7,60.3,0,5,59.1,13,22,1,40.9,9,87.5,1,11.1,0,5,9,9.0,5.0,0.56
Noah Short,163220,WR,ARMY,1,2,0,114,,0,,,0,0,,0,0,0,,59.4,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,56.2,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0
Tobi Olawole,170999,WR,ARMY,1,1,0,114,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,8.0,0,100.0,,0,0,0.0,0,0,0,66.7,57.3,0,9,0.0,0,5,1,100.0,5,104.2,1,20.0,0,9,1,1.0,9.0,1.8
Nathan Kent,162558,WR,NAVY,1,1,0,237,,0,,,0,0,,0,0,0,,57.6,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,5.0,0,100.0,,0,0,0.0,0,1,0,66.7,60.3,0,9,0.0,0,15,1,100.0,15,104.2,1,6.7,0,9,4,4.0,9.0,0.6
Amin Hassan,144313,WR,NAVY,1,1,0,237,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,56.6,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0
Tyrell Robinson,121607,HB,ARMY,1,1,0,114,6.0,0,0.0,,0,0,,0,0,0,,59.4,0,0,50.0,1,2,0,50.0,1,39.6,1,100.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,54.2,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0
Tyson Riley,121605,FB,ARMY,1,1,0,114,,0,,,0,0,,0,0,0,,59.8,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,0,,0,,,0,0,,0,0,0,,51.9,0,0,33.3,3,9,0,66.7,6,0.0,0,0.0,0,0,0,,,0.0
