player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Adam Karas,145965,T,AIR FORCE,13,0,101,57.0,100.0,218,33.5,218,74.6,1,100.0,650,650,81.8,100.0,76,11.7,76
Will O'Steen,125373,T,JVILLE ST,13,0,196,58.1,100.0,162,27.2,162,67.0,0,100.0,595,595,71.1,100.0,382,64.2,382
Brock Robey,163975,G,JVILLE ST,13,0,196,45.0,100.0,160,27.0,160,61.5,0,100.0,593,593,69.9,100.0,384,64.8,384
Wesley Ndago,145973,G,AIR FORCE,13,0,101,64.8,100.0,201,34.1,201,75.3,0,100.0,590,590,69.5,100.0,68,11.5,68
Treylen Brown,108550,C,JVILLE ST,13,0,196,61.6,100.0,157,26.8,157,66.4,2,100.0,586,586,67.6,100.0,379,64.7,379
Jonathan Graham,81698,G,LIBERTY,14,0,206,55.6,100.0,258,45.4,258,58.6,1,100.0,568,568,60.3,100.0,259,45.6,259
Thor Paglialong,145955,C,AIR FORCE,13,0,101,57.2,100.0,187,33.0,187,68.5,0,100.0,567,567,70.0,100.0,62,10.9,62
X'Zauvea Gadlin,77580,G,LIBERTY,14,0,206,71.1,100.0,257,45.5,257,73.2,1,100.0,565,565,72.1,100.0,257,45.5,257
Jordan White,123439,C,LIBERTY,14,0,206,63.1,100.0,257,45.6,257,74.0,1,100.0,564,564,78.3,100.0,257,45.6,257
Caleb Rillos,155838,TE,AIR FORCE,13,0,101,61.2,100.0,186,33.2,186,82.8,2,100.0,561,561,85.0,100.0,62,11.1,62
Xavier Bausley,163939,T,JVILLE ST,12,0,196,57.4,100.0,152,27.7,152,66.5,0,100.0,548,548,70.5,100.0,347,63.3,347
Connor Finucane,121569,T,ARMY,12,0,114,68.1,100.0,190,36.4,190,78.3,4,100.0,522,522,78.2,100.0,276,52.9,276
Xavior Gray,100263,T,LIBERTY,14,0,206,63.2,100.0,225,44.6,225,62.2,3,100.0,505,505,61.5,100.0,234,46.3,234
Cade Beresford,81934,T,BOISE ST,14,1,120,57.9,100.0,273,54.2,273,61.9,2,100.0,504,504,66.2,100.0,201,39.9,201
Clay Webb,99076,G,JVILLE ST,13,0,196,67.9,100.0,138,27.7,138,85.1,0,100.0,498,498,87.5,100.0,313,62.9,313
Brady Small,171015,C,ARMY,12,0,114,67.9,100.0,188,37.8,188,64.9,0,100.0,498,498,60.4,100.0,263,52.8,263
Chase Mitchell,123886,T,LIBERTY,14,0,206,50.4,100.0,224,45.4,224,58.5,0,100.0,493,493,65.2,100.0,218,44.2,218
Tiger Shanks,128371,T,UNLV,14,0,325,51.0,100.0,134,27.5,134,71.9,1,100.0,488,488,79.4,100.0,337,69.1,337
Amani Trigg-Wright,81887,G,UNLV,14,0,325,64.1,100.0,134,27.5,134,64.1,1,100.0,488,488,63.1,100.0,337,69.1,337
Jack Hasz,145666,C,UNLV,14,0,325,62.9,100.0,134,27.5,134,56.3,2,100.0,488,488,54.4,100.0,337,69.1,337
Hayden Gillum,77508,C,KANSAS ST,13,0,199,61.5,100.0,332,68.3,332,62.4,0,100.0,486,486,58.8,100.0,129,26.5,129
Lucas Scott,147358,G,ARMY,12,0,114,62.0,100.0,173,35.6,173,65.8,0,100.0,486,486,61.4,100.0,256,52.7,256
Cooper Beebe,99434,G,KANSAS ST,13,0,199,76.0,100.0,332,68.3,332,79.9,0,100.0,486,486,81.2,100.0,129,26.5,129
Isaiah Helms,104720,C,APP STATE,14,0,108,58.0,100.0,100,20.7,100,60.3,2,100.0,483,483,62.6,100.0,364,75.4,364
KT Leveston,77487,T,KANSAS ST,13,0,199,62.0,100.0,329,68.3,329,64.3,0,100.0,482,482,66.8,100.0,127,26.3,127
Damion Daley,75770,G,APP STATE,14,0,108,60.3,100.0,100,20.8,100,61.6,1,100.0,480,480,60.8,100.0,361,75.2,361
Bucky Williams,78305,G,APP STATE,14,0,108,73.6,100.0,100,20.8,100,83.0,4,100.0,480,480,84.5,100.0,361,75.2,361
Connor McMahon,144330,T,NAVY,12,0,237,63.9,100.0,215,45.1,215,71.5,0,100.0,477,477,87.8,100.0,70,14.7,70
Kyle Hergel,87427,G,BOSTON COL,13,0,121,59.1,100.0,304,63.9,304,67.7,2,100.0,476,476,74.2,100.0,128,26.9,128
Drew Kendall,143829,C,BOSTON COL,13,0,121,69.1,100.0,303,63.7,303,71.3,2,100.0,476,476,69.3,100.0,129,27.1,129
Jack Murphy,121743,T,APP STATE,14,0,108,70.1,100.0,96,20.4,96,79.8,2,100.0,471,471,79.9,100.0,357,75.8,357
Brent Self,144344,C,NAVY,12,0,237,65.0,100.0,209,44.5,209,69.0,0,100.0,470,470,63.5,100.0,72,15.3,72
Jackson Filipowicz,121567,G,ARMY,12,0,114,56.8,100.0,171,36.5,171,54.3,0,100.0,468,468,53.0,100.0,242,51.7,242
