player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Isaac Cochran,101273,G,AIR FORCE,13,0,101,65.4,100.0,287,40.1,287,75.7,0,100.0,715,715,71.7,100.0,59,8.3,59
Everett Smalley,131512,T,AIR FORCE,13,0,101,65.3,100.0,287,40.2,287,77.8,1,100.0,714,714,75.2,100.0,59,8.3,59
Kip Frankland,100901,T,NAVY,12,0,237,64.8,100.0,281,42.7,281,66.4,0,100.0,658,658,70.7,100.0,95,14.4,95
Connor Bishop,102830,C,ARMY,12,0,114,56.7,100.0,189,30.9,189,68.7,1,100.0,611,611,76.8,100.0,156,25.5,156
Connor Finucane,121569,G,ARMY,12,0,114,61.6,100.0,183,30.7,183,74.2,0,100.0,596,596,82.1,100.0,150,25.2,150
Joshua Pena,121864,G,NAVY,12,0,237,55.3,100.0,253,43.0,253,60.0,0,100.0,588,588,58.9,100.0,79,13.4,79
Connor McMahon,144330,G,NAVY,11,0,237,66.8,100.0,261,45.4,261,78.2,1,100.0,575,575,67.2,100.0,79,13.7,79
Haaziq Daniels,125263,QB,AIR FORCE,13,0,101,60.1,76.9,213,38.2,277,60.1,1,79.8,557,698,60.0,98.2,56,10.1,57
Thor Paglialong,145955,C,AIR FORCE,13,0,101,54.8,100.0,219,39.5,219,67.8,0,100.0,555,555,52.3,100.0,42,7.6,42
Nick Broeker,99084,G,OLE MISS,13,0,226,55.7,100.0,234,43.0,234,62.0,0,100.0,544,544,68.5,100.0,281,51.7,281
Caleb Rillos,155838,TE,AIR FORCE,13,0,101,63.7,100.0,222,40.8,222,72.6,1,100.0,544,544,84.4,100.0,41,7.5,41
Sam Glover,121844,T,NAVY,11,0,237,55.4,100.0,242,45.1,242,57.0,0,100.0,537,537,47.1,100.0,77,14.3,77
Beaux Limmer,99067,G,ARKANSAS,13,0,111,62.5,100.0,90,16.9,90,82.3,0,100.0,532,532,84.4,100.0,395,74.2,395
Brady Latham,99068,G,ARKANSAS,13,0,111,60.5,100.0,91,17.1,91,67.4,0,100.0,531,531,70.7,100.0,393,74.0,393
Luke Jones,81780,T,ARKANSAS,13,0,111,64.3,100.0,90,17.1,90,69.3,0,100.0,525,525,68.6,100.0,389,74.1,389
Jayden Williams,146815,T,OLE MISS,13,0,226,40.9,100.0,230,43.9,230,41.4,0,100.0,524,524,48.6,100.0,266,50.8,266
Samuel Jackson,55403,G,UCF,14,0,323,61.2,100.0,189,36.1,189,64.4,0,100.0,524,524,69.3,100.0,266,50.8,266
Lokahi Pauole,98548,G,UCF,14,0,323,56.3,100.0,189,36.2,189,64.1,0,100.0,522,522,69.5,100.0,266,51.0,266
Matt Lee,98544,C,UCF,14,0,323,69.6,100.0,188,36.2,188,79.1,0,100.0,520,520,80.8,100.0,266,51.2,266
Ryan Swoboda,77576,T,UCF,14,0,323,65.7,100.0,188,36.3,188,73.5,0,100.0,518,518,74.5,100.0,262,50.6,262
Hayden Gillum,77508,C,KANSAS ST,14,0,199,62.7,100.0,317,61.8,317,59.4,2,100.0,513,513,57.1,100.0,161,31.4,161
Hadley Panzer,144598,G,KANSAS ST,14,0,199,56.9,100.0,312,60.9,312,59.9,2,100.0,512,512,63.1,100.0,163,31.8,163
Christian Duffie,77484,T,KANSAS ST,14,0,199,62.8,100.0,314,61.7,314,63.1,0,100.0,509,509,59.0,100.0,161,31.6,161
Caleb Warren,99083,C,OLE MISS,13,0,226,61.8,100.0,219,43.1,219,56.5,1,100.0,508,508,55.8,100.0,261,51.4,261
Tylan Grable,109425,T,UCF,14,1,323,71.6,100.0,183,36.0,183,67.2,1,100.0,508,508,58.0,100.0,262,51.6,262
Zak Zinter,129605,G,MICHIGAN,14,0,222,68.7,100.0,308,60.7,308,74.9,1,100.0,507,507,78.6,100.0,178,35.1,178
Olusegun Oluwatimi,98581,C,MICHIGAN,14,0,222,80.0,100.0,308,60.7,308,83.5,0,100.0,507,507,74.1,100.0,178,35.1,178
Quinn Carroll,98517,T,MINNESOTA,13,0,225,82.4,100.0,217,43.0,217,79.0,2,100.0,505,505,69.2,100.0,270,53.5,270
Cooper Beebe,99434,G,KANSAS ST,14,0,199,75.8,100.0,312,61.9,312,77.2,0,100.0,504,504,73.6,100.0,157,31.2,157
Aireontae Ersery,129649,T,MINNESOTA,13,0,225,62.5,100.0,215,43.0,215,60.9,2,100.0,500,500,60.3,100.0,267,53.4,267
Manase Mose,59950,C,N TEXAS,14,0,251,65.9,100.0,273,54.7,273,70.0,1,100.0,499,499,76.1,100.0,201,40.3,201
John Ojukwu,58530,T,BOISE ST,14,0,120,67.8,100.0,229,46.0,229,69.6,1,100.0,498,498,66.2,100.0,245,49.2,245
Jonathan Mingo,97774,WR,OLE MISS,13,0,226,57.8,100.0,221,44.6,221,61.8,2,100.0,496,496,65.5,100.0,252,50.8,252
Jett Duncan,121886,T,N TEXAS,14,0,251,46.4,100.0,270,54.7,270,48.6,2,100.0,494,494,56.2,100.0,199,40.3,199
Logan Osburn,53851,C,MARSHALL,13,0,214,64.9,100.0,101,20.4,101,59.6,0,100.0,494,494,57.7,100.0,365,73.9,365
Gabe Blair,145323,G,N TEXAS,14,0,251,68.6,100.0,263,53.6,263,76.3,2,100.0,491,491,78.9,100.0,204,41.5,204
Jayden Umbarger,121874,WR,NAVY,12,0,237,69.2,100.0,208,42.5,208,65.9,0,99.4,489,492,79.5,100.0,85,17.4,85
Isaiah Adams,158192,G,ILLINOIS,13,0,187,66.7,100.0,162,33.2,162,80.2,4,100.0,488,488,82.1,100.0,282,57.8,282
Alex Pihlstrom,60911,C,ILLINOIS,13,0,187,66.2,100.0,162,33.2,162,63.7,1,100.0,488,488,60.6,100.0,282,57.8,282
Alex Palczewski,59738,T,ILLINOIS,13,0,187,71.8,100.0,162,33.2,162,79.8,0,100.0,488,488,76.7,100.0,282,57.8,282
Ethan Driskell,98530,T,MARSHALL,13,0,214,58.4,100.0,97,20.0,97,63.0,3,100.0,486,486,63.9,100.0,359,73.9,359
