player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Behren Morton,144747,QB,TEXAS TECH,1,-21.59,0,63,315,60.0,40,42,10.6,3.05,0,0,0.0,47.6,20,16,16.7,46,73.0,4,9,,69.6,41.0,77.3,42.6,54.3,50.3,0,2,49,6.3,47.4,2.2,1,3,0,2,1,2,4.1,177,4.2,78.6,42,45,5.1,2.7,0,0,0.0,64.4,29,12,12.1,49,77.8,4,13,,69.7,50.7,77.4,52.6,,50.3,0,1,51,8.3,81.9,2.0,1,3,0,3,1,2,3.9,302,6.7,42.9,14,14,12.0,2.63,0,0,0.0,42.9,6,5,0.0,14,22.2,0,1,,66.5,41.5,71.8,42.1,54.3,,0,1,16,0.0,20.5,0.0,0,0,0,0,0,0,0.0,21,1.5,0,93.8,16,17,-2.4,1.68,0,0,0.0,88.2,15,1,0.0,17,27.0,0,5,,66.8,64.9,72.0,64.5,,,0,0,18,0.0,102.5,0.0,0,0,0,1,0,0,0.0,146,8.6,-5.21
Hank Bachmeier,101284,QB,WAKE,1,21.43,0,54,339,73.7,38,40,11.5,2.95,0,5,11.6,62.5,25,24,10.7,52,96.3,3,18,,29.8,77.1,77.7,79.5,60.0,56.1,1,0,55,25.0,100.4,11.5,6,6,0,1,1,0,0.0,364,9.1,66.7,27,28,12.0,2.93,0,3,9.7,57.1,16,16,11.1,35,64.8,2,8,,26.2,59.1,76.7,63.7,,47.3,1,0,38,18.8,80.2,8.6,3,4,0,0,0,0,0.0,205,7.3,92.3,13,14,8.2,2.82,0,2,14.3,78.6,11,8,8.3,19,35.2,1,11,,67.0,93.2,72.4,92.4,60.0,70.6,0,0,19,37.5,142.6,15.8,3,2,0,1,1,0,0.0,187,13.4,0,100.0,2,2,-3.0,1.35,0,0,0.0,100.0,2,0,0.0,2,3.7,0,1,,61.8,62.8,65.5,62.6,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,28,14.0,6.04
Taylen Green,145996,QB,ARKANSAS,1,-8.33,0,53,111,65.9,41,43,14.0,3.17,0,2,4.7,58.1,25,22,7.4,49,92.5,2,19,,46.4,79.9,31.9,83.9,,60.7,1,1,49,9.1,87.6,4.1,2,4,1,0,1,0,0.0,403,9.4,64.7,34,36,11.4,2.88,0,1,2.8,58.3,21,18,4.5,41,77.4,1,15,,28.1,69.5,29.1,75.6,,55.6,0,1,41,11.1,87.7,4.9,2,3,1,1,1,0,0.0,340,9.4,66.7,9,10,20.1,4.28,0,1,10.0,50.0,5,6,16.7,12,22.6,1,5,,65.8,83.8,70.7,75.5,,69.3,1,0,12,16.7,75.4,8.3,1,1,0,0,0,0,0.0,76,7.6,0,50.0,2,3,-2.0,3.58,0,0,0.0,33.3,1,2,0.0,4,7.5,0,1,,16.6,29.9,67.4,30.0,,,0,0,4,50.0,47.9,25.0,1,0,0,1,0,0,0.0,13,4.3,-1.84
Taisun Phommachanh,99577,QB,UMASS,1,6.67,0,52,216,66.7,36,38,11.4,3.15,2,3,7.7,63.2,24,15,0.0,50,96.2,0,14,,73.1,75.7,77.9,74.4,,65.6,0,1,52,33.3,81.1,10.0,5,7,0,0,1,0,0.0,261,6.9,67.9,28,30,10.9,3.15,2,2,6.5,63.3,19,12,0.0,40,76.9,0,11,,72.9,69.3,77.4,70.1,,61.4,0,1,42,33.3,81.5,10.0,4,6,0,0,1,0,0.0,212,7.1,70.0,10,10,9.9,2.9,0,1,10.0,70.0,7,3,0.0,12,23.1,0,3,,65.8,85.8,70.7,76.8,,69.3,0,0,12,33.3,80.0,8.3,1,1,0,0,0,0,0.0,47,4.7,0,100.0,2,2,-2.0,1.55,0,0,0.0,100.0,2,0,0.0,2,3.8,0,0,,61.8,62.9,65.5,62.7,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-1.0,-2.37
Chandler Morris,122938,QB,N TEXAS,1,9.52,0,49,251,56.8,37,37,10.6,2.36,0,5,11.9,54.1,20,14,4.8,41,83.7,1,15,,71.1,71.4,77.7,68.4,,68.0,0,3,48,21.4,82.7,7.3,3,1,0,0,4,3,6.3,296,8.0,60.0,35,35,8.3,2.27,0,3,7.7,57.1,20,10,4.8,37,75.5,1,14,,70.8,74.9,77.4,73.4,,63.8,0,2,42,10.0,80.3,2.7,1,1,0,0,3,2,4.8,217,6.2,66.7,9,9,8.3,2.2,0,2,16.7,66.7,6,5,0.0,12,24.5,0,3,,66.5,63.3,71.6,55.7,,71.0,0,1,16,40.0,103.7,16.7,2,1,0,0,1,1,6.3,105,11.7,0,85.7,7,7,-3.9,1.73,0,0,0.0,85.7,6,1,0.0,8,16.3,0,2,,65.4,72.7,70.1,67.3,,64.3,0,0,10,0.0,82.1,0.0,0,1,0,0,0,0,0.0,26,3.7,5.47
Kyle McCord,145053,QB,SYRACUSE,1,-7.79,0,48,304,76.7,43,43,9.6,2.44,0,2,4.7,67.4,29,11,12.1,45,93.8,4,20,,70.9,90.5,77.3,90.4,,62.6,0,0,45,9.1,122.0,2.2,1,1,0,0,4,0,0.0,338,7.9,80.0,35,35,8.0,2.49,0,2,5.7,71.4,25,9,10.7,37,77.1,3,18,,70.6,91.0,76.9,91.0,,62.6,0,0,37,11.1,125.8,2.7,1,1,0,0,3,0,0.0,299,8.5,72.7,11,11,11.2,2.15,0,0,0.0,63.6,7,2,12.5,11,22.9,1,4,,65.6,70.2,70.4,69.8,,,0,0,11,0.0,116.5,0.0,0,0,0,0,1,0,0.0,82,7.5,0,100.0,3,3,-3.3,2.03,0,0,0.0,100.0,3,0,0.0,3,6.3,0,2,,62.7,64.1,66.6,63.9,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,43,14.3,-1.09
Alan Bowman,77679,QB,OKLA STATE,1,0.0,0,48,262,53.5,43,44,10.8,2.25,0,3,5.9,52.3,23,5,0.0,44,91.7,0,15,,71.5,64.7,25.6,62.7,,69.9,0,1,51,0.0,72.3,0.0,0,0,0,1,1,1,2.0,301,6.8,58.1,31,32,8.8,2.17,0,1,2.9,56.3,18,3,0.0,32,66.7,0,10,,70.9,58.5,76.5,53.6,,69.9,0,1,35,0.0,66.5,0.0,0,0,0,1,1,1,2.9,155,4.8,56.3,16,16,11.3,2.24,0,2,10.0,56.3,9,2,0.0,16,33.3,0,6,,67.1,72.9,0.0,75.0,,,0,0,20,0.0,93.5,0.0,0,0,0,0,0,0,0.0,171,10.7,0,100.0,4,4,-2.3,1.48,0,0,0.0,100.0,4,0,0.0,4,8.3,0,1,,63.3,65.0,67.4,64.8,,,0,0,4,,92.7,0.0,0,0,0,0,0,0,0.0,25,6.3,5.85
Forrest Brock,173260,QB,TEMPLE,1,-9.31,0,47,306,60.6,33,34,9.9,2.71,0,2,4.7,55.9,19,13,5.0,35,74.5,1,9,,24.4,62.4,76.6,70.8,,35.3,1,2,45,7.7,64.2,2.9,1,0,0,0,1,2,4.4,247,7.3,75.0,32,34,7.4,2.45,1,2,4.9,67.6,23,10,4.2,35,74.5,1,6,,24.0,75.1,76.5,85.2,,35.3,1,0,43,10.0,95.2,2.9,1,0,0,0,1,0,0.0,220,6.5,58.3,12,12,5.2,2.38,0,0,0.0,58.3,7,4,0.0,12,25.5,0,5,,66.2,35.6,71.2,35.9,,,0,2,14,0.0,30.2,0.0,0,0,0,0,0,2,14.3,55,4.6,0,100.0,11,12,-2.5,1.62,1,0,0.0,91.7,11,1,0.0,12,25.5,0,2,,65.8,66.6,70.7,66.2,,,0,0,12,0.0,79.2,0.0,0,0,0,0,0,0,0.0,28,2.3,-1.89
Anthony Colandrea,170131,QB,VIRGINIA,1,4.24,0,45,335,75.8,33,34,12.1,2.9,0,2,5.6,70.6,24,7,4.0,36,80.0,1,20,,73.1,72.7,76.6,77.6,,55.2,0,2,38,14.3,104.0,2.8,1,1,0,1,3,1,2.6,312,9.2,78.1,32,33,8.8,2.61,0,1,3.0,75.8,25,7,0.0,35,77.8,0,17,,73.1,64.1,76.4,67.9,,55.2,0,2,35,14.3,106.4,2.9,1,1,0,1,3,1,2.9,286,8.7,90.0,10,10,9.1,2.84,0,1,8.3,80.0,8,1,11.1,10,22.2,1,4,,65.8,90.1,70.7,89.6,,,0,0,12,0.0,96.3,0.0,0,0,0,0,0,0,0.0,71,7.1,0,100.0,9,9,-2.9,1.7,0,0,0.0,100.0,9,1,0.0,9,20.0,0,1,,65.1,67.6,69.8,67.3,,,0,0,9,0.0,87.5,0.0,0,0,0,0,0,0,0.0,45,5.0,-1.57
Shedeur Sanders,131396,QB,COLORADO,1,-39.17,0,45,143,72.0,25,29,11.2,3.13,2,1,3.3,55.2,16,21,11.1,36,80.0,2,10,,69.3,71.1,75.4,74.1,,53.1,1,1,38,23.8,74.1,13.9,5,2,0,1,1,1,2.6,201,6.9,81.5,27,31,6.8,2.81,2,0,0.0,67.7,21,19,4.5,37,82.2,1,11,,69.4,66.0,75.5,68.8,,53.1,1,1,39,21.1,88.5,10.8,4,2,0,1,1,1,2.6,243,7.8,66.7,6,7,10.5,2.69,1,1,14.3,28.6,2,3,50.0,8,17.8,2,0,,64.9,80.4,69.5,79.8,,,0,0,8,33.3,39.6,12.5,1,0,0,0,0,0,0.0,1,0.1,0,100.0,8,9,-4.1,1.4,1,0,0.0,77.8,7,1,12.5,9,20.0,1,1,,65.1,65.3,69.8,65.0,,,0,0,9,0.0,86.6,0.0,0,0,0,0,0,0,0.0,43,4.8,-7.7
