player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Josh Hoover,127148,QB,TCU,1,-13.69,0,55,305,59.1,44,45,12.2,2.7,0,3,6.3,57.8,26,9,0.0,48,87.3,0,18,,70.1,59.2,77.3,62.2,,48.3,0,2,51,0.0,68.7,0.0,0,3,0,1,1,2,3.9,319,7.1,70.4,27,28,9.8,2.64,0,2,6.9,67.9,19,7,0.0,29,52.7,0,11,,68.8,71.3,76.0,74.0,,52.9,0,2,30,0.0,71.1,0.0,0,1,0,1,1,0,0.0,204,7.3,56.5,23,24,10.9,2.6,0,1,3.8,54.2,13,4,0.0,26,47.3,0,9,,68.0,47.8,73.5,50.2,,52.9,0,0,28,0.0,73.1,0.0,0,2,0,1,0,2,7.1,149,6.2,0,100.0,6,7,-3.3,2.09,0,0,0.0,85.7,6,2,0.0,7,12.7,0,2,,64.6,64.1,69.1,63.9,,,0,0,7,0.0,86.9,0.0,0,0,0,1,0,0,0.0,34,4.9,-1.08
Maddux Madsen,163379,QB,BOISE ST,1,-19.64,0,51,120,59.0,39,40,11.7,2.81,0,1,2.5,50.0,20,15,13.0,48,94.1,3,17,,69.9,47.2,76.3,43.3,,64.1,0,1,48,6.7,67.5,2.1,1,7,1,0,1,4,8.3,248,6.2,61.8,34,35,8.3,2.73,0,1,2.9,57.1,20,12,4.8,43,84.3,1,14,,69.7,40.0,75.9,34.3,,64.1,0,1,43,8.3,60.9,2.3,1,7,1,0,0,4,9.3,194,5.5,62.5,8,8,20.9,2.65,0,0,0.0,37.5,3,3,40.0,8,15.7,2,3,,64.9,77.5,69.5,76.9,,,0,0,8,0.0,109.4,0.0,0,0,0,0,1,0,0.0,70,8.8,0,100.0,3,3,-2.7,1.17,0,0,0.0,100.0,3,0,0.0,3,5.9,0,0,,62.7,64.1,66.6,63.9,,,0,0,3,,88.9,0.0,0,0,0,0,0,0,0.0,16,5.3,3.21
Byrum Brown,156206,QB,USF,1,-7.69,0,50,327,79.3,29,30,13.4,3.43,0,3,8.6,76.7,23,13,0.0,41,82.0,0,17,,16.9,59.0,77.7,64.6,56.7,52.7,0,1,46,23.1,130.7,7.3,3,7,0,1,5,3,6.5,281,9.4,88.0,25,26,7.0,3.0,0,2,7.4,84.6,22,12,0.0,32,64.0,0,14,,17.6,56.4,77.0,58.6,56.7,55.9,0,1,33,16.7,128.4,6.3,2,4,0,1,4,3,9.1,238,9.2,76.9,13,13,15.2,3.35,0,1,5.9,76.9,10,4,0.0,18,36.0,0,8,,29.6,67.1,72.7,72.7,,50.2,0,0,22,25.0,136.4,5.6,1,3,0,0,1,0,0.0,139,10.7,0,100.0,9,9,-2.1,1.72,0,0,0.0,100.0,9,3,0.0,9,18.0,0,5,,65.1,67.6,69.8,67.2,,,0,0,9,0.0,111.1,0.0,0,0,0,0,0,0,0.0,96,10.7,1.54
Jake Retzlaff,70874,QB,BYU,1,25.0,0,50,128,58.1,31,32,12.5,3.16,1,0,0.0,46.9,15,15,16.7,40,80.0,3,11,,70.0,62.9,17.9,60.2,,68.2,0,0,41,20.0,63.5,7.5,3,5,0,0,0,2,4.9,172,5.4,62.1,29,30,9.8,2.9,1,0,0.0,50.0,15,11,16.7,37,74.0,3,8,,69.7,62.9,15.6,60.0,,68.2,0,0,37,18.2,62.8,5.4,2,5,0,0,0,2,5.4,137,4.6,83.3,12,12,5.1,2.67,0,0,0.0,75.0,9,4,10.0,13,26.0,1,5,,66.2,66.0,71.2,65.7,,,0,0,14,25.0,89.9,7.7,1,0,0,0,0,0,0.0,73,6.1,0,100.0,10,10,-4.5,1.57,0,0,0.0,90.0,9,0,10.0,10,20.0,1,2,,65.4,67.8,70.1,67.5,,,0,0,10,,82.5,0.0,0,0,0,0,0,0,0.0,38,3.8,1.51
Will Howard,122599,QB,KANSAS ST,1,-0.61,0,48,199,92.3,26,37,11.2,3.18,3,4,10.5,54.1,20,21,16.7,42,87.5,4,14,,37.9,81.1,76.5,87.0,,50.4,1,1,43,14.3,102.6,7.1,3,2,1,6,4,1,2.3,273,7.4,92.0,25,33,7.3,3.05,2,2,6.1,60.6,20,18,13.0,38,79.2,3,13,,35.2,70.9,76.2,76.7,,50.4,0,0,38,16.7,102.0,7.9,3,2,1,5,2,1,2.6,231,7.0,100.0,7,10,14.1,2.8,1,2,18.2,60.0,6,5,14.3,10,20.8,1,3,,65.6,91.4,70.4,91.2,,,1,1,11,0.0,92.1,0.0,0,0,0,1,2,0,0.0,96,9.6,0,100.0,6,6,-1.5,1.75,0,0,0.0,100.0,6,2,0.0,6,12.5,0,2,,64.2,66.3,68.6,66.0,,,0,0,6,0.0,104.2,0.0,0,0,0,0,0,0,0.0,54,9.0,2.6
Nicholas Vattiato,145302,QB,MIDDLE TN,1,-17.14,0,47,224,60.7,28,31,10.5,3.06,0,2,6.5,51.6,16,15,5.9,41,87.2,1,8,,72.5,71.4,76.9,60.7,,73.6,0,1,42,13.3,60.6,4.9,2,8,0,3,1,1,2.4,135,4.4,64.3,28,30,9.1,2.87,0,2,6.7,60.0,18,13,0.0,39,83.0,0,9,,72.5,69.7,76.7,60.0,,72.0,0,1,40,15.4,72.5,5.1,2,7,0,2,1,1,2.5,167,5.6,83.3,6,7,3.7,2.75,0,0,0.0,42.9,3,2,40.0,8,17.0,2,1,,64.9,72.7,69.5,67.1,,64.3,0,0,8,0.0,50.3,0.0,0,1,0,1,0,0,0.0,6,0.9,0,100.0,6,6,-2.5,1.45,0,0,0.0,83.3,5,0,16.7,6,12.8,1,2,,64.2,66.2,68.6,65.9,,,0,0,6,,93.1,0.0,0,0,0,0,0,0,0.0,38,6.3,-4.71
Graham Mertz,97994,QB,FLORIDA,1,-11.67,0,46,163,59.4,32,34,9.9,2.92,0,2,5.7,55.9,19,11,0.0,38,82.6,0,12,,31.3,54.8,76.6,55.0,,57.3,0,0,39,27.3,107.6,7.9,3,1,0,2,3,2,5.1,241,7.1,67.9,28,29,6.6,2.45,0,2,6.7,65.5,19,9,0.0,33,71.7,0,11,,29.2,64.6,76.3,65.2,,57.3,0,0,34,33.3,124.9,9.1,3,1,0,1,3,1,2.9,235,8.1,58.3,12,13,8.6,3.21,0,0,0.0,53.8,7,2,0.0,13,28.3,0,2,,66.0,43.8,71.0,43.9,,,0,0,13,0.0,62.0,0.0,0,0,0,1,0,1,7.7,47,3.6,0,87.5,8,8,-3.8,1.44,0,0,0.0,87.5,7,0,0.0,8,17.4,0,1,,64.9,67.2,69.5,66.9,,,0,0,8,,88.0,0.0,0,0,0,0,0,0,0.0,41,5.1,-4.48
Braedyn Locke,157141,QB,WISCONSIN,1,-29.29,0,46,349,60.0,30,38,10.1,2.8,3,1,2.6,44.7,17,8,5.6,41,89.1,1,9,,70.4,52.3,24.6,50.7,,65.8,0,0,42,37.5,82.3,7.3,3,0,2,3,2,1,2.4,232,6.1,69.0,29,35,8.2,2.57,3,1,2.7,54.3,19,5,5.0,37,80.4,1,10,,70.3,56.6,23.3,55.2,,65.8,0,0,39,40.0,93.6,5.4,2,0,2,1,2,1,2.6,229,6.5,50.0,6,8,6.0,3.07,0,0,0.0,25.0,2,3,33.3,9,19.6,1,0,,65.1,44.5,69.8,44.5,,,0,0,9,33.3,39.6,11.1,1,0,0,2,0,0,0.0,12,1.5,0,100.0,5,5,-5.6,1.58,0,0,0.0,80.0,4,0,20.0,5,10.9,1,1,,64.2,60.0,68.6,59.9,,,0,0,6,,79.2,0.0,0,0,0,0,0,0,0.0,9,1.8,-5.04
Taulia Tagovailoa,97271,QB,MARYLAND,1,-14.29,0,45,215,75.9,29,30,7.8,2.67,0,3,9.1,70.0,21,17,4.5,35,77.8,1,11,,32.5,60.6,75.4,61.4,,56.6,0,1,38,29.4,102.6,14.3,5,0,0,1,2,3,7.9,244,8.1,79.4,34,35,5.9,2.46,0,3,8.1,74.3,26,16,3.7,40,88.9,1,13,,35.1,63.7,75.7,64.5,,56.6,0,1,42,31.3,103.6,12.5,5,0,0,1,2,3,7.1,273,7.8,60.0,5,5,-0.6,2.0,0,0,0.0,60.0,3,1,0.0,5,11.1,0,0,,64.2,56.8,68.6,56.6,,,0,0,6,0.0,64.6,0.0,0,0,0,0,0,0,0.0,13,2.6,0,80.0,10,10,-2.6,1.49,0,0,0.0,80.0,8,0,0.0,10,22.2,0,2,,65.4,67.5,70.1,67.2,,,0,0,10,,84.2,0.0,0,0,0,0,0,0,0.0,42,4.2,-5.2
Cole Snyder,97617,QB,BUFFALO,1,-26.89,0,45,126,40.5,37,41,12.2,2.57,0,0,0.0,34.1,14,20,6.7,45,100.0,1,7,,71.3,30.0,77.7,28.4,,62.0,1,2,46,5.0,33.7,2.2,1,3,0,3,1,5,10.9,151,3.7,43.3,30,33,10.9,2.65,0,0,0.0,39.4,13,18,0.0,37,82.2,0,7,,71.1,38.4,77.3,32.3,,62.0,1,1,39,5.6,50.9,2.7,1,3,0,2,1,3,7.7,147,4.5,28.6,7,8,17.7,2.21,0,0,0.0,12.5,1,2,50.0,8,17.8,1,0,,64.9,27.2,69.5,27.5,,,0,1,8,0.0,0.0,0.0,0,0,0,1,0,2,25.0,4,0.5,0,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0,,60.3,60.0,63.6,60.0,,,0,0,1,,0.0,,0,0,0,0,0,0,0.0,0,,-3.95
