player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Zevi Eckhaus,148535,QB,WASH STATE,1,-8.33,0,25,341,82.4,17,19,6.7,2.8,0,0,0.0,68.4,13,7,7.1,20,80.0,1,5,,,,,72.5,73.1,76.4,,62.8,,72.6,,,1,0,22,0.0,102.5,0.0,0,1,0,1,1,1,4.5,118,6.2,83.3,12,12,5.2,2.83,0,0,0.0,75.0,9,4,10.0,13,52.0,1,3,,,,,72.5,74.4,75.9,,62.5,,72.6,,,0,0,14,0.0,117.7,0.0,0,1,0,0,1,1,7.1,73,6.1,90.0,10,12,5.1,2.15,0,0,0.0,66.7,8,3,11.1,12,48.0,1,4,,,,,66.0,64.9,71.0,,64.6,,,,,1,0,13,0.0,83.0,0.0,0,0,0,1,0,0,0.0,73,6.1,0,100.0,5,5,-0.2,1.32,0,0,0.0,80.0,4,0,20.0,5,20.0,1,2,,,,,63.8,65.7,68.1,,65.4,,,,,0,0,5,,90.0,0.0,0,0,0,0,0,0,0.0,28,5.6,0.0
Demond Williams Jr.,183648,QB,WASHINGTON,1,-12.22,0,24,340,75.0,12,12,15.2,3.76,0,2,15.4,75.0,9,6,0.0,17,70.8,0,9,,,,,68.3,86.2,75.0,,92.6,,54.9,,,0,0,18,0.0,156.3,0.0,0,5,0,0,2,0,0.0,208,17.3,90.0,10,10,7.7,2.59,0,2,18.2,90.0,9,3,0.0,12,50.0,0,5,,,,,67.8,76.5,74.6,,86.3,,54.8,,,0,0,13,0.0,152.1,0.0,0,2,0,0,1,0,0.0,152,15.2,77.8,9,9,8.6,3.98,0,0,0.0,77.8,7,4,0.0,12,50.0,0,5,,,,,65.8,84.6,70.7,,90.0,,58.3,,,0,0,12,0.0,152.3,0.0,0,3,0,0,1,0,0.0,105,11.7,0,100.0,7,7,-4.0,2.14,0,0,0.0,100.0,7,1,0.0,7,29.2,0,1,,,,,64.6,66.7,69.1,,66.4,,,,,0,0,7,0.0,95.8,0.0,0,0,0,0,0,0,0.0,49,7.0,-3.53
Joe Fagnano,104768,QB,UCONN,1,-18.42,0,24,146,66.7,15,15,6.9,2.63,0,1,5.9,46.7,7,3,30.0,16,66.7,3,4,,,,,67.6,72.4,75.4,,68.1,,66.3,,,0,1,18,0.0,39.9,0.0,0,1,0,0,0,0,0.0,96,6.4,84.2,19,19,3.2,1.89,0,2,9.5,68.4,13,1,18.8,20,83.3,3,6,,,,,68.0,90.4,75.7,,89.6,,66.3,,,0,0,22,0.0,88.9,0.0,0,1,0,0,0,0,0.0,136,7.2,50.0,4,4,5.5,3.58,0,0,0.0,50.0,2,2,0.0,4,16.7,0,1,,,,,63.3,52.0,67.4,,52.0,,,,,0,1,4,0.0,24.0,0.0,0,0,0,0,0,0,0.0,19,4.8,0,100.0,8,8,-2.5,1.25,0,1,12.5,100.0,8,0,0.0,8,33.3,0,3,,,,,64.9,92.3,69.5,,92.0,,,,,0,0,8,,97.4,0.0,0,0,0,0,0,0,0.0,59,7.4,-2.41
Cutter Boley,184630,QB,KENTUCKY,1,18.75,0,24,202,85.7,14,14,9.9,3.29,0,1,6.7,78.6,11,3,8.3,17,70.8,1,10,,,,,66.8,88.4,75.7,,80.6,,76.5,,,0,0,18,33.3,142.6,5.9,1,2,0,0,1,0,0.0,190,13.6,87.5,16,16,4.1,2.44,0,0,0.0,81.3,13,2,7.1,17,70.8,1,7,,,,,66.8,83.2,75.7,,76.4,,69.3,,,0,0,18,0.0,125.0,0.0,0,1,0,0,1,0,0.0,144,9.0,100.0,5,5,10.6,3.2,0,1,20.0,100.0,5,1,0.0,7,29.2,0,5,,,,,64.6,79.4,69.1,,75.4,,63.2,,,0,0,7,100.0,118.8,14.3,1,1,0,0,0,0,0.0,92,18.4,0,100.0,7,7,-2.7,1.14,0,0,0.0,100.0,7,0,0.0,7,29.2,0,2,,,,,64.6,66.8,69.1,,66.5,,,,,0,0,7,,94.0,0.0,0,0,0,0,0,0,0.0,46,6.6,9.4
AJ Hairston,184157,QB,UMASS,1,-16.67,0,24,216,73.7,19,20,6.9,3.02,0,0,0.0,60.0,12,11,14.3,23,95.8,2,7,,,,66.7,67.7,54.4,73.9,,53.2,57.4,60.8,,,0,0,23,9.1,71.3,4.3,1,2,0,1,0,0,0.0,92,4.6,85.7,14,15,3.6,2.91,0,0,0.0,66.7,10,7,16.7,18,75.0,2,6,,,,,66.8,56.5,73.1,,55.1,,60.8,,,0,0,18,14.3,75.4,5.6,1,2,0,1,0,0,0.0,64,4.3,50.0,6,6,13.5,3.1,0,0,0.0,50.0,3,4,0.0,6,25.0,0,1,,,,66.7,64.9,54.8,69.1,,55.0,57.4,,,,0,0,6,0.0,62.5,0.0,0,0,0,0,0,0,0.0,27,4.5,0,100.0,1,1,-1.0,1.5,0,0,0.0,100.0,1,0,0.0,1,4.2,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,0.23
Colton Joseph,172283,QB,DOMINION,1,-10.1,0,24,263,66.7,12,13,18.6,3.35,1,2,13.3,46.2,6,6,25.0,17,70.8,2,5,,,,,31.6,77.0,76.2,,81.1,,62.1,,,0,0,19,16.7,105.6,5.9,1,3,0,0,1,0,0.0,123,9.5,71.4,7,9,0.9,2.07,1,0,0.0,55.6,5,2,0.0,10,41.7,0,0,,,,,28.1,64.3,75.7,,62.5,,61.5,,,1,0,11,0.0,60.9,0.0,0,1,0,0,0,0,0.0,25,2.8,70.0,10,11,21.4,3.46,1,2,16.7,45.5,5,5,28.6,14,58.3,2,5,,,,66.7,66.7,80.1,71.6,,80.4,62.0,61.6,,,0,0,15,20.0,116.5,7.1,1,2,0,0,1,0,0.0,122,11.1,0,80.0,5,7,-0.6,1.74,1,0,0.0,57.1,4,1,0.0,7,29.2,0,0,,,,66.7,65.2,56.7,69.5,,55.3,62.0,,,,1,0,7,0.0,64.0,0.0,0,0,0,0,0,0,0.0,24,3.4,8.31
Brandon Rose,158503,QB,UMASS,1,-37.5,0,23,216,73.3,15,16,12.3,3.16,0,0,0.0,50.0,8,6,27.3,19,82.6,3,5,,,,,17.4,55.1,74.0,,55.6,,57.3,,,1,0,20,33.3,65.4,10.5,2,1,0,0,0,3,15.0,83,5.2,73.3,15,16,9.5,2.95,0,0,0.0,62.5,10,6,9.1,19,82.6,1,5,,,,,17.4,48.1,74.0,,47.3,,57.3,,,1,0,20,33.3,78.6,10.5,2,1,0,0,0,3,15.0,94,5.9,75.0,4,4,9.0,2.23,0,0,0.0,25.0,1,0,66.7,4,17.4,2,1,,,,,63.3,79.3,67.4,,78.7,,,,,0,0,4,,39.6,0.0,0,0,0,0,0,0,0.0,7,1.8,0,75.0,4,4,-1.3,1.23,0,0,0.0,75.0,3,0,0.0,4,17.4,0,1,,,,,63.3,57.6,67.4,,57.5,,,,,0,0,4,,83.3,0.0,0,0,0,0,0,0,0.0,18,4.5,-4.13
Luke Duncan,173972,QB,UCLA,1,18.63,0,23,324,80.0,20,20,4.1,2.12,0,0,0.0,65.0,13,7,18.8,20,87.0,3,6,,,,,67.1,56.1,4.7,,57.8,,,,,0,0,20,0.0,103.5,0.0,0,0,0,0,1,0,0.0,147,7.4,82.4,17,17,3.9,2.08,0,0,0.0,64.7,11,6,21.4,17,73.9,3,6,,,,,66.7,56.5,1.6,,58.4,,,,,0,0,17,0.0,107.5,0.0,0,0,0,0,1,0,0.0,130,7.6,83.3,6,6,1.5,1.85,0,0,0.0,83.3,5,1,0.0,6,26.1,0,0,,,,,64.2,61.2,68.6,,61.0,,,,,0,0,6,0.0,83.3,0.0,0,0,0,0,0,0,0.0,24,4.0,0,100.0,3,3,-2.0,1.33,0,0,0.0,100.0,3,0,0.0,3,13.0,0,0,,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,7,2.3,-3.65
Aidan Armenta,175731,QB,LA MONROE,1,52.94,0,23,209,46.2,13,14,20.1,2.83,1,0,0.0,35.7,5,4,16.7,18,78.3,1,4,,,,,67.2,39.1,74.9,,42.5,,48.1,,,0,1,21,50.0,23.2,11.1,2,2,0,0,0,2,9.5,71,5.1,56.3,16,17,14.0,2.53,1,0,0.0,47.1,8,2,11.1,19,82.6,1,2,,,,,67.0,45.0,74.7,,48.0,,50.5,,,0,1,19,0.0,29.3,0.0,0,2,0,0,0,1,5.3,48,2.8,100.0,2,2,7.5,2.48,0,0,0.0,100.0,2,2,0.0,4,17.4,0,2,,,,,64.6,47.2,69.1,,50.1,,57.3,,,0,0,7,100.0,118.8,50.0,2,0,0,0,0,1,14.3,34,17.0,0,100.0,5,5,-4.4,1.38,0,0,0.0,100.0,5,0,0.0,5,21.7,0,0,,,,,63.8,65.7,68.1,,65.4,,,,,0,0,5,,79.2,0.0,0,0,0,0,0,0,0.0,11,2.2,14.18
Adam Damante,170711,QB,NEW MEX ST,1,0.0,0,22,242,82.4,17,17,8.6,2.62,0,0,0.0,70.6,12,3,14.3,21,95.5,2,6,,,,,67.5,67.2,0.0,,69.6,,61.8,,,0,1,23,66.7,72.4,9.5,2,2,0,0,0,0,0.0,147,8.6,80.0,15,15,7.9,2.64,0,0,0.0,66.7,10,3,16.7,19,86.4,2,5,,,,,67.1,64.7,0.0,,67.4,,61.8,,,0,1,20,66.7,64.6,10.5,2,2,0,0,0,0,0.0,125,8.3,100.0,3,3,8.0,2.13,0,0,0.0,66.7,2,0,33.3,3,13.6,1,1,,,,,63.3,63.1,67.4,,62.9,,,,,0,0,4,,88.2,0.0,0,0,0,0,0,0,0.0,22,7.3,0,100.0,1,1,-5.0,1.5,0,0,0.0,0.0,0,0,100.0,1,4.5,1,0,,,,,60.3,56.9,63.6,,57.7,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,-1.0
Baylor Hayes,192135,QB,TULSA,1,-1.14,0,22,320,76.9,13,16,12.0,3.06,1,2,10.5,56.3,9,8,10.0,19,86.4,1,6,,,,,69.3,87.0,76.7,,82.5,,72.6,,,0,0,23,12.5,107.8,5.3,1,2,0,2,1,1,4.3,146,9.1,77.8,9,11,6.7,2.51,1,1,8.3,63.6,7,2,0.0,12,54.5,0,4,,,,,68.7,83.6,76.1,,80.3,,69.4,,,0,0,14,0.0,85.8,0.0,0,1,0,1,0,0,0.0,81,7.4,85.7,7,8,12.6,3.25,0,1,10.0,62.5,5,6,16.7,10,45.5,1,3,,,,,65.8,78.6,70.7,,74.7,,64.3,,,0,0,12,16.7,139.1,10.0,1,1,0,1,1,1,8.3,87,10.9,0,100.0,3,3,-2.7,1.47,0,0,0.0,100.0,3,0,0.0,3,13.6,0,1,,,,,62.7,64.1,66.6,,63.8,,,,,0,0,3,,97.2,0.0,0,0,0,0,0,0,0.0,22,7.3,3.52
Caden Creel,170414,QB,JVILLE ST,1,19.44,0,22,196,80.0,10,11,13.2,3.8,1,2,18.2,54.5,6,8,25.0,20,90.9,2,5,,,,,70.3,92.5,17.3,,94.0,,73.4,,,0,0,21,12.5,99.1,5.0,1,8,0,0,0,0,0.0,136,12.4,77.8,9,9,6.6,3.48,0,0,0.0,55.6,5,7,28.6,14,63.6,2,2,,,,,70.0,89.5,13.7,,91.3,,69.7,,,0,0,15,14.3,61.8,7.1,1,4,0,0,0,0,0.0,29,3.2,100.0,3,4,22.7,3.7,1,2,40.0,75.0,3,1,0.0,8,36.4,0,3,,,,,65.4,91.1,70.1,,90.3,,70.6,,,0,0,10,0.0,116.7,0.0,0,4,0,0,0,0,0.0,108,27.0,0,100.0,2,2,-2.5,1.15,0,0,0.0,100.0,2,0,0.0,2,9.1,0,0,,,,,63.3,65.0,67.4,,64.8,,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,1,0.5,23.78
Ethan Grunkemeyer,183606,QB,PENN STATE,1,2.5,0,21,266,71.4,7,8,12.6,4.63,0,1,12.5,50.0,4,10,20.0,16,76.2,1,4,,,,,23.7,62.0,76.5,,56.4,,63.7,,,0,0,16,40.0,135.4,25.0,4,4,0,1,1,1,6.3,112,14.0,100.0,3,5,-2.0,3.45,0,0,0.0,60.0,3,4,0.0,8,38.1,0,2,,,,,18.8,38.0,75.9,,29.1,,60.1,,,0,0,8,75.0,104.2,37.5,3,0,0,2,1,1,12.5,10,2.0,75.0,8,8,10.4,4.35,0,1,12.5,62.5,5,6,16.7,13,61.9,1,4,,,,,66.0,81.1,71.0,,82.5,,63.5,,,0,0,13,16.7,145.8,7.7,1,4,0,0,1,0,0.0,117,14.6,0,100.0,4,5,-2.8,2.04,0,0,0.0,80.0,4,0,0.0,5,23.8,0,2,,,,,63.8,62.1,68.1,,61.9,,,,,0,0,5,,118.8,0.0,0,0,0,1,1,0,0.0,15,3.0,12.63
Behren Morton,144747,QB,TEXAS TECH,1,-6.06,0,20,315,75.0,16,16,10.6,2.74,0,1,5.9,68.8,11,3,8.3,16,80.0,1,6,,,,,66.7,72.4,74.5,,72.2,,,,,0,0,17,0.0,112.8,0.0,0,0,0,0,1,1,5.9,125,7.8,81.8,11,11,7.6,2.71,0,1,9.1,72.7,8,2,11.1,11,55.0,1,4,,,,,65.6,64.9,73.9,,64.4,,,,,0,0,11,0.0,123.3,0.0,0,0,0,0,1,1,9.1,80,7.3,66.7,9,9,8.9,2.33,0,0,0.0,66.7,6,1,0.0,9,45.0,0,2,,,,,65.4,76.2,70.1,,75.7,,,,,0,0,10,0.0,89.6,0.0,0,0,0,0,0,0,0.0,69,7.7,0,75.0,4,4,-1.5,1.75,0,0,0.0,75.0,3,0,0.0,4,20.0,0,0,,,,,63.3,64.9,67.4,,64.7,,,,,0,0,4,,89.6,0.0,0,0,0,0,0,0,0.0,24,6.0,0.4
Carter Jones,198923,QB,NEVADA,1,-11.67,0,20,239,80.0,15,15,7.3,2.51,0,1,6.3,80.0,12,3,0.0,16,80.0,0,7,,,,,68.2,79.3,75.4,,78.3,,63.4,,,0,0,17,33.3,105.0,6.3,1,0,0,0,0,0,0.0,138,9.2,86.7,15,15,5.2,2.29,0,1,6.3,86.7,13,2,0.0,15,75.0,0,8,,,,,68.2,82.0,75.4,,81.4,,63.4,,,0,0,16,0.0,134.2,0.0,0,0,0,0,1,0,0.0,163,10.9,75.0,4,4,5.3,2.18,0,0,0.0,75.0,3,1,0.0,5,25.0,0,3,,,,,63.8,60.2,68.1,,60.0,,,,,0,0,5,100.0,137.5,20.0,1,0,0,0,1,0,0.0,32,8.0,0,100.0,4,4,-2.8,1.3,0,0,0.0,100.0,4,0,0.0,4,20.0,0,4,,,,,63.3,64.9,67.4,,64.7,,,,,0,0,4,,158.3,0.0,0,0,0,0,2,0,0.0,57,14.3,-2.87
Max Cutforth,176220,QB,BOISE ST,1,0.0,0,20,120,66.7,12,13,9.8,2.67,0,0,0.0,53.8,7,4,12.5,15,75.0,1,3,,,,,23.3,74.9,76.1,,73.7,,62.3,,,1,0,17,25.0,74.5,6.7,1,1,0,0,0,1,5.9,86,6.6,71.4,14,15,7.4,2.36,0,0,0.0,66.7,10,4,0.0,17,85.0,0,3,,,,,24.3,75.0,76.2,,73.8,,62.3,,,1,0,19,25.0,82.9,5.9,1,1,0,0,0,1,5.3,91,6.1,100.0,3,3,-0.3,2.5,0,0,0.0,66.7,2,0,33.3,3,15.0,1,0,,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,75.7,0.0,0,0,0,0,0,0,0.0,13,4.3,0,100.0,5,5,-2.8,1.5,0,0,0.0,100.0,5,0,0.0,5,25.0,0,0,,,,,63.8,65.7,68.1,,65.4,,,,,0,0,5,,81.7,0.0,0,0,0,0,0,0,0.0,18,3.6,-1.74
Blake Horvath,162555,QB,NAVY,1,50.0,0,19,237,45.5,11,12,17.5,3.33,0,1,7.1,41.7,5,7,0.0,16,84.2,0,5,,,,,41.5,60.6,75.9,,73.7,60.0,51.8,,,0,0,18,14.3,110.4,6.3,1,3,0,1,1,0,0.0,132,11.0,37.5,8,9,13.5,3.2,0,0,0.0,33.3,3,6,0.0,12,63.2,0,2,,,,,38.9,49.3,75.6,,59.8,60.0,49.8,,,0,0,13,16.7,42.4,8.3,1,2,0,1,0,0,0.0,27,3.0,83.3,6,6,12.7,2.67,0,1,14.3,83.3,5,1,0.0,7,36.8,0,4,,,,,64.9,86.6,69.5,,83.7,,63.7,,,0,0,8,0.0,158.3,0.0,0,1,0,0,1,0,0.0,120,20.0,0,100.0,3,3,-2.7,1.3,0,0,0.0,100.0,3,0,0.0,3,15.8,0,1,,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,87.5,0.0,0,0,0,0,0,0,0.0,15,5.0,17.0
Mark Gronowski,138303,QB,IOWA,1,13.1,0,19,192,62.5,16,16,9.2,3.0,0,2,11.8,62.5,10,3,0.0,16,84.2,0,6,,,,66.7,29.5,69.2,75.9,,65.1,89.3,60.6,,,0,1,19,0.0,79.4,0.0,0,0,0,0,1,1,5.3,117,7.3,58.3,12,12,8.5,2.76,0,1,7.7,58.3,7,3,0.0,12,63.2,0,4,,,,,71.6,70.8,75.4,,73.1,,60.6,,,0,1,14,0.0,63.9,0.0,0,0,0,0,1,0,0.0,58,4.8,85.7,7,7,5.3,2.67,0,1,14.3,71.4,5,0,16.7,7,36.8,1,3,,,,66.7,17.0,62.2,69.8,,51.7,89.3,,,,0,0,8,,105.7,0.0,0,0,0,0,0,1,12.5,74,10.6,0,100.0,3,3,-2.7,1.27,0,0,0.0,66.7,2,0,33.3,3,15.8,1,1,,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,78.5,0.0,0,0,0,0,0,0,0.0,15,5.0,5.74
Matt Zollers,198887,QB,MISSOURI,1,-25.0,0,18,229,63.6,11,16,12.5,2.54,1,0,0.0,37.5,6,3,14.3,16,88.9,1,3,,,,,68.2,67.7,75.8,,66.9,,60.1,,,0,1,16,0.0,71.1,0.0,0,0,1,3,2,0,0.0,93,5.8,72.7,11,14,10.1,2.16,1,0,0.0,50.0,7,1,12.5,14,77.8,1,4,,,,,68.0,75.2,75.7,,75.2,,60.1,,,0,1,14,0.0,85.1,0.0,0,0,1,1,2,0,0.0,106,7.6,50.0,2,4,10.0,3.13,0,0,0.0,25.0,1,2,0.0,4,22.2,0,0,,,,,63.3,45.3,67.4,,45.4,,,,,0,0,4,0.0,39.6,0.0,0,0,0,2,0,0,0.0,6,1.5,0,100.0,2,2,-3.0,1.05,0,0,0.0,100.0,2,0,0.0,2,11.1,0,1,,,,,61.8,62.9,65.5,,62.7,,,,,0,0,2,,106.3,0.0,0,0,0,0,0,0,0.0,19,9.5,-6.07
Carter Smith,199578,QB,WISCONSIN,1,-30.0,0,17,349,70.0,10,11,8.4,3.27,0,0,0.0,54.5,6,6,14.3,13,76.5,1,2,,,,,24.9,36.4,74.9,,44.6,,43.0,,,1,1,13,33.3,68.4,15.4,2,0,0,0,1,1,7.7,75,6.8,80.0,10,10,3.1,3.09,0,0,0.0,70.0,7,4,12.5,11,64.7,1,1,,,,,23.9,35.0,74.7,,43.3,,43.0,,,0,1,11,25.0,35.0,9.1,1,0,0,0,0,1,9.1,34,3.4,66.7,3,5,14.7,3.0,0,0,0.0,40.0,2,3,0.0,6,35.3,0,2,,,,,64.2,60.0,68.6,,59.9,,,,,1,0,6,33.3,127.1,16.7,1,0,0,1,1,0,0.0,64,12.8,0,100.0,3,4,-3.0,2.38,0,0,0.0,75.0,3,1,0.0,4,23.5,0,1,,,,,63.3,61.6,67.4,,61.4,,,,,0,0,4,0.0,88.5,0.0,0,0,0,1,0,0,0.0,23,5.8,9.4
Mitch Griffis,123386,QB,TEXAS TECH,1,-15.15,0,17,315,100.0,11,14,9.1,2.7,2,2,12.5,78.6,11,3,0.0,14,82.4,0,8,,,,,69.5,91.5,74.3,,92.0,,63.4,,,0,0,16,0.0,111.0,0.0,0,0,0,1,0,0,0.0,149,10.6,100.0,9,11,8.0,2.74,1,2,15.4,81.8,9,3,0.0,11,64.7,0,6,,,,,69.3,90.6,74.0,,91.2,,63.4,,,0,0,13,0.0,112.1,0.0,0,0,0,1,0,0,0.0,120,10.9,100.0,4,6,4.3,1.97,2,0,0.0,66.7,4,0,0.0,6,35.3,0,2,,,,,64.2,76.8,68.6,,76.3,,,,,0,0,6,,75.0,0.0,0,0,0,0,0,0,0.0,25,4.2,0,100.0,2,3,-5.5,1.37,1,0,0.0,66.7,2,0,0.0,3,17.6,0,0,,,,,62.7,60.3,66.6,,60.2,,,,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,-4,-1.3,-6.74
Gabarri Johnson,175905,QB,OREGON ST,1,-46.15,0,17,265,40.0,10,10,7.8,2.96,0,0,0.0,40.0,4,6,0.0,13,76.5,0,1,,,,,67.1,44.9,73.4,,39.8,,63.3,,,0,0,14,33.3,47.9,15.4,2,1,0,0,0,0,0.0,26,2.6,53.8,13,13,5.4,2.53,0,0,0.0,46.2,6,4,14.3,14,82.4,1,2,,,,,66.4,45.1,73.4,,44.1,,,,,0,0,15,25.0,54.6,7.1,1,0,0,0,0,0,0.0,44,3.4,0.0,1,1,2.0,4.03,0,0,0.0,0.0,0,2,,3,17.6,0,0,,,,,64.8,57.3,67.4,,50.9,,63.3,,,0,0,3,50.0,39.6,33.3,1,1,0,0,0,0,0.0,0,0.0,0,75.0,4,4,-1.5,2.25,0,0,0.0,50.0,2,0,33.3,4,23.5,1,1,,,,,63.3,57.8,67.4,,57.7,,,,,0,0,4,,62.5,0.0,0,0,0,0,0,0,0.0,18,4.5,-3.38
Dexter Williams II,129457,QB,KENNESAW,1,55.56,0,15,200,69.2,13,13,15.9,3.51,0,2,14.3,61.5,8,5,11.1,15,100.0,1,7,,,,,67.4,74.2,72.0,,75.9,,59.2,,,0,1,16,0.0,83.5,0.0,0,2,0,0,1,2,12.5,114,8.8,55.6,9,9,17.0,3.43,0,0,0.0,44.4,4,3,20.0,11,73.3,1,4,,,,,66.8,50.3,71.2,,49.3,,59.2,,,0,1,12,0.0,58.8,0.0,0,2,0,0,1,2,16.7,48,5.3,100.0,4,4,13.5,3.73,0,2,40.0,100.0,4,2,0.0,4,26.7,0,3,,,,,63.8,94.4,68.1,,94.0,,,,,0,0,5,0.0,118.8,0.0,0,0,0,0,0,0,0.0,66,16.5,0,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0,,,,,60.3,59.8,63.6,,59.8,,,,,0,0,1,,0.0,,0,0,0,0,0,0,0.0,0,,11.17
Broc Lowry,173383,QB,W MICHIGAN,1,6.67,0,15,347,70.0,10,11,10.1,3.33,0,0,0.0,54.5,6,5,14.3,12,80.0,1,4,,,,,76.0,76.3,75.9,,66.4,,71.0,,,0,0,12,0.0,68.4,0.0,0,1,0,1,0,0,0.0,55,5.0,77.8,9,10,5.9,2.57,0,0,0.0,60.0,6,3,14.3,11,73.3,1,3,,,,,76.0,72.1,75.8,,61.6,,69.4,,,0,0,11,0.0,71.3,0.0,0,0,0,1,0,0,0.0,46,4.6,66.7,3,3,13.0,3.75,0,0,0.0,66.7,2,2,0.0,4,26.7,0,2,,,,,63.3,76.8,67.4,,70.0,,64.3,,,0,0,4,0.0,109.7,0.0,0,1,0,0,0,0,0.0,81,27.0,0,100.0,2,2,-4.5,1.1,0,0,0.0,100.0,2,0,0.0,3,20.0,0,1,,,,,62.7,60.3,66.6,,60.2,,,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,72,36.0,22.4
