player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Caden Veltkamp,156642,QB,FAU,1,-5.65,0,58,165,79.1,43,46,7.4,2.73,0,2,4.2,71.7,33,14,2.9,49,84.5,1,23,,70.5,82.4,77.6,76.7,,78.3,0,1,51,7.1,109.0,2.0,1,1,0,3,2,3,5.9,460,10.0,84.4,45,48,5.7,2.54,0,2,4.1,77.1,37,13,2.6,51,87.9,1,23,,70.5,82.0,77.7,76.3,,78.3,0,1,52,7.7,111.8,2.0,1,1,0,3,2,2,3.8,464,9.7,71.4,7,7,5.3,2.13,0,0,0.0,71.4,5,1,0.0,7,12.1,0,2,,64.9,68.4,69.5,68.0,,,0,0,8,0.0,79.5,0.0,0,0,0,0,0,1,12.5,30,4.3,0,100.0,9,9,-2.7,1.2,0,0,0.0,100.0,9,0,0.0,9,15.5,0,2,,65.1,66.9,69.8,66.6,,,0,0,9,,82.4,0.0,0,0,0,0,0,0,0.0,34,3.8,-5.38
Ta'Quan Roberson,101625,QB,BUFFALO,1,1.06,0,58,126,65.9,41,48,12.8,2.56,2,4,8.2,47.9,23,25,14.8,57,98.3,4,16,,19.9,58.8,77.8,55.6,,66.7,1,2,58,24.0,63.5,10.5,6,3,0,4,2,5,8.6,288,6.0,65.9,41,47,12.6,2.53,2,4,8.3,48.9,23,24,14.8,56,96.6,4,17,,19.7,59.1,77.8,55.9,,66.7,1,2,57,25.0,65.6,10.7,6,3,0,3,2,5,8.8,296,6.3,100.0,1,2,7.0,2.65,0,0,0.0,50.0,1,1,0.0,2,3.4,0,0,,61.8,58.5,65.5,58.5,,,0,0,2,0.0,58.3,0.0,0,0,0,1,0,0,0.0,7,3.5,0,100.0,1,1,-2.0,1.3,0,0,0.0,100.0,1,0,0.0,1,1.7,0,1,,60.3,60.8,63.6,60.6,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,-2.8
Jaron-Keawe Sagapolutele,198237,QB,CAL,1,4.76,0,58,130,69.0,42,43,9.5,2.94,0,2,4.7,62.8,27,22,6.9,51,87.9,2,12,,39.6,74.0,77.2,78.3,,47.5,0,0,51,22.7,78.3,9.8,5,3,0,1,0,2,3.9,247,5.7,73.2,41,42,7.6,2.59,0,1,2.4,66.7,28,16,6.7,47,81.0,2,10,,37.8,70.8,76.8,75.8,,42.6,0,0,47,25.0,78.9,8.5,4,1,0,1,0,2,4.3,214,5.1,71.4,7,7,9.1,3.13,0,1,14.3,71.4,5,6,0.0,11,19.0,0,3,,65.6,74.9,71.2,74.2,,62.1,0,0,11,16.7,94.3,9.1,1,2,0,0,0,0,0.0,55,7.9,0,100.0,6,6,-4.3,0.84,0,0,0.0,100.0,6,0,0.0,7,12.1,0,1,,64.6,64.2,69.1,63.9,,,0,0,7,,81.9,0.0,0,0,0,0,0,0,0.0,22,3.7,2.76
Braylon Braxton,144442,QB,SO MISS,1,-6.61,0,53,296,77.5,40,47,10.7,2.85,2,2,3.8,57.4,27,14,12.9,49,92.5,4,16,,40.9,76.8,77.3,80.5,,44.7,0,1,54,14.3,97.5,4.1,2,0,0,5,3,0,0.0,396,8.4,80.6,31,35,8.2,2.62,1,1,2.6,62.9,22,7,12.0,36,67.9,3,11,,33.8,69.6,76.5,74.5,,44.7,0,1,40,14.3,89.5,2.8,1,0,0,3,2,0,0.0,234,6.7,76.9,13,16,11.8,2.94,1,1,5.9,56.3,9,7,10.0,17,32.1,1,5,,66.8,83.0,72.0,82.2,,,0,0,18,14.3,113.0,5.9,1,0,0,2,1,0,0.0,166,10.4,0,100.0,4,4,-4.8,1.15,0,0,0.0,100.0,4,0,0.0,4,7.5,0,0,,63.3,64.9,67.4,64.7,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,4,1.0,3.69
Joe Fagnano,104768,QB,UCONN,1,23.33,0,51,146,75.0,36,38,8.7,2.46,1,1,2.6,68.4,26,12,3.7,43,84.3,1,19,,29.3,68.5,77.2,69.8,,53.9,0,0,44,25.0,126.8,7.0,3,2,0,1,3,1,2.3,377,9.9,76.5,34,36,7.0,2.34,1,1,2.6,66.7,24,10,7.7,40,78.4,2,16,,28.9,70.4,77.0,71.9,,53.9,0,0,42,20.0,112.0,5.0,2,2,0,1,2,1,2.4,310,8.6,90.0,10,10,5.3,2.16,0,0,0.0,90.0,9,2,0.0,11,21.6,0,5,,65.6,62.3,70.4,62.1,,,0,0,11,50.0,152.1,9.1,1,0,0,0,1,0,0.0,136,13.6,0,100.0,8,8,-2.6,1.48,0,0,0.0,87.5,7,0,12.5,8,15.7,1,2,,65.1,67.7,69.8,67.4,,,0,0,9,,102.6,0.0,0,0,0,0,0,0,0.0,69,8.6,4.99
Darius Curry,191052,QB,COLO STATE,1,-2.6,0,50,144,68.8,32,36,9.4,2.73,0,2,5.0,52.8,19,14,13.6,40,80.0,3,8,,38.3,44.5,76.2,50.5,,42.2,0,2,46,7.1,62.4,2.5,1,3,0,4,2,3,6.5,181,5.0,65.6,32,35,5.3,2.56,0,0,0.0,57.1,20,12,4.8,38,76.0,1,7,,37.3,35.4,76.1,40.2,,43.2,0,2,44,8.3,53.3,2.6,1,2,0,3,1,3,6.8,150,4.3,80.0,10,11,11.3,2.47,0,2,16.7,54.5,6,4,25.0,12,24.0,2,4,,66.0,65.2,71.0,67.8,,57.3,0,1,13,0.0,92.0,0.0,0,1,0,1,1,1,7.7,143,13.0,0,70.0,10,10,-1.7,1.77,0,0,0.0,70.0,7,2,0.0,10,20.0,0,3,,65.6,42.9,70.4,42.8,,,0,1,11,0.0,67.5,0.0,0,0,0,0,0,1,9.1,112,11.2,8.71
Goose Crowder,144781,QB,TROY,1,16.94,0,49,318,69.7,33,37,11.1,2.58,3,3,8.1,56.8,21,12,8.7,43,87.8,2,13,,70.9,89.8,77.0,89.2,,65.9,0,0,44,33.3,109.7,9.3,4,2,0,1,3,0,0.0,296,8.0,67.9,28,31,11.4,2.63,2,3,9.7,58.1,18,10,5.3,36,73.5,1,12,,70.6,90.4,76.6,90.4,,65.9,0,0,37,30.0,128.0,8.3,3,2,0,1,4,0,0.0,282,9.1,90.9,11,12,3.0,1.98,1,0,0.0,75.0,9,2,10.0,13,26.5,1,2,,66.0,67.2,71.0,66.9,,,0,0,13,50.0,88.2,7.7,1,0,0,0,0,0,0.0,68,5.7,0,100.0,6,6,-2.2,1.55,0,0,0.0,100.0,6,0,0.0,6,12.2,0,1,,64.2,66.3,68.6,66.0,,,0,0,6,,143.8,0.0,0,0,0,0,1,0,0.0,54,9.0,-3.43
Jaylen Raynor,172203,QB,ARK STATE,1,-8.54,0,48,113,68.4,38,41,9.5,2.8,2,0,0.0,56.1,23,11,11.5,46,95.8,3,13,,72.7,51.7,77.3,52.0,,55.9,1,0,47,9.1,72.6,2.2,1,4,0,0,0,1,2.1,234,5.7,71.1,38,41,8.9,2.66,2,0,0.0,58.5,24,10,11.1,45,93.8,3,13,,72.6,53.4,77.2,53.1,,57.3,1,0,46,10.0,74.0,2.2,1,3,0,0,0,1,2.2,228,5.6,50.0,2,2,9.5,4.1,0,0,0.0,50.0,1,1,0.0,3,6.3,0,1,,62.7,50.8,66.6,55.5,,57.3,0,0,3,0.0,95.8,0.0,0,1,0,0,0,0,0.0,28,14.0,0,100.0,2,2,-1.0,1.7,0,0,0.0,100.0,2,0,0.0,2,4.2,0,1,,61.8,62.9,65.5,62.7,,,0,0,2,,112.5,0.0,0,0,0,0,0,0,0.0,22,11.0,8.44
Haynes King,124329,QB,GA TECH,1,-5.02,0,47,176,69.0,29,32,10.1,2.88,1,3,9.1,56.3,18,22,10.0,37,78.7,2,9,,74.0,68.1,76.8,62.7,,67.7,1,2,38,4.5,69.7,2.7,1,4,0,1,2,2,5.3,199,6.2,76.2,21,22,5.9,2.65,1,3,13.0,68.2,15,15,6.3,25,53.2,1,9,,73.9,69.2,76.1,59.7,,70.8,0,2,26,6.7,63.4,4.0,1,2,0,0,1,2,7.7,144,6.5,76.5,17,19,7.8,2.69,0,0,0.0,63.2,12,10,7.7,22,46.8,1,5,,67.4,62.6,72.7,68.5,,50.8,1,0,22,0.0,97.0,0.0,0,3,0,1,1,0,0.0,113,5.9,0,100.0,9,9,-4.1,1.9,0,0,0.0,100.0,9,3,0.0,10,21.3,0,5,,65.4,62.7,70.1,66.8,,57.0,0,0,10,0.0,93.5,0.0,0,1,0,0,0,0,0.0,58,6.4,-0.6
Cutter Boley,184630,QB,KENTUCKY,1,-10.0,0,47,202,69.2,39,42,8.6,2.88,0,0,0.0,57.1,24,10,11.1,45,95.7,3,17,,69.8,67.8,76.3,66.5,,62.6,1,2,45,20.0,74.0,4.4,2,1,0,2,2,2,4.4,285,6.8,71.1,38,40,7.7,2.8,0,0,0.0,60.0,24,9,11.1,43,91.5,3,15,,69.7,69.5,76.2,68.2,,62.6,1,2,43,22.2,75.3,4.7,2,1,0,1,2,2,4.7,263,6.6,66.7,3,4,12.7,3.08,0,0,0.0,50.0,2,1,0.0,4,8.5,0,2,,63.3,56.3,67.4,56.3,,,0,0,4,0.0,61.5,0.0,0,0,0,1,0,0,0.0,17,4.3,0,100.0,2,2,-3.0,1.7,0,0,0.0,100.0,2,0,0.0,2,4.3,0,0,,61.8,62.9,65.5,62.7,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,-5,-2.5,-2.33
