player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Athan Kaliakmanis,144971,QB,MINNESOTA,1,-23.81,0,23,225,66.7,18,18,9.1,3.03,0,0,0.0,55.6,10,9,16.7,22,95.7,2,3,,,,,26.9,43.3,75.4,41.6,,56.9,0,1,22,22.2,45.8,9.1,2,2,0,0,0,3,13.6,89,4.9,83.3,12,12,6.0,2.67,0,0,0.0,66.7,8,6,20.0,15,65.2,2,3,,,,,68.8,69.0,74.8,72.4,,56.9,0,1,15,16.7,45.5,6.7,1,2,0,0,0,1,6.7,65,5.4,42.9,7,7,12.4,3.51,0,0,0.0,42.9,3,3,0.0,8,34.8,0,0,,,,,15.7,25.5,69.5,25.8,,,0,0,8,33.3,52.1,12.5,1,0,0,0,0,2,25.0,24,3.4,0,100.0,1,1,-5.0,1.6,0,0,0.0,100.0,1,0,0.0,1,4.3,0,0,,,,,60.3,61.1,63.6,61.0,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,-1.99
Garrett Greene,123420,QB,W VIRGINIA,1,-20.45,0,22,343,57.1,14,14,17.7,3.2,0,4,23.5,50.0,7,7,12.5,17,77.3,1,8,,,,,71.7,93.4,76.3,82.2,,92.4,0,1,20,0.0,89.9,0.0,0,3,0,0,1,1,5.0,178,12.7,75.0,8,8,8.0,2.32,0,0,0.0,75.0,6,0,0.0,9,40.9,0,3,,,,,71.6,90.8,75.7,58.3,,92.3,0,1,11,,50.5,0.0,0,1,0,0,0,1,9.1,49,6.1,63.6,11,11,16.2,3.16,0,4,33.3,54.5,6,7,14.3,13,59.1,1,6,,,,,66.2,91.5,71.2,90.5,,68.5,0,0,14,0.0,129.9,0.0,0,2,0,0,1,0,0.0,161,14.6,0,100.0,5,5,-1.2,1.52,0,0,0.0,100.0,5,0,0.0,5,22.7,0,1,,,,,63.8,65.7,68.1,65.5,,,0,0,5,,93.3,0.0,0,0,0,0,0,0,0.0,32,6.4,8.51
Kaidon Salter,132046,QB,LIBERTY,1,37.5,0,22,206,76.9,13,13,16.6,3.84,0,1,7.7,69.2,9,8,10.0,18,81.8,1,11,,,,,18.0,74.3,75.7,78.2,,61.9,0,1,18,0.0,119.4,0.0,0,5,0,0,2,3,16.7,215,16.5,62.5,8,8,14.0,4.1,0,1,12.5,50.0,4,6,20.0,13,59.1,1,6,,,,,16.0,55.5,75.4,45.4,,61.9,0,1,13,0.0,50.0,0.0,0,5,0,0,0,3,23.1,88,11.0,87.5,8,8,12.6,2.88,0,0,0.0,87.5,7,3,0.0,9,40.9,0,7,,,,,65.1,92.0,69.8,91.1,,64.3,0,0,9,0.0,158.3,0.0,0,1,0,0,2,0,0.0,137,17.1,0,66.7,3,3,-1.0,2.5,0,0,0.0,66.7,2,1,0.0,4,18.2,0,2,,,,,63.3,60.8,67.4,51.4,,64.3,0,0,4,0.0,71.5,0.0,0,1,0,0,0,0,0.0,10,3.3,6.13
Ryan Browne,174949,QB,PURDUE,1,33.33,0,21,273,69.2,13,13,8.1,3.41,0,1,7.7,69.2,9,3,0.0,18,85.7,0,5,,,,,38.4,49.4,75.7,26.2,,71.8,0,2,18,33.3,45.5,5.6,1,4,0,0,0,3,16.7,79,6.1,66.7,12,12,7.8,3.12,0,1,8.3,66.7,8,2,0.0,16,76.2,0,4,,,,,74.7,56.2,75.5,28.8,,71.8,0,2,16,0.0,44.1,0.0,0,4,0,0,0,2,12.5,75,6.3,100.0,4,4,-0.3,2.84,0,0,0.0,100.0,4,1,0.0,5,23.8,0,2,,,,,12.1,34.6,68.1,34.8,,,0,0,5,100.0,96.9,20.0,1,0,0,0,0,1,20.0,29,7.3,0,100.0,3,3,-4.3,0.9,0,0,0.0,100.0,3,0,0.0,3,14.3,0,1,,,,,62.7,64.1,66.6,63.9,,,0,0,3,,101.4,0.0,0,0,0,0,0,0,0.0,25,8.3,1.0
Taylen Green,145996,QB,BOISE ST,1,-6.15,0,21,120,41.7,12,14,19.3,2.88,0,0,0.0,28.6,4,6,20.0,17,81.0,1,3,,,,,70.2,47.4,76.3,47.0,,54.1,1,0,18,16.7,84.2,5.9,1,2,1,0,2,0,0.0,59,4.2,54.5,11,13,10.8,2.61,0,0,0.0,46.2,6,6,0.0,16,76.2,0,3,,,,,70.1,43.7,76.2,41.5,,54.1,1,0,17,16.7,61.4,6.3,1,2,1,0,0,0,0.0,65,5.0,60.0,5,5,20.0,2.88,0,0,0.0,40.0,2,1,33.3,5,23.8,1,2,,,,,63.8,68.7,68.1,68.3,,,0,0,5,0.0,98.3,0.0,0,0,0,0,2,0,0.0,28,5.6,0,100.0,4,4,-3.3,1.8,0,0,0.0,100.0,4,1,0.0,4,19.0,0,2,,,,,63.3,65.0,67.4,64.7,,,0,0,4,0.0,102.1,0.0,0,0,0,0,0,0,0.0,34,8.5,0.6
Chevan Cordeiro,75886,QB,S JOSE ST,1,-9.8,0,21,285,82.4,17,18,13.1,2.86,0,2,11.1,72.2,13,3,7.1,19,90.5,1,9,,,,,69.1,87.1,75.4,89.2,,60.2,0,1,19,0.0,93.3,0.0,0,1,0,1,1,1,5.3,154,8.6,87.5,16,17,9.6,2.72,0,1,5.9,76.5,13,3,7.1,18,85.7,1,8,,,,,69.0,88.6,75.3,90.3,,60.2,0,0,18,0.0,102.6,0.0,0,1,0,1,0,0,0.0,150,8.8,66.7,3,3,20.3,3.03,0,1,33.3,66.7,2,0,0.0,3,14.3,0,2,,,,,62.7,62.2,66.6,62.0,,,0,1,3,,91.0,0.0,0,0,0,0,1,1,33.3,24,8.0,0,100.0,2,2,-3.5,1.9,0,0,0.0,100.0,2,0,0.0,2,9.5,0,1,,,,,61.8,62.8,65.5,62.6,,,0,0,2,,108.3,0.0,0,0,0,0,0,0,0.0,20,10.0,-0.82
Trexler Ivey,122184,QB,CHARLOTTE,1,-29.55,0,21,136,50.0,14,18,11.2,2.72,0,0,0.0,38.9,7,9,0.0,20,95.2,0,4,,,,,26.6,47.9,75.0,40.9,,68.3,0,0,23,11.1,47.0,5.0,1,1,0,4,0,1,4.3,47,2.6,66.7,9,11,5.7,2.77,0,0,0.0,54.5,6,7,0.0,13,61.9,0,3,,,,,23.2,57.7,74.3,49.5,,68.3,0,0,15,14.3,65.0,7.7,1,1,0,2,0,1,6.7,46,4.2,33.3,6,8,17.0,2.39,0,0,0.0,25.0,2,2,0.0,8,38.1,0,1,,,,,65.1,40.3,69.8,40.5,,,0,0,9,0.0,39.6,0.0,0,0,0,2,0,0,0.0,5,0.6,0,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,0,0.0,1,4.8,0,0,,,,,60.3,60.8,63.6,60.6,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,-3.55
Jaylen Raynor,172203,QB,ARK STATE,1,-33.77,0,21,113,92.9,14,16,12.0,2.69,0,2,11.8,75.0,12,9,7.7,19,90.5,1,11,,,,,68.6,90.6,75.4,90.0,,68.9,0,0,21,22.2,116.7,10.5,2,1,0,2,0,0,0.0,200,12.5,100.0,11,11,13.3,2.49,0,2,18.2,90.9,10,4,9.1,12,57.1,1,7,,,,,67.8,92.3,74.8,92.0,,68.9,0,0,13,0.0,118.8,0.0,0,1,0,0,0,0,0.0,167,15.2,80.0,5,7,3.2,2.72,0,0,0.0,57.1,4,6,0.0,9,42.9,0,4,,,,,65.4,62.5,70.1,62.2,,,0,0,10,33.3,71.1,22.2,2,0,0,2,0,0,0.0,36,5.1,0,100.0,2,2,-3.0,1.6,0,0,0.0,100.0,2,1,0.0,2,9.5,0,0,,,,,61.8,62.8,65.5,62.6,,,0,0,2,0.0,79.2,0.0,0,0,0,0,0,0,0.0,3,1.5,-10.04
Andrew Peasley,83581,QB,WYOMING,1,30.0,0,21,351,84.6,13,13,15.8,3.01,0,2,15.4,84.6,11,8,0.0,17,81.0,0,9,,,,,68.9,90.4,74.8,90.4,,65.9,0,0,17,37.5,158.3,17.6,3,1,0,0,3,0,0.0,293,22.5,77.8,9,10,9.6,2.79,1,1,10.0,70.0,7,6,0.0,14,66.7,0,4,,,,,68.7,66.1,74.5,60.6,,65.9,0,0,14,50.0,145.8,21.4,3,1,0,0,1,0,0.0,143,14.3,100.0,7,7,16.6,2.96,0,1,14.3,100.0,7,2,0.0,7,33.3,0,6,,,,,64.6,94.8,69.1,94.4,,,0,0,7,0.0,158.3,0.0,0,0,0,0,2,0,0.0,176,25.1,0,100.0,3,4,-1.0,2.15,1,0,0.0,75.0,3,0,0.0,4,19.0,0,1,,,,,63.3,61.5,67.4,61.4,,,0,0,4,,91.7,0.0,0,0,0,0,0,0,0.0,26,6.5,10.84
Nate Yarnell,144037,QB,PITTSBURGH,1,44.05,0,20,268,66.7,15,17,12.5,2.9,1,1,5.6,58.8,10,7,0.0,18,90.0,0,7,,,,,70.8,73.9,75.8,70.6,,67.0,0,0,20,0.0,118.5,0.0,0,1,0,1,1,2,10.0,195,11.5,50.0,10,12,12.1,2.93,1,0,0.0,41.7,5,6,0.0,12,60.0,0,3,,,,,70.5,62.2,75.2,50.7,,71.6,0,0,12,0.0,62.8,0.0,0,0,0,1,0,2,16.7,75,6.3,100.0,6,7,10.7,2.61,0,1,12.5,85.7,6,2,0.0,8,40.0,0,5,,,,,65.4,83.3,70.1,88.5,,56.3,0,0,10,0.0,158.3,0.0,0,1,0,1,1,0,0.0,132,18.9,0,100.0,1,2,-2.0,1.9,0,0,0.0,50.0,1,1,0.0,2,10.0,0,1,,,,,61.8,58.9,65.5,58.9,,,0,0,2,0.0,68.8,0.0,0,0,0,1,0,0,0.0,12,6.0,12.61
Jiya Wright,77688,QB,LA MONROE,1,9.52,0,20,209,43.8,16,18,10.6,2.74,0,0,0.0,38.9,7,8,0.0,19,95.0,0,4,,,,,20.7,50.8,76.2,47.0,,59.5,0,1,21,12.5,24.3,5.3,1,0,0,2,0,2,9.5,56,3.1,40.0,10,12,10.7,2.7,1,0,0.0,33.3,4,5,0.0,13,65.0,0,1,,,,,18.1,42.2,75.7,31.7,,59.5,0,1,13,20.0,7.6,7.7,1,0,0,1,0,2,15.4,19,1.6,50.0,6,7,10.3,2.67,0,0,0.0,42.9,3,3,0.0,7,35.0,0,3,,,,,65.1,70.1,69.8,69.7,,,0,0,9,0.0,59.8,0.0,0,0,0,1,0,0,0.0,37,5.3,0,,0,1,,1.7,1,0,0.0,0.0,0,0,,1,5.0,0,0,,,,,60.3,59.7,63.6,60.0,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,3.71
Gavin Wimsatt,155757,QB,RUTGERS,1,-62.5,0,20,278,73.3,15,16,10.5,2.41,0,0,0.0,62.5,10,7,9.1,20,100.0,1,8,,,,,73.6,84.1,76.4,82.9,,69.1,0,1,20,42.9,60.7,15.0,3,1,0,1,0,0,0.0,125,7.8,73.3,15,16,10.5,2.37,0,0,0.0,62.5,10,6,9.1,19,95.0,1,8,,,,,73.6,84.9,76.3,84.2,,69.1,0,1,19,33.3,60.7,10.5,2,1,0,1,0,0,0.0,125,7.8,,0,0,,3.1,0,0,,,0,1,,1,5.0,0,0,,,,,60.3,59.7,63.6,60.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-7.81
Logan Fife,128176,QB,FRESNO ST,1,50.0,0,19,169,58.3,12,13,13.0,3.0,1,0,0.0,53.8,7,5,0.0,17,89.5,0,5,,,,,67.0,52.5,0.5,56.5,59.9,55.9,0,0,19,20.0,89.6,5.9,1,3,0,0,0,0,0.0,133,10.2,54.5,11,12,12.6,2.56,1,0,0.0,50.0,6,3,0.0,14,73.7,0,3,,,,,66.2,50.7,0.0,57.8,59.9,52.6,0,0,14,0.0,80.9,0.0,0,2,0,0,0,0,0.0,107,8.9,100.0,3,3,4.7,3.56,0,0,0.0,100.0,3,2,0.0,5,26.3,0,2,,,,,64.6,61.9,69.1,58.4,,61.7,0,0,7,50.0,108.3,20.0,1,1,0,0,0,0,0.0,30,10.0,0,100.0,2,2,-1.5,1.35,0,0,0.0,100.0,2,0,0.0,2,10.5,0,0,,,,,61.8,62.8,65.5,62.6,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,4,2.0,1.08
Cooper Legas,101286,QB,UTAH ST,1,-22.86,0,18,329,60.0,10,10,19.1,3.28,0,1,10.0,60.0,6,7,0.0,16,88.9,0,5,,,,,67.4,66.0,74.0,67.0,57.2,59.7,0,0,16,57.1,131.7,25.0,4,2,0,0,1,0,0.0,111,11.1,80.0,5,5,10.6,2.5,0,0,0.0,80.0,4,0,0.0,6,33.3,0,1,,,,,65.7,62.2,72.5,57.3,,63.1,0,0,6,,90.0,0.0,0,1,0,0,0,0,0.0,28,5.6,57.1,7,7,19.4,3.32,0,1,14.3,57.1,4,7,0.0,12,66.7,0,4,,,,,65.8,67.2,71.0,71.0,57.2,57.3,0,0,12,57.1,141.4,33.3,4,1,0,0,1,0,0.0,100,14.3,0,100.0,2,2,-1.0,1.2,0,0,0.0,100.0,2,0,0.0,2,11.1,0,0,,,,,61.8,62.9,65.5,62.7,,,0,0,2,,102.1,0.0,0,0,0,0,0,0,0.0,17,8.5,8.69
Rocky Lombardi,60452,QB,N ILLINOIS,1,18.06,0,18,254,53.8,13,14,16.7,3.35,1,1,7.1,42.9,6,1,14.3,15,83.3,1,5,,,,,72.1,75.0,77.4,67.0,59.9,73.3,0,0,15,0.0,62.5,0.0,0,1,0,0,0,0,0.0,83,5.9,62.5,8,9,8.9,3.1,1,1,11.1,44.4,4,1,20.0,10,55.6,1,3,,,,,72.1,75.7,77.0,65.3,,73.3,0,0,10,0.0,53.0,0.0,0,1,0,0,0,0,0.0,30,3.3,62.5,8,8,17.4,2.9,0,0,0.0,62.5,5,0,0.0,8,44.4,0,2,,,,,64.9,66.4,70.3,66.8,59.9,,0,0,8,,86.5,0.0,0,0,0,0,0,0,0.0,62,7.8,0,100.0,3,3,-2.3,1.3,0,0,0.0,100.0,3,0,0.0,3,16.7,0,0,,,,,62.7,64.0,66.6,63.8,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,9,3.0,4.42
Jalen Milroe,146590,QB,ALABAMA,1,-12.5,0,18,103,85.7,14,14,16.4,3.23,0,3,21.4,78.6,11,3,8.3,16,88.9,1,7,,,,,67.4,90.1,74.3,90.2,,62.4,0,0,16,33.3,158.3,6.3,1,1,0,0,3,0,0.0,195,13.9,87.5,8,8,8.5,2.43,0,0,0.0,87.5,7,1,0.0,9,50.0,0,2,,,,,66.3,70.9,73.5,64.8,,63.3,0,0,9,100.0,127.6,11.1,1,0,0,0,1,0,0.0,41,5.1,87.5,8,8,19.3,3.54,0,3,37.5,75.0,6,2,14.3,9,50.0,1,5,,,,,65.1,91.5,69.8,92.7,,57.0,0,0,9,0.0,156.3,0.0,0,1,0,0,2,0,0.0,156,19.5,0,100.0,2,2,-3.5,1.1,0,0,0.0,100.0,2,0,0.0,2,11.1,0,0,,,,,61.8,62.8,65.5,62.6,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,2,1.0,14.37
Aveon Smith,130529,QB,MIAMI OH,1,-28.21,0,18,221,76.9,13,14,14.9,3.51,1,3,21.4,57.1,8,6,20.0,16,88.9,2,5,,,,,75.0,79.1,75.7,79.6,,66.0,0,0,16,16.7,92.9,6.3,1,0,0,0,0,0,0.0,145,10.4,75.0,12,13,13.0,3.63,1,2,15.4,61.5,8,5,11.1,14,77.8,1,5,,,,,75.0,74.3,75.5,72.3,,66.0,0,0,14,20.0,97.3,7.1,1,0,0,0,0,0,0.0,137,10.5,100.0,3,3,12.0,2.05,0,1,33.3,33.3,1,1,66.7,4,22.2,2,0,,,,,63.3,84.1,67.4,83.5,,,0,0,4,0.0,42.4,0.0,0,0,0,0,0,0,0.0,9,3.0,0,100.0,2,2,-1.0,1.4,0,0,0.0,50.0,1,0,50.0,2,11.1,1,0,,,,,61.8,62.8,65.5,62.6,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,1,0.5,-7.54
Zion Webb,63555,QB,JVILLE ST,1,-28.79,0,18,196,25.0,12,12,16.7,2.25,0,1,8.3,16.7,2,1,33.3,13,72.2,1,3,,,,,72.1,75.5,75.9,56.8,,77.8,0,0,13,0.0,50.0,0.0,0,1,0,0,0,0,0.0,66,5.5,45.5,11,11,6.5,1.89,0,0,0.0,45.5,5,0,0.0,12,66.7,0,5,,,,,72.1,72.0,75.9,47.9,,77.8,0,0,12,,58.1,0.0,0,1,0,0,0,0,0.0,48,4.4,33.3,6,6,19.2,2.37,0,1,16.7,16.7,1,1,50.0,6,33.3,1,1,,,,,64.2,70.1,68.6,69.7,,,0,0,6,0.0,67.4,0.0,0,0,0,0,0,0,0.0,58,9.7,0,80.0,5,5,-2.6,1.54,0,0,0.0,80.0,4,0,0.0,5,27.8,0,3,,,,,63.8,59.0,68.1,58.8,,,0,0,5,,100.0,0.0,0,0,0,0,0,0,0.0,40,8.0,5.31
Billy Wiles,144144,QB,SO MISS,1,-10.0,0,18,296,64.3,14,14,9.6,3.31,0,1,6.3,57.1,8,3,11.1,16,88.9,1,4,,,,,67.6,47.5,74.7,44.2,59.5,61.0,0,1,18,0.0,68.8,0.0,0,2,0,0,1,1,5.6,84,6.0,70.0,10,10,2.9,3.23,0,0,0.0,60.0,6,2,14.3,12,66.7,1,2,,,,,67.0,51.5,74.2,47.4,59.5,61.0,0,0,13,0.0,114.6,0.0,0,2,0,0,1,0,0.0,70,7.0,66.7,6,6,16.3,3.07,0,1,14.3,50.0,3,1,25.0,6,33.3,1,2,,,,,64.6,46.2,69.1,46.4,,,0,1,7,0.0,17.4,0.0,0,0,0,0,0,1,14.3,19,3.2,0,100.0,2,2,-4.0,2.1,0,0,0.0,50.0,1,0,50.0,2,11.1,1,0,,,,,61.8,54.4,65.5,54.5,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,5,2.5,-3.83
Ryan Staub,171906,QB,COLORADO,1,-15.0,0,18,143,42.9,7,9,11.3,2.87,1,0,0.0,22.2,2,6,33.3,12,66.7,1,2,,,,,67.7,44.5,73.3,46.1,,53.7,0,0,12,33.3,45.1,16.7,2,1,0,1,0,0,0.0,39,4.3,71.4,7,10,3.4,2.69,1,0,0.0,40.0,4,5,20.0,13,72.2,1,2,,,,,67.8,44.9,73.4,46.5,,53.7,0,0,13,40.0,53.8,15.4,2,1,0,2,0,0,0.0,44,4.4,25.0,4,4,11.3,2.52,0,0,0.0,25.0,1,1,0.0,5,27.8,0,1,,,,,63.8,45.2,68.1,48.3,,57.3,0,0,5,0.0,39.6,0.0,0,1,0,0,0,0,0.0,12,3.0,0,75.0,4,5,-2.5,2.2,0,0,0.0,60.0,3,0,0.0,6,33.3,0,1,,,,,64.2,45.6,68.6,49.0,,57.3,0,0,6,,66.3,0.0,0,1,0,1,0,0,0.0,17,3.4,-1.4
Kiael Kelly,145634,QB,BALL ST,1,37.5,0,17,117,30.0,10,12,18.3,3.41,0,1,8.3,25.0,3,6,0.0,15,88.2,0,2,,,,,73.7,83.3,76.3,60.1,,82.7,0,0,15,16.7,47.9,6.7,1,2,0,2,0,0,0.0,60,5.0,14.3,7,8,14.7,3.02,0,1,11.1,12.5,1,3,0.0,10,58.8,0,0,,,,,73.8,85.9,76.0,55.4,,85.4,0,0,11,33.3,39.6,10.0,1,1,0,1,0,0,0.0,11,1.4,60.0,5,6,15.8,3.56,0,0,0.0,50.0,3,3,0.0,7,41.2,0,2,,,,,64.6,59.7,69.1,63.4,,57.3,0,0,7,0.0,85.4,0.0,0,1,0,1,0,0,0.0,60,10.0,0,50.0,2,2,-0.5,1.95,0,0,0.0,50.0,1,0,0.0,2,11.8,0,0,,,,,62.7,56.1,66.6,56.0,,,0,0,3,,66.7,0.0,0,0,0,0,0,0,0.0,11,5.5,8.62
Mikey Keene,70961,QB,FRESNO ST,1,-56.25,0,17,169,64.3,14,16,7.6,2.46,1,0,0.0,56.3,9,4,0.0,17,100.0,0,4,,,,,66.8,64.2,72.0,63.9,,,0,0,18,25.0,64.1,5.9,1,0,0,1,0,0,0.0,58,3.6,64.3,14,16,7.6,2.46,1,0,0.0,56.3,9,4,0.0,17,100.0,0,4,,,,,66.8,64.2,72.0,63.9,,,0,0,18,25.0,64.1,5.9,1,0,0,1,0,0,0.0,58,3.6,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.63
Cole Snyder,97617,QB,BUFFALO,1,-42.86,0,17,126,55.6,9,13,7.7,2.84,1,0,0.0,38.5,5,6,0.0,15,88.2,0,4,,,,,24.1,51.3,73.7,39.9,,70.0,0,0,15,16.7,72.9,6.7,1,1,0,3,0,1,6.7,121,9.3,60.0,10,14,6.8,2.58,1,0,0.0,42.9,6,6,0.0,17,100.0,0,4,,,,,25.0,51.4,73.9,40.8,,70.0,0,0,17,16.7,73.2,5.9,1,1,0,3,0,1,5.9,119,8.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-1.0,0.6,0,0,0.0,100.0,1,0,0.0,2,11.8,0,0,,,,,61.8,58.9,65.5,58.9,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0,-8.5
McCae Hillstead,174761,QB,UTAH ST,1,-22.22,0,16,329,44.4,9,10,17.2,3.5,0,0,0.0,40.0,4,7,0.0,14,87.5,0,2,,,,,22.3,39.4,72.7,40.8,,54.4,0,1,15,42.9,12.5,21.4,3,1,0,1,0,2,13.3,40,4.0,66.7,3,3,0.0,1.88,0,0,0.0,66.7,2,1,0.0,4,25.0,0,1,,,,,65.2,58.2,70.4,60.5,,58.3,0,0,4,100.0,75.7,25.0,1,0,0,0,0,0,0.0,13,4.3,50.0,8,9,18.6,3.63,0,0,0.0,44.4,4,6,0.0,12,75.0,0,2,,,,,20.0,38.3,71.0,40.0,,57.3,0,1,13,33.3,18.1,16.7,2,1,0,1,0,2,15.4,40,4.4,0,100.0,2,2,-3.0,1.05,0,0,0.0,100.0,2,0,0.0,2,12.5,0,1,,,,,61.8,62.8,65.5,62.6,,,0,0,2,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5,0.11
Xavier Arline,121831,QB,NAVY,1,10.0,0,15,237,100.0,4,4,4.5,3.75,0,0,0.0,100.0,4,3,0.0,8,53.3,0,4,,,,,19.0,48.4,18.4,40.8,,58.0,0,0,8,66.7,118.8,25.0,2,2,0,0,0,1,12.5,70,17.5,100.0,10,10,0.5,3.04,0,0,0.0,90.0,9,2,10.0,12,80.0,1,6,,,,,32.6,61.1,20.5,69.4,,58.0,0,0,12,0.0,108.3,0.0,0,2,0,0,0,0,0.0,100,10.0,100.0,1,1,-2.0,3.17,0,0,0.0,100.0,1,2,0.0,3,20.0,0,0,,,,,9.4,28.1,66.6,28.4,,,0,0,3,100.0,79.2,66.7,2,0,0,0,0,1,33.3,2,2.0,0,100.0,7,7,-2.1,2.29,0,0,0.0,85.7,6,1,14.3,7,46.7,1,2,,,,,64.6,66.4,69.1,66.1,,,0,0,7,0.0,85.7,0.0,0,0,0,0,0,0,0.0,32,4.6,-8.0
Devin Kargman,156913,QB,KENT STATE,1,31.43,0,15,201,36.4,11,11,14.2,2.61,0,0,0.0,36.4,4,7,0.0,14,93.3,0,2,,,,,66.2,30.8,73.0,30.0,,,0,0,14,42.9,47.5,21.4,3,0,0,0,0,2,14.3,40,3.6,28.6,7,7,10.0,2.49,0,0,0.0,28.6,2,4,0.0,8,53.3,0,2,,,,,64.9,27.3,72.0,26.9,,,0,0,8,25.0,44.9,12.5,1,0,0,0,0,2,25.0,30,4.3,60.0,5,5,17.0,2.61,0,0,0.0,60.0,3,3,0.0,7,46.7,0,1,,,,,64.6,58.9,69.1,58.8,,,0,0,7,66.7,70.4,28.6,2,0,0,0,0,0,0.0,22,4.4,0,100.0,1,1,-1.0,1.7,0,0,0.0,100.0,1,0,0.0,1,6.7,0,1,,,,,60.3,60.8,63.6,60.6,,,0,0,1,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0,0.11
