player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Chevan Cordeiro,75886,QB,HAWAII,1,-23.85,0,62,180,60.5,43,47,13.5,3.13,1,3,6.0,46.8,22,26,15.4,60,96.8,4,21,,70.4,69.6,78.0,63.6,,75.3,0,2,63,19.2,68.0,8.3,5,8,0,3,2,3,4.8,344,7.3,66.7,36,39,12.3,3.04,1,3,7.5,53.8,21,19,12.5,51,82.3,3,19,,69.8,72.7,77.3,67.7,,73.0,0,1,52,26.3,86.5,9.8,5,7,0,2,2,2,3.8,310,7.9,44.4,9,10,15.3,3.43,0,0,0.0,30.0,3,8,25.0,11,17.7,1,3,,66.0,57.5,71.9,53.1,,64.3,0,1,13,0.0,10.8,0.0,0,1,0,1,0,1,7.7,56,5.6,0,100.0,2,2,0.5,2.55,0,0,0.0,100.0,2,1,0.0,2,3.2,0,1,,61.8,62.3,65.5,62.1,,,0,0,2,0.0,112.5,0.0,0,0,0,0,0,0,0.0,22,11.0,-2.35
C.J. Stroud,129759,QB,OHIO STATE,1,-2.72,0,59,260,68.0,50,50,14.4,2.78,0,5,10.0,62.0,31,12,8.8,55,93.2,3,23,,70.0,82.1,77.7,81.3,,62.6,0,1,56,16.7,103.7,3.6,2,3,0,0,3,2,3.6,459,9.2,69.6,46,46,14.0,2.78,0,4,8.7,65.2,30,12,6.3,50,84.7,2,23,,69.7,81.6,77.4,79.6,,66.1,0,1,51,16.7,108.7,4.0,2,2,0,0,3,2,3.9,437,9.5,75.0,8,8,8.4,2.24,0,1,12.5,62.5,5,0,16.7,9,15.3,1,1,,65.1,70.9,69.8,74.8,,57.3,0,0,9,,78.6,0.0,0,1,0,0,0,0,0.0,47,5.9,0,100.0,4,4,-2.5,1.48,0,0,0.0,100.0,4,0,0.0,4,6.8,0,1,,63.3,65.0,67.4,64.8,,,0,0,4,,92.7,0.0,0,0,0,0,0,0,0.0,25,6.3,-3.62
Devin Leary,77628,QB,NC STATE,1,41.3,0,56,248,71.8,39,42,12.4,2.77,1,4,9.5,57.1,24,18,14.3,49,87.5,4,13,,23.7,66.6,77.1,70.7,59.9,47.9,0,1,49,22.2,76.0,8.2,4,3,0,2,1,1,2.0,285,6.8,72.1,43,46,10.9,2.58,1,4,8.7,58.7,27,18,12.9,52,92.9,4,13,,24.3,68.5,77.1,71.1,,50.1,0,1,52,22.2,75.6,7.7,4,2,0,2,1,1,1.9,292,6.3,100.0,3,3,-2.0,2.63,0,0,0.0,100.0,3,1,0.0,4,7.1,0,1,,63.3,57.0,68.7,63.9,59.9,57.0,0,0,4,0.0,81.9,0.0,0,1,0,0,0,0,0.0,11,3.7,0,85.7,7,7,-3.0,1.27,0,0,0.0,85.7,6,1,0.0,7,12.5,0,1,,64.6,66.8,69.1,66.5,,,0,0,7,0.0,79.2,0.0,0,0,0,0,0,0,0.0,18,2.6,-2.68
Jace Ruder,77680,QB,N TEXAS,1,0.0,0,55,251,61.9,42,44,14.0,2.57,0,1,2.1,56.8,25,21,3.8,47,85.5,1,13,,72.1,47.1,78.0,47.2,,55.0,0,2,51,9.5,68.8,4.3,2,1,0,2,1,2,3.9,325,7.4,72.0,25,26,11.4,2.62,0,0,0.0,61.5,16,11,11.1,27,49.1,2,6,,71.5,55.5,76.9,55.7,,56.8,0,1,30,9.1,77.7,3.7,1,0,0,1,1,1,3.3,172,6.6,64.0,25,26,11.3,2.25,0,1,3.6,61.5,16,11,0.0,28,50.9,0,8,,68.2,45.7,73.7,46.9,,57.3,0,1,30,9.1,68.4,3.6,1,1,0,1,0,1,3.3,194,7.5,0,100.0,8,8,-2.4,1.63,0,0,0.0,87.5,7,1,12.5,8,14.5,1,1,,65.1,66.1,69.8,65.8,,,0,0,9,0.0,88.0,0.0,0,0,0,0,0,0,0.0,41,5.1,0.84
Connor Bazelak,99135,QB,MISSOURI,1,-10.9,0,55,229,73.2,41,43,9.0,2.62,1,1,2.2,62.8,27,11,10.0,47,85.5,3,15,,70.4,68.2,77.1,63.9,55.9,71.9,1,1,50,9.1,83.1,2.1,1,3,0,0,2,2,4.0,236,5.5,81.1,37,39,5.7,2.37,1,1,2.4,69.2,27,10,10.0,43,78.2,3,16,,70.2,81.5,76.8,77.4,,71.9,1,0,45,10.0,118.8,2.3,1,3,0,0,4,1,2.2,232,5.9,58.3,12,12,10.7,2.74,0,0,0.0,58.3,7,1,0.0,12,21.8,0,3,,66.0,32.1,71.2,32.4,55.9,,0,1,13,0.0,37.5,0.0,0,0,0,0,0,1,7.7,62,5.2,0,87.5,8,8,-3.6,1.48,0,0,0.0,87.5,7,0,0.0,8,14.5,0,4,,64.9,61.9,69.5,61.6,,,0,0,8,,136.5,0.0,0,0,0,0,2,0,0.0,58,7.3,-0.78
Kyle Vantrease,55029,QB,BUFFALO,1,-25.2,0,51,126,60.5,38,45,8.8,2.36,1,0,0.0,48.9,22,16,4.3,46,90.2,1,11,,69.5,62.6,77.7,62.7,,57.3,4,1,48,0.0,53.2,0.0,0,1,0,2,0,1,2.1,212,4.7,67.6,37,41,6.8,2.23,1,0,0.0,58.5,24,13,4.0,42,82.4,1,8,,69.2,69.4,77.4,69.7,,57.3,2,0,43,0.0,70.0,0.0,0,1,0,1,0,0,0.0,188,4.6,50.0,6,9,12.2,2.42,0,0,0.0,33.3,3,3,0.0,9,17.6,0,3,,65.4,44.7,70.1,44.8,,,2,1,10,0.0,6.9,0.0,0,0,0,1,0,1,10.0,36,4.0,0,100.0,5,5,-2.2,1.38,0,0,0.0,100.0,5,0,0.0,5,9.8,0,0,,63.8,65.6,68.1,65.4,,,0,0,5,,79.2,0.0,0,0,0,0,0,0,0.0,12,2.4,-0.59
Artur Sitkowski,83547,QB,ILLINOIS,1,34.62,0,51,187,59.5,37,40,7.9,2.57,0,1,2.3,47.5,19,16,13.6,46,90.2,3,11,,70.1,57.3,76.9,58.3,,54.7,1,1,50,18.8,59.7,6.5,3,3,0,2,1,2,4.0,193,4.8,59.5,37,39,6.5,2.36,0,0,0.0,48.7,19,14,13.6,45,88.2,3,9,,69.9,53.8,76.8,54.6,,54.7,1,1,48,21.4,47.7,6.7,3,3,0,1,0,2,4.2,147,3.8,100.0,5,6,7.4,3.0,0,1,14.3,83.3,5,2,0.0,6,11.8,0,3,,64.6,78.2,69.1,77.7,,,0,0,7,0.0,157.6,0.0,0,0,0,1,1,0,0.0,74,12.3,0,100.0,5,5,-3.2,1.24,0,0,0.0,100.0,5,0,0.0,5,9.8,0,1,,63.8,65.7,68.1,65.4,,,0,0,5,,90.0,0.0,0,0,0,0,0,0,0.0,28,5.6,8.56
Jake Bentley,40788,QB,S ALABAMA,1,8.62,0,50,288,75.0,36,38,8.5,2.8,0,1,2.5,57.9,22,20,18.5,42,84.0,5,11,,69.7,60.3,77.3,59.7,,59.0,0,1,44,10.0,64.7,4.8,2,2,0,2,0,2,4.5,231,6.1,77.4,31,33,5.8,2.6,0,0,0.0,60.6,20,16,16.7,36,72.0,4,7,,69.3,56.4,76.9,54.2,,62.5,0,1,37,12.5,61.4,5.6,2,1,0,2,0,2,5.4,170,5.2,76.9,13,13,8.6,2.74,0,1,7.1,69.2,9,6,10.0,14,28.0,1,5,,66.4,68.3,71.4,70.6,,57.3,0,0,15,0.0,87.7,0.0,0,1,0,0,0,0,0.0,87,6.7,0,87.5,8,8,-1.8,1.84,0,0,0.0,87.5,7,2,0.0,8,16.0,0,1,,64.9,61.9,69.5,61.6,,,0,0,8,0.0,80.2,0.0,0,0,0,0,0,0,0.0,26,3.3,1.54
Will Rogers,124184,QB,MISS STATE,1,26.39,0,50,227,73.7,38,41,7.1,2.89,0,1,2.3,63.4,26,10,7.1,42,84.0,2,14,,69.7,72.4,76.3,78.4,,43.7,1,0,44,10.0,97.6,2.4,1,0,0,2,2,0,0.0,260,6.3,73.0,37,40,5.7,2.68,0,1,2.4,62.5,25,9,7.4,41,82.0,2,11,,69.7,67.7,76.2,74.0,,43.7,1,0,43,11.1,94.1,2.4,1,0,0,2,2,0,0.0,223,5.6,100.0,8,9,5.6,2.86,0,0,0.0,88.9,8,1,0.0,9,18.0,0,4,,65.1,79.1,69.8,78.5,,,0,0,9,0.0,99.5,0.0,0,0,0,1,0,0,0.0,71,7.9,0,100.0,7,8,-1.7,1.79,0,0,0.0,87.5,7,0,0.0,8,16.0,0,1,,64.9,64.3,69.5,64.1,,,0,0,8,,84.4,0.0,0,0,0,1,0,0,0.0,34,4.3,2.31
Grant Wells,97784,QB,MARSHALL,1,0.7,0,48,214,72.5,40,41,10.7,2.61,1,3,7.0,65.9,27,4,6.9,41,85.4,2,15,,38.4,64.1,76.9,69.5,,46.2,0,1,44,0.0,101.0,0.0,0,0,0,0,3,2,4.5,293,7.1,77.5,40,41,8.4,2.38,1,3,7.1,70.7,29,3,6.5,41,85.4,2,15,,37.9,65.5,76.8,71.4,,46.2,0,1,43,0.0,106.9,0.0,0,0,0,0,3,2,4.7,311,7.6,71.4,7,7,8.9,2.66,0,0,0.0,71.4,5,1,0.0,7,14.6,0,1,,65.1,61.5,69.8,61.3,,,0,0,9,0.0,77.7,0.0,0,0,0,0,0,0,0.0,27,3.9,0,100.0,7,7,-4.7,1.3,0,0,0.0,100.0,7,0,0.0,7,14.6,0,1,,64.9,67.3,69.5,67.0,,,0,0,8,,93.5,0.0,0,0,0,0,0,0,0.0,45,6.4,-3.73
