player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Cade Ballard,102861,QB,ARMY,1,-25.0,0,12,114,22.2,9,9,16.2,2.77,0,0,0.0,11.1,1,5,50.0,11,91.7,1,1,71.6,48.6,74.6,44.6,,58.7,0,0,13,20.0,39.6,9.1,1,1,0,0,0,0,0.0,26,2.9,37.5,8,8,12.6,2.67,0,0,0.0,25.0,2,4,33.3,10,83.3,1,1,71.6,54.3,74.3,51.8,,58.7,0,0,10,25.0,41.7,10.0,1,1,0,0,0,0,0.0,28,3.5,0.0,2,2,21.5,2.6,0,0,0.0,0.0,0,1,,2,16.7,0,0,63.3,44.4,67.4,44.7,,,0,0,4,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1,1,-2.0,1.4,0,0,0.0,100.0,1,0,0.0,1,8.3,0,0,60.3,60.8,63.6,60.6,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,-3.5
Xavier Arline,121831,QB,NAVY,1,100.0,0,5,237,100.0,1,2,23.0,4.9,0,0,0.0,50.0,1,3,0.0,5,100.0,0,2,77.6,58.6,21.0,70.0,,57.9,0,0,6,0.0,135.4,0.0,0,3,1,0,1,0,0.0,25,12.5,,0,1,,0.0,0,0,0.0,0.0,0,0,,1,20.0,0,0,77.9,55.4,18.4,60.0,,58.1,0,0,1,,39.6,0.0,0,0,1,0,0,0,0.0,0,0.0,100.0,1,1,23.0,6.13,0,0,0.0,100.0,1,3,0.0,4,80.0,0,2,63.8,68.1,68.1,73.0,,59.0,0,0,5,0.0,158.3,0.0,0,3,0,0,1,0,0.0,25,25.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,25.0
Tyhier Tyler,82083,QB,ARMY,1,0.0,0,3,114,0.0,1,2,23.0,4.03,0,0,0.0,0.0,0,3,,3,100.0,0,0,77.0,66.5,76.0,54.3,58.0,66.2,0,0,3,33.3,39.6,33.3,1,0,0,1,0,0,0.0,0,0.0,,0,0,,3.1,0,0,,,0,1,,1,33.3,0,0,77.2,68.0,75.6,60.0,58.7,66.2,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0.0,1,2,23.0,4.5,0,0,0.0,0.0,0,2,,2,66.7,0,0,61.8,55.9,67.3,56.4,60.0,,0,0,2,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Maasai Maynor,101057,QB,NAVY,1,0.0,0,2,237,0.0,2,2,39.5,3.9,0,0,0.0,0.0,0,1,,2,100.0,0,0,61.8,50.3,66.6,50.3,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,2,2,39.5,3.9,0,0,0.0,0.0,0,1,,2,100.0,0,0,61.8,50.3,66.6,50.3,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
