player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Emory Jones,82111,QB,ARIZONA ST,1,28.57,0,11,110,85.7,7,7,5.6,2.74,0,0,0.0,71.4,5,2,16.7,9,81.8,1,5,,,,66.3,74.0,72.2,76.0,,60.7,,0,0,9,0.0,94.9,0.0,0,2,0,0,0,0,0.0,56,8.0,85.7,7,7,5.0,2.28,0,0,0.0,71.4,5,1,16.7,8,72.7,1,5,,,,66.2,78.5,72.0,76.0,,64.6,,0,0,8,0.0,92.0,0.0,0,1,0,0,0,0,0.0,51,7.3,100.0,2,2,-1.0,3.63,0,0,0.0,100.0,2,1,0.0,3,27.3,0,0,,,,62.7,55.9,66.6,62.6,,57.0,,0,0,3,0.0,83.3,0.0,0,1,0,0,0,0,0.0,8,4.0,0,100.0,2,2,-3.0,2.2,0,0,0.0,100.0,2,0,0.0,2,18.2,0,0,,,,61.8,62.8,65.5,62.6,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,3,1.5,-3.29
Preston Stone,124716,QB,SMU,1,-55.56,0,11,287,57.1,7,8,12.6,3.01,0,1,11.1,50.0,4,4,0.0,9,81.8,0,1,,,,65.4,77.3,70.7,73.0,,64.1,,0,0,10,0.0,70.3,0.0,0,1,0,1,0,0,0.0,51,6.4,62.5,8,9,10.5,2.88,0,1,10.0,55.6,5,4,0.0,10,90.9,0,2,,,,65.6,77.2,71.0,73.1,,64.1,,0,0,11,0.0,79.9,0.0,0,1,0,1,0,0,0.0,68,7.6,,0,0,,3.8,0,0,,,0,0,,1,9.1,0,1,,,,60.3,64.7,63.6,,,61.7,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,100.0,1,1,-4.0,2.75,0,0,0.0,100.0,1,0,0.0,2,18.2,0,2,,,,61.8,67.1,65.5,60.4,,61.7,,0,0,2,,118.8,0.0,0,1,0,0,0,0,0.0,17,17.0,-7.56
Jemel Jones,102863,QB,ARMY,1,-71.43,0,11,114,50.0,8,9,17.9,2.89,0,1,11.1,44.4,4,6,0.0,11,100.0,0,2,,,,69.2,70.4,72.7,71.2,,61.3,,0,0,11,33.3,122.5,18.2,2,0,0,1,1,0,0.0,100,11.1,100.0,2,2,11.5,2.27,0,0,0.0,100.0,2,1,0.0,3,27.3,0,1,,,,68.8,59.5,71.2,55.8,,61.3,,0,0,3,100.0,158.3,33.3,1,0,0,0,1,0,0.0,25,12.5,33.3,6,7,20.0,3.13,0,1,14.3,28.6,2,5,0.0,8,72.7,0,1,,,,64.9,76.0,69.5,75.5,,,,0,0,8,20.0,71.7,12.5,1,0,0,1,0,0,0.0,75,10.7,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-1.79
Noah Kim,129623,QB,MICH STATE,1,-12.5,0,10,223,85.7,7,9,13.0,2.42,0,1,11.1,55.6,5,2,16.7,9,90.0,1,3,,,,65.1,88.0,71.8,87.7,,,,0,0,9,0.0,122.0,0.0,0,0,0,2,1,0,0.0,79,8.8,83.3,6,8,10.2,2.11,0,1,12.5,62.5,5,2,0.0,8,80.0,0,3,,,,64.9,78.3,71.6,77.9,,,,0,0,8,0.0,124.5,0.0,0,0,0,2,1,0,0.0,59,7.4,100.0,2,2,14.0,3.05,0,0,0.0,50.0,1,0,50.0,2,20.0,1,1,,,,61.8,84.3,65.5,83.6,,,,0,0,2,,91.7,0.0,0,0,0,0,0,0,0.0,23,11.5,0,100.0,1,1,-2.0,1.2,0,0,0.0,100.0,1,0,0.0,1,10.0,0,1,,,,60.3,61.1,63.6,61.0,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,4.12
Garrett Dzuro,64526,QB,UMASS,1,-13.33,0,10,216,75.0,4,5,12.5,2.79,0,0,0.0,60.0,3,3,0.0,7,70.0,0,3,,,,23.8,67.2,0.0,66.3,,65.8,,0,0,7,66.7,104.2,28.6,2,0,0,1,0,0,0.0,68,13.6,80.0,5,5,7.2,2.47,0,0,0.0,80.0,4,2,0.0,7,70.0,0,2,,,,23.8,68.5,0.0,68.5,,65.8,,0,0,7,100.0,111.7,28.6,2,0,0,0,0,0,0.0,54,10.8,100.0,2,3,1.5,3.03,0,0,0.0,66.7,2,1,0.0,3,30.0,0,2,,,,62.7,60.3,66.6,60.2,,,,0,0,3,0.0,89.6,0.0,0,0,0,1,0,0,0.0,23,7.7,0,100.0,3,3,-3.7,2.3,0,0,0.0,100.0,3,0,0.0,3,30.0,0,1,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,9,3.0,-3.13
Gino Campiotti,78504,QB,UMASS,1,-16.67,0,9,216,60.0,5,6,10.0,2.46,1,0,0.0,16.7,1,2,66.7,8,88.9,2,0,,,,73.0,56.7,73.5,43.1,,65.4,,0,1,9,100.0,0.0,25.0,2,0,0,0,0,1,11.1,5,0.8,60.0,5,6,10.0,2.46,1,0,0.0,16.7,1,2,66.7,8,88.9,2,0,,,,73.1,56.9,73.4,41.8,,65.4,,0,1,8,100.0,0.0,25.0,2,0,0,0,0,1,12.5,5,0.8,0.0,1,1,0.0,3.9,0,0,0.0,0.0,0,0,,1,11.1,0,0,,,,61.8,52.1,65.5,52.2,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,1,0.0,3.9,0,0,0.0,0.0,0,0,,1,11.1,0,0,,,,60.3,56.0,63.6,56.8,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,-0.83
Doug Brumfield,128348,QB,UNLV,1,100.0,0,7,325,25.0,4,6,7.8,3.71,0,0,0.0,16.7,1,3,0.0,7,100.0,0,0,,,,65.9,43.8,70.7,42.3,,60.0,,0,0,7,33.3,39.6,14.3,1,0,0,2,0,0,0.0,8,1.3,0.0,3,5,10.0,4.04,0,0,0.0,0.0,0,2,,5,71.4,0,0,,,,65.5,42.5,70.1,40.8,,60.0,,0,0,5,0.0,39.6,0.0,0,0,0,2,0,0,0.0,0,0.0,100.0,1,1,1.0,2.9,0,0,0.0,100.0,1,1,0.0,2,28.6,0,0,,,,61.8,58.9,65.5,58.9,,,,0,0,2,100.0,100.0,50.0,1,0,0,0,0,0,0.0,8,8.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,8.0
Tyhier Tyler,82083,QB,ARMY,1,-16.67,0,7,114,60.0,5,5,21.2,3.37,0,0,0.0,60.0,3,3,0.0,7,100.0,0,3,,,,72.6,62.1,74.6,49.3,,66.5,,0,0,7,33.3,104.2,14.3,1,1,0,0,0,1,14.3,67,13.4,66.7,3,3,12.3,3.1,0,0,0.0,66.7,2,2,0.0,4,57.1,0,2,,,,72.8,67.7,74.3,57.0,,66.5,,0,0,4,0.0,85.4,0.0,0,1,0,0,0,1,25.0,20,6.7,50.0,2,2,34.5,3.73,0,0,0.0,50.0,1,1,0.0,3,42.9,0,1,,,,62.7,47.6,66.6,47.8,,,,0,0,3,100.0,95.8,33.3,1,0,0,0,0,0,0.0,47,23.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,16.83
Cade Ballard,102861,QB,ARMY,1,-60.0,0,7,114,50.0,6,6,14.3,2.2,0,0,0.0,33.3,2,3,33.3,6,85.7,1,1,,,,68.9,52.7,72.0,33.5,,72.3,,0,1,6,0.0,2.8,0.0,0,0,0,0,0,1,16.7,14,2.3,80.0,5,5,3.8,1.88,0,0,0.0,60.0,3,1,25.0,5,71.4,1,1,,,,68.9,72.6,71.8,58.3,,72.3,,0,1,5,0.0,25.0,0.0,0,0,0,0,0,0,0.0,15,3.0,0.0,2,2,31.0,2.55,0,0,0.0,0.0,0,2,,2,28.6,0,0,,,,61.8,27.9,65.5,28.2,,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0,0,100.0,1,1,-5.0,1.3,0,0,0.0,100.0,1,0,0.0,1,14.3,0,0,,,,60.3,60.7,63.6,60.6,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,-3.0
Tai Lavatai,121854,QB,NAVY,1,16.67,0,7,237,20.0,5,7,22.2,2.87,0,0,0.0,14.3,1,3,0.0,7,100.0,0,0,,,66.7,70.6,70.2,76.8,49.7,92.2,66.6,,1,0,8,0.0,39.6,0.0,0,0,1,0,0,0,0.0,9,1.3,,0,1,,0.0,0,0,0.0,0.0,0,0,,1,14.3,0,0,,,,70.5,68.2,76.3,55.5,,66.6,,0,0,2,,39.6,0.0,0,0,1,0,0,0,0.0,0,0.0,20.0,5,6,22.2,3.35,0,0,0.0,16.7,1,3,0.0,6,85.7,0,0,,,66.7,64.9,67.9,69.1,50.7,92.2,,,1,0,6,0.0,39.6,0.0,0,0,0,0,0,0,0.0,9,1.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,1.5
Cade Fortin,77620,QB,ARKANSAS,1,-66.67,0,7,111,40.0,5,6,5.8,2.54,0,0,0.0,33.3,2,4,0.0,7,100.0,0,1,,,,64.6,44.9,71.2,44.0,,,,0,0,7,25.0,42.4,14.3,1,0,0,1,0,0,0.0,8,1.3,66.7,3,3,-0.3,1.88,0,0,0.0,66.7,2,2,0.0,4,57.1,0,1,,,,63.3,62.1,70.4,61.4,,,,0,0,4,50.0,70.1,25.0,1,0,0,0,0,0,0.0,8,2.7,0.0,2,3,15.0,3.43,0,0,0.0,0.0,0,2,,3,42.9,0,0,,,,62.7,36.3,66.6,36.8,,,,0,0,3,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-2.67
Justin Holaday,163350,QB,NEW MEXICO,1,-25.0,0,6,241,25.0,4,4,24.0,4.75,0,0,0.0,25.0,1,2,0.0,6,100.0,0,2,,,,68.9,51.8,71.2,33.4,,69.1,,0,1,6,50.0,3.1,16.7,1,1,0,0,0,2,33.3,15,3.8,25.0,4,4,24.0,4.75,0,0,0.0,25.0,1,2,0.0,6,100.0,0,2,,,,68.9,51.8,71.2,33.4,,69.1,,0,1,6,50.0,3.1,16.7,1,1,0,0,0,2,33.3,15,3.8,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.75
Mitch Griffis,123386,QB,WAKE,1,-50.0,0,6,339,100.0,3,3,12.3,3.6,0,0,0.0,66.7,2,1,33.3,6,100.0,1,2,,,,64.2,72.0,69.5,90.1,,50.5,,0,0,6,0.0,126.4,0.0,0,3,0,0,1,0,0.0,21,7.0,100.0,1,1,18.0,5.6,0,0,0.0,100.0,1,1,0.0,1,16.7,0,1,,,,60.3,75.4,66.6,74.3,,,,0,0,1,0.0,158.3,0.0,0,0,0,0,1,0,0.0,13,13.0,100.0,2,2,9.5,3.2,0,0,0.0,50.0,1,0,50.0,5,83.3,1,1,,,,63.8,64.0,68.1,82.7,,50.5,,0,0,5,,60.4,0.0,0,3,0,0,0,0,0.0,8,4.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-9.0
Ty Thompson,146568,QB,OREGON,1,-75.0,0,4,264,,0,1,,1.7,1,0,0.0,0.0,0,0,,1,25.0,0,0,,,,66.2,59.8,70.4,57.5,,60.1,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,3,4,-3.7,1.53,1,0,0.0,75.0,3,0,0.0,4,100.0,0,1,,,,66.8,62.7,71.2,61.1,,60.1,,0,0,5,,77.1,0.0,0,0,0,0,0,0,0.0,9,2.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,3,3,-3.7,1.47,0,0,0.0,100.0,3,0,0.0,3,75.0,0,1,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,9,3.0,-2.25
Jack Chambers,60359,QB,NC STATE,1,0.0,0,3,248,0.0,1,1,4.0,3.33,0,0,0.0,0.0,0,1,,3,100.0,0,1,,,66.7,71.2,60.0,73.5,43.5,57.4,65.7,,0,0,4,100.0,39.6,33.3,1,1,0,0,0,0,0.0,0,0.0,0.0,1,1,4.0,3.0,0,0,0.0,0.0,0,0,,2,66.7,0,1,,,,71.1,65.4,73.3,52.7,,65.7,,0,0,3,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,,0,0,,4.0,0,0,,,0,1,,1,33.3,0,0,,,66.7,62.4,47.9,65.5,60.0,57.4,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Emmett Morehead,143834,QB,BOSTON COL,1,-50.0,0,3,121,50.0,2,2,18.0,2.33,0,0,0.0,50.0,1,2,0.0,3,100.0,0,1,,,,62.7,52.5,70.7,50.9,,,,0,0,3,50.0,95.8,33.3,1,0,0,0,0,0,0.0,32,16.0,50.0,2,2,18.0,2.33,0,0,0.0,50.0,1,2,0.0,3,100.0,0,1,,,,62.7,52.5,70.7,50.9,,,,0,0,3,50.0,95.8,33.3,1,0,0,0,0,0,0.0,32,16.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-16.0
Evan Prater,123576,QB,CINCINNATI,1,100.0,0,3,138,0.0,1,1,19.0,2.5,0,0,0.0,0.0,0,0,,1,33.3,0,0,,,,17.2,45.8,71.2,48.5,,54.9,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,19.0,2.4,0,0,0.0,0.0,0,1,,2,66.7,0,0,,,,18.1,45.0,71.4,46.1,,54.9,,0,0,2,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0,100.0,1,1,-1.0,2.0,0,0,0.0,100.0,1,0,0.0,1,33.3,0,1,,,,60.3,60.6,63.6,60.4,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,0,100.0,1,1,-1.0,2.15,0,0,0.0,100.0,1,1,0.0,2,66.7,0,1,,,,61.8,58.9,65.5,58.9,,,,0,0,2,100.0,118.8,50.0,1,0,0,0,0,0,0.0,15,15.0,15.0
Camden Orth,108965,QB,BOWL GREEN,1,0.0,0,2,122,0.0,1,1,26.0,2.85,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,61.8,58.5,68.1,58.1,,,,0,0,2,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0,0.0,1,1,26.0,2.85,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,61.8,58.5,68.1,58.1,,,,0,0,2,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Carl Richardson,129735,QB,NWESTERN,1,-100.0,0,2,256,,0,1,,1.8,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,60.3,58.5,68.1,60.0,,,,1,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,-4.0,2.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,60.3,61.9,68.1,61.0,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,,0,1,,1.8,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,60.3,59.7,63.6,60.0,,,,1,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1,1,-4.0,2.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,60.3,61.1,63.6,61.0,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,-2.0
Tucker Gleason,122475,QB,TOLEDO,1,0.0,0,2,316,100.0,2,2,11.0,1.6,0,1,50.0,100.0,2,0,0.0,2,100.0,0,2,,,,64.4,81.3,67.4,77.2,,63.3,,0,0,2,,154.2,0.0,0,0,0,0,1,0,0.0,23,11.5,100.0,1,1,6.0,1.5,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,63.7,61.5,66.6,54.1,,63.3,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,100.0,1,1,16.0,1.7,0,1,100.0,100.0,1,0,0.0,1,50.0,0,1,,,,60.3,85.7,63.6,84.6,,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,15,15.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,7.0
Gabriel Rogers,100921,WR,MEMPHIS,1,-50.0,0,2,218,50.0,2,2,30.0,5.15,0,1,50.0,50.0,1,2,0.0,2,100.0,0,1,,,74.9,68.0,79.2,0.0,86.1,69.2,76.4,,0,0,2,0.0,135.4,0.0,0,0,0,0,1,0,0.0,41,20.5,50.0,2,2,30.0,5.15,0,1,50.0,50.0,1,2,0.0,2,100.0,0,1,,,66.7,66.8,67.1,0.0,86.1,55.0,76.4,,0,0,2,0.0,135.4,0.0,0,0,0,0,1,0,0.0,41,20.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,74.9,65.0,80.8,71.6,,82.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,66.7,61.0,56.8,70.1,,68.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-20.5
Zach Gibson,100201,QB,GA TECH,1,-100.0,0,2,176,100.0,1,2,4.0,3.0,1,0,0.0,50.0,1,2,0.0,2,100.0,0,0,,,,61.8,58.9,65.5,58.9,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,5,2.5,100.0,1,1,4.0,2.7,0,0,0.0,100.0,1,1,0.0,1,50.0,0,0,,,,60.3,61.1,63.6,61.0,,,,0,0,1,0.0,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,,0,1,,3.3,1,0,0.0,0.0,0,1,,1,50.0,0,0,,,,60.3,59.7,63.6,60.0,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.0
Braylon Braxton,144442,QB,TULSA,1,0.0,0,2,320,0.0,2,2,26.0,2.4,0,0,0.0,0.0,0,1,,2,100.0,0,0,,,,61.8,18.9,69.1,23.2,,60.0,,0,1,2,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0,0.0,2,2,26.0,2.4,0,0,0.0,0.0,0,1,,2,100.0,0,0,,,,61.8,18.9,69.1,23.2,,60.0,,0,1,2,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Eric Gray,99143,HB,OKLAHOMA,1,50.0,0,2,261,0.0,1,1,8.0,2.1,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,,73.4,61.6,74.4,28.6,57.3,72.5,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,73.5,74.8,73.9,,57.8,72.5,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,2.5,1.65,0,0,0.0,50.0,1,0,0.0,2,100.0,0,0,,,,61.8,32.8,69.8,28.3,57.9,,,0,1,2,,16.7,0.0,0,0,0,0,0,1,50.0,0,0.0,0,100.0,1,1,-3.0,1.2,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,60.3,60.6,67.4,60.4,58.6,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
Kyle McCord,145053,QB,OHIO STATE,1,0.0,0,2,260,100.0,2,2,7.5,3.0,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1,,,,64.4,65.7,71.6,74.1,,55.4,,0,0,2,,100.0,0.0,0,0,0,0,0,0,0.0,16,8.0,100.0,1,1,4.0,2.3,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,63.7,55.4,71.4,61.0,,55.4,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,100.0,1,1,11.0,3.7,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,60.3,73.7,63.6,73.1,,,,0,0,1,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,8.0
Chubba Purdy,122412,QB,NEBRASKA,1,0.0,0,1,238,,0,1,,2.1,1,0,0.0,0.0,0,0,,1,100.0,0,0,,,,63.7,56.3,65.5,60.0,,59.6,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,1,,2.1,1,0,0.0,0.0,0,0,,1,100.0,0,0,,,,63.7,56.3,65.5,60.0,,59.6,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Cale Millen,98017,QB,UCONN,1,100.0,0,1,146,100.0,1,1,13.0,5.5,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,67.5,80.7,71.0,74.3,59.9,68.2,,0,0,1,0.0,127.1,0.0,0,0,0,0,1,0,0.0,5,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,67.3,72.9,70.3,,59.9,68.2,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,13.0,5.5,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,60.3,77.4,64.1,74.3,,,,0,0,1,0.0,127.1,0.0,0,0,0,0,1,0,0.0,5,5.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,5.0
Vontravious Hall,83526,WR,NEW MEXICO,1,0.0,0,1,241,0.0,1,1,21.0,3.2,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,60.3,50.2,71.4,50.8,55.9,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,21.0,3.2,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,60.3,50.0,71.2,50.8,56.1,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,59.0,63.4,,60.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
