player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Harrison Bailey,124266,QB,UNLV,1,0.0,0,1,325,,0,0,,5.7,0,0,,,0,0,,1,100.0,0,1,,,,60.3,70.9,69.1,,,64.2,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,5.7,0,0,,,0,0,,1,100.0,0,1,,,,60.3,70.9,69.1,,,64.2,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Braelon Allen,145159,HB,WISCONSIN,1,100.0,0,1,349,100.0,1,1,8.0,5.3,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,66.7,77.4,76.6,79.4,71.9,61.4,73.5,,0,0,1,0.0,158.3,0.0,0,0,0,0,1,0,0.0,23,23.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,66.7,77.5,75.3,78.5,,62.8,73.5,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,8.0,5.3,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,60.3,68.9,72.1,71.9,57.5,,,0,0,1,0.0,158.3,0.0,0,0,0,0,1,0,0.0,23,23.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,23.0
Dylan Morris,100570,QB,WASHINGTON,1,-100.0,0,1,340,100.0,1,1,11.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,73.2,63.6,72.6,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,100.0,1,1,11.0,2.3,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,73.2,63.6,72.6,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-13.0
Michael Turk,82012,P,OKLAHOMA,1,-100.0,0,1,261,100.0,1,1,-7.0,1.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,61.1,60.0,60.6,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,100.0,1,1,-7.0,1.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,61.1,60.0,60.6,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.0
Ryan O'Keefe,101139,WR,UCF,1,0.0,0,1,323,,0,0,,7.1,0,0,,,0,1,,1,100.0,0,0,,,73.1,66.2,64.8,77.1,60.0,66.8,57.7,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,73.1,66.0,66.5,75.7,,68.7,57.7,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.1,0,0,,,0,1,,1,100.0,0,0,,,73.1,64.6,71.0,73.8,60.0,70.6,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,73.1,64.1,79.9,68.2,,76.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Malik Knowles,78141,WR,KANSAS ST,1,100.0,0,1,199,100.0,1,1,10.0,3.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,74.9,13.4,72.5,77.8,72.6,66.9,,,0,0,1,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,73.1,10.3,69.7,76.9,,66.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,10.0,3.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,70.7,63.7,76.6,72.6,72.6,70.7,,,0,0,1,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,66.7,61.0,80.4,64.8,,73.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,11.0
Drake Stoops,78087,WR,OKLAHOMA,1,0.0,0,1,261,,0,0,,4.7,0,0,,,0,1,,1,100.0,0,0,,,66.7,64.8,54.5,74.3,,56.8,55.5,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,4.7,0,0,,,0,1,,1,100.0,0,0,,,70.7,65.6,55.3,75.1,,57.5,55.5,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,54.8,67.8,,56.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,66.7,61.0,56.5,71.1,,57.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Amare Jones,77742,WR,GA SOUTHRN,1,0.0,0,1,174,,0,0,,4.8,0,0,,,0,1,,1,100.0,0,0,,,53.4,16.2,58.1,76.8,60.0,65.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,1,100.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,76.3,65.7,64.4,76.4,,66.6,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.8,0,0,,,0,1,,1,100.0,0,0,,,24.5,9.0,37.0,71.2,60.0,55.7,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,1,100.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,43.7,68.4,,55.4,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Tory Horton,128232,WR,COLO STATE,1,0.0,0,1,144,,0,0,,5.3,0,0,,,0,1,,1,100.0,0,0,,,56.4,66.9,68.1,79.6,,65.9,64.3,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,58.9,67.1,66.3,79.5,,66.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.3,0,0,,,0,1,,1,100.0,0,0,,,66.7,62.4,66.6,69.5,,59.1,64.3,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,70.7,62.9,60.4,68.4,,60.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Kai Puailoa-Rojas,121867,HB,NAVY,1,100.0,0,1,237,100.0,1,1,20.0,3.1,0,1,100.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,70.0,74.1,88.1,56.8,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,26,26.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,56.1,72.4,,59.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,20.0,3.1,0,1,100.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,79.8,71.0,88.1,57.9,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,26,26.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,26.0
Donovan Smith,73929,QB,TEXAS TECH,1,0.0,0,1,315,,0,1,,1.4,1,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,55.7,68.4,60.0,59.5,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,1,,1.4,1,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,55.7,68.4,60.0,59.5,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Isaiah Bowser,66123,HB,UCF,1,-100.0,0,1,323,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,75.2,68.2,75.5,,59.7,70.4,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-5.0,0.8,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,75.1,69.5,75.4,60.4,63.1,70.4,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,59.4,70.5,,54.9,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-5.0,0.8,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.6,68.5,60.4,57.9,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
Thayer Thomas,61515,WR,NC STATE,1,100.0,0,1,248,100.0,1,1,-4.0,2.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,60.0,60.0,,60.3,53.3,77.2,60.4,52.3,,60.0,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-5,-5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,60.0,60.0,,,52.9,76.7,,52.4,,60.0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-4.0,2.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,56.2,70.4,60.4,55.7,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-5,-5.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,55.0,67.0,,56.4,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.0
Quian Williams,61237,WR,BUFFALO,1,100.0,0,1,126,100.0,1,1,10.0,3.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,66.7,62.4,65.0,76.5,55.3,66.4,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,66.7,61.0,67.2,76.4,,66.6,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,10.0,3.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,53.3,67.1,55.3,57.7,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,56.8,66.2,,58.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,15.0
Nick Evers,158082,QB,OKLAHOMA,1,0.0,0,1,261,0.0,1,1,5.0,2.3,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,45.8,68.6,45.9,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,60.0,68.1,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,5.0,2.3,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,45.4,63.6,45.9,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Kai Horton,144418,QB,TULANE,1,-100.0,0,1,319,100.0,1,1,22.0,3.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,77.6,65.5,76.6,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0,100.0,1,1,22.0,3.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,77.6,65.5,76.6,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-24.0
Tommy Castellanos,158433,QB,UCF,1,-100.0,0,1,323,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,62.5,53.1,65.5,,,56.4,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,63.7,55.0,66.6,61.0,,56.4,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,61.1,63.6,61.0,,,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,-8.0
Marcus Major Jr.,99488,HB,OKLAHOMA,1,-100.0,0,1,261,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,69.7,60.6,72.0,,,58.1,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,69.7,60.7,72.6,60.6,59.7,58.1,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.4,66.1,60.6,59.7,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0,2.0
