player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Micah Alejado,184162,QB,HAWAII,1,13.78,0,63,180,69.6,46,49,11.8,2.68,1,2,4.1,61.2,30,20,6.3,58,92.1,2,21,,70.5,80.2,77.2,82.6,,53.7,0,1,58,25.0,97.6,8.6,5,4,0,2,3,1,1.7,383,7.8,68.1,47,49,11.4,2.64,1,2,4.1,61.2,30,19,6.3,59,93.7,2,21,,70.5,79.2,77.2,81.5,,53.7,0,1,59,26.3,98.0,8.5,5,4,0,1,3,1,1.7,388,7.9,100.0,3,4,-1.7,1.75,0,0,0.0,75.0,3,1,0.0,4,6.3,0,0,,63.3,61.5,67.4,61.4,,,0,0,4,0.0,79.2,0.0,0,0,0,1,0,0,0.0,14,3.5,0,75.0,4,4,-2.8,1.42,0,0,0.0,75.0,3,0,0.0,5,7.9,0,0,,63.8,55.6,68.1,55.5,,,0,0,5,,84.4,0.0,0,0,0,0,0,0,0.0,19,4.8,-4.42
Cam Fancher,145266,QB,UCF,1,-20.52,0,62,323,61.5,39,43,9.6,3.67,0,1,2.1,51.2,22,19,8.3,56,90.3,2,12,,72.2,56.0,33.5,47.9,,70.2,0,0,61,10.5,63.7,3.6,2,11,0,4,0,2,3.3,196,4.6,67.9,28,29,6.1,3.2,0,0,0.0,65.5,19,13,0.0,38,61.3,0,9,,71.5,53.0,26.6,43.0,,70.4,0,0,42,15.4,79.2,5.3,2,7,0,1,0,1,2.4,157,5.4,64.7,17,20,11.3,3.84,0,1,4.5,45.0,9,6,18.2,24,38.7,2,4,,67.8,62.2,73.3,60.2,,63.1,0,0,26,0.0,52.9,0.0,0,4,0,3,0,1,3.8,64,3.2,0,100.0,6,6,-1.8,1.38,0,0,0.0,100.0,6,0,0.0,6,9.7,0,1,,64.6,58.0,69.1,57.9,,,0,0,7,,84.0,0.0,0,0,0,0,0,0,0.0,25,4.2,-2.21
Athan Kaliakmanis,144971,QB,RUTGERS,1,-2.22,0,58,278,73.3,45,50,8.2,2.92,3,5,9.4,62.0,31,17,6.1,58,100.0,2,17,,71.3,73.8,77.6,70.5,,69.7,0,1,63,23.5,90.9,6.9,4,4,0,2,2,3,4.8,386,7.7,72.5,40,45,8.6,2.88,3,5,10.4,62.2,28,15,3.4,50,86.2,1,14,,71.0,80.9,77.1,77.2,,72.0,0,1,54,20.0,93.5,6.0,3,2,0,2,2,2,3.7,367,8.2,80.0,5,5,5.0,3.19,0,0,0.0,60.0,3,2,25.0,8,13.8,1,3,,65.1,39.9,69.8,36.6,,59.8,0,0,9,50.0,67.9,12.5,1,2,0,0,0,1,12.5,19,3.8,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-4.36
E.J. Warner,156185,QB,FRESNO ST,1,36.28,0,57,169,59.0,39,41,12.5,2.6,1,4,8.9,51.2,21,16,8.7,49,86.0,2,13,,38.6,62.4,77.4,65.4,,48.1,0,3,53,31.3,59.3,10.2,5,3,0,1,2,5,9.4,283,6.9,61.5,39,41,11.0,2.5,1,4,8.9,51.2,21,15,12.5,49,86.0,3,15,,38.6,64.0,77.4,67.0,,48.1,0,3,53,33.3,69.1,10.2,5,3,0,1,3,5,9.4,299,7.3,87.5,8,8,4.1,2.05,0,0,0.0,87.5,7,1,0.0,8,14.0,0,3,,65.1,60.5,69.8,60.2,,,0,0,9,0.0,93.2,0.0,0,0,0,0,0,0,0.0,51,6.4,0,100.0,8,8,-3.0,1.46,0,0,0.0,87.5,7,0,12.5,8,14.0,1,5,,65.1,67.1,69.8,66.8,,,0,0,9,,141.1,0.0,0,0,0,0,1,0,0.0,67,8.4,-0.91
AJ Hairston,184157,QB,UMASS,1,14.29,0,54,216,68.3,41,47,9.2,3.02,2,2,3.9,53.2,25,26,10.7,53,98.1,3,11,,42.0,68.2,77.6,68.1,,58.3,2,1,57,15.4,57.8,7.5,4,2,0,2,0,2,3.5,228,4.9,64.9,37,42,9.0,2.98,1,1,2.2,52.4,22,21,8.3,45,83.3,2,9,,38.5,64.0,77.2,62.8,,61.6,2,1,49,9.5,53.1,4.4,2,1,0,2,0,2,4.1,174,4.1,100.0,5,6,8.2,3.1,1,1,16.7,66.7,4,5,20.0,9,16.7,1,2,,65.1,78.3,69.8,82.9,,57.3,0,0,9,40.0,94.4,22.2,2,1,0,0,0,0,0.0,53,8.8,0,100.0,1,1,-4.0,2.0,0,0,0.0,100.0,1,0,0.0,1,1.9,0,0,,60.3,60.8,63.6,60.6,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,4.69
JC French IV,162521,QB,GA SOUTHRN,1,-7.58,0,51,174,63.9,36,37,14.5,2.76,0,4,10.3,48.6,18,17,21.7,45,88.2,5,14,,71.4,65.2,26.1,62.6,,68.6,0,3,47,29.4,58.4,11.1,5,3,0,1,2,3,6.4,280,7.6,66.7,33,33,11.9,2.59,0,2,5.7,57.6,19,11,13.6,38,74.5,3,13,,71.1,65.6,23.2,63.0,,69.4,0,1,40,36.4,91.1,10.5,4,1,0,0,2,1,2.5,265,8.0,77.8,9,10,13.0,2.57,0,2,20.0,50.0,5,6,28.6,13,25.5,2,3,,66.0,63.9,71.0,63.2,,61.0,0,2,13,16.7,24.2,7.7,1,2,0,1,0,2,15.4,48,4.8,0,100.0,6,6,-2.0,1.28,0,0,0.0,100.0,6,0,0.0,6,11.8,0,2,,64.2,66.2,68.6,66.0,,,0,0,6,,89.6,0.0,0,0,0,0,0,0,0.0,33,5.5,-3.23
Josh Hoover,127148,QB,TCU,1,23.92,0,51,305,64.9,37,41,8.7,2.52,1,2,4.8,51.2,21,7,12.5,45,88.2,3,12,,70.2,67.6,0.0,70.3,,61.5,0,2,47,14.3,84.9,2.2,1,2,0,3,3,3,6.4,355,8.7,61.5,26,30,5.9,2.52,1,1,3.2,46.7,14,7,12.5,32,62.7,2,6,,69.5,53.2,16.2,51.7,,64.6,0,2,34,14.3,53.2,3.1,1,1,0,3,1,3,8.8,208,6.9,82.4,17,17,9.0,2.22,0,1,5.9,70.6,12,0,14.3,19,37.3,2,7,,66.8,87.9,0.0,90.9,,57.3,0,0,19,,141.3,0.0,0,1,0,0,2,0,0.0,168,9.9,0,100.0,6,6,-2.7,1.55,0,0,0.0,83.3,5,0,16.7,6,11.8,1,1,,64.2,66.2,68.6,65.9,,,0,0,6,,81.3,0.0,0,0,0,0,0,0,0.0,21,3.5,2.95
Tucker Kilcrease,156863,QB,TROY,1,0.0,0,50,318,93.3,30,36,12.3,2.84,0,5,12.5,72.2,26,18,7.1,46,92.0,2,20,,42.8,77.4,77.3,90.1,,38.3,0,0,52,27.8,147.0,10.9,5,5,1,5,5,0,0.0,390,10.8,92.6,27,32,9.9,2.73,0,4,11.4,75.0,24,14,4.0,41,82.0,1,15,,39.9,70.4,76.9,84.8,,38.3,0,0,45,28.6,135.9,9.8,4,5,1,4,3,0,0.0,308,9.6,100.0,7,8,12.7,2.71,0,1,11.1,75.0,6,4,14.3,9,18.0,1,6,,65.6,87.4,70.4,86.6,,,0,0,11,25.0,156.3,11.1,1,0,0,1,2,0,0.0,107,13.4,0,100.0,4,4,-3.0,1.38,0,0,0.0,100.0,4,0,0.0,4,8.0,0,1,,63.3,64.9,67.4,64.7,,,0,0,4,,92.7,0.0,0,0,0,0,0,0,0.0,25,6.3,3.75
Drew Mestemaker,190616,QB,N TEXAS,1,7.47,0,50,251,75.7,37,40,10.8,2.79,1,1,2.3,57.5,23,14,17.9,43,86.0,5,18,,69.8,72.6,77.1,68.9,,71.5,0,3,46,14.3,53.6,4.7,2,1,0,2,1,3,6.5,255,6.4,81.3,32,34,8.7,2.69,1,0,0.0,61.8,21,9,19.2,36,72.0,5,14,,69.3,73.4,76.6,69.1,,71.5,0,2,37,11.1,63.8,2.8,1,1,0,1,1,2,5.4,204,6.0,75.0,12,13,9.3,2.48,0,1,6.7,69.2,9,5,0.0,14,28.0,0,5,,66.5,66.4,71.6,66.0,,,0,1,16,20.0,95.7,7.1,1,0,0,1,1,1,6.3,132,10.2,0,100.0,7,7,-1.3,1.7,0,0,0.0,100.0,7,0,0.0,7,14.0,0,1,,64.6,66.7,69.1,66.4,,,0,0,7,,154.5,0.0,0,0,0,0,1,0,0.0,81,11.6,4.15
Jeff Sims,122496,QB,ARIZONA ST,1,-36.46,0,49,110,46.9,32,32,11.3,2.89,0,0,0.0,40.6,13,24,13.3,43,87.8,2,10,,72.9,65.0,77.4,54.1,,74.1,0,0,46,20.8,49.0,11.6,5,6,0,0,0,0,0.0,100,3.1,61.3,31,32,7.5,2.68,1,0,0.0,53.1,17,22,10.5,42,85.7,2,11,,72.9,67.9,77.3,56.9,,74.1,0,0,44,18.2,61.8,9.5,4,6,0,0,0,0,0.0,119,3.7,16.7,6,6,19.0,2.91,0,0,0.0,16.7,1,2,0.0,7,14.3,0,0,,64.9,53.2,69.5,53.2,,,0,0,8,50.0,39.6,14.3,1,0,0,0,0,0,0.0,5,0.8,0,100.0,5,6,-2.8,1.47,1,0,0.0,83.3,5,0,0.0,6,12.2,0,1,,64.2,62.9,68.6,62.7,,,0,0,6,,83.3,0.0,0,0,0,0,0,0,0.0,24,4.0,-2.89
