player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Matt Corral,83517,QB,OLE MISS,1,-12.2,0,44,226,75.0,24,25,14.3,3.2,1,2,7.7,64.0,16,7,11.1,32,72.7,2,12,,,,68.5,67.2,76.0,72.8,,51.2,,0,1,33,14.3,81.4,3.1,1,6,0,0,0,1,3.0,256,10.2,90.5,21,21,3.4,2.1,0,1,4.8,81.0,17,2,10.5,24,54.5,2,8,,,,67.6,71.3,75.4,77.8,,50.2,,0,0,24,0.0,116.3,0.0,0,3,0,0,1,0,0.0,170,8.1,73.3,15,16,15.1,3.09,1,1,5.9,68.8,11,5,0.0,20,45.5,0,9,,,,67.2,63.1,72.5,64.3,,58.0,,0,1,21,20.0,96.1,5.0,1,3,0,0,1,1,4.8,161,10.1,0,100.0,12,12,-3.8,0.83,0,0,0.0,100.0,12,0,0.0,12,27.3,0,5,,,,65.8,68.6,70.7,68.3,,,,0,0,12,,132.3,0.0,0,0,0,0,2,0,0.0,75,6.3,1.96
Clayton Tune,77652,QB,HOUSTON,1,-10.71,0,42,182,67.9,28,31,9.8,3.86,0,2,6.1,54.8,17,9,10.5,38,90.5,2,11,,,,71.5,66.1,24.6,70.5,,57.3,,2,2,41,22.2,61.4,5.3,2,5,0,1,1,1,2.4,221,7.1,69.2,26,28,6.3,3.6,0,0,0.0,60.7,17,6,5.6,34,81.0,1,10,,,,71.4,62.4,23.3,63.8,,60.4,,1,2,38,16.7,52.7,2.9,1,5,0,1,0,1,2.6,200,7.1,80.0,5,6,18.8,3.91,0,2,33.3,50.0,3,3,25.0,8,19.0,1,3,,,,64.9,85.2,69.5,80.9,,64.3,,1,0,8,33.3,127.8,12.5,1,1,0,0,1,0,0.0,64,10.7,0,100.0,3,3,-4.7,1.8,0,0,0.0,100.0,3,0,0.0,4,9.5,0,2,,,,63.8,79.6,68.1,61.4,,69.3,,0,0,5,,118.8,0.0,0,1,0,0,0,0,0.0,43,14.3,3.53
Justin Lynch,144392,QB,TEMPLE,1,27.08,0,42,306,57.1,21,25,14.1,2.83,1,2,7.7,40.0,10,13,16.7,29,69.0,2,3,,,,71.1,53.0,76.3,51.0,,59.3,,0,1,30,15.4,46.4,6.9,2,2,0,3,1,1,3.3,86,3.4,69.0,29,32,8.0,2.41,0,1,3.1,56.3,18,10,10.0,35,83.3,2,8,,,,71.3,52.7,76.7,50.8,,59.3,,0,1,35,10.0,53.3,2.9,1,2,0,3,0,1,2.9,133,4.2,100.0,5,6,6.4,1.71,1,1,14.3,83.3,5,3,0.0,7,16.7,0,1,,,,64.9,73.9,69.5,73.5,,,,0,0,8,33.3,132.6,14.3,1,0,0,0,1,0,0.0,38,6.3,0,100.0,13,13,-2.6,1.09,0,0,0.0,100.0,13,0,0.0,13,31.0,0,6,,,,66.0,68.4,71.0,68.1,,,,0,0,13,,93.9,0.0,0,0,0,0,0,0,0.0,85,6.5,2.17
Drew Plitt,39879,QB,BALL ST,1,5.14,0,42,117,66.7,33,36,7.6,2.21,3,0,0.0,50.0,18,16,18.2,39,92.9,4,8,,,,69.9,63.7,77.0,60.9,,65.9,,0,1,40,12.5,60.3,5.1,2,1,0,0,1,0,0.0,163,4.5,72.7,22,25,6.8,2.1,3,0,0.0,52.0,13,10,18.8,27,64.3,3,3,,,,69.1,65.5,76.3,62.0,,65.9,,0,1,28,10.0,54.6,3.7,1,1,0,0,1,0,0.0,74,3.0,64.3,14,14,6.9,2.17,0,0,0.0,57.1,8,6,11.1,15,35.7,1,6,,,,66.4,60.4,71.4,60.2,,,,0,0,15,16.7,78.3,6.7,1,0,0,0,0,0,0.0,96,6.9,0,100.0,3,3,-2.0,1.07,0,0,0.0,100.0,3,0,0.0,3,7.1,0,1,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,7,2.3,3.9
Aidan O'Connell,60516,QB,PURDUE,1,11.58,0,41,273,79.4,34,36,12.3,2.62,0,4,9.8,75.0,27,8,0.0,38,92.7,0,15,,,,69.7,80.9,76.7,81.4,,56.7,,1,0,44,12.5,139.4,2.6,1,1,0,1,3,1,2.3,406,11.3,82.4,17,19,7.6,2.36,0,1,4.5,68.4,13,6,7.1,20,48.8,1,5,,,,68.2,70.3,75.3,69.4,,60.0,,1,0,24,16.7,106.7,5.0,1,0,0,1,1,0,0.0,137,7.2,80.0,20,20,14.5,2.72,0,3,13.6,80.0,16,2,0.0,21,51.2,0,10,,,,67.5,83.3,72.8,84.8,,57.0,,0,0,23,0.0,152.1,0.0,0,1,0,0,2,1,4.3,286,14.3,0,100.0,3,3,0.0,1.63,0,0,0.0,66.7,2,0,33.3,3,7.3,1,0,,,,62.7,63.0,66.6,62.8,,,,0,0,3,,81.3,0.0,0,0,0,0,0,0,0.0,17,5.7,7.09
Jordan Travis,77615,QB,FLORIDA ST,1,46.67,0,40,167,68.0,25,29,13.0,3.03,1,2,5.9,55.2,16,9,5.9,35,87.5,1,14,,,,72.2,85.7,24.2,90.0,,62.4,,0,0,40,22.2,105.8,5.7,2,4,0,3,2,0,0.0,242,8.3,69.2,26,30,10.4,2.83,1,2,5.7,53.3,16,8,11.1,36,90.0,2,11,,,,72.2,79.9,24.6,83.4,,62.4,,0,0,41,25.0,94.4,5.6,2,4,0,3,2,0,0.0,185,6.2,100.0,4,4,8.3,3.18,0,0,0.0,100.0,4,1,0.0,4,10.0,0,4,,,,63.3,91.3,67.4,91.0,,,,0,0,4,0.0,158.3,0.0,0,0,0,0,1,0,0.0,66,16.5,0,100.0,5,5,-4.0,1.72,0,0,0.0,80.0,4,0,20.0,5,12.5,1,1,,,,63.8,65.7,68.1,65.4,,,,0,0,5,,118.8,0.0,0,0,0,0,1,0,0.0,9,1.8,10.33
Spencer Sanders,77660,QB,OKLA STATE,1,19.64,0,40,262,63.3,30,34,14.8,2.73,2,2,5.7,47.1,16,9,15.8,35,87.5,3,11,,,,71.4,68.7,77.7,66.0,,65.2,,1,0,37,0.0,79.3,0.0,0,1,0,1,1,1,2.7,230,6.8,55.6,18,21,14.4,2.87,2,1,4.5,42.9,9,6,10.0,22,55.0,1,7,,,,70.9,64.8,76.9,60.5,,65.1,,0,0,24,0.0,76.1,0.0,0,1,0,1,1,1,4.2,113,5.4,80.0,15,16,11.6,2.47,0,1,5.6,62.5,10,5,16.7,18,45.0,2,5,,,,67.1,73.6,72.5,70.4,,64.3,,1,0,20,0.0,87.0,0.0,0,1,0,0,0,0,0.0,126,7.9,0,100.0,3,3,-3.7,2.42,0,0,0.0,100.0,3,2,0.0,5,12.5,0,1,,,,64.6,69.9,69.1,63.2,,64.1,,0,0,7,0.0,79.2,0.0,0,1,0,0,0,0,0.0,9,3.0,2.5
Desmond Trotter,83552,QB,S ALABAMA,1,-6.25,0,40,288,80.0,20,25,8.0,2.6,1,2,8.0,52.0,13,16,18.8,33,82.5,3,8,,,,70.4,71.2,76.5,73.3,,58.7,,0,0,33,25.0,107.1,12.1,4,4,0,4,2,0,0.0,210,8.4,78.6,14,16,1.0,2.29,0,0,0.0,62.5,10,11,9.1,21,52.5,1,4,,,,69.8,63.0,75.7,61.5,,60.9,,0,0,21,36.4,121.9,19.0,4,1,0,2,2,0,0.0,108,6.8,84.6,13,16,9.4,2.53,1,2,12.5,56.3,9,5,18.2,19,47.5,2,4,,,,67.0,74.9,72.2,78.4,,57.0,,0,0,19,0.0,77.1,0.0,0,3,0,2,0,0,0.0,108,6.8,0,85.7,7,7,-3.4,1.49,0,0,0.0,85.7,6,0,0.0,7,17.5,0,0,,,,64.6,61.1,69.1,60.9,,,,0,0,7,,79.2,0.0,0,0,0,0,0,0,0.0,6,0.9,0.0
Payton Thorne,101629,QB,MICH STATE,1,-5.19,0,39,223,46.2,26,30,11.6,2.83,3,0,0.0,36.7,11,9,8.3,33,84.6,1,7,,,,69.0,54.4,75.7,55.9,,53.4,,0,0,33,22.2,64.0,6.1,2,1,0,1,1,1,3.0,146,4.9,50.0,20,22,10.6,2.83,1,0,0.0,40.9,9,6,10.0,24,61.5,1,5,,,,68.2,56.4,74.9,58.4,,53.4,,0,0,24,16.7,67.0,4.2,1,1,0,1,1,1,4.2,83,3.8,60.0,10,14,8.0,2.54,3,0,0.0,35.7,5,4,16.7,15,38.5,1,2,,,,66.4,54.8,71.4,54.6,,,,0,0,15,25.0,54.2,6.7,1,0,0,1,0,0,0.0,75,5.4,0,100.0,4,6,-2.8,2.12,1,0,0.0,50.0,3,1,25.0,6,15.4,1,0,,,,64.2,60.5,68.6,60.3,,,,0,0,6,0.0,56.3,0.0,0,0,0,1,0,0,0.0,12,2.0,1.59
Max Johnson,124099,QB,LSU,1,-15.28,0,39,211,76.0,25,25,9.0,2.98,0,0,0.0,64.0,16,14,15.8,31,79.5,3,8,,,,68.3,70.4,76.5,71.3,,57.4,,0,0,31,21.4,122.4,9.7,3,3,0,0,2,0,0.0,242,9.7,83.3,24,24,5.8,2.48,0,0,0.0,70.8,17,9,15.0,30,76.9,3,10,,,,68.2,66.1,76.5,66.7,,57.4,,0,0,30,33.3,117.9,10.0,3,3,0,0,1,0,0.0,247,10.3,66.7,9,9,7.6,2.94,0,0,0.0,55.6,5,5,16.7,9,23.1,1,2,,,,65.1,76.9,69.8,76.3,,,,0,0,9,0.0,118.8,0.0,0,0,0,0,1,0,0.0,72,8.0,0,87.5,8,8,-2.4,1.05,0,0,0.0,75.0,6,0,14.3,8,20.5,1,4,,,,64.9,67.0,69.5,66.7,,,,0,0,8,,104.7,0.0,0,0,0,0,0,0,0.0,77,9.6,-2.29
Taulia Tagovailoa,97271,QB,MARYLAND,1,12.5,0,39,215,65.0,20,22,10.5,3.75,2,1,4.5,50.0,11,12,15.4,28,71.8,2,10,,,,70.2,61.5,77.0,43.9,,80.4,,0,1,29,16.7,66.3,7.1,2,4,0,0,1,3,10.3,139,6.3,65.2,23,24,6.5,3.27,1,0,0.0,54.2,13,12,13.3,28,71.8,2,7,,,,70.1,54.8,77.0,42.6,,75.8,,0,1,28,16.7,60.4,7.1,2,2,0,0,1,2,7.1,96,4.0,87.5,8,9,4.1,3.33,1,1,11.1,66.7,6,2,14.3,11,28.2,1,5,,,,65.8,77.8,70.7,67.4,,72.5,,0,0,12,0.0,95.6,0.0,0,2,0,0,0,1,8.3,82,9.1,0,81.8,11,11,-2.4,2.1,0,0,0.0,72.7,8,2,11.1,11,28.2,1,2,,,,65.6,63.8,70.4,63.5,,,,0,0,11,0.0,77.5,0.0,0,0,0,0,0,0,0.0,39,3.5,5.11
Anthony Brown,40316,QB,OREGON,1,1.85,0,39,264,67.9,28,31,12.9,2.78,1,3,9.1,48.4,15,15,21.1,35,89.7,4,8,,,,71.4,62.9,19.0,62.1,,64.2,,1,0,37,20.0,83.3,8.6,3,1,0,1,1,2,5.4,224,7.2,68.0,25,27,10.6,2.69,1,2,6.9,48.1,13,14,23.5,31,79.5,4,6,,,,71.2,56.8,16.8,55.1,,64.2,,1,0,33,21.4,78.8,9.7,3,1,0,0,1,2,6.1,157,5.8,57.1,7,8,13.4,2.61,0,1,12.5,50.0,4,1,0.0,8,20.5,0,2,,,,64.9,72.8,69.5,72.4,,,,0,0,8,0.0,82.3,0.0,0,0,0,1,0,0,0.0,74,9.3,0,50.0,4,4,-0.5,1.7,0,0,0.0,50.0,2,0,0.0,4,10.3,0,0,,,,63.3,50.0,67.4,50.0,,,,0,0,4,,56.3,0.0,0,0,0,0,0,0,0.0,7,1.8,3.44
Jordan Yates,97416,QB,GA TECH,1,-9.52,0,38,176,47.8,23,25,8.7,3.29,0,0,0.0,44.0,11,21,0.0,35,92.1,0,7,,,,29.7,48.4,21.0,44.7,,66.0,,2,1,35,28.6,37.9,17.1,6,4,0,0,0,2,5.7,95,3.8,55.0,20,21,7.8,3.03,0,0,0.0,52.4,11,13,0.0,27,71.1,0,6,,,,68.5,69.2,16.8,66.4,,69.5,,1,0,27,23.1,62.2,11.1,3,3,0,0,0,0,0.0,83,4.0,50.0,6,7,5.8,3.55,0,0,0.0,42.9,3,8,0.0,11,28.9,0,1,,,,18.5,26.3,70.4,26.5,,57.3,,1,1,11,37.5,10.7,27.3,3,1,0,0,0,2,18.2,13,1.9,0,100.0,3,3,-3.7,1.9,0,0,0.0,100.0,3,0,0.0,3,7.9,0,0,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,1,0.3,-2.09
Brandon Peters,40416,QB,ILLINOIS,1,-2.6,0,38,187,50.0,32,33,15.4,3.02,0,3,8.6,39.4,13,12,18.8,35,92.1,3,10,,,,69.3,64.5,76.5,62.5,,63.0,,0,2,37,16.7,59.2,5.7,2,0,0,1,2,1,2.7,232,7.0,45.5,22,22,13.7,2.98,0,2,8.3,45.5,10,8,0.0,23,60.5,0,7,,,,68.3,59.5,75.7,56.9,,63.0,,0,2,25,12.5,61.6,4.3,1,0,0,0,2,1,4.0,154,7.0,69.2,13,14,14.5,2.91,0,1,7.1,42.9,6,5,33.3,15,39.5,3,3,,,,66.4,71.7,71.4,71.2,,,,0,0,15,20.0,65.8,6.7,1,0,0,1,0,0,0.0,94,6.7,0,100.0,3,3,-1.3,2.13,0,0,0.0,100.0,3,1,0.0,3,7.9,0,0,,,,62.7,64.1,66.6,63.9,,,,0,0,3,0.0,88.9,0.0,0,0,0,0,0,0,0.0,16,5.3,-0.29
Gavin Hardison,100827,QB,UTEP,1,37.5,0,38,330,66.7,30,32,14.4,2.5,1,3,8.8,62.5,20,6,0.0,35,92.1,0,14,,,,29.7,68.3,76.6,67.6,,,,1,1,37,50.0,99.7,8.6,3,0,0,0,2,3,8.1,290,9.1,66.7,30,32,12.8,2.52,1,2,5.9,62.5,20,7,0.0,35,92.1,0,13,,,,29.7,61.9,76.6,61.1,,,,1,1,37,42.9,94.5,8.6,3,0,0,0,1,3,8.1,330,10.3,100.0,3,3,13.0,1.8,0,1,33.3,100.0,3,0,0.0,3,7.9,0,3,,,,62.7,90.9,66.6,90.6,,,,0,0,3,,156.3,0.0,0,0,0,0,1,0,0.0,36,12.0,0,100.0,3,3,-2.3,2.0,0,0,0.0,100.0,3,1,0.0,3,7.9,0,2,,,,62.7,64.1,66.6,63.8,,,,0,0,3,0.0,118.8,0.0,0,0,0,0,0,0,0.0,76,25.3,1.69
C.J. Stroud,129759,QB,OHIO STATE,1,2.38,0,38,260,91.7,24,24,12.7,2.99,0,3,12.5,87.5,21,6,4.5,27,71.1,1,16,,,,68.5,94.7,75.6,94.5,,64.5,,0,0,27,33.3,158.3,7.4,2,1,0,0,6,0,0.0,340,14.2,95.2,21,21,5.8,2.43,0,2,9.5,90.5,19,5,5.0,24,63.2,1,11,,,,68.2,90.2,75.4,89.4,,64.5,,0,0,24,40.0,143.8,8.3,2,1,0,0,2,0,0.0,229,10.9,92.9,14,14,11.1,2.66,0,1,7.1,92.9,13,1,0.0,14,36.8,0,11,,,,66.2,93.8,71.2,93.4,,,,0,0,14,0.0,158.3,0.0,0,0,0,0,4,0,0.0,203,14.5,0,100.0,11,11,-2.4,1.36,0,0,0.0,100.0,11,0,0.0,11,28.9,0,6,,,,65.6,68.3,70.4,68.0,,,,0,0,11,,101.5,0.0,0,0,0,0,0,0,0.0,92,8.4,3.6
Matt McDonald,60350,QB,BOWL GREEN,1,-14.67,0,37,122,50.0,22,24,12.3,2.79,1,1,3.8,37.5,9,16,18.2,33,89.2,2,4,,,,29.1,52.8,18.4,55.2,56.7,57.8,,1,0,35,50.0,48.8,24.2,8,1,0,0,0,1,2.9,89,3.7,60.9,23,25,10.3,2.64,1,1,3.7,48.0,12,14,14.3,32,86.5,2,5,,,,28.9,60.2,17.3,62.6,,57.8,,1,0,34,42.9,60.9,18.8,6,1,0,0,0,1,2.9,113,4.5,33.3,3,3,8.0,3.1,0,0,0.0,33.3,1,3,0.0,5,13.5,0,0,,,,63.8,38.8,68.6,38.5,56.7,,,0,0,5,66.7,42.4,40.0,2,0,0,0,0,0,0.0,-5,-1.7,0,100.0,4,4,-2.3,2.03,0,0,0.0,100.0,4,1,0.0,4,10.8,0,1,,,,63.3,64.9,67.4,64.7,,,,0,0,4,0.0,86.5,0.0,0,0,0,0,0,0,0.0,19,4.8,-6.19
Adrian Martinez,83522,QB,NEBRASKA,1,13.68,0,36,238,69.7,33,34,13.3,2.96,0,1,2.8,64.7,22,19,4.3,35,97.2,1,17,,,,72.1,77.8,76.9,72.2,,72.8,,0,2,37,0.0,83.3,0.0,0,1,0,1,1,1,2.7,343,10.1,55.6,9,9,12.4,2.52,0,0,0.0,55.6,5,3,0.0,9,25.0,0,4,,,,71.6,69.2,75.3,53.5,,75.9,,0,0,12,0.0,106.7,0.0,0,0,0,0,1,0,0.0,46,5.1,76.0,25,26,13.1,3.04,0,1,3.8,69.2,18,16,5.3,27,75.0,1,13,,,,67.9,79.4,73.4,80.5,,57.3,,0,2,27,0.0,76.6,0.0,0,1,0,1,0,1,3.7,305,11.7,0,100.0,1,1,-1.0,1.1,0,0,0.0,100.0,1,0,0.0,1,2.8,0,0,,,,61.8,62.8,65.5,62.6,,,,0,0,2,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,6.62
Gunnar Holmberg,77625,QB,DUKE,1,-5.56,0,36,154,58.6,29,32,8.7,2.42,0,0,0.0,50.0,16,11,5.9,33,91.7,1,10,,,,29.7,47.2,75.2,47.0,,59.6,,1,1,35,9.1,52.3,3.0,1,0,1,1,0,3,8.6,166,5.2,60.0,25,27,7.0,2.31,0,0,0.0,55.6,15,10,0.0,28,77.8,0,8,,,,28.0,38.1,74.7,37.7,,59.6,,0,1,29,10.0,53.0,3.6,1,0,1,1,0,3,10.3,130,4.8,71.4,7,8,9.7,2.4,0,0,0.0,50.0,4,1,20.0,8,22.2,1,3,,,,65.1,75.9,69.8,75.3,,,,1,0,9,0.0,67.7,0.0,0,0,0,0,0,0,0.0,46,5.8,0,100.0,3,3,-2.7,1.33,0,0,0.0,100.0,3,0,0.0,3,8.3,0,1,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,80.6,0.0,0,0,0,0,0,0,0.0,10,3.3,0.94
Kaleb Eleby,77686,QB,W MICHIGAN,1,15.87,0,36,347,82.6,23,25,13.6,2.84,1,2,7.7,72.0,18,11,5.3,32,88.9,1,13,,,,29.7,67.3,76.6,76.8,,38.6,,0,1,33,27.3,107.9,9.4,3,3,0,1,1,1,3.0,295,11.8,80.0,15,16,14.0,2.53,1,2,11.8,68.8,11,9,8.3,20,55.6,1,7,,,,68.6,68.9,75.8,66.9,,59.5,,0,1,21,33.3,102.3,15.0,3,0,0,0,1,0,0.0,185,11.6,91.7,12,13,7.9,2.83,0,0,0.0,84.6,11,2,0.0,16,44.4,0,6,,,,21.8,63.3,71.6,82.5,,34.3,,0,0,16,0.0,105.8,0.0,0,3,0,1,0,1,6.3,122,9.4,0,100.0,4,4,-1.8,1.25,0,0,0.0,100.0,4,0,0.0,4,11.1,0,0,,,,63.3,65.0,67.4,64.8,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,12,3.0,-2.18
Chris Reynolds,60361,QB,CHARLOTTE,1,-22.14,0,35,136,67.9,28,31,12.1,3.08,0,3,8.1,54.8,17,18,10.5,32,91.4,2,10,,,,35.8,76.5,76.8,78.8,,55.7,,1,1,39,0.0,89.0,0.0,0,1,0,2,3,1,2.6,167,5.4,82.4,17,20,10.9,3.23,0,2,8.0,65.0,13,13,7.1,21,60.0,1,9,,,,29.1,78.6,76.1,82.6,,55.7,,1,0,27,0.0,122.1,0.0,0,1,0,2,3,0,0.0,126,6.3,53.8,13,14,11.6,2.63,0,1,6.7,42.9,6,5,14.3,14,40.0,1,1,,,,66.4,64.2,71.4,63.9,,,,0,1,15,0.0,22.9,0.0,0,0,0,1,0,1,6.7,50,3.6,0,100.0,2,3,-1.0,2.03,0,0,0.0,66.7,2,0,0.0,3,8.6,0,0,,,,62.7,60.3,66.6,60.2,,,,0,0,3,,70.1,0.0,0,0,0,1,0,0,0.0,9,3.0,-2.73
Tyler Van Dyke,122225,QB,MIAMI FL,1,19.23,0,35,220,64.0,25,28,15.6,2.75,0,4,12.9,57.1,16,5,0.0,30,85.7,0,13,,,,70.8,66.8,76.5,66.5,,59.9,,1,0,33,0.0,135.4,0.0,0,2,0,2,3,2,6.1,336,12.0,66.7,18,20,9.1,2.61,0,1,4.8,50.0,10,4,16.7,21,60.0,2,7,,,,70.3,51.3,75.7,47.2,,62.9,,1,0,22,0.0,80.6,0.0,0,1,0,1,1,2,9.1,97,4.9,75.0,12,13,17.8,2.59,0,3,20.0,69.2,9,1,0.0,14,40.0,0,7,,,,66.5,85.8,71.6,88.0,,57.3,,0,0,16,0.0,151.4,0.0,0,1,0,1,2,0,0.0,260,20.0,0,100.0,5,5,-2.6,1.72,0,0,0.0,60.0,3,0,40.0,5,14.3,2,1,,,,63.8,65.7,68.1,65.4,,,,0,0,5,,69.6,0.0,0,0,0,0,0,0,0.0,21,4.2,15.15
Max Bortenschlager,46500,QB,FIU,1,-3.33,0,35,166,50.0,24,30,10.7,3.05,1,0,0.0,40.0,12,15,0.0,33,94.3,0,8,,,,68.7,38.0,76.4,37.9,,57.0,,2,1,36,20.0,54.6,9.1,3,0,0,3,1,2,5.6,158,5.3,56.3,16,20,6.3,3.17,1,0,0.0,45.0,9,9,0.0,20,57.1,0,5,,,,67.4,34.0,75.4,33.2,,57.0,,1,1,22,0.0,32.1,0.0,0,0,0,2,0,1,4.5,64,3.2,50.0,10,12,15.3,2.69,0,0,0.0,41.7,5,6,0.0,15,42.9,0,3,,,,66.5,53.9,71.6,53.8,,,,1,0,16,50.0,100.3,20.0,3,0,0,1,1,1,6.3,103,8.6,0,100.0,2,2,-1.5,1.5,0,0,0.0,100.0,2,0,0.0,2,5.7,0,0,,,,61.8,62.8,65.5,62.6,,,,0,0,2,,85.4,0.0,0,0,0,0,0,0,0.0,9,4.5,5.38
Zach Gibson,100201,QB,AKRON,1,10.29,0,35,102,72.2,18,18,7.2,2.95,0,0,0.0,61.1,11,11,15.4,32,91.4,2,8,,,,28.3,59.9,75.8,54.2,,66.0,,0,0,32,63.6,72.9,21.9,7,7,0,0,0,1,3.1,86,4.8,76.5,17,17,5.4,2.94,0,0,0.0,64.7,11,10,15.4,30,85.7,2,8,,,,27.7,59.6,75.7,53.3,,66.0,,0,0,30,60.0,79.8,20.0,6,7,0,0,0,1,3.3,97,5.7,75.0,4,4,6.3,2.1,0,0,0.0,75.0,3,1,0.0,5,14.3,0,1,,,,63.8,64.0,68.1,63.8,,,,0,0,5,100.0,77.1,20.0,1,0,0,0,0,0,0.0,12,3.0,0,100.0,3,3,-4.3,1.4,0,0,0.0,100.0,3,0,0.0,3,8.6,0,1,,,,62.7,64.1,66.6,63.8,,,,0,0,3,,98.6,0.0,0,0,0,0,0,0,0.0,23,7.7,-2.71
Holton Ahlers,77651,QB,E CAROLINA,1,-3.9,0,35,156,85.7,28,28,10.5,2.55,0,3,10.3,82.1,23,5,4.2,31,88.6,1,14,,,,31.2,89.7,22.9,91.6,,59.0,,0,0,32,0.0,154.5,0.0,0,3,0,0,3,1,3.1,391,14.0,85.7,21,21,9.6,2.6,0,2,9.1,85.7,18,5,0.0,24,68.6,0,12,,,,28.5,90.3,19.5,92.6,,59.0,,0,0,25,0.0,150.5,0.0,0,3,0,0,2,0,0.0,316,15.0,90.9,11,11,8.0,2.21,0,1,9.1,81.8,9,0,10.0,11,31.4,1,3,,,,65.6,68.9,70.4,68.5,,,,0,0,11,,130.7,0.0,0,0,0,0,1,1,9.1,89,8.1,0,100.0,4,4,-1.5,1.93,0,0,0.0,100.0,4,0,0.0,4,11.4,0,1,,,,63.3,64.9,67.4,64.7,,,,0,0,4,,81.3,0.0,0,0,0,0,0,0,0.0,14,3.5,-6.96
