player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Tanner McKee,131770,QB,STANFORD,1,7.85,0,66,300,63.8,47,52,10.0,2.42,3,0,0.0,53.8,28,20,6.7,60,90.9,2,18,,71.0,60.9,77.3,61.7,,55.6,0,1,62,20.0,62.7,6.7,4,4,1,1,0,1,1.6,297,5.7,64.7,34,37,7.4,2.21,1,0,0.0,54.1,20,12,9.1,42,63.6,2,10,,70.1,56.1,76.2,55.0,,61.0,0,1,43,25.0,56.8,7.1,3,2,1,1,0,1,2.3,186,5.0,68.4,19,21,10.8,2.62,2,0,0.0,61.9,13,10,0.0,24,36.4,0,9,,26.0,63.7,73.1,66.7,,53.1,0,0,25,10.0,80.3,4.2,1,2,0,0,0,1,4.0,134,6.4,0,83.3,6,6,-2.3,1.72,0,0,0.0,83.3,5,2,0.0,6,9.1,0,1,,13.4,48.6,68.6,48.5,,,0,0,6,0.0,82.6,0.0,0,0,0,0,0,1,16.7,23,3.8,1.35
Will Rogers,124184,QB,MISS STATE,1,51.67,0,65,227,52.9,51,56,9.6,2.28,1,1,1.7,44.6,25,19,7.4,60,92.3,2,11,,70.7,56.3,30.4,55.7,,63.9,1,0,63,21.1,55.5,6.7,4,0,1,2,0,2,3.2,218,3.9,56.4,55,60,8.7,2.22,1,1,1.6,48.3,29,19,6.5,64,98.5,2,11,,70.8,57.0,31.9,56.5,,63.9,1,0,67,21.1,58.1,6.3,4,0,1,2,0,2,3.0,226,3.8,100.0,1,1,-1.0,1.2,0,0,0.0,100.0,1,0,0.0,1,1.5,0,0,,60.3,60.6,63.6,60.4,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,0,100.0,5,5,-2.6,1.36,0,0,0.0,100.0,5,0,0.0,5,7.7,0,0,,63.8,65.8,68.1,65.5,,,0,0,5,,79.2,0.0,0,0,0,0,0,0,0.0,13,2.6,1.23
Spencer Sanders,77660,QB,OKLA STATE,1,-28.85,0,65,262,56.8,44,45,11.0,2.88,0,2,3.8,51.1,23,23,8.0,53,81.5,2,19,,71.5,60.3,78.0,55.0,60.0,69.8,0,1,60,4.3,81.2,1.9,1,7,0,1,2,3,5.0,334,7.4,72.7,44,46,6.3,2.5,1,1,2.0,65.2,30,15,6.3,52,80.0,2,17,66.7,71.5,62.7,77.9,57.7,57.4,70.1,0,0,57,6.7,100.6,1.9,1,5,0,1,2,2,3.5,328,7.1,36.4,11,11,16.2,3.24,0,1,7.7,36.4,4,8,0.0,13,20.0,0,5,,66.4,57.8,71.6,56.7,60.0,61.7,0,1,15,0.0,18.4,0.0,0,2,0,0,0,1,6.7,63,5.7,0,100.0,11,12,-2.8,1.58,1,0,0.0,91.7,11,0,0.0,12,18.5,0,3,66.7,66.3,65.3,71.0,66.3,57.4,,0,0,12,,86.5,0.0,0,0,0,0,0,0,0.0,57,4.8,-1.4
Dequan Finn,97804,QB,TOLEDO,1,-1.43,0,54,316,60.0,40,44,11.6,3.3,2,2,4.5,47.7,21,25,12.5,51,94.4,3,14,,72.5,57.4,77.8,57.9,,57.2,0,4,51,4.0,34.1,2.0,1,6,1,1,1,3,5.9,238,5.4,62.5,32,35,10.4,3.11,1,1,2.9,51.4,18,20,10.0,40,74.1,2,10,,72.2,54.3,77.3,54.9,,55.9,0,3,40,5.0,27.7,2.5,1,4,1,1,0,2,5.0,155,4.4,63.6,11,12,11.0,3.47,1,1,8.3,50.0,6,6,14.3,14,25.9,1,4,,66.2,68.1,71.2,67.0,,62.1,0,1,14,0.0,67.0,0.0,0,2,0,0,1,1,7.1,87,7.3,0,100.0,3,3,-3.0,1.53,0,0,0.0,100.0,3,1,0.0,3,5.6,0,0,,62.7,64.1,66.6,63.9,,,0,0,3,0.0,79.2,0.0,0,0,0,0,0,0,0.0,4,1.3,2.82
DJ Irons,145585,QB,AKRON,1,-14.49,0,54,102,77.8,36,36,9.6,3.14,0,0,0.0,72.2,26,15,7.1,47,87.0,2,15,,73.3,62.6,0.0,60.6,,67.0,0,2,48,46.7,85.0,14.9,7,4,0,0,1,3,6.3,316,8.8,83.9,31,32,6.8,3.0,0,0,0.0,78.1,25,16,3.8,41,75.9,1,14,,73.1,61.6,0.0,57.7,,68.9,0,2,41,37.5,68.4,14.6,6,3,0,1,0,3,7.3,213,6.7,72.7,11,11,11.6,3.29,0,0,0.0,63.6,7,2,12.5,13,24.1,1,5,,66.2,65.8,71.2,68.3,,57.3,0,0,14,50.0,137.5,7.7,1,1,0,0,1,0,0.0,168,15.3,0,100.0,6,7,-1.3,2.59,0,0,0.0,85.7,6,3,0.0,7,13.0,0,4,,64.6,64.1,69.1,63.9,,,0,0,7,0.0,105.4,0.0,0,0,0,1,0,0,0.0,65,9.3,8.61
Michael Penix Jr.,82134,QB,WASHINGTON,1,-6.77,0,53,340,79.1,43,44,10.9,2.88,0,0,0.0,65.9,29,9,14.7,45,84.9,5,15,,70.4,73.9,27.9,75.3,,58.1,0,0,49,11.1,103.6,2.2,1,0,0,1,2,0,0.0,332,7.5,78.9,38,38,10.3,2.76,0,0,0.0,71.1,27,8,10.0,39,73.6,3,13,,70.0,70.7,77.0,70.6,,58.1,0,0,41,12.5,109.2,2.6,1,0,0,0,2,0,0.0,277,7.3,91.7,12,14,4.9,2.54,1,0,0.0,64.3,9,1,18.2,14,26.4,2,6,,66.5,74.0,0.0,77.2,,,0,0,16,0.0,84.5,0.0,0,0,0,1,0,0,0.0,97,6.9,0,100.0,7,8,-2.7,1.68,1,0,0.0,87.5,7,0,0.0,8,15.1,0,4,,64.9,64.7,69.5,64.5,,,0,0,8,,88.5,0.0,0,0,0,0,0,0,0.0,42,5.3,-0.36
Brett Gabbert,97404,QB,MIAMI OH,1,-16.52,0,52,221,58.8,34,37,12.3,2.59,1,1,2.6,54.1,20,19,0.0,50,96.2,0,14,,23.7,45.6,76.8,45.2,,56.3,0,0,51,31.6,70.8,12.0,6,7,0,2,0,3,5.9,210,5.7,65.5,29,32,12.4,2.59,1,1,3.1,59.4,19,18,0.0,45,86.5,0,15,,22.4,55.0,76.5,55.6,,56.3,0,0,45,33.3,79.3,13.3,6,7,0,2,0,2,4.4,213,6.7,42.9,7,7,8.0,2.26,0,0,0.0,42.9,3,1,0.0,7,13.5,0,0,,64.9,28.1,69.5,28.3,,,0,0,8,0.0,50.3,0.0,0,0,0,0,0,1,12.5,18,2.6,0,100.0,2,2,-0.5,1.55,0,0,0.0,100.0,2,0,0.0,2,3.8,0,1,,61.8,62.9,65.5,62.7,,,0,0,2,,110.4,0.0,0,0,0,0,0,0,0.0,21,10.5,-4.09
Behren Morton,144747,QB,TEXAS TECH,1,-33.33,0,51,315,66.7,27,31,11.8,3.1,0,1,3.2,54.8,17,14,5.6,37,72.5,1,11,,70.2,56.6,77.2,59.8,,51.6,1,0,37,7.1,100.7,2.7,1,5,0,3,2,1,2.7,234,7.5,75.0,36,39,7.3,2.71,1,1,2.6,66.7,26,12,3.7,45,88.2,1,14,,70.6,59.9,77.6,63.2,,51.6,0,0,45,8.3,107.7,2.2,1,5,0,2,2,1,2.2,309,7.9,50.0,4,6,8.0,2.48,0,0,0.0,33.3,2,3,0.0,6,11.8,0,2,,64.2,46.4,68.6,46.5,,,1,0,6,0.0,42.4,0.0,0,0,0,1,0,0,0.0,16,2.7,0,84.6,13,14,-1.8,1.56,1,0,0.0,78.6,11,1,0.0,14,27.5,0,5,,66.2,59.3,71.2,59.0,,,0,0,14,0.0,93.8,0.0,0,0,0,0,0,0,0.0,91,6.5,-5.25
Quinn Ewers,127253,QB,TEXAS,1,1.32,0,50,311,48.6,37,45,14.8,2.39,2,3,6.7,33.3,15,13,16.7,47,94.0,3,11,,23.4,49.3,77.6,50.8,,50.3,0,3,48,7.7,32.7,2.1,1,0,0,6,1,3,6.3,251,5.6,53.3,30,35,14.6,2.38,1,2,5.7,37.1,13,9,18.8,35,70.0,3,9,,20.5,48.2,77.0,49.9,,50.3,0,3,36,0.0,32.4,0.0,0,0,0,4,1,3,8.3,215,6.1,50.0,10,13,10.3,2.21,1,1,7.7,38.5,5,5,0.0,15,30.0,0,4,,66.4,59.3,71.4,59.0,,,0,0,15,20.0,63.6,6.7,1,0,0,2,0,0,0.0,92,7.1,0,100.0,3,3,-2.3,1.47,0,0,0.0,100.0,3,1,0.0,3,6.0,0,2,,62.7,64.1,66.6,63.9,,,0,0,3,0.0,118.8,0.0,0,0,0,0,0,0,0.0,56,18.7,0.94
Layne Hatcher,82068,QB,TEXAS ST,1,33.1,0,49,314,64.5,31,34,12.5,2.86,0,1,2.9,55.9,19,12,5.0,40,81.6,1,10,,69.5,56.8,76.1,60.8,60.0,48.3,0,1,41,25.0,86.0,7.5,3,3,0,3,2,2,4.9,245,7.2,60.0,25,27,10.2,2.53,0,0,0.0,48.1,13,7,13.3,30,61.2,2,5,,68.8,48.4,75.2,50.8,,51.4,0,1,30,14.3,61.5,3.3,1,2,0,2,1,2,6.7,145,5.4,92.9,14,16,7.0,2.85,0,1,6.3,81.3,13,5,0.0,19,38.8,0,6,,67.1,74.2,72.5,77.5,60.0,56.7,0,0,20,40.0,114.6,10.5,2,1,0,2,1,0,0.0,104,6.5,0,100.0,8,9,-4.5,1.76,0,0,0.0,77.8,7,0,12.5,9,18.4,1,1,,65.1,65.3,69.8,65.0,,,0,0,9,,79.2,0.0,0,0,0,1,0,0,0.0,4,0.4,1.13
