player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Jalon Daniels,122555,QB,KANSAS,1,-37.5,0,35,198,56.5,23,25,10.2,3.08,1,0,0.0,48.0,12,10,7.7,27,77.1,1,7,,,,,71.1,53.1,76.4,47.0,54.3,67.5,0,0,29,10.0,64.3,3.7,1,1,0,1,0,1,3.4,133,5.3,70.8,24,24,6.4,2.42,0,0,0.0,70.8,17,5,0.0,24,68.6,0,8,,,,,70.9,53.3,75.9,51.0,,60.1,0,0,25,0.0,84.7,0.0,0,0,0,0,0,1,4.0,136,5.7,57.1,7,9,9.3,3.55,1,0,0.0,33.3,3,5,25.0,11,31.4,1,3,,,,,65.8,62.3,71.4,54.3,54.3,69.1,0,0,12,20.0,44.7,9.1,1,1,0,1,0,0,0.0,32,3.6,0,100.0,8,8,-1.9,1.74,0,0,0.0,100.0,8,0,0.0,8,22.9,0,4,,,,,64.9,67.1,69.5,66.8,,,0,0,8,,84.9,0.0,0,0,0,0,0,0,0.0,35,4.4,-2.11
Alex Padilla,86285,QB,IOWA,1,-50.0,0,35,192,60.0,25,31,8.1,3.17,0,1,3.2,48.4,15,14,0.0,33,94.3,0,7,,,,,20.7,34.2,76.3,35.5,,50.5,1,1,33,14.3,58.3,6.1,2,0,0,5,1,4,12.1,138,4.5,64.0,25,32,8.0,3.05,1,1,3.1,50.0,16,15,0.0,34,97.1,0,7,,,,,21.0,36.4,76.3,37.7,,50.5,1,1,34,13.3,59.5,5.9,2,0,0,5,1,4,11.8,141,4.4,0.0,1,1,5.0,4.7,0,0,0.0,0.0,0,0,,1,2.9,0,0,,,,,60.3,47.7,63.6,48.2,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1,2,2.0,1.95,1,0,0.0,50.0,1,1,0.0,2,5.7,0,0,,,,,61.8,58.9,65.5,58.9,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,3,1.5,-4.41
Bryce Young,123943,QB,ALABAMA,1,5.0,0,35,103,73.9,23,25,14.7,3.58,0,2,6.9,60.0,15,13,11.8,30,85.7,2,17,,,,,68.5,81.8,76.5,77.4,,71.7,2,1,34,0.0,110.1,0.0,0,5,0,0,2,1,2.9,288,11.5,73.7,19,20,8.1,3.24,0,1,4.3,65.0,13,10,7.1,25,71.4,1,12,,,,,68.1,81.0,76.2,75.9,,71.7,1,1,29,0.0,91.3,0.0,0,5,0,0,1,1,3.4,188,9.4,88.9,9,10,19.0,3.24,0,1,9.1,70.0,7,3,12.5,10,28.6,1,7,,,,,65.6,70.9,70.4,70.5,,,1,0,11,0.0,152.1,0.0,0,0,0,0,2,0,0.0,155,15.5,0,100.0,5,5,-2.8,1.2,0,0,0.0,100.0,5,0,0.0,5,14.3,0,2,,,,,64.2,63.4,68.6,63.2,,,0,0,6,,152.1,0.0,0,0,0,0,1,0,0.0,55,11.0,6.1
Jack Plummer,83543,QB,CAL,1,1.06,0,35,130,84.0,25,28,8.3,2.26,0,3,9.7,67.9,19,9,9.5,29,82.9,2,9,,,,,68.9,86.0,75.6,87.1,,57.0,1,0,32,0.0,132.0,0.0,0,1,0,2,3,0,0.0,253,9.0,84.0,25,27,4.6,2.05,0,0,0.0,70.4,19,9,9.5,28,80.0,2,10,,,,,68.8,72.3,75.4,73.3,,57.0,1,0,30,0.0,111.0,0.0,0,1,0,1,2,0,0.0,166,6.1,83.3,6,7,13.0,2.36,0,3,37.5,71.4,5,1,0.0,7,20.0,0,3,,,,,64.9,92.2,69.5,91.9,,,0,0,8,0.0,153.3,0.0,0,0,0,1,2,0,0.0,128,18.3,0,83.3,6,6,-2.2,1.4,0,0,0.0,83.3,5,1,0.0,6,17.1,0,4,,,,,64.2,60.0,68.6,59.8,,,0,0,6,0.0,134.7,0.0,0,0,0,0,1,0,0.0,41,6.8,12.14
Cam Fancher,145266,QB,MARSHALL,1,13.9,0,34,214,68.4,19,19,12.7,2.86,0,1,5.0,57.9,11,9,15.4,25,73.5,2,11,,,,,70.5,64.7,76.5,51.9,,75.6,0,0,26,22.2,126.2,8.0,2,4,0,0,2,0,0.0,186,9.8,70.6,17,17,8.9,2.59,0,1,5.9,58.8,10,4,16.7,20,58.8,2,8,,,,,70.3,71.2,76.1,60.6,,73.5,0,0,20,0.0,98.9,0.0,0,3,0,0,1,0,0.0,115,6.8,90.0,10,11,7.4,2.44,0,0,0.0,72.7,8,6,11.1,14,41.2,1,4,,,,,66.4,53.9,71.4,49.5,,64.0,0,0,15,33.3,128.2,14.3,2,1,0,1,1,0,0.0,93,8.5,0,100.0,8,9,-2.0,1.59,0,0,0.0,77.8,7,1,12.5,9,26.5,1,1,,,,,65.1,64.9,69.8,64.6,,,0,0,9,0.0,79.2,0.0,0,0,0,1,0,0,0.0,22,2.4,1.69
Carter Bradley,77685,QB,S ALABAMA,1,-10.95,0,34,288,83.3,24,25,11.6,2.64,0,1,4.0,52.0,13,13,35.0,30,88.2,7,13,,,,,69.8,84.5,77.2,79.1,,73.6,0,1,30,7.7,94.5,3.3,1,4,0,1,3,2,6.7,157,6.3,85.7,14,14,10.0,2.51,0,1,7.1,64.3,9,7,25.0,18,52.9,3,7,,,,,69.0,74.9,76.5,72.5,,65.2,0,0,18,14.3,123.2,5.6,1,3,0,0,2,1,5.6,94,6.7,85.7,14,15,9.4,2.66,0,0,0.0,53.3,8,6,33.3,16,47.1,4,8,,,,,66.5,85.6,71.6,78.3,,69.3,0,1,16,0.0,67.6,0.0,0,1,0,1,1,1,6.3,96,6.4,0,100.0,4,4,-2.0,2.13,0,0,0.0,100.0,4,0,0.0,4,11.8,0,2,,,,,63.3,64.9,67.4,64.7,,,0,0,4,,101.0,0.0,0,0,0,0,0,0,0.0,33,8.3,-0.31
Jake Haener,60596,QB,FRESNO ST,1,-14.01,0,34,169,77.4,31,31,8.3,2.57,0,0,0.0,64.5,20,9,16.7,33,97.1,4,9,,,,,69.2,75.7,76.9,76.5,,57.3,0,0,36,22.2,90.8,6.1,2,0,0,0,1,1,2.8,180,5.8,73.9,23,23,7.9,2.67,0,0,0.0,69.6,16,8,5.9,25,73.5,1,7,,,,,68.4,68.1,76.4,69.0,,57.3,0,0,26,25.0,99.7,8.0,2,0,0,0,1,1,3.8,139,6.0,88.9,9,9,8.1,2.26,0,0,0.0,55.6,5,1,37.5,9,26.5,3,2,,,,,65.6,82.0,70.4,81.3,,,0,0,11,0.0,68.8,0.0,0,0,0,0,0,0,0.0,44,4.9,0,100.0,1,1,-2.0,2.3,0,0,0.0,100.0,1,0,0.0,1,2.9,0,0,,,,,60.3,60.8,63.6,60.6,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,-1.15
Athan Kaliakmanis,144971,QB,MINNESOTA,1,21.15,0,34,225,65.2,23,24,15.8,2.54,0,2,8.0,62.5,15,14,0.0,29,85.3,0,14,,,,,69.3,79.2,76.4,76.8,,66.8,0,0,30,21.4,134.0,10.3,3,2,0,1,2,0,0.0,301,12.5,53.8,13,13,10.9,2.34,0,1,7.1,53.8,7,6,0.0,16,47.1,0,4,,,,,68.2,60.5,75.5,51.5,,70.9,0,0,17,33.3,75.5,12.5,2,1,0,0,0,0,0.0,89,6.8,80.0,15,16,14.3,2.49,0,1,6.3,75.0,12,9,0.0,18,52.9,0,10,,,,,66.8,88.8,72.0,90.2,,57.3,0,0,18,11.1,156.3,5.6,1,1,0,1,2,0,0.0,230,14.4,0,80.0,5,5,-1.6,1.74,0,0,0.0,80.0,4,1,0.0,5,14.7,0,0,,,,,63.8,58.9,68.1,58.7,,,0,0,5,0.0,81.7,0.0,0,0,0,0,0,0,0.0,18,3.6,7.53
Jake Garcia,143941,QB,MIAMI FL,1,26.19,0,34,220,61.1,18,20,13.4,2.58,1,2,8.3,55.0,11,12,0.0,27,79.4,0,10,,,,,68.3,59.8,13.0,56.6,,71.1,1,0,31,41.7,102.7,18.5,5,2,0,0,1,0,0.0,183,9.2,63.2,19,21,12.5,2.52,1,2,8.0,57.1,12,11,0.0,27,79.4,0,10,,,,,68.3,60.7,13.0,57.5,,71.1,1,0,31,36.4,101.3,14.8,4,2,0,0,1,0,0.0,180,8.6,100.0,5,6,-1.0,2.06,1,0,0.0,83.3,5,1,0.0,7,20.6,0,1,,,,,64.6,61.4,69.1,61.2,,,0,0,7,100.0,118.8,14.3,1,0,0,0,1,0,0.0,12,2.0,0,100.0,6,7,-1.5,1.83,1,0,0.0,85.7,6,0,0.0,7,20.6,0,1,,,,,64.6,64.2,69.1,63.9,,,0,0,7,,118.8,0.0,0,0,0,0,1,0,0.0,9,1.3,-6.57
Jalen Mayden,83520,QB,S DIEGO ST,1,33.85,0,34,284,56.5,23,26,11.3,2.57,0,0,0.0,42.3,11,15,15.4,29,85.3,2,8,,,,,69.7,50.1,75.3,44.3,,70.1,2,2,29,13.3,32.5,6.9,2,1,0,1,0,2,6.9,170,6.5,60.9,23,26,8.3,2.44,0,0,0.0,46.2,12,14,14.3,29,85.3,2,5,,,,,69.7,43.5,75.3,36.8,,70.1,2,2,29,14.3,29.5,6.9,2,1,0,1,0,2,6.9,131,5.0,80.0,5,5,11.8,2.2,0,0,0.0,80.0,4,1,0.0,5,14.7,0,3,,,,,63.8,76.9,68.1,76.3,,,0,0,5,0.0,114.2,0.0,0,0,0,0,0,0,0.0,57,11.4,0,100.0,5,5,-1.6,1.5,0,0,0.0,100.0,5,0,0.0,5,14.7,0,0,,,,,63.8,59.0,68.1,58.8,,,0,0,5,,81.7,0.0,0,0,0,0,0,0,0.0,18,3.6,6.36
Matt McDonald,60350,QB,BOWL GREEN,1,10.12,0,33,122,61.9,21,25,8.9,3.23,0,1,3.8,52.0,13,14,0.0,29,87.9,0,6,,,,,27.7,35.9,74.8,35.4,,,0,3,30,28.6,52.8,13.8,4,0,0,4,1,5,16.7,202,8.1,61.1,18,21,6.3,2.91,1,0,0.0,52.4,11,10,0.0,24,72.7,0,4,,,,,26.0,28.0,74.3,27.9,,,0,3,25,30.0,24.0,12.5,3,0,0,2,0,5,20.0,90,4.3,83.3,6,8,10.2,3.37,0,1,12.5,62.5,5,4,0.0,9,27.3,0,3,,,,,65.1,81.9,69.8,81.3,,,0,0,9,25.0,145.8,11.1,1,0,0,2,1,0,0.0,127,15.9,0,100.0,3,4,-4.3,1.6,1,0,0.0,75.0,3,0,0.0,4,12.1,0,1,,,,,63.3,61.6,67.4,61.4,,,0,0,4,,80.2,0.0,0,0,0,0,0,0,0.0,15,3.8,11.59
CJ Montes,146114,QB,NEW MEXICO,1,-50.0,0,33,241,55.0,20,23,9.7,2.44,0,1,4.3,43.5,10,17,9.1,29,87.9,1,3,,,,,69.1,38.6,76.2,37.6,,56.1,1,0,29,35.3,50.8,20.7,6,0,0,2,0,1,3.4,51,2.2,60.9,23,24,8.3,2.31,0,1,4.2,50.0,12,14,14.3,29,87.9,2,3,,,,,69.1,41.3,76.2,40.6,,56.1,0,0,29,35.7,56.3,17.2,5,0,0,1,0,1,3.4,62,2.6,,0,3,,2.38,1,0,0.0,0.0,0,4,,4,12.1,0,0,,,,,63.3,50.5,67.4,50.5,,,1,0,4,25.0,39.6,25.0,1,0,0,1,0,0,0.0,0,0.0,0,100.0,3,4,-1.3,1.48,1,0,0.0,50.0,2,1,33.3,4,12.1,1,0,,,,,63.3,61.6,67.4,61.4,,,0,0,4,0.0,56.3,0.0,0,0,0,0,0,0,0.0,11,2.8,-2.58
Casey Thompson,77677,QB,NEBRASKA,1,-18.38,0,33,238,79.2,24,28,11.6,2.66,1,3,9.7,60.7,17,10,10.5,30,90.9,2,8,,,,,31.4,73.6,76.7,78.0,,49.5,2,0,33,10.0,125.7,3.3,1,1,0,1,3,1,3.0,251,9.0,93.3,15,18,8.7,2.25,1,2,9.5,72.2,13,7,7.1,19,57.6,1,7,,,,,27.3,83.9,75.9,89.2,,52.2,1,0,22,14.3,128.7,5.3,1,0,0,1,2,0,0.0,127,7.1,66.7,12,13,11.8,2.96,0,1,7.7,53.8,7,3,12.5,14,42.4,1,4,,,,,66.2,53.0,71.2,55.2,,57.0,1,0,14,0.0,121.0,0.0,0,1,0,0,1,1,7.1,151,11.6,0,100.0,3,3,-2.0,1.43,0,0,0.0,100.0,3,0,0.0,3,9.1,0,3,,,,,62.7,64.1,66.6,63.9,,,0,0,3,,104.2,0.0,0,0,0,0,0,0,0.0,27,9.0,4.56
Nevan Cremascoli,158044,QB,N ILLINOIS,1,61.54,0,33,254,44.4,27,28,9.5,2.76,0,0,0.0,42.9,12,11,0.0,31,93.9,0,9,,,,,68.9,48.5,75.9,43.7,,68.6,0,2,32,9.1,28.6,3.2,1,2,0,1,0,2,6.3,138,4.9,40.0,25,26,9.6,2.69,0,0,0.0,38.5,10,9,0.0,28,84.8,0,8,,,,,68.7,45.4,75.6,40.0,,68.6,0,2,29,0.0,20.5,0.0,0,2,0,1,0,2,6.9,115,4.4,100.0,4,4,3.8,2.6,0,0,0.0,100.0,4,2,0.0,5,15.2,0,1,,,,,63.8,71.4,68.1,71.1,,,0,0,5,50.0,96.9,20.0,1,0,0,0,0,0,0.0,29,7.3,0,100.0,2,2,-0.5,1.45,0,0,0.0,100.0,2,0,0.0,2,6.1,0,0,,,,,61.8,62.8,65.5,62.6,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,6,3.0,2.83
Todd Centeio,60552,QB,JAMES MAD,1,24.71,0,33,197,61.5,26,29,14.4,2.68,1,2,6.7,48.3,14,13,12.5,30,90.9,2,11,,,,,70.8,75.1,76.5,73.7,,64.1,1,0,32,7.7,120.7,3.3,1,0,0,1,4,0,0.0,270,9.3,58.3,12,15,8.3,2.44,1,0,0.0,40.0,6,8,14.3,15,45.5,1,4,,,,,70.0,61.5,75.4,54.2,,67.3,1,0,15,0.0,58.2,0.0,0,0,0,1,0,0,0.0,82,5.5,70.6,17,17,15.9,2.66,0,2,11.1,64.7,11,5,8.3,18,54.5,1,8,,,,,67.1,82.7,72.4,84.3,,57.3,0,0,20,20.0,145.8,5.6,1,0,0,0,4,0,0.0,205,12.1,0,100.0,3,3,-1.7,1.37,0,0,0.0,100.0,3,0,0.0,3,9.1,0,1,,,,,62.7,64.1,66.6,63.9,,,0,0,3,,90.3,0.0,0,0,0,0,0,0,0.0,17,5.7,6.59
Aidan O'Connell,60516,QB,PURDUE,1,26.81,0,33,273,56.5,23,23,10.0,2.69,0,1,4.2,52.2,12,7,7.7,27,81.8,1,10,,,,,68.6,56.6,75.4,51.8,,69.1,0,0,28,42.9,109.5,11.1,3,1,0,0,2,0,0.0,193,8.4,56.5,23,23,6.7,2.5,0,1,4.2,56.5,13,6,0.0,27,81.8,0,9,,,,,68.6,47.1,75.4,41.6,,69.1,0,0,28,50.0,82.2,11.1,3,1,0,0,0,0,0.0,182,7.9,100.0,6,6,8.8,2.92,0,0,0.0,83.3,5,1,16.7,6,18.2,1,4,,,,,64.2,90.4,68.6,90.2,,,0,0,6,0.0,158.3,0.0,0,0,0,0,2,0,0.0,108,18.0,0,100.0,6,6,-3.8,2.07,0,0,0.0,100.0,6,0,0.0,6,18.2,0,3,,,,,64.2,66.3,68.6,66.1,,,0,0,6,,118.8,0.0,0,0,0,0,0,0,0.0,97,16.2,10.09
John Paddock,77689,QB,BALL ST,1,-22.96,0,32,117,66.7,27,29,6.2,2.35,0,0,0.0,58.6,17,7,5.6,29,90.6,1,5,,,,,68.7,52.3,75.9,51.1,,60.0,1,2,29,0.0,35.8,0.0,0,0,0,1,0,2,6.9,95,3.3,65.4,26,27,5.0,2.24,0,0,0.0,63.0,17,7,0.0,27,84.4,0,5,,,,,68.5,58.7,75.7,57.6,,60.0,1,1,27,0.0,55.9,0.0,0,0,0,0,0,2,7.4,109,4.0,75.0,4,5,7.5,2.58,0,0,0.0,40.0,2,1,33.3,5,15.6,1,1,,,,,63.8,43.0,68.1,43.2,,,0,1,5,0.0,8.3,0.0,0,0,0,1,0,0,0.0,10,2.0,0,66.7,3,3,-3.0,1.8,0,0,0.0,66.7,2,1,0.0,3,9.4,0,1,,,,,62.7,64.0,66.6,63.8,,,0,0,3,0.0,91.0,0.0,0,0,0,0,0,0,0.0,24,8.0,-2.04
Jarrett Guest,97997,QB,COAST CAR,1,-21.43,0,32,141,57.9,19,20,12.0,2.79,1,1,5.0,40.0,8,13,27.3,29,90.6,3,4,,,,,30.5,35.9,75.5,30.3,,58.7,0,1,29,38.5,47.3,17.2,5,4,0,0,1,2,6.9,77,3.9,60.0,15,16,9.0,2.75,1,0,0.0,50.0,8,8,11.1,23,71.9,1,4,,,,,70.4,39.0,75.0,31.3,,60.7,0,1,23,50.0,31.5,17.4,4,3,0,0,0,1,4.3,53,3.3,57.1,7,7,13.3,2.53,0,1,14.3,28.6,2,5,50.0,9,28.1,2,2,,,,,16.7,42.7,69.8,44.8,,57.3,0,0,9,20.0,94.0,11.1,1,1,0,0,1,1,11.1,46,6.6,0,66.7,3,3,0.0,1.77,0,0,0.0,66.7,2,0,0.0,3,9.4,0,2,,,,,62.7,56.1,66.6,56.0,,,0,0,3,,88.2,0.0,0,0,0,0,0,0,0.0,22,7.3,3.26
Chevan Cordeiro,75886,QB,S JOSE ST,1,-56.19,0,32,285,64.0,25,25,10.8,2.61,0,2,7.7,64.0,16,10,0.0,30,93.8,0,11,,,,,71.2,69.9,76.8,76.4,,50.2,0,1,31,20.0,99.6,6.7,2,3,0,0,2,0,0.0,205,8.2,76.2,21,21,10.0,2.34,0,2,9.5,76.2,16,5,0.0,25,78.1,0,10,,,,,70.9,78.1,76.5,80.9,,58.8,0,1,25,40.0,115.4,8.0,2,2,0,0,2,0,0.0,191,9.1,20.0,5,5,11.4,3.54,0,0,0.0,20.0,1,5,0.0,7,21.9,0,1,,,,,64.9,50.2,69.5,56.9,,52.0,0,0,8,0.0,41.3,0.0,0,2,0,0,0,0,0.0,17,3.4,0,100.0,1,1,-4.0,2.5,0,0,0.0,100.0,1,0,0.0,2,6.3,0,0,,,,,61.8,71.7,65.5,60.4,,64.1,0,0,2,,79.2,0.0,0,1,0,0,0,0,0.0,3,3.0,-5.7
Jeff Undercuffler,78501,QB,AKRON,1,10.82,0,32,102,69.6,23,25,12.3,2.3,1,1,3.6,64.0,16,8,0.0,25,78.1,0,13,,,,,68.0,72.2,17.5,73.5,,,0,1,28,0.0,127.7,0.0,0,0,0,1,3,2,7.1,296,11.8,68.4,19,21,7.8,2.11,0,0,0.0,61.9,13,5,0.0,21,65.6,0,7,,,,,67.5,69.3,14.7,71.1,,,0,1,23,0.0,75.3,0.0,0,0,0,2,1,1,4.3,129,6.1,90.0,10,11,12.7,2.09,1,1,8.3,72.7,8,4,11.1,11,34.4,1,7,,,,,65.8,71.0,70.7,70.6,,,0,0,12,0.0,154.4,0.0,0,0,0,0,2,1,8.3,183,16.6,0,100.0,6,7,-1.5,1.41,0,0,0.0,71.4,5,1,16.7,7,21.9,1,1,,,,,64.6,64.1,69.1,63.9,,,0,0,7,0.0,74.1,0.0,0,0,0,1,0,0,0.0,16,2.3,10.5
Brady Cook,124199,QB,MISSOURI,1,-16.67,0,32,229,66.7,21,22,14.1,3.03,1,2,7.7,59.1,13,8,7.1,28,87.5,1,14,,,,,73.3,67.3,76.8,56.7,,72.1,0,0,32,25.0,111.6,7.1,2,4,0,0,1,1,3.1,238,10.8,76.5,17,18,12.6,3.04,1,2,10.0,66.7,12,7,7.7,23,71.9,1,11,,,,,73.3,74.7,76.4,65.3,,72.1,0,0,25,14.3,120.4,4.3,1,4,0,0,1,1,4.0,191,10.6,50.0,8,8,8.8,2.36,0,0,0.0,50.0,4,2,0.0,9,28.1,0,3,,,,,65.6,43.6,70.7,43.7,60.0,,0,0,11,50.0,70.3,11.1,1,0,0,0,0,0,0.0,51,6.4,0,75.0,4,4,-3.0,1.58,0,0,0.0,75.0,3,1,0.0,4,12.5,0,0,,,,,63.3,57.0,68.1,57.4,60.0,,0,0,4,0.0,77.1,0.0,0,0,0,0,0,0,0.0,4,1.0,-4.23
Chase Brice,60363,QB,APP STATE,1,1.7,0,32,108,54.5,22,22,12.8,3.02,0,1,4.3,45.5,10,7,16.7,27,84.4,2,8,,,,,69.1,80.3,77.1,75.9,,70.9,0,0,28,14.3,80.5,3.7,1,4,0,0,0,0,0.0,214,9.7,63.6,11,11,9.8,3.01,0,0,0.0,54.5,6,5,14.3,14,43.8,1,5,,,,,68.0,76.4,76.3,75.5,,64.0,0,0,14,20.0,86.9,7.1,1,2,0,0,0,0,0.0,104,9.5,62.5,16,16,10.2,2.69,0,1,5.9,56.3,9,2,10.0,18,56.3,1,5,,,,,67.0,76.7,72.2,71.0,,71.0,0,0,19,0.0,87.8,0.0,0,2,0,0,0,0,0.0,149,9.3,0,100.0,5,5,-2.2,1.78,0,0,0.0,100.0,5,0,0.0,5,15.6,0,2,,,,,63.8,65.7,68.1,65.4,,,0,0,5,,99.2,0.0,0,0,0,0,0,0,0.0,39,7.8,-0.14
Andrew Peasley,83581,QB,WYOMING,1,28.42,0,31,351,50.0,24,28,9.3,2.64,1,0,0.0,42.9,12,7,0.0,30,96.8,0,6,,,,,69.4,32.8,76.4,32.9,,52.2,0,2,32,14.3,23.5,3.3,1,1,0,3,0,3,9.4,104,3.7,43.8,16,19,7.8,2.67,0,0,0.0,31.6,6,6,14.3,21,67.7,1,3,,,,,68.8,35.8,75.8,35.9,,52.2,0,2,23,16.7,1.3,4.8,1,1,0,3,0,2,8.7,46,2.4,66.7,9,10,10.7,2.5,1,0,0.0,60.0,6,1,0.0,10,32.3,0,3,,,,,65.4,42.1,70.1,42.3,,,0,0,10,0.0,76.3,0.0,0,0,0,0,0,1,10.0,58,5.8,0,100.0,1,1,-3.0,1.9,0,0,0.0,0.0,0,0,100.0,1,3.2,1,0,,,,,60.3,60.6,63.6,60.4,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,3.38
Tanner Mordecai,77656,QB,SMU,1,-7.02,0,31,287,58.8,17,17,14.4,3.15,0,2,10.5,52.9,9,4,10.0,20,64.5,1,6,,,,,68.7,50.9,75.7,50.3,,56.6,0,0,22,0.0,123.2,0.0,0,3,0,0,2,1,4.5,154,9.1,78.9,19,19,8.0,2.35,0,2,10.0,73.7,14,3,6.7,21,67.7,1,5,,,,,68.7,60.7,75.7,59.7,,59.7,0,0,22,0.0,115.7,0.0,0,2,0,0,1,1,4.5,158,8.3,66.7,9,9,6.9,2.55,0,0,0.0,66.7,6,1,0.0,10,32.3,0,3,,,,,65.6,48.0,70.4,50.6,,57.0,0,0,11,0.0,121.1,0.0,0,1,0,0,1,0,0.0,57,6.3,0,100.0,11,11,-2.8,1.07,0,0,0.0,100.0,11,0,0.0,11,35.5,0,2,,,,,65.6,68.3,70.4,68.0,,,0,0,11,,89.8,0.0,0,0,0,0,0,0,0.0,61,5.5,-1.99
Harrison Bailey,124266,QB,UNLV,1,-2.86,0,31,325,66.7,21,21,14.5,2.69,0,1,4.5,52.4,11,12,21.4,25,80.6,3,6,,,,,69.0,53.3,12.3,54.3,,60.1,0,1,26,33.3,91.8,16.0,4,0,0,0,2,0,0.0,172,8.2,75.0,20,20,9.6,2.35,0,1,4.8,60.0,12,8,20.0,23,74.2,3,5,,,,,68.8,64.2,10.9,65.7,,60.1,0,0,24,37.5,97.5,13.0,3,0,0,0,1,0,0.0,138,6.9,57.1,7,7,14.9,2.96,0,0,0.0,57.1,4,4,0.0,8,25.8,0,3,,,,,64.9,35.3,69.5,35.6,,,0,1,8,25.0,92.0,12.5,1,0,0,0,1,0,0.0,71,10.1,0,83.3,6,6,-1.5,1.73,0,0,0.0,83.3,5,0,0.0,6,19.4,0,2,,,,,64.2,60.1,68.6,59.9,,,0,0,6,,92.4,0.0,0,0,0,0,0,0,0.0,37,6.2,3.24
