player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Quinn Ewers,127253,QB,TEXAS,1,-2.86,0,44,311,70.0,30,32,11.1,2.86,2,3,8.6,56.3,18,19,14.3,37,84.1,3,8,,21.1,60.4,76.6,60.5,,57.8,0,1,40,21.1,87.6,10.8,4,1,0,0,2,2,5.0,237,7.4,70.8,24,25,9.5,2.74,1,2,7.4,60.0,15,16,11.8,30,68.2,2,6,,18.8,50.6,76.1,50.5,,57.8,0,1,32,25.0,90.3,13.3,4,1,0,0,2,2,6.3,169,6.8,81.8,11,14,8.0,2.58,2,1,6.7,57.1,8,4,11.1,14,31.8,1,4,,66.4,78.2,71.4,77.6,,,0,0,15,0.0,83.9,0.0,0,0,0,1,0,0,0.0,115,8.2,0,100.0,5,7,-3.4,1.8,1,0,0.0,71.4,5,1,0.0,7,15.9,0,2,,64.6,61.4,69.1,61.2,,,0,0,7,0.0,89.6,0.0,0,0,0,1,0,0,0.0,47,6.7,1.45
Will Howard,122599,QB,OHIO STATE,1,-18.26,0,36,260,87.5,24,27,10.4,3.01,2,0,0.0,66.7,18,10,14.3,30,83.3,3,9,,32.0,66.0,75.9,68.8,,54.6,0,1,31,20.0,71.4,6.7,2,1,0,1,0,2,6.5,189,7.0,95.0,20,23,6.7,2.67,2,0,0.0,78.3,18,8,5.3,24,66.7,1,9,,70.4,78.7,75.4,82.5,,56.8,0,0,24,12.5,126.3,4.2,1,0,0,1,1,0,0.0,249,10.8,80.0,10,10,8.8,3.09,0,0,0.0,60.0,6,3,25.0,12,33.3,2,3,,20.6,46.1,71.2,47.9,,57.3,0,1,14,33.3,29.2,8.3,1,1,0,0,0,2,14.3,40,4.0,0,100.0,6,6,-4.7,1.82,0,0,0.0,100.0,6,1,0.0,6,16.7,0,3,,64.6,66.8,69.1,66.5,,,0,0,7,0.0,158.3,0.0,0,0,0,0,1,0,0.0,100,16.7,-6.83
Riley Leonard,143862,QB,NOTRE DAME,1,39.13,0,29,258,82.4,17,21,10.4,2.92,0,1,4.5,61.9,13,12,7.1,26,89.7,1,8,,73.9,64.1,21.9,65.1,,61.9,2,2,28,16.7,71.4,7.7,2,3,1,1,1,2,7.1,209,10.0,83.3,18,23,9.7,2.82,1,1,4.2,60.9,14,12,6.7,28,96.6,1,8,,73.9,63.8,22.9,64.6,,61.9,2,2,30,16.7,69.5,7.1,2,3,1,1,1,2,6.7,212,9.2,100.0,1,1,-2.0,1.5,0,0,0.0,100.0,1,0,0.0,1,3.4,0,1,,60.3,60.6,63.6,60.4,,,0,0,1,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0,0,100.0,2,3,-1.5,1.53,1,0,0.0,66.7,2,0,0.0,3,10.3,0,1,,62.7,60.3,66.6,60.2,,,0,0,3,,77.1,0.0,0,0,0,0,0,0,0.0,14,4.7,1.78
Drew Allar,164157,QB,PENN STATE,1,35.56,0,27,266,47.1,17,18,8.8,3.08,0,1,5.0,38.9,7,7,12.5,22,81.5,1,4,,68.8,39.9,77.0,32.5,59.9,65.6,0,1,24,42.9,30.8,13.6,3,1,0,1,0,3,12.5,84,4.7,52.9,17,18,5.1,2.62,0,0,0.0,44.4,8,6,11.1,20,74.1,1,4,,68.5,39.0,76.6,29.9,,69.6,0,1,21,33.3,31.0,10.0,2,0,0,1,0,2,9.5,65,3.6,80.0,5,5,10.2,3.51,0,1,16.7,80.0,4,2,0.0,7,25.9,0,3,,64.9,59.0,70.3,62.7,59.9,57.3,0,0,8,50.0,118.8,14.3,1,1,0,0,0,1,12.5,70,14.0,0,100.0,5,5,-2.2,1.86,0,0,0.0,100.0,5,1,0.0,5,18.5,0,3,,63.8,65.1,68.1,64.9,,,0,0,5,0.0,109.2,0.0,0,0,0,0,0,0,0.0,51,10.2,10.39
Steve Angeli,156966,QB,NOTRE DAME,1,-85.71,0,9,258,100.0,4,5,4.3,2.54,0,0,0.0,80.0,4,4,0.0,7,77.8,0,2,,64.2,72.7,69.5,72.4,,,0,0,7,50.0,95.8,28.6,2,0,0,1,0,0,0.0,35,7.0,100.0,6,7,2.0,2.34,0,0,0.0,85.7,6,5,0.0,9,100.0,0,3,,64.9,72.7,70.1,72.3,,,0,0,9,40.0,92.9,22.2,2,0,0,1,0,0,0.0,44,6.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,2,2,-2.5,1.65,0,0,0.0,100.0,2,1,0.0,2,22.2,0,1,,61.8,62.9,65.5,62.7,,,0,0,2,0.0,85.4,0.0,0,0,0,0,0,0,0.0,9,4.5,-6.29
Tyler Warren,129798,TE,PENN STATE,1,0.0,0,1,266,,0,0,,8.3,0,0,,,0,1,,1,100.0,0,0,74.9,66.7,66.9,78.8,,65.4,69.2,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,74.9,66.5,63.6,78.7,,61.5,63.2,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,8.3,0,0,,,0,1,,1,100.0,0,0,70.7,63.7,92.3,70.4,,89.7,64.3,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,70.7,62.9,87.0,68.4,,79.0,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
