player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Will Rogers,124184,QB,MISS STATE,1,-2.56,0,45,227,69.2,39,40,8.3,2.68,0,1,2.4,65.0,26,7,3.7,40,88.9,1,15,,,,,69.1,63.1,76.8,,61.1,,,,,,0,0,41,0.0,112.7,0.0,0,0,0,1,3,2,4.9,302,7.6,73.7,38,39,6.7,2.47,0,1,2.5,69.2,27,7,3.6,39,86.7,1,14,,,,,69.0,68.3,76.7,,66.2,,,,,,0,0,40,0.0,115.4,0.0,0,0,0,1,3,2,5.0,281,7.2,66.7,6,6,10.3,3.03,0,0,0.0,66.7,4,0,0.0,6,13.3,0,2,,,,,64.2,46.4,68.6,,46.6,,,,,,0,0,6,,90.3,0.0,0,0,0,0,0,0,0.0,47,7.8,0,100.0,5,5,-1.4,1.48,0,0,0.0,100.0,5,0,0.0,5,11.1,0,1,,,,,63.8,65.8,68.1,,65.5,,,,,,0,0,5,,88.3,0.0,0,0,0,0,0,0,0.0,26,5.2,0.62
Drake Maye,143969,QB,N CAROLINA,1,4.17,0,45,245,80.0,30,33,14.6,3.06,0,4,12.1,69.7,23,17,4.2,42,93.3,1,21,,,,,70.9,91.2,76.5,,92.7,,,60.2,,,1,0,43,0.0,135.3,0.0,0,9,0,2,3,0,0.0,355,10.8,81.8,22,24,9.8,2.88,0,1,4.2,70.8,17,11,5.6,31,68.9,1,13,,,,,70.3,90.0,75.8,,91.3,54.3,,64.5,,,1,0,31,0.0,112.7,0.0,0,7,0,1,1,0,0.0,217,9.0,81.8,11,12,19.1,3.19,0,3,25.0,75.0,9,6,0.0,14,31.1,0,8,,,,,66.4,83.4,71.4,,90.0,,,51.4,,,0,0,15,0.0,154.9,0.0,0,2,0,1,2,0,0.0,146,12.2,0,100.0,3,3,-4.3,1.73,0,0,0.0,100.0,3,0,0.0,3,6.7,0,0,,,,,62.7,60.2,67.4,,63.9,54.3,,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,8,2.7,3.13
Carter Bradley,77685,QB,S ALABAMA,1,-10.71,0,45,288,58.1,31,35,12.5,2.77,3,1,2.8,40.0,14,14,22.2,38,84.4,4,11,,,,,70.7,58.5,26.2,,58.4,,,61.4,,,0,1,39,7.1,50.2,2.6,1,2,0,1,0,2,5.1,224,6.4,69.2,26,28,9.1,2.61,2,0,0.0,46.4,13,10,27.8,30,66.7,5,10,,,,,70.2,61.8,22.4,,62.3,,,61.4,,,0,1,30,0.0,50.7,0.0,0,2,0,0,0,2,6.7,167,6.0,45.5,11,14,11.9,2.85,1,1,6.7,35.7,5,7,0.0,15,33.3,0,2,,,,,66.5,52.5,71.6,,52.4,,,,,,0,0,16,14.3,55.1,6.7,1,0,0,2,0,0,0.0,78,5.6,0,83.3,6,7,-3.2,2.24,0,0,0.0,57.1,4,3,20.0,7,15.6,1,1,,,,,64.6,58.4,69.1,,58.2,,,,,,0,0,7,0.0,62.2,0.0,0,0,0,1,0,0,0.0,21,3.0,-0.39
Aidan O'Connell,60516,QB,PURDUE,1,3.33,0,44,273,65.7,35,36,9.3,2.75,0,1,2.6,63.9,23,11,0.0,40,90.9,0,10,,,,,69.1,53.7,76.7,,52.0,,,62.5,,,0,2,42,18.2,53.7,5.0,2,2,0,1,0,4,9.5,186,5.2,69.0,29,30,8.3,2.65,0,1,3.3,66.7,20,8,0.0,33,75.0,0,6,,,,,68.5,49.4,76.2,,46.9,,,62.5,,,0,2,33,12.5,50.3,3.0,1,2,0,1,0,4,12.1,147,4.9,70.0,10,10,7.7,2.59,0,0,0.0,70.0,7,3,0.0,11,25.0,0,4,,,,,66.0,67.3,71.0,,66.9,,,,,,0,0,13,33.3,82.1,9.1,1,0,0,0,0,0,0.0,52,5.2,0,100.0,4,4,-2.0,1.53,0,0,0.0,100.0,4,0,0.0,4,9.1,0,0,,,,,63.3,65.0,67.4,,64.7,,,,,,0,0,4,,80.2,0.0,0,0,0,0,0,0,0.0,13,3.3,0.3
Chevan Cordeiro,75886,QB,S JOSE ST,1,11.83,0,44,285,68.8,32,36,10.8,2.89,1,3,7.5,55.6,20,18,9.1,43,97.7,2,15,,,,,39.8,75.8,77.3,,78.2,,,58.3,,,1,0,47,11.1,92.9,4.7,2,5,0,2,1,1,2.1,305,8.5,67.9,28,31,10.8,2.67,1,2,6.1,54.8,17,15,10.5,36,81.8,2,11,,,,,35.2,73.8,76.9,,76.6,,,56.8,,,1,0,38,13.3,93.5,5.6,2,3,0,1,1,1,2.6,260,8.4,80.0,5,6,8.8,3.73,0,1,12.5,66.7,4,3,0.0,8,18.2,0,4,,,,,65.4,72.9,70.1,,72.4,,,62.0,,,0,0,10,0.0,95.1,0.0,0,2,0,1,0,0,0.0,54,9.0,0,100.0,1,1,-1.0,1.7,0,0,0.0,100.0,1,0,0.0,1,2.3,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,0.61
Collin Schlee,98025,QB,KENT STATE,1,20.74,0,44,201,80.0,25,28,14.6,3.09,1,2,6.9,64.3,18,8,10.0,35,79.5,2,17,,,,,12.6,79.5,78.0,,79.0,,,66.0,,,0,0,37,37.5,119.6,8.6,3,4,0,2,1,2,5.4,356,12.7,79.2,24,27,12.3,2.77,1,2,6.7,59.3,16,5,15.8,31,70.5,3,13,,,,,12.1,70.7,77.9,,70.8,,,61.9,,,0,0,35,40.0,106.4,6.5,2,2,0,2,1,2,5.7,276,10.2,80.0,10,10,5.3,2.97,0,0,0.0,80.0,8,3,0.0,13,29.5,0,7,,,,,66.0,90.6,71.0,,86.6,,,70.5,,,0,0,13,33.3,117.5,7.7,1,2,0,0,0,0,0.0,122,12.2,0,77.8,9,9,-1.7,1.79,0,0,0.0,66.7,6,0,14.3,9,20.5,1,3,,,,,65.6,68.3,70.4,,67.9,,,,,,0,0,11,,77.1,0.0,0,0,0,0,0,0,0.0,42,4.7,1.98
Kyle Vantrease,55029,QB,GA SOUTHRN,1,20.16,0,44,174,58.8,34,36,10.8,2.42,0,2,5.3,52.8,19,13,5.0,37,84.1,1,12,,,,,68.9,48.5,77.0,,47.5,,,,,,0,1,39,7.7,69.0,2.7,1,0,0,2,1,2,5.1,218,6.1,60.0,30,31,9.9,2.28,0,1,3.0,54.8,17,11,5.6,32,72.7,1,11,,,,,68.5,52.4,76.7,,51.2,,,,,,0,1,34,9.1,61.5,3.1,1,0,0,1,0,1,2.9,202,6.5,81.8,11,12,5.3,2.28,0,1,8.3,75.0,9,3,0.0,12,27.3,0,5,,,,,65.8,52.6,70.7,,52.5,,,,,,0,0,12,0.0,132.6,0.0,0,0,0,1,2,1,8.3,82,6.8,0,100.0,7,7,-1.9,1.53,0,0,0.0,100.0,7,1,0.0,7,15.9,0,4,,,,,64.6,66.6,69.1,,66.3,,,,,,0,0,7,0.0,145.5,0.0,0,0,0,0,1,0,0.0,66,9.4,0.31
Frank Harris,60586,QB,UTSA,1,-17.42,0,43,331,75.9,29,31,11.3,2.58,2,2,6.1,71.0,22,11,0.0,38,88.4,0,20,,,,66.7,71.9,76.9,77.5,,63.0,87.9,,80.0,,,0,3,40,27.3,94.6,7.9,3,4,0,0,2,2,5.0,383,12.4,82.8,29,31,8.9,2.41,2,2,6.1,77.4,24,11,0.0,38,88.4,0,18,,,,,71.8,78.4,77.5,,66.8,,,80.0,,,0,2,40,27.3,95.2,7.9,3,4,0,0,1,1,2.5,333,10.7,60.0,5,5,11.6,2.48,0,0,0.0,60.0,3,0,0.0,5,11.6,0,3,,,,66.7,64.6,62.7,68.6,,53.2,87.9,,,,,0,1,5,,104.2,0.0,0,0,0,0,1,1,20.0,81,16.2,0,100.0,5,5,-2.2,1.16,0,0,0.0,100.0,5,0,0.0,5,11.6,0,1,,,,,63.8,65.7,68.1,,65.5,,,,,,0,0,5,,92.5,0.0,0,0,0,0,0,0,0.0,31,6.2,5.46
Holton Ahlers,77651,QB,E CAROLINA,1,2.78,0,43,156,73.5,34,35,10.5,2.18,0,3,8.1,71.4,25,7,0.0,37,86.0,0,20,,,,,69.8,87.3,76.8,,84.6,,,69.3,,,1,0,39,14.3,152.1,2.7,1,1,0,0,6,0,0.0,428,12.2,77.4,31,32,9.1,1.92,0,3,8.8,75.0,24,5,0.0,33,76.7,0,19,,,,,69.6,86.8,76.5,,85.5,,,64.3,,,1,0,35,20.0,155.6,3.0,1,0,0,0,6,0,0.0,395,12.3,77.8,9,9,7.1,2.61,0,0,0.0,77.8,7,2,0.0,10,23.3,0,3,,,,,65.4,72.5,70.1,,68.0,,,64.3,,,0,0,10,0.0,99.1,0.0,0,1,0,0,0,0,0.0,70,7.8,0,100.0,6,6,-1.8,1.45,0,0,0.0,100.0,6,0,0.0,6,14.0,0,2,,,,,64.2,66.3,68.6,,66.0,,,,,,0,0,6,,92.4,0.0,0,0,0,0,0,0,0.0,37,6.2,-4.56
Taulia Tagovailoa,97271,QB,MARYLAND,1,0.79,0,43,215,77.4,31,32,10.1,3.06,0,0,0.0,75.0,24,6,0.0,34,79.1,0,13,,,,,69.6,81.8,76.8,,83.4,,,57.1,,,0,0,35,16.7,109.1,2.9,1,1,0,1,1,0,0.0,262,8.2,80.8,26,27,6.2,2.63,1,0,0.0,77.8,21,6,0.0,29,67.4,0,11,,,,,69.2,76.2,76.5,,78.0,,,57.1,,,0,0,29,16.7,108.0,3.4,1,1,0,0,1,0,0.0,188,7.0,84.6,13,14,9.5,3.1,0,0,0.0,78.6,11,1,0.0,14,32.6,0,5,,,,,66.4,79.7,71.4,,79.0,,,,,,0,0,15,0.0,104.2,0.0,0,0,0,1,0,0,0.0,126,9.0,0,100.0,8,9,-3.5,1.73,1,0,0.0,88.9,8,1,0.0,9,20.9,0,3,,,,,65.1,65.3,69.8,,65.0,,,,,,0,0,9,0.0,90.7,0.0,0,0,0,0,0,0,0.0,52,5.8,2.04
Clayton Tune,77652,QB,HOUSTON,1,-3.03,0,43,182,82.6,23,26,9.9,3.92,1,2,7.7,65.4,17,14,10.5,36,83.7,2,13,,,,,37.0,78.3,77.5,,89.3,,,54.1,,,0,0,37,14.3,111.9,5.6,2,8,0,2,2,2,5.4,185,7.1,84.2,19,21,6.7,3.87,0,2,9.5,66.7,14,10,12.5,29,67.4,2,10,,,,,32.7,79.7,77.1,,90.5,,,55.4,,,0,0,30,10.0,106.1,3.4,1,7,0,2,1,1,3.3,164,7.8,77.8,9,11,8.9,2.88,1,0,0.0,63.6,7,5,0.0,14,32.6,0,4,,,,,66.2,60.7,71.2,,63.2,,,57.3,,,0,0,14,20.0,100.9,7.1,1,1,0,1,1,1,7.1,41,3.7,0,80.0,5,6,-4.2,1.63,0,0,0.0,66.7,4,1,0.0,7,16.3,0,1,,,,,64.6,55.5,69.1,,55.4,,,,,,0,0,7,0.0,71.5,0.0,0,0,0,1,0,0,0.0,20,3.3,-4.08
Caleb Williams,144622,QB,USC,1,7.44,0,43,326,82.6,23,27,11.1,3.49,0,1,3.4,66.7,18,15,5.3,33,76.7,1,20,,,,,30.4,89.0,76.3,,84.6,,,73.3,,,0,1,35,6.7,122.6,3.0,1,5,0,4,3,2,5.7,281,10.4,80.0,15,16,7.9,3.56,0,1,5.9,68.8,11,11,8.3,20,46.5,1,13,,,,,25.9,90.6,75.4,,86.6,,,74.5,,,0,0,21,9.1,109.1,5.0,1,3,0,1,0,1,4.8,191,11.9,88.9,18,21,6.1,2.57,0,0,0.0,76.2,16,6,0.0,23,53.5,0,9,,,,,67.6,71.4,73.0,,70.7,,,61.7,,,0,1,24,0.0,116.5,0.0,0,2,0,3,3,1,4.2,157,7.5,0,90.0,10,10,-2.6,1.51,0,0,0.0,90.0,9,2,0.0,10,23.3,0,2,,,,,65.4,63.2,70.1,,63.0,,,,,,0,0,10,0.0,94.6,0.0,0,0,0,0,0,0,0.0,67,6.7,-4.46
Brennan Armstrong,77696,QB,VIRGINIA,1,-1.61,0,42,335,80.8,26,32,10.3,3.15,5,1,2.9,50.0,16,18,23.8,37,88.1,5,12,,,,,70.3,73.7,76.2,,74.4,,,60.7,,,0,1,39,5.6,65.9,2.7,1,4,0,1,1,0,0.0,190,5.9,84.6,26,31,8.7,3.01,4,1,3.0,51.6,16,16,27.3,36,85.7,6,11,,,,,70.2,74.5,76.2,,75.4,,,60.7,,,0,1,38,6.3,63.9,2.8,1,4,0,1,1,0,0.0,160,5.2,60.0,5,6,5.6,2.47,1,0,0.0,50.0,3,2,0.0,6,14.3,0,1,,,,,64.2,57.7,68.6,,57.6,,,,,,0,0,6,0.0,72.9,0.0,0,0,0,0,0,0,0.0,42,7.0,0,80.0,5,5,-2.6,1.28,0,0,0.0,60.0,3,0,25.0,5,11.9,1,0,,,,,63.8,58.9,68.1,,58.8,,,,,,0,0,5,,64.6,0.0,0,0,0,0,0,0,0.0,12,2.4,1.84
Robby Ashford,131702,QB,AUBURN,1,-15.83,0,42,115,53.6,28,32,11.6,2.69,1,1,3.0,43.8,14,13,6.7,36,85.7,1,9,,,,,25.8,53.1,76.9,,49.1,55.1,,64.0,,,1,1,37,15.4,86.6,5.6,2,2,0,2,2,3,8.1,309,9.7,66.7,27,30,7.2,2.28,0,1,3.1,53.3,16,9,11.1,32,76.2,2,7,,,,,47.5,65.7,76.5,,61.7,,,66.6,,,1,1,34,11.1,76.1,3.1,1,1,0,2,1,1,2.9,233,7.8,42.9,7,8,15.7,3.37,1,0,0.0,37.5,3,4,0.0,10,23.8,0,3,,,,,17.6,32.5,71.1,,32.5,55.1,,57.3,,,0,0,10,25.0,125.0,10.0,1,1,0,0,1,2,20.0,104,13.0,0,100.0,6,6,-3.5,1.63,0,0,0.0,83.3,5,0,16.7,6,14.3,1,1,,,,,64.6,66.7,69.1,,66.4,,,,,,0,0,7,,86.1,0.0,0,0,0,0,0,0,0.0,28,4.7,5.23
Chris Reynolds,60361,QB,CHARLOTTE,1,-14.71,0,41,136,63.3,30,32,13.6,3.0,0,1,2.9,53.1,17,21,10.5,36,87.8,2,14,,,,,31.3,66.7,76.4,,65.9,,,,,,0,1,39,19.0,112.2,11.1,4,0,0,2,4,2,5.1,302,9.4,81.3,16,17,10.5,2.66,0,0,0.0,64.7,11,12,15.4,21,51.2,2,9,,,,,26.3,59.4,75.4,,58.4,,,,,,0,1,25,33.3,95.0,19.0,4,0,0,1,1,2,8.0,179,10.5,55.6,18,20,13.3,3.11,0,1,4.8,50.0,10,11,0.0,20,48.8,0,8,,,,,67.2,72.5,72.5,,71.9,,,,,,0,0,21,0.0,118.3,0.0,0,0,0,2,3,0,0.0,168,8.4,0,100.0,4,5,0.3,2.0,0,0,0.0,80.0,4,2,0.0,5,12.2,0,3,,,,,64.6,63.7,69.1,,63.5,,,,,,0,0,7,0.0,104.2,0.0,0,0,0,1,0,0,0.0,45,9.0,-2.13
Cam Ward,133244,QB,WASH STATE,1,-10.0,0,41,341,72.4,29,33,13.6,3.15,1,1,2.9,60.6,20,11,4.8,34,82.9,1,14,,,,,70.9,67.9,76.5,,65.8,,,64.8,,,0,2,36,9.1,85.8,2.9,1,0,0,3,2,2,5.6,303,9.2,75.0,28,30,11.4,2.8,1,0,0.0,70.0,21,6,0.0,31,75.6,0,12,,,,,70.8,67.8,76.2,,65.6,,,64.8,,,0,1,32,16.7,93.3,3.2,1,0,0,1,1,1,3.1,257,8.6,87.5,8,10,7.8,3.04,0,1,9.1,60.0,6,5,14.3,10,24.4,1,4,,,,,65.6,66.3,70.4,,66.0,,,,,,0,1,11,0.0,87.9,0.0,0,0,0,2,2,1,9.1,86,8.6,0,100.0,7,7,-2.0,1.44,0,0,0.0,100.0,7,0,0.0,7,17.1,0,2,,,,,64.6,66.2,69.1,,66.0,,,,,,0,0,7,,130.1,0.0,0,0,0,0,1,0,0.0,40,5.7,0.03
Emory Jones,82111,QB,ARIZONA ST,1,-25.0,0,41,110,78.6,28,29,10.3,2.91,0,1,3.1,72.4,21,19,4.5,38,92.7,1,13,,,,,70.0,75.8,76.4,,71.5,,,70.4,,,1,1,41,26.3,92.9,13.2,5,4,0,0,1,1,2.4,232,8.0,81.5,27,28,8.0,2.66,0,0,0.0,75.0,21,15,4.5,35,85.4,1,10,,,,,69.8,69.1,76.2,,65.5,,,67.4,,,1,1,38,26.7,90.2,11.4,4,3,0,0,1,2,5.3,192,6.9,50.0,4,4,17.0,3.67,0,1,25.0,50.0,2,5,0.0,6,14.6,0,3,,,,,64.2,76.0,68.6,,70.8,,,64.0,,,0,0,6,20.0,95.8,16.7,1,1,0,0,0,0,0.0,51,12.8,0,66.7,3,3,-1.7,1.47,0,0,0.0,66.7,2,1,0.0,3,7.3,0,0,,,,,62.7,42.8,66.6,,43.1,,,,,,0,0,3,0.0,72.9,0.0,0,0,0,0,0,1,33.3,11,3.7,5.89
Kurtis Rourke,97998,QB,OHIO,1,24.68,0,41,259,69.7,33,35,11.1,2.95,0,2,5.7,60.0,21,18,8.7,37,90.2,2,14,,,,,33.3,68.2,76.7,,67.8,,,60.1,,,1,0,37,11.1,107.7,5.4,2,0,0,1,2,2,5.4,307,8.8,65.4,26,28,10.7,2.66,0,1,3.6,57.1,16,11,5.9,30,73.2,1,9,,,,,29.4,56.5,76.3,,55.2,,,60.1,,,1,0,30,18.2,105.5,6.7,2,0,0,1,2,2,6.7,215,7.7,90.9,11,11,7.2,3.23,0,1,9.1,81.8,9,7,10.0,11,26.8,1,5,,,,,65.6,90.2,70.4,,89.8,,,,,,0,0,11,0.0,107.2,0.0,0,0,0,0,0,0,0.0,107,9.7,0,100.0,4,4,-2.3,1.48,0,0,0.0,100.0,4,0,0.0,4,9.8,0,0,,,,,63.3,64.9,67.4,,64.7,,,,,,0,0,4,,82.3,0.0,0,0,0,0,0,0,0.0,15,3.8,2.05
Sam Hartman,77618,QB,WAKE,1,-35.0,0,40,339,71.9,32,33,9.8,2.94,1,1,2.9,63.6,21,15,8.7,39,97.5,2,17,,,,,71.9,70.4,77.8,,70.1,,,60.8,,,0,0,41,26.7,104.6,10.3,4,2,0,0,2,0,0.0,232,7.0,82.6,23,24,9.0,2.87,1,1,3.8,75.0,18,11,5.3,29,72.5,1,13,,,,,71.6,71.6,77.3,,73.8,,,57.2,,,0,0,31,36.4,126.0,13.8,4,1,0,0,2,0,0.0,194,8.1,50.0,10,10,10.2,3.02,0,0,0.0,40.0,4,4,20.0,11,27.5,1,5,,,,,65.8,61.7,70.7,,57.6,,,64.1,,,0,0,12,0.0,52.5,0.0,0,1,0,0,0,0,0.0,41,4.1,0,100.0,1,1,-3.0,1.8,0,0,0.0,100.0,1,0,0.0,1,2.5,0,1,,,,,61.8,58.9,65.5,,58.9,,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,-3.98
Grayson McCall,98002,QB,COAST CAR,1,15.02,0,39,141,69.7,33,33,10.5,2.71,0,2,5.7,66.7,22,8,4.3,37,94.9,1,13,,,,,23.9,71.2,76.8,,69.4,,,64.5,,,0,0,40,25.0,127.2,5.4,2,2,0,0,3,1,2.5,311,9.4,66.7,21,21,8.7,2.61,0,1,4.3,61.9,13,4,7.1,24,61.5,1,6,,,,,20.8,61.8,75.9,,62.0,,,59.0,,,0,0,27,25.0,105.1,4.2,1,2,0,0,1,1,3.7,179,8.5,76.9,13,13,12.4,2.86,0,1,7.7,76.9,10,4,0.0,15,38.5,0,8,,,,,66.4,79.4,71.4,,76.0,,,64.3,,,0,0,15,25.0,155.8,6.7,1,1,0,0,2,0,0.0,156,12.0,0,100.0,1,1,-5.0,2.75,0,0,0.0,100.0,1,0,0.0,2,5.1,0,1,,,,,61.8,54.3,65.5,,60.6,,,57.0,,,0,0,2,,118.8,0.0,0,1,0,0,0,0,0.0,24,24.0,3.48
Doug Brumfield,128348,QB,UNLV,1,0.0,0,39,325,79.2,24,27,9.9,3.19,0,2,7.1,66.7,18,9,5.3,33,84.6,1,11,,,,,69.5,89.6,76.7,,90.3,,,63.0,,,2,1,34,22.2,74.2,6.1,2,4,0,1,0,0,0.0,207,7.7,85.0,20,22,3.1,2.3,0,0,0.0,72.7,16,5,5.9,25,64.1,1,6,,,,,69.0,78.8,76.2,,79.4,,,61.8,,,2,1,26,20.0,63.8,4.0,1,2,0,0,0,0,0.0,106,4.8,80.0,10,11,15.6,3.86,0,2,18.2,72.7,8,4,0.0,14,35.9,0,6,,,,,66.2,90.3,71.2,,90.4,,,62.1,,,0,0,14,25.0,108.9,7.1,1,2,0,1,0,0,0.0,122,11.1,0,100.0,6,6,-3.3,1.05,0,0,0.0,100.0,6,0,0.0,6,15.4,0,1,,,,,64.2,66.3,68.6,,66.0,,,,,,0,0,6,,81.3,0.0,0,0,0,0,0,0,0.0,21,3.5,6.27
Ryan Hilinski,71295,QB,NWESTERN,1,-3.88,0,39,256,46.7,30,32,10.3,2.41,2,1,3.1,37.5,12,11,14.3,34,87.2,2,7,,,,,69.9,50.3,76.8,,47.4,60.0,,62.6,,,0,1,34,9.1,56.4,2.9,1,1,0,0,1,3,8.8,197,6.2,51.9,27,29,8.7,2.24,2,1,3.4,41.4,12,8,14.3,30,76.9,2,5,,,,,69.8,51.6,76.5,,48.4,,,62.6,,,0,1,30,0.0,59.4,0.0,0,1,0,0,1,3,10.0,179,6.2,62.5,8,8,7.9,2.52,0,0,0.0,37.5,3,3,40.0,9,23.1,2,2,,,,,64.9,57.8,70.1,,57.9,60.0,,,,,0,0,9,33.3,49.5,11.1,1,0,0,0,0,0,0.0,31,3.9,0,100.0,5,5,-2.2,1.62,0,0,0.0,60.0,3,0,40.0,5,12.8,2,0,,,,,63.8,65.7,68.1,,65.4,,,,,,0,0,5,,64.6,0.0,0,0,0,0,0,0,0.0,13,2.6,-2.29
Tanner Morgan,55239,QB,MINNESOTA,1,-13.64,0,38,225,60.7,28,29,12.0,3.21,0,0,0.0,48.3,14,12,17.6,34,89.5,3,9,,,,,29.5,52.3,75.9,,55.4,,,48.9,,,0,3,35,16.7,36.1,5.9,2,3,0,1,0,3,8.6,232,8.0,71.4,21,22,9.5,3.15,0,0,0.0,59.1,13,10,13.3,26,68.4,2,5,,,,,67.9,48.7,75.4,,52.3,,,48.9,,,0,1,27,10.0,52.7,3.8,1,3,0,1,0,1,3.7,107,4.9,54.5,11,11,11.6,3.01,0,0,0.0,45.5,5,3,16.7,12,31.6,1,5,,,,,19.6,64.5,70.7,,64.2,,,,,,0,2,12,33.3,52.5,8.3,1,0,0,0,0,2,16.7,150,13.6,0,100.0,4,4,-2.3,2.18,0,0,0.0,100.0,4,1,0.0,4,10.5,0,1,,,,,63.3,65.0,67.4,,64.8,,,,,,0,0,4,0.0,92.7,0.0,0,0,0,0,0,0,0.0,25,6.3,8.78
E.J. Warner,156185,QB,TEMPLE,1,-16.67,0,38,306,50.0,34,34,9.1,2.24,0,1,2.9,44.1,15,10,11.8,35,92.1,2,7,,,,,69.2,38.4,15.0,,40.6,,,55.6,,,0,3,36,0.0,30.4,0.0,0,1,0,0,0,3,8.3,231,6.8,55.9,34,34,8.5,2.14,0,1,2.9,50.0,17,10,10.5,35,92.1,2,6,,,,,69.2,40.2,15.0,,42.4,,,55.6,,,0,3,36,0.0,34.1,0.0,0,1,0,0,0,3,8.3,221,6.5,33.3,3,3,5.0,3.23,0,0,0.0,33.3,1,1,0.0,3,7.9,0,1,,,,,62.7,53.1,66.6,,53.1,,,,,,0,0,3,0.0,63.2,0.0,0,0,0,0,0,0,0.0,24,8.0,0,100.0,3,3,-1.7,2.13,0,0,0.0,100.0,3,1,0.0,3,7.9,0,0,,,,,62.7,64.1,66.6,,63.8,,,,,,0,0,3,0.0,86.1,0.0,0,0,0,0,0,0,0.0,14,4.7,1.5
