player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Parker Awad,183974,QB,NEW MEX ST,1,17.14,0,65,242,54.1,37,46,17.1,3.05,1,4,8.2,34.8,16,26,20.0,57,87.7,4,17,,72.1,69.3,37.3,63.0,,75.6,2,1,61,26.9,73.0,12.3,7,4,0,6,3,2,3.3,323,7.0,54.5,33,40,13.4,2.98,1,1,2.3,40.0,16,22,11.1,51,78.5,2,13,,71.9,58.1,35.1,49.3,,75.6,1,1,55,31.8,58.0,13.7,7,4,0,5,1,2,3.6,237,5.9,83.3,12,14,13.5,2.53,0,3,21.4,57.1,8,4,20.0,14,21.5,2,6,,66.2,92.3,71.2,92.0,,,1,0,14,0.0,125.9,0.0,0,0,0,1,2,0,0.0,123,8.8,0,100.0,8,8,-3.5,1.66,0,0,0.0,100.0,8,0,0.0,8,12.3,0,2,,64.9,67.0,69.5,66.7,,,0,0,8,,85.9,0.0,0,0,0,0,0,0,0.0,37,4.6,2.86
Micah Alejado,184162,QB,HAWAII,1,-16.04,0,63,180,72.5,51,55,10.9,2.85,1,2,3.5,63.6,35,11,5.4,61,96.8,2,24,,72.2,81.6,77.7,87.2,,51.8,0,0,63,0.0,120.0,0.0,0,6,0,3,5,0,0.0,456,8.3,75.5,49,53,10.3,2.83,1,2,3.6,66.0,35,10,5.4,58,92.1,2,24,,72.1,84.1,77.6,89.0,,53.3,0,0,60,0.0,124.6,0.0,0,5,0,3,5,0,0.0,458,8.6,50.0,4,4,10.5,2.6,0,0,0.0,50.0,2,1,0.0,5,7.9,0,1,,63.8,50.5,68.1,54.8,,57.3,0,0,5,0.0,56.3,0.0,0,1,0,0,0,0,0.0,11,2.8,0,100.0,2,2,-5.0,1.55,0,0,0.0,100.0,2,0,0.0,2,3.2,0,1,,61.8,62.8,65.5,62.6,,,0,0,2,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5,-5.89
Walker Eget,146170,QB,S JOSE ST,1,25.6,0,54,285,71.7,46,50,11.5,2.48,0,4,7.3,66.0,33,14,0.0,54,100.0,0,22,,71.1,82.2,77.3,80.0,,67.7,0,1,59,14.3,107.5,3.7,2,2,1,3,4,1,1.7,385,7.7,68.4,38,42,12.3,2.59,0,3,6.8,61.9,26,13,0.0,46,85.2,0,17,,70.6,75.5,76.7,73.0,,67.7,0,1,48,15.4,106.2,4.3,2,2,1,3,4,1,2.1,309,7.4,87.5,8,8,7.8,1.86,0,1,9.1,87.5,7,1,0.0,8,14.8,0,5,,65.6,89.6,70.4,88.7,,,0,0,11,0.0,106.3,0.0,0,0,0,0,0,0,0.0,76,9.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,2.14
Nate Yarnell,144037,QB,PITTSBURGH,1,-16.4,0,52,268,60.5,38,41,12.7,2.92,0,3,6.7,51.2,21,31,8.7,49,94.2,2,16,,38.6,69.3,76.9,74.1,,41.8,1,1,53,16.1,79.4,10.2,5,3,0,2,2,4,7.5,281,6.9,69.0,29,31,12.7,2.94,0,2,6.1,58.1,18,21,10.0,36,69.2,2,13,,29.9,72.7,76.0,79.3,,42.7,0,0,38,19.0,115.1,11.1,4,1,0,2,3,3,7.9,241,7.8,45.5,11,12,9.8,2.56,0,1,7.1,41.7,5,10,0.0,16,30.8,0,4,,66.7,55.8,72.0,54.2,,61.7,1,1,18,10.0,21.2,6.3,1,2,0,0,0,1,5.6,55,4.6,0,100.0,2,2,-3.0,1.27,0,0,0.0,100.0,2,0,0.0,3,5.8,0,1,,61.8,51.9,66.6,52.0,,,0,0,3,,137.5,0.0,0,0,0,0,1,0,0.0,15,7.5,-3.19
Kadin Semonza,174001,QB,BALL ST,1,5.69,0,52,117,80.6,36,40,9.7,2.43,1,3,7.1,57.5,23,13,20.7,45,86.5,6,14,,22.6,78.1,76.8,78.5,,57.3,1,0,47,30.8,106.5,8.9,4,1,0,2,3,2,4.3,302,7.6,83.3,36,41,7.9,2.3,2,3,7.0,61.0,25,11,16.7,44,84.6,5,13,,34.9,80.1,76.7,80.5,,57.3,1,0,46,18.2,106.5,4.5,2,1,0,2,3,1,2.2,287,7.0,83.3,6,6,7.3,2.31,0,0,0.0,66.7,4,2,20.0,8,15.4,1,2,,15.7,59.4,69.5,59.3,,,0,0,8,100.0,89.6,25.0,2,0,0,0,0,1,12.5,46,7.7,0,100.0,6,7,-3.2,1.47,1,0,0.0,85.7,6,0,0.0,7,13.5,0,1,,64.6,64.2,69.1,63.9,,,0,0,7,,85.1,0.0,0,0,0,0,0,0,0.0,31,4.4,0.67
Shedeur Sanders,131396,QB,COLORADO,1,7.14,0,51,143,86.7,30,31,10.6,3.54,0,4,11.4,77.4,24,17,7.7,39,76.5,2,16,,69.2,90.7,76.7,90.7,,63.7,0,1,43,23.5,140.6,10.3,4,4,0,1,5,1,2.3,356,11.5,88.9,27,28,10.5,3.45,0,4,12.9,78.6,22,15,8.3,35,68.6,2,12,,68.9,90.8,76.3,90.7,,62.6,0,0,38,33.3,150.4,14.3,5,2,0,1,3,0,0.0,323,11.5,92.3,13,14,1.5,2.53,1,0,0.0,85.7,12,3,0.0,16,31.4,0,8,,66.7,67.3,72.0,66.1,,61.9,0,1,17,0.0,110.7,0.0,0,2,0,0,2,1,5.9,115,8.2,0,100.0,10,11,-1.5,1.93,1,0,0.0,90.9,10,1,0.0,12,23.5,0,4,,65.8,60.4,70.7,60.1,,,0,0,12,100.0,97.7,8.3,1,0,0,0,0,0,0.0,82,7.5,-3.33
Caden Veltkamp,156642,QB,W KENTUCKY,1,-28.5,0,51,346,70.3,37,42,10.9,3.27,0,0,0.0,57.1,24,14,7.7,45,88.2,2,14,,42.9,71.9,77.8,74.6,54.3,56.3,0,0,48,14.3,75.0,4.4,2,1,1,4,0,1,2.1,255,6.1,76.5,34,37,9.2,2.98,0,0,0.0,64.9,24,10,7.7,40,78.4,2,12,,40.3,70.7,77.6,73.8,54.3,56.3,0,0,42,20.0,89.4,5.0,2,1,1,2,1,1,2.4,215,5.8,57.1,7,11,11.4,3.89,1,0,0.0,36.4,4,5,0.0,11,21.6,0,4,,66.0,67.4,71.0,67.1,,,0,0,13,0.0,65.0,0.0,0,0,0,3,0,0,0.0,86,7.8,0,100.0,4,6,-3.0,2.43,1,0,0.0,66.7,4,1,0.0,6,11.8,0,2,,64.6,61.4,69.1,61.2,,,0,0,7,0.0,129.2,0.0,0,0,0,1,1,0,0.0,46,7.7,2.01
Jack Lausch,162845,QB,NWESTERN,1,-27.53,0,50,256,65.0,40,44,10.0,2.98,0,1,2.1,54.5,24,10,7.7,46,92.0,2,16,,70.8,59.7,25.4,60.4,,60.2,0,2,50,10.0,69.5,2.2,1,1,0,4,2,3,6.0,272,6.2,65.8,38,41,9.7,2.83,0,1,2.2,56.1,23,8,8.0,42,84.0,2,16,,70.6,61.1,23.7,60.9,,63.3,0,2,46,12.5,71.5,2.4,1,0,0,3,2,3,6.5,263,6.4,33.3,6,7,4.7,3.2,0,0,0.0,28.6,2,2,0.0,8,16.0,0,1,,64.9,43.8,69.5,46.3,,57.3,0,0,8,0.0,39.6,0.0,0,1,0,1,0,0,0.0,21,3.0,0,25.0,4,4,-1.3,1.8,0,0,0.0,25.0,1,0,0.0,4,8.0,0,1,,63.3,42.9,67.4,43.1,,,0,0,4,,39.6,0.0,0,0,0,0,0,0,0.0,12,3.0,-3.41
Jayden Maiava,158135,QB,USC,1,4.28,0,50,326,60.5,38,41,14.4,2.65,0,6,14.0,51.2,21,18,8.7,42,84.0,2,16,,70.9,92.8,77.0,91.5,,78.2,0,2,44,5.6,82.4,2.4,1,0,0,3,3,2,4.5,330,8.0,61.1,36,37,11.8,2.46,0,5,12.8,54.1,20,12,9.1,37,74.0,2,15,,70.7,92.9,76.7,91.6,,78.2,0,1,39,0.0,95.0,0.0,0,0,0,1,3,1,2.6,285,7.7,80.0,10,12,10.0,2.92,0,1,8.3,58.3,7,6,12.5,13,26.0,1,3,,66.0,73.1,71.0,72.6,,,0,1,13,16.7,42.0,7.7,1,0,0,2,0,1,7.7,75,6.3,0,87.5,8,8,-2.9,2.21,0,0,0.0,75.0,6,0,14.3,8,16.0,1,2,,64.9,66.7,69.5,66.4,,,0,0,8,,80.2,0.0,0,0,0,0,0,0,0.0,30,3.8,-1.45
Carson Beck,124010,QB,GEORGIA,1,16.01,0,49,173,72.2,36,38,9.3,2.93,2,3,6.8,60.5,23,9,11.5,44,89.8,3,20,,70.4,78.6,77.0,82.6,,52.8,0,0,51,22.2,120.8,4.5,2,4,0,0,5,0,0.0,262,6.9,75.0,32,34,8.1,2.77,2,3,7.5,61.8,21,7,12.5,39,79.6,3,18,,70.2,82.0,76.8,85.4,,54.6,0,0,46,28.6,123.9,5.1,2,3,0,0,4,0,0.0,254,7.5,77.8,9,9,6.7,2.65,0,0,0.0,77.8,7,2,0.0,10,20.4,0,2,,65.6,55.9,70.4,58.7,,57.3,0,0,11,0.0,122.2,0.0,0,1,0,0,1,0,0.0,40,4.4,0,100.0,5,5,-3.0,1.18,0,0,0.0,100.0,5,0,0.0,5,10.2,0,0,,64.2,63.6,68.6,63.3,,,0,0,6,,93.3,0.0,0,0,0,0,0,0,0.0,32,6.4,-3.03
