player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Jayden de Laura,131928,QB,WASH STATE,1,-23.89,0,45,341,61.3,31,34,11.7,2.86,1,2,5.9,55.9,19,9,0.0,38,84.4,0,12,,,,,33.9,60.4,76.8,58.9,,61.1,1,2,38,22.2,74.4,5.3,2,2,0,1,3,3,7.9,170,5.0,69.7,33,36,9.2,2.73,0,2,5.6,63.9,23,9,0.0,40,88.9,0,14,,,,,35.1,71.8,76.9,71.1,,61.1,1,0,40,22.2,105.7,5.0,2,2,0,2,3,1,2.5,195,5.4,50.0,4,5,10.5,2.26,1,0,0.0,40.0,2,0,0.0,5,11.1,0,1,,,,,63.8,26.3,68.6,26.4,,,0,2,5,,10.8,0.0,0,0,0,0,0,2,40.0,18,3.6,0,100.0,6,7,-3.2,1.7,0,0,0.0,85.7,6,0,0.0,7,15.6,0,3,,,,,64.6,64.1,69.1,63.8,,,0,0,7,,92.3,0.0,0,0,0,1,0,0,0.0,43,6.1,-1.82
Tanner Mordecai,77656,QB,SMU,1,-15.0,0,44,287,72.4,29,32,11.1,2.91,0,1,3.1,59.4,19,9,9.5,34,77.3,2,13,,,,,70.9,90.5,77.1,91.7,,58.0,1,1,34,0.0,77.6,0.0,0,2,0,2,1,0,0.0,220,6.9,85.2,27,30,4.8,2.46,0,0,0.0,73.3,22,7,4.3,30,68.2,1,14,,,,,70.7,89.5,76.9,91.2,,56.1,1,1,30,0.0,97.9,0.0,0,0,0,2,2,0,0.0,190,6.3,66.7,12,12,13.6,2.68,0,1,8.3,58.3,7,2,12.5,14,31.8,1,6,,,,,66.2,78.5,71.2,78.3,,62.0,0,0,14,0.0,128.8,0.0,0,2,0,0,2,0,0.0,111,9.3,0,100.0,10,10,-3.1,1.23,0,0,0.0,100.0,10,0,0.0,10,22.7,0,7,,,,,65.4,67.9,70.1,67.6,,,0,0,10,,140.0,0.0,0,0,0,0,3,0,0.0,81,8.1,2.92
Michael Pratt,123229,QB,TULANE,1,28.49,0,44,319,61.3,31,32,8.8,2.73,0,1,3.0,53.1,17,12,10.5,39,88.6,2,10,,,,,71.5,56.1,76.7,50.4,,65.4,0,3,41,25.0,50.0,7.7,3,4,1,0,1,2,4.9,248,7.8,63.3,30,31,6.4,2.45,0,0,0.0,54.8,17,10,10.5,35,79.5,2,7,,,,,71.4,51.2,76.5,44.0,,67.5,0,3,38,30.0,43.5,8.6,3,1,1,0,1,2,5.3,183,5.9,83.3,6,6,10.2,3.31,0,1,16.7,83.3,5,2,0.0,9,20.5,0,4,,,,,65.1,76.1,69.8,81.9,,58.4,0,0,9,0.0,118.8,0.0,0,3,0,0,0,0,0.0,85,14.2,0,100.0,5,5,-3.8,1.82,0,0,0.0,100.0,5,0,0.0,5,11.4,0,1,,,,,64.2,64.9,68.6,64.6,,,0,0,6,,83.3,0.0,0,0,0,0,0,0,0.0,20,4.0,8.27
Dennis Grosel,60351,QB,BOSTON COL,1,-22.53,0,44,121,67.6,34,39,12.2,3.04,3,0,0.0,56.4,22,23,4.3,43,97.7,1,11,,,,,36.7,56.3,28.7,56.0,,62.7,1,2,45,17.4,59.5,9.3,4,0,0,1,0,2,4.4,297,7.6,75.0,24,26,10.8,3.0,2,0,0.0,65.4,17,17,5.6,30,68.2,1,10,,,,,29.4,66.4,23.7,66.7,,62.7,0,1,32,23.5,77.2,13.3,4,0,0,0,0,1,3.1,229,8.8,54.5,11,14,13.8,3.09,1,0,0.0,42.9,6,6,0.0,14,31.8,0,2,,,,,66.2,38.7,71.2,38.9,,,1,1,14,0.0,32.4,0.0,0,0,0,1,0,1,7.1,82,5.9,0,100.0,1,1,-2.0,2.3,0,0,0.0,100.0,1,0,0.0,1,2.3,0,1,,,,,60.3,60.6,63.6,60.4,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0,-2.95
Jake Lange,121467,QB,SO MISS,1,-2.23,0,44,296,62.9,35,37,13.2,2.9,0,1,2.6,59.5,22,15,0.0,42,95.5,0,11,,,,,69.7,50.2,76.7,51.3,,53.0,0,3,43,26.7,60.8,9.5,4,1,0,2,1,4,9.3,301,8.1,61.3,31,32,13.0,2.8,0,1,3.0,59.4,19,11,0.0,36,81.8,0,9,,,,,69.3,44.9,76.3,46.0,,53.0,0,3,37,27.3,43.4,8.3,3,1,0,1,0,4,10.8,237,7.4,66.7,6,7,8.5,3.11,0,0,0.0,57.1,4,5,0.0,8,18.2,0,2,,,,,64.9,74.5,69.5,74.0,,,0,0,8,20.0,129.2,12.5,1,0,0,1,1,0,0.0,67,9.6,0,50.0,2,2,-5.0,1.85,0,0,0.0,50.0,1,1,0.0,2,4.5,0,0,,,,,61.8,62.9,65.5,62.7,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,3,1.5,2.16
Cameron Friel,146195,QB,UNLV,1,-5.28,0,44,325,70.4,27,28,10.4,3.0,0,0,0.0,64.3,18,12,5.3,35,79.5,1,11,,,,,20.2,46.9,76.2,54.3,54.3,37.8,0,2,35,50.0,73.2,17.1,6,1,0,1,1,3,8.6,238,8.5,77.3,22,23,4.6,2.64,0,0,0.0,69.6,16,9,5.9,30,68.2,1,9,,,,,18.7,34.3,75.9,42.1,54.3,37.8,0,2,30,66.7,54.6,20.0,6,1,0,1,0,3,10.0,170,7.4,71.4,14,14,11.6,3.04,0,0,0.0,64.3,9,4,10.0,14,31.8,1,5,,,,,66.2,76.7,71.2,76.1,,,0,0,14,0.0,120.2,0.0,0,0,0,0,1,0,0.0,137,9.8,0,88.9,9,9,-1.7,1.86,0,0,0.0,77.8,7,1,12.5,9,20.5,1,3,,,,,65.1,62.2,69.8,61.9,,,0,0,9,0.0,98.6,0.0,0,0,0,0,0,0,0.0,69,7.7,2.4
Ryan Hilinski,71295,QB,NWESTERN,1,-6.49,0,43,256,72.7,33,36,8.0,2.35,1,1,2.7,61.1,22,17,8.3,39,90.7,2,9,,,,,21.9,53.2,76.5,59.6,,39.3,1,0,40,17.6,90.7,7.7,3,0,0,1,1,2,5.0,246,6.8,74.2,31,33,6.8,2.28,1,0,0.0,63.6,21,14,8.7,36,83.7,2,7,,,,,21.1,49.3,76.3,56.1,,39.3,1,0,37,21.4,87.1,8.3,3,0,0,0,1,2,5.4,173,5.2,66.7,6,7,6.8,2.41,0,1,14.3,57.1,4,3,0.0,7,16.3,0,3,,,,,64.6,69.1,69.1,68.8,,,0,0,7,0.0,99.1,0.0,0,0,0,1,0,0,0.0,83,11.9,0,75.0,4,4,-3.0,1.8,0,0,0.0,75.0,3,0,0.0,4,9.3,0,1,,,,,63.3,57.6,67.4,57.5,,,0,0,4,,77.1,0.0,0,0,0,0,0,0,0.0,10,2.5,6.62
Carson Strong,83524,QB,NEVADA,1,-5.63,0,42,239,72.4,29,32,12.2,2.87,2,2,5.7,65.6,21,8,0.0,36,85.7,0,11,,,,,69.4,66.1,76.7,65.1,,60.0,1,0,39,50.0,99.9,11.1,4,0,0,0,1,0,0.0,251,7.8,75.0,28,32,10.3,2.81,2,1,2.9,65.6,21,9,0.0,36,85.7,0,10,,,,,69.4,62.7,76.7,61.8,,60.0,1,0,39,44.4,96.6,11.1,4,0,0,1,1,0,0.0,226,7.1,60.0,5,5,12.2,2.63,0,1,20.0,60.0,3,0,0.0,6,14.3,0,1,,,,,64.2,62.1,68.6,61.9,,,0,0,6,,82.9,16.7,1,0,0,0,0,0,0.0,37,7.4,0,75.0,4,5,-1.3,2.28,0,0,0.0,60.0,3,1,0.0,6,14.3,0,0,,,,,64.2,47.5,68.6,47.4,,,0,0,6,100.0,64.6,16.7,1,0,0,1,0,0,0.0,12,2.4,0.34
Skylar Thompson,60417,QB,KANSAS ST,1,4.1,0,42,199,77.8,36,37,7.1,2.91,0,2,5.4,67.6,25,12,10.7,38,90.5,3,13,,,,,69.3,90.4,76.7,90.2,,60.0,1,0,38,8.3,110.1,2.6,1,0,0,0,2,1,2.6,299,8.1,76.0,25,26,5.3,2.76,0,1,3.8,69.2,18,9,5.3,27,64.3,1,9,,,,,68.5,90.2,76.0,90.1,,60.0,1,0,27,11.1,116.8,3.7,1,0,0,0,2,0,0.0,196,7.5,86.7,15,15,7.5,2.82,0,1,6.7,73.3,11,3,15.4,15,35.7,2,6,,,,,66.4,77.0,71.4,76.4,,,0,0,15,0.0,119.9,0.0,0,0,0,0,1,1,6.7,124,8.3,0,100.0,4,4,-2.5,1.53,0,0,0.0,100.0,4,0,0.0,4,9.5,0,2,,,,,63.3,64.3,67.4,64.1,,,0,0,4,,128.1,0.0,0,0,0,0,1,0,0.0,21,5.3,0.73
Ken Seals,124359,QB,VANDERBILT,1,-1.33,0,42,333,76.5,34,37,8.8,2.72,0,3,7.7,64.9,24,9,7.7,39,92.9,2,13,,,,,71.9,81.6,77.1,84.4,,56.9,1,1,41,22.2,99.6,5.1,2,0,0,2,2,1,2.4,326,8.8,73.9,23,25,6.9,2.65,0,3,11.1,68.0,17,5,0.0,26,61.9,0,6,,,,,71.5,80.7,76.3,85.2,,56.9,0,1,28,20.0,99.1,3.8,1,0,0,2,2,1,3.6,182,7.3,85.7,14,15,9.4,2.63,0,0,0.0,66.7,10,5,16.7,16,38.1,2,7,,,,,66.5,73.4,71.6,72.8,,,1,0,16,20.0,99.6,6.3,1,0,0,0,0,0,0.0,151,10.1,0,100.0,3,3,-2.7,1.6,0,0,0.0,100.0,3,1,0.0,3,7.1,0,0,,,,,62.7,64.1,66.6,63.9,,,0,0,3,0.0,79.2,0.0,0,0,0,0,0,0,0.0,7,2.3,2.79
Sam Howell,97599,QB,N CAROLINA,1,-30.0,0,42,245,62.1,29,29,13.2,2.92,0,1,3.3,55.2,16,17,11.1,38,90.5,2,11,,,,,34.5,64.4,76.3,65.0,,58.4,0,0,39,29.4,127.1,13.2,5,4,0,0,3,0,0.0,310,10.7,90.9,11,12,7.2,2.87,0,1,7.7,75.0,9,9,10.0,19,45.2,1,4,,,,,26.2,69.4,74.9,75.6,,54.6,0,0,20,44.4,156.3,21.1,4,3,0,1,2,0,0.0,187,15.6,50.0,20,20,15.1,2.82,0,0,0.0,45.0,9,9,10.0,23,54.8,1,7,,,,,67.5,56.9,72.8,54.0,,64.1,0,0,23,22.2,84.2,8.7,2,1,0,0,1,0,0.0,134,6.7,0,100.0,2,3,-1.5,2.05,0,0,0.0,66.7,2,1,0.0,4,9.5,0,0,,,,,63.3,58.0,67.4,57.9,,,0,0,4,100.0,72.9,25.0,1,0,0,1,0,0,0.0,11,3.7,-8.88
Tanner McKee,131770,QB,STANFORD,1,-41.29,0,41,300,69.0,29,33,10.5,2.5,2,1,2.6,57.6,19,10,5.0,38,92.7,1,13,,,,,39.2,54.3,77.4,58.2,,48.0,0,0,44,20.0,107.9,5.3,2,3,0,2,3,1,2.3,218,6.6,74.1,27,31,9.7,2.41,2,1,2.8,61.3,19,8,5.0,34,82.9,1,12,,,,,36.6,56.9,77.1,59.1,,51.3,0,0,39,25.0,114.6,5.9,2,1,0,2,3,1,2.6,217,7.0,50.0,4,5,9.3,2.89,0,0,0.0,20.0,1,2,50.0,7,17.1,1,1,,,,,64.9,50.2,69.5,56.5,,52.9,0,0,8,0.0,39.6,0.0,0,2,0,1,0,0,0.0,13,2.6,0,100.0,2,3,-2.5,2.37,0,0,0.0,33.3,1,0,50.0,3,7.3,1,0,,,,,62.7,60.3,66.6,60.2,,,0,0,3,,46.5,0.0,0,0,0,1,0,0,0.0,12,4.0,-4.4
Kaleb Eleby,77686,QB,W MICHIGAN,1,1.39,0,41,347,67.9,28,31,11.4,3.06,3,2,6.1,58.1,18,10,5.3,38,92.7,1,12,,,,,35.7,62.0,77.7,56.1,,69.5,0,0,41,30.0,106.3,7.9,3,4,0,0,2,2,4.9,255,8.2,70.6,17,18,9.3,3.31,1,1,5.6,61.1,11,9,8.3,24,58.5,1,8,,,,,27.9,60.7,76.9,49.8,,72.8,0,0,25,33.3,97.0,12.5,3,3,0,0,1,2,8.0,110,6.1,71.4,14,16,10.7,2.41,2,1,5.6,62.5,10,1,0.0,17,41.5,0,6,,,,,67.0,64.0,72.2,65.7,,57.3,0,0,19,0.0,119.0,0.0,0,1,0,0,1,0,0.0,169,10.6,0,100.0,3,3,-3.3,1.43,0,0,0.0,100.0,3,0,0.0,3,7.3,0,2,,,,,62.7,64.1,66.6,63.9,,,0,0,3,,100.0,0.0,0,0,0,0,0,0,0.0,24,8.0,4.45
Luke Doty,124230,QB,S CAROLINA,1,14.0,0,40,289,70.4,27,29,8.3,2.77,0,0,0.0,51.7,15,12,21.1,34,85.0,4,13,,,,,69.1,59.0,76.3,58.0,,56.7,1,0,36,33.3,90.6,11.8,4,1,0,1,1,2,5.6,236,8.1,73.9,23,25,5.6,2.3,0,0,0.0,56.0,14,9,17.6,29,72.5,3,8,,,,,68.8,60.3,76.1,59.3,,56.7,1,0,32,33.3,78.4,10.3,3,1,0,1,0,1,3.1,178,7.1,80.0,10,10,7.0,3.03,0,0,0.0,70.0,7,3,12.5,11,27.5,1,6,,,,,65.6,59.6,70.4,59.4,,,0,0,11,33.3,129.2,9.1,1,0,0,0,1,1,9.1,85,8.5,0,100.0,6,6,-4.0,1.0,0,0,0.0,100.0,6,0,0.0,6,15.0,0,1,,,,,64.6,64.2,69.1,63.9,,,0,0,7,,85.4,0.0,0,0,0,0,0,0,0.0,27,4.5,1.38
Taylor Powell,60459,QB,TROY,1,-61.3,0,40,318,63.0,27,32,7.1,2.32,3,0,0.0,50.0,16,12,5.9,34,85.0,1,8,,,,,68.7,45.4,76.7,44.1,,,1,2,37,16.7,35.4,5.9,2,0,0,1,0,3,8.1,136,4.3,78.6,28,29,4.3,2.06,0,0,0.0,72.4,21,11,4.5,31,77.5,1,10,,,,,68.4,57.5,76.4,56.2,,,0,2,33,18.2,56.8,6.5,2,0,0,1,0,3,9.1,161,5.6,20.0,5,9,12.2,2.68,3,0,0.0,11.1,1,3,0.0,9,22.5,0,0,,,,,65.4,33.2,70.1,33.4,,,1,0,10,0.0,39.6,0.0,0,0,0,0,0,0,0.0,2,0.2,0,100.0,6,6,-2.0,1.52,0,0,0.0,100.0,6,2,0.0,6,15.0,0,2,,,,,64.2,66.1,68.6,65.8,,,0,0,6,0.0,85.4,0.0,0,0,0,0,0,0,0.0,27,4.5,-5.33
Kenny Pickett,60515,QB,PITTSBURGH,1,4.17,0,40,268,86.2,29,33,14.1,3.67,0,3,8.1,66.7,22,7,12.0,37,92.5,3,18,,,,,70.0,91.7,77.0,92.1,,60.8,0,0,41,14.3,145.3,2.7,1,3,0,4,4,0,0.0,381,11.5,90.5,21,24,10.3,3.8,0,0,0.0,62.5,15,5,21.1,26,65.0,4,11,,,,,69.2,85.5,76.3,89.2,,56.5,0,0,29,0.0,116.0,0.0,0,2,0,3,2,0,0.0,196,8.2,72.7,11,12,16.9,3.07,0,3,23.1,66.7,8,3,0.0,14,35.0,0,7,,,,,66.4,91.9,71.4,91.2,,64.1,0,0,15,33.3,149.3,7.1,1,1,0,1,2,0,0.0,193,16.1,0,66.7,3,3,-2.3,1.93,0,0,0.0,33.3,1,1,50.0,3,7.5,1,0,,,,,62.7,64.1,66.6,63.9,,,0,0,3,0.0,42.4,0.0,0,0,0,0,0,0,0.0,8,2.7,7.91
D.J. Mack Jr.,55405,QB,DOMINION,1,43.75,0,40,263,72.4,29,31,10.1,2.63,1,0,0.0,54.8,17,16,19.0,37,92.5,4,8,,,,,70.7,62.6,76.8,60.0,,63.6,0,1,39,18.8,70.1,8.1,3,3,0,1,1,1,2.6,186,6.0,73.3,30,32,9.8,2.56,1,0,0.0,56.3,18,15,18.2,37,92.5,4,8,,,,,70.7,63.5,76.8,61.0,,63.6,0,1,40,13.3,70.7,5.4,2,3,0,1,1,1,2.5,187,5.8,100.0,2,2,-3.0,2.63,0,0,0.0,100.0,2,1,0.0,3,7.5,0,0,,,,,62.7,60.3,66.6,60.2,,,0,0,3,100.0,79.2,33.3,1,0,0,0,0,0,0.0,6,3.0,0,100.0,3,3,-2.0,1.8,0,0,0.0,100.0,3,0,0.0,3,7.5,0,0,,,,,63.3,65.0,67.4,64.8,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,7,2.3,-2.84
Sean Clifford,51708,QB,PENN STATE,1,-29.12,0,40,266,64.0,25,29,11.0,3.48,1,1,3.2,48.3,14,14,12.5,36,90.0,2,13,,,,,70.2,56.6,77.0,52.6,,63.7,1,1,38,14.3,84.7,5.6,2,5,0,2,3,2,5.3,155,5.3,72.7,22,26,7.7,3.37,1,1,3.6,57.7,15,11,6.3,32,80.0,1,13,,,,,70.0,63.8,76.7,60.7,,63.7,1,0,34,9.1,113.0,3.1,1,5,0,2,3,1,2.9,152,5.8,42.9,7,7,13.1,3.0,0,0,0.0,28.6,2,3,33.3,8,20.0,1,1,,,,,65.4,42.6,70.4,42.6,,,0,1,10,33.3,3.0,12.5,1,0,0,0,0,1,10.0,26,3.7,0,75.0,4,4,-3.3,1.68,0,0,0.0,75.0,3,0,0.0,4,10.0,0,1,,,,,64.2,60.1,68.6,59.9,,,0,0,6,,88.5,0.0,0,0,0,0,0,0,0.0,23,5.8,-2.14
Cornelious Brown IV,98356,QB,GA STATE,1,2.94,0,40,175,60.0,25,28,9.5,2.82,1,0,0.0,46.4,13,15,13.3,37,92.5,2,10,,,,,71.0,50.3,76.1,51.0,,55.2,0,2,38,26.7,34.2,10.8,4,5,0,2,0,1,2.6,156,5.6,57.1,14,14,7.2,2.81,0,0,0.0,50.0,7,8,12.5,19,47.5,1,5,,,,,70.2,61.3,74.6,59.3,,61.4,0,2,19,37.5,26.5,15.8,3,2,0,0,0,0,0.0,75,5.4,71.4,14,17,9.4,2.56,1,0,0.0,52.9,9,7,10.0,21,52.5,1,6,,,,,67.4,44.0,72.7,48.7,,49.4,0,0,22,14.3,69.7,4.8,1,3,0,2,0,1,4.5,96,5.6,0,100.0,3,3,-1.3,1.0,0,0,0.0,100.0,3,0,0.0,3,7.5,0,1,,,,,62.7,64.1,66.6,63.9,,,0,0,3,,87.5,0.0,0,0,0,0,0,0,0.0,15,5.0,0.29
Chase Garbers,60356,QB,CAL,1,-4.97,0,39,130,65.2,23,27,11.7,3.25,2,1,3.7,44.4,12,19,20.0,36,92.3,3,6,,,,,70.1,52.0,21.5,50.1,,62.4,0,1,36,21.1,46.4,11.1,4,5,0,2,0,1,2.8,147,5.4,59.1,22,23,9.0,2.91,1,0,0.0,47.8,11,16,15.4,31,79.5,2,3,,,,,69.8,42.6,19.0,37.1,,64.7,0,1,31,25.0,39.4,12.9,4,4,0,0,0,1,3.2,86,3.7,100.0,4,7,15.8,3.95,1,1,14.3,42.9,3,4,25.0,8,20.5,1,3,,,,,64.9,85.4,69.5,90.1,,57.3,0,0,8,0.0,77.1,0.0,0,1,0,2,0,0,0.0,66,9.4,0,66.7,3,3,-2.3,1.6,0,0,0.0,66.7,2,1,0.0,3,7.7,0,0,,,,,62.7,64.0,66.6,63.8,,,0,0,3,0.0,70.1,0.0,0,0,0,0,0,0,0.0,5,1.7,5.69
Devin Leary,77628,QB,NC STATE,1,7.41,0,38,248,71.4,28,32,9.4,2.81,1,2,5.7,59.4,19,12,5.0,34,89.5,1,12,,,,,69.3,68.5,76.8,70.5,,52.7,1,0,37,8.3,101.7,2.9,1,1,0,2,2,1,2.7,225,7.0,72.7,22,27,8.4,2.88,2,1,3.7,59.3,16,11,0.0,29,76.3,0,8,,,,,68.7,62.7,76.3,65.1,,52.7,1,0,29,9.1,93.6,3.4,1,1,0,2,1,1,3.4,193,7.1,77.8,9,9,8.3,2.06,0,1,8.3,66.7,6,1,14.3,9,23.7,1,6,,,,,65.8,74.0,70.7,73.5,,,0,0,12,0.0,121.5,0.0,0,0,0,0,1,0,0.0,58,6.4,0,100.0,3,4,-1.0,1.58,1,0,0.0,75.0,3,0,0.0,4,10.5,0,2,,,,,63.3,61.5,67.4,61.4,,,0,0,4,,91.7,0.0,0,0,0,0,0,0,0.0,26,6.5,-0.71
Henry Colombi,60583,QB,TEXAS TECH,1,-20.22,0,38,315,76.7,30,30,11.4,2.56,0,2,6.7,63.3,19,11,17.4,34,89.5,4,11,,,,,69.5,82.4,76.2,83.4,60.0,59.5,0,0,34,27.3,87.8,8.8,3,1,0,0,0,0,0.0,237,7.9,94.1,17,17,7.0,2.42,0,2,11.8,76.5,13,6,18.8,21,55.3,3,7,,,,,68.6,82.8,75.2,85.0,,59.5,0,0,21,50.0,102.3,14.3,3,1,0,0,0,0,0.0,149,8.8,62.5,16,16,13.6,2.46,0,0,0.0,56.3,9,5,10.0,17,44.7,1,6,,,,,66.5,72.0,72.0,71.9,60.0,,0,0,17,0.0,77.9,0.0,0,0,0,0,0,0,0.0,111,6.9,0,100.0,3,3,-2.0,1.4,0,0,0.0,100.0,3,0,0.0,4,10.5,0,2,,,,,63.3,61.6,67.4,61.4,,,0,0,4,,98.6,0.0,0,0,0,0,0,0,0.0,23,7.7,-1.82
Steven Krajewski,77650,QB,UCONN,1,-8.71,0,37,146,65.2,23,29,15.4,2.68,1,2,6.3,41.4,12,10,20.0,31,83.8,3,10,,,,,70.1,70.4,22.9,63.6,54.3,80.5,1,2,36,10.0,64.7,3.2,1,1,0,4,2,1,2.8,236,8.1,66.7,21,24,10.7,2.34,1,1,3.7,54.2,13,5,7.1,25,67.6,1,8,,,,,69.7,61.5,19.5,54.6,54.3,78.0,0,1,29,0.0,87.8,0.0,0,1,0,2,2,1,3.4,174,7.3,87.5,8,11,13.6,2.66,0,1,9.1,45.5,5,5,28.6,12,32.4,2,3,,,,,66.0,84.6,71.0,80.9,,64.3,1,1,13,20.0,36.2,8.3,1,0,0,2,0,0,0.0,90,8.2,0,100.0,6,6,-3.5,1.23,0,0,0.0,100.0,6,0,0.0,6,16.2,0,1,,,,,64.2,66.2,68.6,65.9,,,0,0,6,,86.1,0.0,0,0,0,0,0,0,0.0,28,4.7,0.93
Jarret Doege,60353,QB,W VIRGINIA,1,9.09,0,37,343,81.5,27,29,8.4,3.13,0,4,12.9,72.4,21,13,4.5,33,89.2,1,11,,,,,69.1,90.2,75.6,88.7,,67.3,0,0,35,15.4,115.7,6.1,2,2,0,2,1,0,0.0,291,10.0,81.0,21,22,7.8,2.99,0,3,13.0,72.7,16,8,5.9,24,64.9,1,8,,,,,68.2,88.9,74.8,86.1,,63.3,0,0,25,25.0,116.9,8.3,2,0,0,1,1,0,0.0,206,9.4,90.0,10,11,5.4,2.79,0,1,8.3,81.8,9,5,0.0,13,35.1,0,4,,,,,66.2,77.7,71.2,77.6,,62.1,0,0,14,0.0,109.1,0.0,0,2,0,1,0,0,0.0,112,10.2,0,100.0,4,4,-2.3,1.23,0,0,0.0,100.0,4,0,0.0,4,10.8,0,1,,,,,63.3,65.0,67.4,64.7,,,0,0,4,,94.8,0.0,0,0,0,0,0,0,0.0,27,6.8,0.82
Jeff Sims,122496,QB,GA TECH,1,13.33,0,37,176,68.0,25,26,11.4,2.76,0,2,7.4,65.4,17,11,0.0,30,81.1,0,11,,,,,71.2,70.1,76.2,68.4,,63.8,1,2,31,18.2,89.7,6.7,2,2,0,0,2,1,3.2,247,9.5,70.6,17,18,7.4,2.3,0,1,5.3,66.7,12,4,0.0,19,51.4,0,5,,,,,70.8,65.1,75.4,59.6,,66.6,1,0,20,0.0,98.8,0.0,0,1,0,0,0,0,0.0,178,9.9,80.0,15,15,9.2,2.9,0,1,6.7,80.0,12,8,0.0,18,48.6,0,9,,,,,66.8,74.0,72.0,76.3,,57.0,0,2,18,25.0,116.9,11.1,2,1,0,0,2,1,5.6,181,12.1,0,100.0,7,7,-2.9,1.87,0,0,0.0,100.0,7,1,0.0,7,18.9,0,3,,,,,64.6,66.8,69.1,66.5,,,0,0,7,0.0,118.8,0.0,0,0,0,0,0,0,0.0,112,16.0,2.18
