player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Ben Bryant,77655,QB,NWESTERN,1,-32.02,0,57,256,69.8,43,47,12.3,2.95,0,2,4.1,63.8,30,19,0.0,54,94.7,0,17,,70.1,69.6,77.7,72.1,59.5,53.6,1,0,57,10.5,118.7,3.7,2,5,1,2,4,2,3.5,395,8.4,80.0,35,38,9.1,2.84,0,2,5.0,73.7,28,15,0.0,45,78.9,0,16,,69.5,79.8,77.2,83.7,,53.6,1,0,48,13.3,128.5,4.4,2,5,1,1,3,1,2.1,353,9.3,45.5,11,12,18.4,3.28,0,0,0.0,41.7,5,4,0.0,12,21.1,0,2,,65.8,41.3,71.3,41.3,59.5,,0,0,12,0.0,79.2,0.0,0,0,0,1,1,1,8.3,42,3.5,0,100.0,3,3,-3.7,2.53,0,0,0.0,100.0,3,0,0.0,3,5.3,0,1,,62.7,64.0,67.3,63.8,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,-5.79
Jacob Zeno,98014,QB,UAB,1,17.46,0,55,321,75.0,36,41,5.1,2.79,1,1,2.4,61.0,25,13,7.4,46,83.6,2,13,,70.7,56.7,76.9,55.6,,59.8,1,1,47,7.7,80.2,2.2,1,4,0,3,2,0,0.0,209,5.1,77.4,31,37,4.0,2.47,1,1,2.6,59.5,22,11,8.3,40,72.7,2,10,,70.4,64.6,76.6,61.5,,65.9,1,1,41,9.1,68.2,2.5,1,2,0,4,1,0,0.0,167,4.5,76.9,13,13,2.8,2.83,0,0,0.0,76.9,10,4,0.0,15,27.3,0,5,,66.4,42.4,71.4,46.6,,51.9,0,0,15,0.0,119.4,0.0,0,2,0,0,1,0,0.0,86,6.6,0,87.5,8,9,-3.0,1.41,0,0,0.0,77.8,7,2,0.0,9,16.4,0,2,,65.1,60.2,69.8,60.0,,,0,0,9,0.0,87.0,0.0,0,0,0,1,0,0,0.0,44,4.9,2.11
Kedon Slovis,100580,QB,BYU,1,3.64,0,54,128,65.1,43,44,11.4,2.96,0,3,6.5,54.5,24,15,14.3,47,87.0,4,16,,70.4,65.2,76.8,66.8,,53.1,0,2,49,13.3,66.8,4.3,2,1,0,1,1,2,4.1,323,7.3,70.3,37,38,10.8,2.99,0,3,7.7,57.9,22,15,15.4,41,75.9,4,16,,70.0,83.8,76.4,86.4,,53.1,1,2,42,13.3,70.5,4.9,2,1,0,0,1,0,0.0,304,8.0,66.7,12,13,5.9,2.48,0,0,0.0,61.5,8,1,0.0,13,24.1,0,2,,66.2,27.1,71.2,27.3,,,0,0,14,0.0,96.0,0.0,0,0,0,1,1,2,14.3,53,4.1,0,100.0,6,7,-3.2,2.29,0,0,0.0,85.7,6,1,0.0,7,13.0,0,2,,64.6,64.1,69.1,63.9,,,1,0,7,0.0,126.5,0.0,0,0,0,0,1,0,0.0,34,4.9,-3.92
Will Rogers,124184,QB,MISS STATE,1,5.13,0,54,227,73.2,41,45,11.8,2.66,4,5,10.9,62.2,28,15,6.7,51,94.4,2,18,,37.6,90.9,76.7,91.9,,43.9,0,1,52,26.7,96.4,7.8,4,2,0,0,1,2,3.8,479,10.6,72.2,36,39,9.8,2.6,3,2,5.0,61.5,24,12,7.7,43,79.6,2,13,,33.7,83.0,76.2,87.8,,43.9,0,1,44,16.7,74.9,4.7,2,2,0,0,0,2,4.5,302,7.7,87.5,8,9,15.4,2.65,1,3,33.3,66.7,6,3,14.3,11,20.4,1,5,,65.4,93.2,70.4,92.9,,,0,0,11,66.7,146.8,18.2,2,0,0,0,1,0,0.0,185,20.6,0,100.0,3,3,-2.0,1.73,0,0,0.0,66.7,2,0,33.3,3,5.6,1,0,,62.7,64.0,66.6,63.8,,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,8,2.7,12.82
Seth Henigan,144267,QB,MEMPHIS,1,-3.29,0,53,218,72.2,36,39,9.6,2.7,0,3,7.3,59.0,23,14,11.5,46,86.8,3,14,,24.1,59.3,77.0,60.6,54.3,56.7,0,2,50,21.4,82.0,6.5,3,4,0,3,3,5,10.0,248,6.4,77.1,35,38,8.4,2.6,0,3,7.5,65.8,25,12,7.4,45,84.9,2,14,,23.7,62.7,76.9,63.4,54.3,58.9,0,2,48,25.0,82.6,6.7,3,4,0,3,2,5,10.4,274,7.2,75.0,8,8,4.5,2.33,0,0,0.0,62.5,5,2,16.7,8,15.1,1,2,,65.1,52.6,69.8,56.0,,57.0,0,0,9,0.0,115.6,0.0,0,0,0,0,1,0,0.0,42,5.3,0,100.0,7,7,-2.4,1.67,0,0,0.0,100.0,7,0,0.0,7,13.2,0,2,,64.6,66.9,69.1,66.6,,,0,0,7,,107.1,0.0,0,0,0,0,0,0,0.0,68,9.7,-1.96
McCae Hillstead,174761,QB,UTAH ST,1,-4.29,0,52,329,53.8,39,41,14.9,2.8,0,5,11.6,48.8,20,24,4.8,46,88.5,1,16,,69.9,69.4,77.3,67.8,60.0,62.9,1,2,48,20.8,95.7,10.9,5,0,0,1,4,3,6.3,401,9.8,60.6,33,35,11.7,2.56,0,3,8.1,54.3,19,17,5.0,39,75.0,1,12,,69.5,77.1,76.8,75.4,,62.9,1,2,41,23.5,68.5,10.3,4,0,0,1,2,1,2.4,218,6.2,50.0,12,12,14.7,2.83,0,2,16.7,50.0,6,7,0.0,13,25.0,0,4,,66.0,46.9,71.2,47.1,60.0,,0,1,13,14.3,100.7,7.7,1,0,0,0,2,2,15.4,181,15.1,0,83.3,6,6,-2.8,1.3,0,0,0.0,83.3,5,0,0.0,6,11.5,0,0,,64.2,60.0,68.6,59.8,,,0,1,6,,39.6,0.0,0,0,0,0,0,0,0.0,-2,-0.3,8.85
Emory Jones,82111,QB,CINCINNATI,1,-35.61,0,51,138,63.6,33,37,11.5,2.83,0,0,0.0,51.4,19,20,9.5,47,92.2,2,12,,71.4,56.1,77.3,54.9,60.0,59.6,1,2,49,10.0,46.5,4.3,2,8,0,3,0,2,4.1,214,5.8,73.3,30,33,8.9,2.62,0,0,0.0,60.6,20,15,9.1,39,76.5,2,11,,71.1,59.2,76.8,58.4,60.0,59.9,1,2,40,6.7,52.8,2.6,1,5,0,2,0,2,5.0,202,6.1,42.9,7,8,14.9,3.09,0,0,0.0,25.0,2,6,33.3,12,23.5,1,2,,66.0,52.9,71.0,51.9,,59.4,0,0,13,16.7,44.3,8.3,1,3,0,1,0,0,0.0,33,4.1,0,100.0,4,4,-2.3,1.53,0,0,0.0,75.0,3,1,25.0,4,7.8,1,1,,63.3,65.0,67.4,64.7,,,0,0,4,0.0,86.5,0.0,0,0,0,0,0,0,0.0,21,5.3,-1.99
Daniel Richardson,97103,QB,FAU,1,1.58,0,51,165,63.6,44,45,9.8,2.46,0,3,6.5,55.6,25,10,10.7,47,92.2,3,12,,70.0,64.7,77.0,62.0,60.0,68.1,0,1,49,10.0,77.3,2.1,1,1,0,1,2,1,2.0,252,5.6,68.6,35,37,7.5,2.32,1,1,2.6,56.8,21,8,12.5,38,74.5,3,9,,69.5,60.8,76.4,58.8,,63.1,0,1,40,12.5,77.4,2.6,1,0,0,1,2,1,2.5,189,5.1,58.3,12,12,13.3,2.65,0,2,16.7,58.3,7,3,0.0,13,25.5,0,3,,66.0,70.9,71.2,68.3,60.0,63.2,0,0,13,0.0,74.0,0.0,0,1,0,0,0,0,0.0,67,5.6,0,100.0,3,4,-3.3,1.73,1,0,0.0,75.0,3,1,0.0,4,7.8,0,0,,63.3,61.5,67.4,61.4,,,0,0,4,0.0,77.1,0.0,0,0,0,0,0,0,0.0,4,1.0,0.47
Nicholas Vattiato,145302,QB,MIDDLE TN,1,-13.26,0,51,224,74.1,27,28,10.5,2.78,1,1,3.4,64.3,18,11,10.0,38,74.5,2,14,,71.1,66.9,77.7,61.0,,68.3,0,0,40,27.3,116.5,7.9,3,7,0,0,2,1,2.5,249,8.9,84.4,32,33,5.2,2.22,1,1,2.9,75.8,25,10,7.4,42,82.4,2,14,,71.2,65.1,77.9,60.4,,66.7,0,0,44,30.0,108.4,7.1,3,6,0,0,1,1,2.3,262,7.9,75.0,8,8,10.4,2.98,0,0,0.0,62.5,5,1,16.7,9,17.6,1,2,,65.1,74.2,69.8,70.5,,63.7,0,0,9,0.0,107.3,0.0,0,1,0,0,1,0,0.0,26,3.3,0,100.0,13,13,-2.8,1.11,0,0,0.0,92.3,12,0,7.7,13,25.5,1,2,,66.0,68.8,71.0,68.4,,,0,0,13,,79.2,0.0,0,0,0,0,0,0,0.0,39,3.0,-4.69
Davis Brin,77642,QB,GA SOUTHRN,1,13.95,0,50,174,86.1,36,40,10.3,2.67,0,2,5.0,70.0,28,9,9.7,43,86.0,3,15,,69.2,77.8,76.5,79.9,,52.6,2,0,43,11.1,125.5,2.3,1,2,1,1,4,0,0.0,305,7.6,85.0,20,23,7.4,2.45,0,0,0.0,65.2,15,6,11.8,26,52.0,2,6,,67.8,63.7,75.3,66.6,,52.6,2,0,26,16.7,81.6,3.8,1,2,1,0,0,0,0.0,139,6.0,91.3,23,24,9.0,2.6,0,2,8.3,79.2,19,3,9.5,24,48.0,2,10,,67.6,86.1,73.1,86.1,57.9,,0,0,24,0.0,141.8,0.0,0,0,0,1,4,0,0.0,205,8.5,0,100.0,7,7,-2.3,1.61,0,0,0.0,85.7,6,0,14.3,7,14.0,1,1,,64.6,65.4,69.5,66.5,57.9,,0,0,7,,89.9,0.0,0,0,0,0,0,0,0.0,39,5.6,2.5
