player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Josh Hoover,127148,QB,TCU,1,-20.03,0,56,305,74.4,39,42,10.1,2.18,0,1,2.3,61.9,26,13,10.3,43,76.8,3,19,,69.4,76.5,76.4,74.3,,64.3,2,0,45,0.0,121.0,0.0,0,1,1,0,4,0,0.0,359,8.5,85.3,34,37,6.8,1.97,0,1,2.6,73.0,27,12,6.9,39,69.6,2,18,,69.0,82.4,76.1,80.2,,64.3,2,0,40,0.0,135.9,0.0,0,1,1,0,4,0,0.0,328,8.9,68.8,16,17,7.6,2.22,0,0,0.0,52.9,9,1,18.2,17,30.4,2,4,,66.8,57.0,72.0,56.9,,,0,0,18,0.0,65.6,0.0,0,0,0,1,0,0,0.0,79,4.6,0,100.0,11,12,-3.8,1.61,0,0,0.0,83.3,10,0,9.1,13,23.2,1,3,,66.0,65.1,71.0,64.8,,,0,0,13,,83.3,0.0,0,0,0,1,0,0,0.0,48,4.0,-4.21
Joey Aguilar,174978,QB,APP STATE,1,9.4,0,54,108,70.0,40,42,12.8,2.8,0,5,11.4,64.3,27,18,3.6,49,90.7,1,21,,70.8,59.6,77.5,60.4,,56.3,0,2,51,5.6,90.5,2.0,1,6,0,2,2,5,9.8,391,9.3,70.4,27,28,11.0,2.49,0,3,10.7,64.3,18,10,5.3,30,55.6,1,11,,69.8,49.5,76.3,47.9,,59.0,0,2,30,0.0,57.6,0.0,0,2,0,1,0,4,13.3,213,7.6,77.8,18,19,11.3,2.88,0,2,9.5,73.7,14,8,0.0,24,44.4,0,11,,67.7,73.4,73.3,76.6,,55.9,0,0,26,12.5,143.1,4.2,1,4,0,1,2,1,3.8,203,10.7,0,100.0,5,5,-2.6,1.38,0,0,0.0,100.0,5,0,0.0,5,9.3,0,1,,63.8,65.6,68.1,65.4,,,0,0,5,,87.5,0.0,0,0,0,0,0,0,0.0,25,5.0,3.07
Brayden Schager,146078,QB,HAWAII,1,0.0,0,53,180,61.5,39,40,12.0,3.08,0,1,2.3,47.5,19,17,20.8,51,96.2,5,10,,40.4,56.4,76.8,60.4,,50.6,1,1,55,11.8,63.1,3.9,2,9,0,0,1,4,7.3,226,5.7,64.9,37,38,11.6,2.99,0,1,2.4,50.0,19,17,20.8,47,88.7,5,10,,38.6,61.0,76.6,63.8,,53.4,1,1,51,11.8,66.3,4.3,2,7,0,0,1,3,5.9,226,5.9,50.0,4,4,9.5,3.25,0,0,0.0,50.0,2,0,0.0,6,11.3,0,2,,64.2,37.8,68.6,42.3,,53.1,0,0,6,,70.8,0.0,0,2,0,0,0,1,16.7,26,6.5,0,100.0,2,2,-0.5,1.65,0,0,0.0,100.0,2,0,0.0,2,3.8,0,2,,61.8,57.4,65.5,57.4,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,26,13.0,0.55
Skyler Locklear,164027,QB,UTEP,1,-3.97,0,53,330,58.6,29,34,9.7,3.24,2,1,2.8,50.0,17,17,0.0,43,81.1,0,10,,70.6,38.6,76.6,39.0,,52.0,2,2,45,11.8,52.3,4.7,2,7,0,1,1,3,6.7,190,5.6,68.8,32,36,6.1,3.04,2,1,2.6,61.1,22,16,0.0,46,86.8,0,10,,70.7,45.3,76.8,47.1,,52.0,1,1,48,18.8,74.9,6.5,3,7,0,1,1,2,4.2,209,5.8,66.7,6,7,12.3,2.53,0,0,0.0,57.1,4,2,0.0,7,13.2,0,2,,64.6,41.2,69.1,41.4,,,1,1,7,0.0,31.0,0.0,0,0,0,0,0,1,14.3,35,5.0,0,100.0,9,9,-1.6,1.82,0,0,0.0,100.0,9,1,0.0,10,18.9,0,2,,65.4,65.9,70.1,65.6,,,0,0,10,100.0,91.7,10.0,1,0,0,0,0,0,0.0,54,6.0,-0.81
Shedeur Sanders,131396,QB,COLORADO,1,-16.92,0,51,143,75.0,40,41,10.3,2.6,0,2,4.4,70.7,29,13,3.3,43,84.3,1,17,,69.5,90.8,76.7,90.4,,,1,0,47,15.4,123.1,4.7,2,0,0,0,4,0,0.0,291,7.1,79.5,39,39,8.0,2.47,0,2,4.5,76.9,30,9,3.2,40,78.4,1,15,,69.4,91.4,76.6,91.1,,,0,0,45,11.1,130.7,2.5,1,0,0,0,4,0,0.0,284,7.3,66.7,9,10,7.8,2.64,0,0,0.0,60.0,6,5,0.0,11,21.6,0,2,,65.6,58.6,70.4,58.4,,,1,0,11,20.0,64.6,9.1,1,0,0,0,0,0,0.0,26,2.6,0,87.5,8,8,-3.5,1.99,0,0,0.0,87.5,7,1,0.0,8,15.7,0,0,,65.1,62.6,69.8,62.3,,,0,0,9,0.0,79.2,0.0,0,0,0,0,0,0,0.0,19,2.4,-4.68
Ben Finley,122864,QB,AKRON,1,-1.23,0,50,102,68.4,38,39,11.5,2.96,0,2,4.9,61.5,24,18,7.7,46,92.0,2,15,,33.8,56.4,77.0,57.4,,55.7,0,1,49,27.8,113.1,10.9,5,2,0,1,4,2,4.1,339,8.7,71.4,28,29,9.8,2.97,0,1,3.3,65.5,19,16,5.0,36,72.0,1,10,,29.1,51.1,76.4,51.5,,55.7,0,1,38,31.3,112.6,13.9,5,2,0,1,3,2,5.3,249,8.6,71.4,14,14,11.1,2.6,0,1,6.7,64.3,9,2,10.0,14,28.0,1,5,,66.4,71.4,71.4,70.9,,,0,0,15,0.0,111.9,0.0,0,0,0,0,1,0,0.0,109,7.8,0,100.0,4,4,-2.0,1.8,0,0,0.0,100.0,4,0,0.0,4,8.0,0,0,,63.3,65.0,67.4,64.7,,,0,0,4,,86.5,0.0,0,0,0,0,0,0,0.0,19,4.8,-0.8
Blake Shapen,122282,QB,MISS STATE,1,-26.67,0,48,227,77.1,35,38,10.5,2.41,0,0,0.0,68.4,26,18,3.7,46,95.8,1,16,,69.4,68.5,77.0,69.1,,56.9,0,1,47,27.8,98.1,10.9,5,3,1,2,2,1,2.1,296,7.8,85.7,28,30,6.3,2.23,0,0,0.0,76.7,23,9,4.2,34,70.8,1,14,,68.7,67.1,76.3,68.0,,56.9,0,1,36,11.1,105.8,2.9,1,3,1,1,2,1,2.8,227,7.6,55.6,9,10,20.8,2.81,0,0,0.0,50.0,5,9,0.0,14,29.2,0,3,,66.0,68.1,71.2,67.7,,,0,0,14,44.4,82.1,28.6,4,0,0,1,0,0,0.0,92,9.2,0,100.0,2,2,-2.5,2.25,0,0,0.0,100.0,2,0,0.0,2,4.2,0,1,,62.7,64.1,66.6,63.9,,,0,0,3,,114.6,0.0,0,0,0,0,0,0,0.0,23,11.5,1.63
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,-7.14,0,48,144,67.6,34,35,9.3,3.36,0,1,2.7,57.1,20,20,13.0,44,91.7,3,7,,69.4,55.4,77.2,61.9,,44.8,0,2,46,10.0,46.3,4.5,2,7,0,1,0,2,4.3,171,4.9,67.6,34,35,8.3,3.07,0,1,2.7,57.1,20,17,13.0,41,85.4,3,8,,69.2,62.9,77.0,66.9,,48.9,0,1,43,11.8,59.9,4.9,2,4,0,1,0,1,2.3,186,5.3,50.0,4,4,5.3,4.11,0,0,0.0,50.0,2,3,0.0,7,14.6,0,1,,64.6,31.7,69.1,37.2,,50.2,0,1,7,0.0,28.1,0.0,0,3,0,0,0,1,14.3,23,5.8,0,50.0,4,4,-3.0,1.7,0,0,0.0,50.0,2,0,0.0,4,8.3,0,2,,63.3,57.6,67.4,57.5,,,0,0,4,,83.3,0.0,0,0,0,0,0,0,0.0,38,9.5,0.44
Jordan McCloud,101058,QB,TEXAS ST,1,-25.0,0,48,314,74.2,31,35,12.1,2.78,1,1,2.9,62.9,22,12,4.3,39,81.3,1,15,,37.8,63.2,24.6,67.1,,55.7,2,1,39,8.3,109.6,2.6,1,3,0,1,4,1,2.6,243,6.9,84.6,26,28,8.3,2.64,1,1,3.6,75.0,21,9,4.5,31,64.6,1,12,,32.9,68.4,21.0,74.5,,55.7,1,1,31,0.0,117.6,0.0,0,3,0,0,3,1,3.2,216,7.7,64.3,14,16,10.1,2.46,0,0,0.0,50.0,8,4,11.1,17,35.4,1,4,,66.7,52.6,71.8,52.5,,,1,0,17,25.0,78.1,5.9,1,0,0,1,1,0,0.0,52,3.3,0,88.9,9,9,-1.9,1.7,0,0,0.0,77.8,7,1,12.5,9,18.8,1,1,,65.1,62.6,69.8,62.3,,,0,0,9,0.0,79.2,0.0,0,0,0,0,0,0,0.0,25,2.8,-4.46
Devon Dampier,171556,QB,NEW MEXICO,1,11.42,0,47,241,62.2,37,42,11.4,2.97,1,2,4.2,45.2,19,12,17.4,44,93.6,4,12,,41.5,70.6,77.6,70.6,,60.4,0,2,50,0.0,55.5,0.0,0,2,0,4,1,1,2.0,278,6.6,64.0,25,29,9.0,2.92,1,1,3.0,44.8,13,6,18.8,31,66.0,3,7,,33.6,67.0,76.8,66.9,,60.4,0,2,35,0.0,37.1,0.0,0,2,0,3,1,1,2.9,104,3.6,66.7,15,16,12.9,2.79,0,1,5.3,56.3,9,6,10.0,16,34.0,1,5,,67.0,72.8,72.2,72.3,,,0,0,19,0.0,97.7,0.0,0,0,0,1,0,0,0.0,187,11.7,0,100.0,3,3,-2.0,1.5,0,0,0.0,100.0,3,0,0.0,3,6.4,0,0,,63.3,65.0,67.4,64.8,,,0,0,4,,84.7,0.0,0,0,0,0,0,0,0.0,13,4.3,8.1
