player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Davis Brin,77642,QB,GA SOUTHRN,1,-3.46,0,60,174,60.4,48,48,10.9,2.58,0,1,1.9,56.3,27,12,6.9,52,86.7,2,17,,70.4,69.4,28.0,67.5,,70.9,0,0,56,16.7,96.6,3.8,2,2,0,0,3,4,7.1,309,6.4,68.8,32,33,9.4,2.33,1,1,2.8,60.6,20,7,9.1,38,63.3,2,13,,69.5,66.8,21.9,64.5,,70.9,0,0,41,28.6,100.6,5.3,2,2,0,0,2,4,9.8,220,6.7,57.1,21,21,10.0,2.43,0,0,0.0,57.1,12,5,0.0,22,36.7,0,6,,67.6,68.4,73.0,67.9,,,0,0,24,0.0,87.8,0.0,0,0,0,0,1,0,0.0,112,5.3,0,100.0,5,6,-2.2,0.99,1,0,0.0,83.3,5,0,0.0,8,13.3,0,2,,65.1,60.6,69.8,60.3,,,0,0,9,,82.6,0.0,0,0,0,0,0,0,0.0,23,3.8,-1.34
Carter Bradley,77685,QB,S ALABAMA,1,-11.74,0,58,288,60.5,38,44,11.1,2.61,3,2,4.2,50.0,22,22,4.3,51,87.9,1,13,,70.0,65.9,76.9,63.4,,66.6,1,2,55,18.2,65.3,7.8,4,3,0,2,2,1,1.8,268,6.1,63.9,36,38,10.7,2.56,1,2,4.9,57.9,22,17,4.3,43,74.1,1,11,,69.4,69.2,76.4,65.5,,70.7,0,2,46,17.6,65.2,7.0,3,2,0,1,1,1,2.2,256,6.7,77.8,9,13,2.1,2.35,2,0,0.0,46.2,6,7,14.3,15,25.9,1,3,,22.2,51.3,71.6,53.3,,57.3,1,0,16,14.3,80.0,6.7,1,1,0,1,1,1,6.3,43,3.3,0,100.0,7,7,-2.4,1.73,0,0,0.0,85.7,6,2,14.3,7,12.1,1,1,,15.0,57.0,69.1,56.8,,,0,0,7,0.0,85.1,0.0,0,0,0,0,0,1,14.3,31,4.4,-3.43
Austin Reed,111760,QB,W KENTUCKY,1,2.86,0,54,346,64.9,37,42,12.1,2.66,2,3,6.7,52.4,22,20,8.3,44,81.5,2,16,,71.4,72.4,77.3,70.0,,66.4,2,1,47,0.0,77.1,0.0,0,2,0,1,2,4,8.5,256,6.1,66.7,39,42,8.8,2.52,1,3,6.7,57.1,24,16,7.7,44,81.5,2,14,,71.4,73.5,77.3,71.2,,66.4,2,1,47,0.0,77.2,0.0,0,2,0,0,2,4,8.5,217,5.2,75.0,8,10,9.5,2.03,1,0,0.0,60.0,6,4,0.0,10,18.5,0,4,,65.4,59.7,70.1,59.5,,,0,0,10,0.0,85.4,0.0,0,0,0,1,0,0,0.0,80,8.0,0,80.0,10,10,-2.7,1.39,0,0,0.0,80.0,8,0,0.0,10,18.5,0,2,,65.4,63.2,70.1,63.0,,,0,0,10,,83.8,0.0,0,0,0,0,0,0,0.0,41,4.1,2.83
Alex Flinn,123797,QB,E CAROLINA,1,4.05,0,53,156,66.7,36,39,9.8,3.03,0,2,4.7,46.2,18,24,25.0,46,86.8,6,14,,71.5,62.5,28.4,64.8,,57.5,0,0,51,12.5,65.3,6.5,3,4,1,2,0,2,3.9,232,5.9,65.7,35,37,8.9,2.92,0,1,2.5,45.9,17,21,26.1,43,81.1,6,13,,71.4,59.1,26.9,60.0,,59.4,0,0,47,14.3,62.7,7.0,3,3,1,1,0,2,4.3,198,5.4,66.7,6,8,5.2,3.4,0,1,11.1,50.0,4,6,0.0,10,18.9,0,2,,65.6,59.8,70.4,67.6,,51.8,0,1,11,0.0,29.2,0.0,0,2,0,2,0,1,9.1,48,6.0,0,60.0,5,6,-1.8,2.9,0,0,0.0,50.0,3,3,0.0,7,13.2,0,1,,64.6,42.1,69.1,46.6,,56.7,0,1,7,0.0,16.7,0.0,0,1,0,1,0,1,14.3,14,2.3,0.65
Shedeur Sanders,131396,QB,COLORADO,1,0.0,0,53,143,72.4,29,33,10.1,2.79,1,4,10.8,57.6,19,15,9.5,40,75.5,2,13,,71.6,91.1,77.7,91.2,,67.9,1,1,44,20.0,107.1,7.5,3,4,0,2,3,0,0.0,312,9.5,80.0,20,24,7.6,2.94,1,3,10.7,66.7,16,12,0.0,30,56.6,0,11,,71.3,86.1,77.2,87.0,,66.0,1,1,34,25.0,114.2,10.0,3,3,0,2,3,0,0.0,198,8.3,80.0,20,21,5.7,2.24,1,1,4.8,66.7,14,5,12.5,23,43.4,2,4,,67.5,85.0,72.8,85.4,,61.0,0,0,23,0.0,107.8,0.0,0,2,0,0,1,0,0.0,173,8.2,0,100.0,11,12,-2.5,2.17,1,0,0.0,91.7,11,2,0.0,13,24.5,0,2,,66.0,63.1,71.0,66.3,,57.3,0,0,13,0.0,114.9,0.0,0,1,0,0,1,0,0.0,59,4.9,-0.01
E.J. Warner,156185,QB,TEMPLE,1,2.38,0,51,306,68.8,32,37,9.2,2.31,1,1,2.6,43.2,16,14,27.3,39,76.5,6,12,,70.0,68.0,76.4,67.6,,60.5,1,1,41,7.1,56.9,2.6,1,1,0,3,1,1,2.4,187,5.1,78.4,37,42,4.6,2.08,2,0,0.0,54.8,23,11,20.7,43,84.3,6,11,,70.2,61.1,76.7,60.4,,60.5,1,1,45,0.0,70.2,0.0,0,1,0,2,2,1,2.2,167,4.0,66.7,6,7,17.2,2.25,0,1,14.3,57.1,4,3,0.0,8,15.7,0,4,,64.9,83.1,69.5,82.4,,,0,0,8,33.3,101.8,12.5,1,0,0,1,0,0,0.0,102,14.6,0,100.0,11,12,-1.9,1.43,1,0,0.0,91.7,11,0,0.0,12,23.5,0,3,,65.8,62.4,70.7,62.1,,,0,0,12,,122.9,0.0,0,0,0,0,1,0,0.0,82,6.8,10.59
Billy Wiles,144144,QB,SO MISS,1,30.29,0,49,296,51.4,37,39,13.2,2.97,0,0,0.0,46.2,18,23,5.3,46,93.9,1,12,,40.2,59.7,77.9,57.7,,62.0,1,1,50,8.7,75.4,4.3,2,5,0,1,2,1,2.0,266,6.8,44.0,25,26,10.3,2.91,0,0,0.0,38.5,10,14,9.1,30,61.2,1,3,,31.2,49.3,77.1,45.8,,61.0,1,1,34,7.1,30.6,3.3,1,3,0,0,0,1,2.9,75,2.9,73.3,15,16,14.6,2.87,0,0,0.0,68.8,11,9,0.0,19,38.8,0,9,,67.0,78.0,72.2,77.5,,62.0,0,0,19,11.1,151.0,5.3,1,2,0,1,2,0,0.0,200,12.5,0,100.0,3,3,-4.0,1.73,0,0,0.0,100.0,3,0,0.0,3,6.1,0,0,,62.7,64.1,66.6,63.9,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,9,3.0,9.62
Nicholas Vattiato,145302,QB,MIDDLE TN,1,-27.36,0,48,224,65.6,32,32,10.1,2.81,0,3,8.1,53.1,17,9,19.0,35,72.9,4,9,,70.8,78.7,76.7,77.0,,65.6,0,2,41,22.2,48.7,5.7,2,1,0,0,0,3,7.3,218,6.8,78.4,37,37,6.7,2.54,0,3,7.1,64.9,24,9,17.2,39,81.3,5,10,,70.9,83.9,76.9,82.5,,65.6,0,2,45,11.1,60.9,2.6,1,1,0,0,0,3,6.7,242,6.5,50.0,8,8,5.0,1.76,0,0,0.0,37.5,3,1,25.0,9,18.8,1,1,,65.4,48.6,70.1,48.6,,,0,0,10,100.0,45.8,11.1,1,0,0,0,0,0,0.0,10,1.3,0,92.3,13,13,-2.6,1.28,0,0,0.0,76.9,10,1,16.7,13,27.1,2,2,,66.2,64.9,71.2,64.5,,,0,0,14,0.0,78.7,0.0,0,0,0,0,0,0,0.0,34,2.6,-5.29
Chandler Morris,122938,QB,TCU,1,32.69,0,48,305,54.3,35,38,11.4,3.14,1,0,0.0,50.0,19,15,0.0,43,89.6,0,10,,70.9,64.1,77.2,51.8,,85.8,0,0,43,20.0,90.7,7.0,3,2,0,2,2,4,9.3,268,7.1,45.8,24,26,11.6,3.08,1,0,0.0,42.3,11,13,0.0,30,62.5,0,6,,70.2,55.2,76.5,40.5,,84.0,0,0,30,23.1,90.9,10.0,3,1,0,1,2,4,13.3,174,6.7,80.0,15,16,7.7,2.91,0,0,0.0,75.0,12,4,0.0,18,37.5,0,5,,66.8,78.1,72.0,74.7,,64.3,0,0,18,25.0,96.9,5.6,1,1,0,1,0,0,0.0,124,7.8,0,100.0,4,4,-1.5,1.92,0,0,0.0,100.0,4,2,0.0,5,10.4,0,1,,63.8,62.6,68.1,62.4,,,0,0,5,50.0,97.9,20.0,1,0,0,0,0,0,0.0,30,7.5,1.06
Noah Fifita,158722,QB,ARIZONA,1,-5.33,0,47,109,70.6,34,35,9.0,2.9,1,0,0.0,62.9,22,10,8.3,41,87.2,2,12,,69.3,64.0,76.8,66.6,,52.7,0,1,44,10.0,92.2,2.4,1,5,0,0,3,3,6.8,177,5.1,78.6,28,29,7.5,2.74,1,0,0.0,69.0,20,8,9.1,36,76.6,2,10,,68.9,67.4,76.5,71.0,,52.7,0,0,38,12.5,103.8,2.8,1,5,0,0,2,1,2.6,148,5.1,63.6,11,11,7.7,2.38,0,0,0.0,63.6,7,2,0.0,11,23.4,0,4,,65.8,55.6,70.7,55.5,,,0,1,12,0.0,79.4,0.0,0,0,0,0,1,2,16.7,84,7.6,0,100.0,5,5,-1.8,1.0,0,0,0.0,100.0,5,0,0.0,6,12.8,0,2,,64.2,63.5,68.6,63.2,,,0,0,6,,112.5,0.0,0,0,0,0,0,0,0.0,55,11.0,2.54
