player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Zach Gibson,100201,QB,FAU,1,7.84,0,20,165,70.6,17,18,6.8,3.24,0,0,0.0,61.1,11,3,8.3,18,90.0,1,5,,,,,24.7,42.7,73.6,,52.7,,,47.6,,,0,1,20,0.0,54.6,0.0,0,0,0,1,0,1,5.0,107,5.9,68.8,16,17,7.0,3.34,0,0,0.0,58.8,10,3,9.1,17,85.0,1,5,,,,,23.8,43.5,73.4,,54.1,,,47.6,,,0,1,18,0.0,52.1,0.0,0,0,0,1,0,1,5.6,104,6.1,66.7,3,3,1.0,2.8,0,0,0.0,66.7,2,0,0.0,3,15.0,0,0,,,,,63.3,50.0,67.4,,50.0,,,,,,0,0,4,,74.3,0.0,0,0,0,0,0,0,0.0,12,4.0,0,50.0,2,2,-0.5,3.4,0,0,0.0,50.0,1,0,0.0,2,10.0,0,0,,,,,61.8,54.4,65.5,,54.6,,,,,,0,0,2,,62.5,0.0,0,0,0,0,0,0,0.0,9,4.5,-2.12
KJ Jackson,184386,QB,ARKANSAS,1,-51.92,0,20,111,68.8,16,16,7.9,2.82,0,2,12.5,62.5,10,10,9.1,18,90.0,1,6,,,,,68.3,74.3,73.5,,72.7,,,64.0,,,0,0,18,10.0,106.8,5.6,1,1,0,0,1,2,11.1,122,7.6,84.6,13,13,5.4,2.61,0,2,15.4,76.9,10,7,9.1,15,75.0,1,5,,,,,68.1,90.1,73.1,,90.3,,,64.0,,,0,0,15,14.3,123.9,6.7,1,1,0,0,1,0,0.0,100,7.7,25.0,4,4,13.8,2.64,0,0,0.0,25.0,1,3,0.0,5,25.0,0,1,,,,,12.5,24.7,68.1,,25.0,,,,,,0,0,5,0.0,54.2,0.0,0,0,0,0,0,2,40.0,26,6.5,0,100.0,1,1,-2.0,0.85,0,0,0.0,100.0,1,0,0.0,2,10.0,0,0,,,,,9.6,28.9,65.5,,29.4,,,,,,0,0,2,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,-1.19
Avery Johnson,173108,QB,KANSAS ST,1,-44.23,0,20,199,71.4,14,15,8.4,2.82,0,0,0.0,60.0,9,3,10.0,18,90.0,1,8,,,,,69.6,75.9,77.0,,75.3,,,65.0,,,0,0,18,0.0,82.1,0.0,0,3,0,1,0,0,0.0,108,7.2,91.7,12,13,4.8,2.63,0,0,0.0,69.2,9,3,18.2,15,75.0,2,6,,,,,69.4,78.9,76.8,,82.2,,,62.3,,,0,0,15,0.0,89.9,0.0,0,2,0,1,0,0,0.0,94,7.2,25.0,4,4,14.5,2.74,0,0,0.0,25.0,1,0,0.0,5,25.0,0,2,,,,,63.8,60.6,68.1,,55.0,,,63.7,,,0,0,5,,49.0,0.0,0,1,0,0,0,0,0.0,21,5.3,0,100.0,2,2,-0.5,1.2,0,0,0.0,50.0,1,0,50.0,2,10.0,1,0,,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,58.3,0.0,0,0,0,0,0,0,0.0,7,3.5,-1.98
Taylen Green,145996,QB,ARKANSAS,1,-54.55,0,20,111,53.8,13,13,8.0,3.68,0,0,0.0,46.2,6,11,14.3,20,100.0,1,4,,,,,68.0,53.8,73.6,,58.0,,,53.0,,,0,0,22,27.3,59.5,15.0,3,4,0,0,0,1,4.5,59,4.5,63.6,11,11,6.5,3.8,0,0,0.0,54.5,6,11,14.3,18,90.0,1,4,,,,,67.7,54.1,73.3,,59.3,,,53.0,,,0,0,19,27.3,69.9,16.7,3,4,0,0,0,1,5.3,59,5.4,0.0,2,2,16.5,2.6,0,0,0.0,0.0,0,0,,2,10.0,0,0,,,,,62.7,56.9,66.6,,56.8,,,,,,0,0,3,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.36
Zion Turner,158636,QB,MARSHALL,1,-11.43,0,20,214,73.7,19,19,9.5,3.02,0,1,5.0,68.4,13,7,7.1,20,100.0,1,8,,,,,67.2,84.9,72.8,,87.4,,,56.2,,,0,0,21,0.0,114.4,0.0,0,1,0,0,1,0,0.0,172,9.1,78.6,14,14,7.3,2.92,0,1,6.7,71.4,10,6,9.1,15,75.0,1,7,,,,,66.5,87.5,72.0,,90.3,,,56.2,,,0,0,16,0.0,124.4,0.0,0,1,0,0,1,0,0.0,131,9.4,60.0,5,5,15.8,3.3,0,0,0.0,60.0,3,1,0.0,5,25.0,0,1,,,,,63.8,65.9,68.1,,65.6,,,,,,0,0,5,0.0,86.3,0.0,0,0,0,0,0,0,0.0,41,8.2,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-1.16
Luke Altmyer,146802,QB,ILLINOIS,1,11.36,0,19,187,71.4,14,15,11.9,3.27,0,0,0.0,66.7,10,8,0.0,19,100.0,0,5,,,,,16.7,51.0,16.2,,61.2,60.0,,47.7,,,0,0,20,12.5,95.4,5.3,1,3,0,1,0,1,5.0,136,9.1,70.0,10,11,7.2,2.59,0,0,0.0,63.6,7,4,0.0,12,63.2,0,3,,,,,24.0,54.0,11.6,,62.9,60.0,,51.3,,,0,0,13,0.0,83.5,0.0,0,1,0,1,0,0,0.0,75,6.8,75.0,4,4,23.8,4.43,0,0,0.0,75.0,3,4,0.0,7,36.8,0,2,,,,,15.7,47.3,69.5,,53.6,,,52.6,,,0,0,8,25.0,116.7,14.3,1,2,0,0,0,1,12.5,61,15.3,0,,0,0,,,0,0,0.0,,0,0,,0,0.0,0,0,,,,,60.3,56.0,63.6,,56.8,,,,,,0,0,1,,0.0,,0,0,0,0,0,0,0.0,0,,8.43
Max Johnson,124099,QB,N CAROLINA,1,50.0,0,19,245,58.3,12,12,6.1,3.27,0,0,0.0,50.0,6,7,14.3,16,84.2,1,5,,,,,21.8,42.3,71.8,,33.9,,,66.6,,,0,0,16,14.3,59.7,6.3,1,3,0,0,0,2,12.5,46,3.8,57.1,14,14,4.2,3.14,0,0,0.0,50.0,7,7,12.5,18,94.7,1,4,,,,,22.9,41.5,72.2,,33.5,,,66.6,,,0,0,18,14.3,56.3,5.6,1,3,0,0,0,2,11.1,39,2.8,100.0,1,1,2.0,2.2,0,0,0.0,100.0,1,0,0.0,1,5.3,0,1,,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,0,66.7,3,3,-4.0,2.17,0,0,0.0,66.7,2,0,0.0,3,15.8,0,0,,,,,62.7,55.9,66.6,,55.9,,,,,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,8,2.7,12.21
Broc Lowry,173383,QB,W MICHIGAN,1,58.33,0,18,347,69.2,13,15,16.0,2.85,0,0,0.0,46.7,7,4,22.2,18,100.0,2,6,,,,,74.6,78.7,76.8,,69.5,,,72.8,,,1,0,18,25.0,68.8,5.6,1,2,1,0,0,0,0.0,100,6.7,0.0,2,3,22.5,2.94,0,0,0.0,0.0,0,2,,5,27.8,0,1,,,,,75.1,71.5,76.0,,39.6,,,72.8,,,0,0,5,0.0,39.6,0.0,0,2,1,0,0,0,0.0,0,0.0,81.8,11,12,14.8,2.82,0,0,0.0,58.3,7,2,22.2,13,72.2,2,5,,,,,66.0,80.6,71.0,,79.9,,,,,,1,0,13,50.0,85.4,7.7,1,0,0,0,0,0,0.0,100,8.3,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,8.33
Tucker Gleason,122475,QB,TOLEDO,1,16.67,0,18,316,66.7,15,16,11.9,2.59,1,1,5.9,50.0,8,4,20.0,17,94.4,2,3,,,,,67.6,77.8,0.0,,77.7,,,69.2,,,0,0,18,0.0,68.0,0.0,0,1,0,0,0,0,0.0,93,5.8,61.5,13,14,12.4,2.67,1,1,6.7,50.0,7,4,12.5,15,83.3,1,3,,,,,67.4,78.4,0.0,,78.4,,,69.2,,,0,0,16,0.0,68.5,0.0,0,1,0,0,0,0,0.0,83,5.9,100.0,3,3,4.0,1.7,0,0,0.0,66.7,2,0,33.3,3,16.7,1,0,,,,,62.7,63.0,66.6,,62.8,,,,,,0,0,3,,78.5,0.0,0,0,0,0,0,0,0.0,15,5.0,0,100.0,1,1,-6.0,1.2,0,0,0.0,100.0,1,0,0.0,1,5.6,0,0,,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,-0.93
Mark Gronowski,138303,QB,IOWA,1,62.5,0,17,192,61.5,13,15,12.2,4.18,0,3,18.8,53.3,8,7,0.0,16,94.1,0,6,,,,,73.7,88.5,76.5,,87.0,,,71.3,,,0,0,17,0.0,112.4,0.0,0,1,0,2,1,0,0.0,157,10.5,33.3,6,8,19.8,4.77,0,2,25.0,25.0,2,5,0.0,9,52.9,0,2,,,,,73.8,84.4,75.9,,81.1,,,71.3,,,0,0,9,0.0,99.0,0.0,0,1,0,2,1,0,0.0,62,7.8,87.5,8,8,4.4,3.15,0,1,11.1,87.5,7,2,0.0,8,47.1,0,5,,,,,65.1,81.0,69.8,,80.4,,,,,,0,0,9,0.0,118.8,0.0,0,0,0,0,0,0,0.0,104,13.0,0,100.0,1,1,-4.0,1.3,0,0,0.0,100.0,1,0,0.0,1,5.9,0,1,,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,5.25
Carlos Del Rio-Wilson,146687,QB,MARSHALL,1,34.55,0,16,214,60.0,10,12,13.2,2.68,0,1,8.3,50.0,6,5,0.0,12,75.0,0,5,,,,,66.8,62.5,73.3,,63.1,,,59.6,,,0,1,12,0.0,49.7,0.0,0,0,0,2,0,1,8.3,117,9.8,55.6,9,11,9.6,2.15,1,1,9.1,45.5,5,4,0.0,11,68.8,0,2,,,,,66.7,76.9,73.1,,78.8,,,59.6,,,0,1,11,0.0,27.1,0.0,0,0,0,1,0,0,0.0,66,6.0,100.0,4,5,9.3,2.92,0,0,0.0,80.0,4,2,0.0,5,31.3,0,4,,,,,63.8,38.7,68.1,,39.0,,,,,,0,0,5,0.0,118.8,0.0,0,0,0,1,0,1,20.0,70,14.0,0,100.0,3,4,-3.0,1.5,1,0,0.0,75.0,3,1,0.0,4,25.0,0,1,,,,,63.3,61.6,67.4,,61.4,,,,,,0,0,4,0.0,84.4,0.0,0,0,0,0,0,0,0.0,19,4.8,8.0
Fernando Mendoza,158323,QB,INDIANA,1,16.67,0,16,190,46.2,13,13,14.8,3.02,0,2,15.4,46.2,6,3,0.0,14,87.5,0,4,,,,,67.3,38.3,75.0,,29.6,,,69.4,,,0,0,15,0.0,93.4,0.0,0,1,0,0,1,3,20.0,85,6.5,50.0,12,12,13.7,3.03,0,2,16.7,50.0,6,3,0.0,13,81.3,0,4,,,,,67.1,36.5,74.9,,28.8,,,69.4,,,0,0,14,0.0,116.7,0.0,0,1,0,0,2,3,21.4,96,8.0,66.7,3,3,8.0,1.73,0,0,0.0,66.7,2,0,0.0,3,18.8,0,2,,,,,62.7,63.2,66.6,,63.0,,,,,,0,0,3,,86.8,0.0,0,0,0,0,0,0,0.0,21,7.0,0,100.0,2,2,-2.5,1.15,0,0,0.0,100.0,2,0,0.0,2,12.5,0,2,,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,158.3,0.0,0,0,0,0,1,0,0.0,32,16.0,-1.0
Trey Kukuk,198675,QB,LA TECH,1,-67.5,0,13,208,75.0,8,10,9.0,3.64,0,1,8.3,50.0,5,4,16.7,10,76.9,1,3,,,,,75.7,88.3,77.2,,68.3,,,82.6,,,0,0,12,0.0,70.8,0.0,0,0,0,2,0,0,0.0,65,6.5,100.0,7,8,0.6,3.25,0,1,11.1,87.5,7,3,0.0,8,61.5,0,4,,,,,75.8,90.9,77.0,,75.3,,,82.6,,,0,0,9,0.0,109.9,0.0,0,0,0,1,0,0,0.0,83,10.4,50.0,4,5,14.0,2.94,0,0,0.0,20.0,1,1,50.0,5,38.5,1,0,,,,,64.2,57.1,68.6,,57.0,,,,,,0,0,6,0.0,39.6,0.0,0,0,0,1,0,0,0.0,4,0.8,0,100.0,3,3,-4.0,1.43,0,0,0.0,100.0,3,0,0.0,3,23.1,0,1,,,,,62.7,64.0,66.6,,63.8,,,,,,0,0,3,,97.2,0.0,0,0,0,0,0,0,0.0,22,7.3,-9.58
Jalen Macon,153929,QB,N ILLINOIS,1,0.0,0,13,254,50.0,8,8,12.9,3.51,0,0,0.0,37.5,3,4,25.0,11,84.6,1,5,,,,,74.1,71.2,77.3,,53.6,,,70.9,,,0,0,11,0.0,45.8,0.0,0,3,0,0,0,0,0.0,19,2.4,50.0,4,4,8.5,3.0,0,0,0.0,50.0,2,2,0.0,5,38.5,0,2,,,,,74.4,79.4,77.0,,69.6,,,71.0,,,0,0,5,0.0,56.3,0.0,0,1,0,0,0,0,0.0,6,1.5,66.7,6,6,10.2,3.38,0,0,0.0,50.0,3,2,25.0,8,61.5,1,3,,,,,64.9,49.4,69.5,,45.3,,,62.0,,,0,0,8,0.0,58.3,0.0,0,2,0,0,0,0,0.0,21,3.5,0,100.0,2,2,-4.0,1.7,0,0,0.0,100.0,2,0,0.0,2,15.4,0,0,,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,83.3,0.0,0,0,0,0,0,0,0.0,8,4.0,2.0
Chase Jenkins,173242,QB,RICE,1,-75.0,0,12,275,33.3,3,4,0.7,3.97,0,0,0.0,25.0,1,5,0.0,7,58.3,0,0,,,,,71.6,50.1,73.9,,46.8,,,56.5,,,0,0,8,20.0,39.6,14.3,1,2,0,1,0,0,0.0,1,0.3,100.0,5,5,-3.8,2.0,0,0,0.0,100.0,5,2,0.0,8,66.7,0,2,,,,,71.6,58.1,73.9,,63.2,,,56.5,,,0,0,8,50.0,98.3,12.5,1,2,0,0,0,0,0.0,38,7.6,33.3,3,4,0.7,3.9,0,0,0.0,25.0,1,3,0.0,4,33.3,0,0,,,,,63.8,47.7,68.1,,47.8,,,,,,0,0,5,0.0,39.6,0.0,0,0,0,1,0,0,0.0,1,0.3,0,100.0,5,5,-3.8,0.76,0,0,0.0,100.0,5,0,0.0,5,41.7,0,2,,,,,63.8,65.7,68.1,,65.4,,,,,,0,0,5,,98.3,0.0,0,0,0,0,0,0,0.0,38,7.6,-7.35
Blake Horvath,162555,QB,NAVY,1,-41.67,0,12,237,42.9,7,8,20.1,3.4,0,0,0.0,37.5,3,6,0.0,10,83.3,0,4,,,,,21.4,51.8,76.9,,55.9,,,52.9,,,0,0,12,0.0,112.5,0.0,0,2,0,1,1,1,8.3,76,9.5,66.7,6,6,10.2,2.79,0,0,0.0,66.7,4,2,0.0,7,58.3,0,4,,,,,20.2,53.7,76.7,,66.6,,,50.2,,,0,0,8,0.0,147.9,0.0,0,1,0,0,1,0,0.0,73,12.2,33.3,3,4,25.7,3.46,0,0,0.0,25.0,1,4,0.0,5,41.7,0,2,,,,,64.2,54.6,68.6,,47.6,,,64.3,,,0,0,6,0.0,55.2,0.0,0,1,0,1,0,1,16.7,27,6.8,0,100.0,2,2,-1.5,1.4,0,0,0.0,100.0,2,0,0.0,2,16.7,0,2,,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,116.7,0.0,0,0,0,0,0,0,0.0,24,12.0,-5.42
Kalieb Osborne,184132,QB,TOLEDO,1,8.33,0,11,316,60.0,5,5,7.8,3.02,0,0,0.0,60.0,3,4,0.0,9,81.8,0,2,,,,,25.5,43.6,73.7,,30.6,,,58.7,,,0,0,9,50.0,82.1,22.2,2,2,0,0,0,2,22.2,36,7.2,66.7,3,3,5.0,3.38,0,0,0.0,66.7,2,3,0.0,6,54.5,0,1,,,,,71.6,55.2,73.4,,33.4,,,66.1,,,0,0,6,66.7,149.3,33.3,2,1,0,0,1,1,16.7,60,20.0,75.0,4,4,5.5,2.14,0,0,0.0,75.0,3,1,0.0,5,45.5,0,3,,,,,12.1,34.9,68.1,,52.2,,,48.9,,,0,0,5,0.0,114.6,0.0,0,1,0,0,0,1,20.0,48,12.0,0,100.0,2,2,-1.0,1.9,0,0,0.0,100.0,2,0,0.0,2,18.2,0,2,,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,158.3,0.0,0,0,0,0,1,0,0.0,72,36.0,-8.0
AJ Bianco,158232,QB,NEVADA,1,28.57,0,11,239,80.0,5,6,6.8,3.31,1,0,0.0,66.7,4,5,0.0,9,81.8,0,3,,,,,17.1,55.3,71.9,,49.2,,,63.7,,,0,0,9,40.0,85.4,22.2,2,1,0,0,0,1,11.1,40,6.7,83.3,6,7,5.3,3.11,1,0,0.0,71.4,5,5,0.0,10,90.9,0,3,,,,,18.0,56.2,72.1,,50.6,,,63.7,,,0,0,10,40.0,87.2,20.0,2,1,0,0,0,1,10.0,43,6.1,100.0,1,1,-2.0,1.6,0,0,0.0,100.0,1,0,0.0,1,9.1,0,0,,,,,60.3,60.8,63.6,,60.6,,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,2,2,-2.0,1.45,0,0,0.0,100.0,2,0,0.0,2,18.2,0,0,,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,3,1.5,-6.14
Jared Hollins,184343,QB,S ALABAMA,1,-44.44,0,11,288,75.0,8,9,8.0,2.57,1,2,15.4,55.6,5,2,16.7,9,81.8,1,2,,,,,66.0,77.8,73.1,,77.4,,,,,,0,0,13,0.0,106.7,0.0,0,0,0,0,1,0,0.0,46,5.1,100.0,1,1,0.0,2.9,0,0,0.0,100.0,1,0,0.0,1,9.1,0,0,,,,,62.7,54.0,71.4,,52.3,,,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,75.0,8,9,7.5,2.71,1,2,16.7,55.6,5,3,16.7,10,90.9,1,3,,,,,66.0,79.1,71.0,,78.6,,,,,,0,0,13,33.3,111.3,10.0,1,0,0,0,1,0,0.0,56,6.2,0,100.0,1,1,-4.0,3.45,0,0,0.0,100.0,1,1,0.0,2,18.2,0,1,,,,,62.7,52.0,66.6,,52.1,,,,,,0,0,3,100.0,112.5,50.0,1,0,0,0,0,0,0.0,11,11.0,5.22
Drew Devillier,190639,QB,RICE,1,-33.33,0,11,275,28.6,7,7,11.7,2.53,0,0,0.0,14.3,1,2,50.0,9,81.8,1,1,,,,,67.4,50.6,70.7,,45.8,,,61.3,,,0,0,9,0.0,39.6,0.0,0,2,0,0,0,0,0.0,11,1.6,44.4,9,9,8.2,2.05,0,0,0.0,33.3,3,2,25.0,10,90.9,1,2,,,,,67.6,48.6,71.2,,49.5,,,56.5,,,0,0,11,0.0,60.0,0.0,0,1,0,0,0,0,0.0,65,7.2,,0,0,,3.5,0,0,,,0,0,,1,9.1,0,0,,,,,60.3,69.5,63.6,,,,,64.1,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,100.0,2,2,-4.0,0.6,0,0,0.0,100.0,2,0,0.0,2,18.2,0,1,,,,,62.7,63.5,66.6,,63.3,,,,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,54,27.0,-7.22
Walker Howard,157112,QB,LA LAFAYET,1,0.0,0,10,207,66.7,9,9,8.0,3.03,0,0,0.0,66.7,6,2,0.0,10,100.0,0,1,,,,,69.1,58.7,72.4,,59.6,,,58.4,,,0,0,10,0.0,78.0,0.0,0,1,0,0,0,0,0.0,44,4.9,66.7,6,6,5.0,2.75,0,0,0.0,66.7,4,1,0.0,6,60.0,0,1,,,,,68.9,60.9,71.6,,59.0,,,61.0,,,0,0,6,0.0,82.6,0.0,0,0,0,0,0,0,0.0,36,6.0,66.7,3,3,14.0,3.45,0,0,0.0,66.7,2,1,0.0,4,40.0,0,0,,,,,63.3,55.7,67.4,,60.7,,,57.3,,,0,0,4,0.0,70.1,0.0,0,1,0,0,0,0,0.0,8,2.7,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.33
Tama Amisone,199154,QB,S JOSE ST,1,-28.57,0,10,285,33.3,9,9,10.4,2.78,0,0,0.0,22.2,2,1,33.3,10,100.0,1,0,,,,,67.6,52.9,72.0,,49.4,,,62.2,,,0,2,11,0.0,0.0,0.0,0,1,0,0,0,1,9.1,12,1.3,42.9,7,7,11.6,2.9,0,0,0.0,28.6,2,1,33.3,8,80.0,1,0,,,,,67.4,66.6,71.6,,65.1,,,62.2,,,0,2,9,0.0,0.0,0.0,0,1,0,0,0,0,0.0,12,1.7,0.0,2,2,6.5,2.3,0,0,0.0,0.0,0,0,,2,20.0,0,0,,,,,61.8,28.8,65.5,,29.1,,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,1,50.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-1.71
Cale Hellums,170981,QB,ARMY,1,-12.5,0,10,114,40.0,10,10,17.8,2.75,0,0,0.0,40.0,4,4,0.0,10,100.0,0,3,,,,,77.3,67.4,76.5,,55.0,53.9,,69.3,,,0,0,11,0.0,84.6,0.0,0,0,0,0,1,0,0.0,38,3.8,50.0,2,2,18.5,2.65,0,0,0.0,50.0,1,1,0.0,2,20.0,0,1,,,,,77.8,75.2,75.8,,65.7,60.0,,69.3,,,0,0,2,0.0,72.9,0.0,0,0,0,0,0,0,0.0,14,7.0,37.5,8,8,17.6,2.78,0,0,0.0,37.5,3,3,0.0,8,80.0,0,2,,,,,65.1,50.9,70.1,,51.7,55.9,,,,,0,0,9,0.0,85.4,0.0,0,0,0,0,1,0,0.0,24,3.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-4.0
Beau Pribula,164182,QB,MISSOURI,1,-41.67,0,10,229,83.3,6,6,1.2,3.54,0,0,0.0,50.0,3,4,40.0,8,80.0,2,2,,,,,74.6,66.0,77.3,,53.6,,,66.5,,,0,0,9,50.0,59.7,25.0,2,0,0,0,0,0,0.0,23,3.8,100.0,4,4,-1.5,2.86,0,0,0.0,75.0,3,2,25.0,7,70.0,1,1,,,,,27.2,56.6,77.3,,30.4,,,66.5,,,0,0,8,150.0,77.1,42.9,3,0,0,0,0,1,12.5,12,3.0,66.7,3,3,3.0,3.37,0,0,0.0,33.3,1,2,50.0,3,30.0,1,1,,,,,62.7,55.9,66.6,,55.9,,,,,,0,0,3,0.0,47.9,0.0,0,0,0,0,0,0,0.0,13,4.3,0,100.0,1,1,-4.0,0.9,0,0,0.0,100.0,1,0,0.0,2,20.0,0,0,,,,,5.8,27.0,65.5,,27.5,,,,,,0,0,2,,79.2,50.0,1,0,0,0,0,1,50.0,2,2.0,1.33
Hunter Najm,184223,QB,BOWL GREEN,1,35.71,0,9,122,0.0,1,1,14.0,2.9,0,0,0.0,0.0,0,0,,1,11.1,0,0,,,,,63.7,33.2,75.5,,26.9,,,60.0,,,0,0,1,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0,100.0,1,2,-3.0,2.4,0,0,0.0,50.0,1,0,0.0,2,22.2,0,1,,,,,64.4,63.9,75.6,,58.9,,,60.0,,,0,0,2,,64.6,0.0,0,0,0,1,0,0,0.0,10,5.0,85.7,7,7,0.3,2.26,0,0,0.0,85.7,6,0,0.0,7,77.8,0,5,,,,,64.6,37.2,69.1,,37.3,,,,,,0,0,7,,158.3,0.0,0,0,0,0,3,1,14.3,118,16.9,0,100.0,7,8,-2.1,2.21,0,0,0.0,87.5,7,0,0.0,8,88.9,0,6,,,,,64.9,64.7,69.5,,64.4,,,,,,0,0,8,,158.3,0.0,0,0,0,1,3,0,0.0,128,16.0,11.86
