player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
E.J. Warner,156185,QB,TEMPLE,1,2.38,0,68,306,73.5,49,53,9.3,2.73,1,0,0.0,60.4,32,22,11.1,56,82.4,4,26,,70.1,70.4,77.7,69.6,,60.6,0,0,59,4.5,109.3,1.8,1,2,0,3,4,1,1.7,404,7.6,75.5,53,56,7.0,2.41,1,0,0.0,64.3,36,20,10.0,59,86.8,4,24,,70.2,69.5,77.7,68.7,,60.6,0,0,60,5.0,95.4,1.7,1,2,0,2,2,1,1.7,374,6.7,85.7,7,9,8.4,3.61,0,0,0.0,66.7,6,4,0.0,9,13.2,0,5,,65.6,59.8,70.4,59.6,,,0,0,11,0.0,142.6,0.0,0,0,0,2,3,1,9.1,98,10.9,0,90.9,11,12,-2.5,1.83,0,0,0.0,83.3,10,2,0.0,12,17.6,0,3,,65.8,55.3,70.7,55.1,,,0,0,12,0.0,118.1,0.0,0,0,0,1,1,1,8.3,68,5.7,4.21
Cam Fancher,145266,QB,MARSHALL,1,28.78,0,65,214,72.2,36,40,11.2,3.15,0,2,5.0,50.0,20,16,23.1,53,81.5,6,15,,26.5,51.5,28.7,59.3,54.3,48.1,0,1,54,37.5,78.6,11.3,6,7,0,4,2,3,5.6,275,6.9,78.4,37,41,8.3,2.89,0,2,4.9,51.2,21,16,27.6,53,81.5,8,13,,26.5,52.7,28.7,60.0,54.3,49.2,0,1,54,37.5,66.0,11.3,6,6,0,4,1,3,5.6,229,5.6,80.0,10,10,6.6,2.76,0,0,0.0,80.0,8,2,0.0,12,18.5,0,4,,65.8,65.9,70.7,64.6,,62.0,0,0,12,0.0,135.4,0.0,0,2,0,0,1,0,0.0,85,8.5,0,100.0,11,11,-2.6,1.61,0,0,0.0,81.8,9,2,18.2,12,18.5,2,2,,65.8,72.9,70.7,67.9,,64.6,0,0,12,0.0,81.4,0.0,0,1,0,0,0,0,0.0,39,3.5,2.91
Trenton Bourguet,97285,QB,ARIZONA ST,1,3.03,0,59,110,68.6,35,39,9.9,2.6,1,1,2.4,59.0,23,17,4.2,48,81.4,1,16,,70.0,61.1,77.0,56.5,,70.9,0,0,50,29.4,90.0,10.4,5,3,1,2,1,2,4.0,283,7.3,75.0,40,44,6.8,2.42,1,1,2.2,63.6,28,14,6.7,51,86.4,2,18,,70.2,63.3,77.2,58.9,,70.9,0,0,53,28.6,93.5,7.8,4,3,1,2,1,2,3.8,325,7.4,80.0,5,6,5.4,2.18,0,0,0.0,66.7,4,3,0.0,8,13.6,0,0,,64.9,57.6,69.5,57.4,,,0,0,8,33.3,70.1,12.5,1,0,0,1,0,0,0.0,10,1.7,0,100.0,10,11,-4.8,1.45,0,0,0.0,81.8,9,0,10.0,11,18.6,1,2,,65.6,66.3,70.4,66.0,,,0,0,11,,86.4,0.0,0,0,0,1,0,0,0.0,52,4.7,-5.72
Drake Maye,143969,QB,N CAROLINA,1,9.28,0,58,245,75.0,40,44,10.1,2.86,2,3,6.4,68.2,30,22,0.0,55,94.8,0,17,,43.3,71.3,77.9,73.0,,58.6,0,0,58,9.1,121.1,3.6,2,9,0,2,3,0,0.0,417,9.5,74.2,31,34,7.1,2.74,1,1,2.8,67.6,23,15,0.0,44,75.9,0,10,,38.3,58.4,77.4,60.0,,55.7,0,0,46,13.3,112.7,4.5,2,8,0,2,2,0,0.0,283,8.3,83.3,12,13,14.4,2.9,1,2,14.3,76.9,10,7,0.0,14,24.1,0,8,,66.4,91.3,71.4,90.5,,64.3,0,0,15,0.0,142.8,0.0,0,1,0,0,1,0,0.0,159,12.2,0,100.0,3,3,-3.0,1.33,0,0,0.0,100.0,3,0,0.0,3,5.2,0,1,,62.7,64.1,66.6,63.9,,,0,0,3,,101.4,0.0,0,0,0,0,0,0,0.0,25,8.3,3.91
Nicholas Vattiato,145302,QB,MIDDLE TN,1,-2.75,0,57,224,67.7,31,32,14.7,3.58,0,3,8.6,59.4,19,19,9.5,48,84.2,2,14,,71.1,72.2,77.1,74.1,,59.5,0,2,51,42.1,95.3,16.7,8,8,0,1,2,2,3.9,376,11.8,67.9,28,28,7.8,3.3,0,0,0.0,64.3,18,15,5.3,42,73.7,1,8,,70.8,54.9,76.7,52.0,,61.2,0,1,44,46.7,63.4,16.7,7,7,0,0,0,2,4.5,152,5.4,83.3,12,13,17.3,3.19,0,3,21.4,61.5,8,5,20.0,15,26.3,2,7,,66.5,92.9,71.6,93.4,,57.3,0,1,16,20.0,113.0,6.7,1,1,0,1,2,0,0.0,256,19.7,0,88.9,9,9,-3.3,1.64,0,0,0.0,77.8,7,1,12.5,9,15.8,1,1,,65.1,62.6,69.8,62.3,,,0,0,9,0.0,81.5,0.0,0,0,0,0,0,0,0.0,32,3.6,14.26
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,-6.67,0,57,144,50.0,46,50,12.6,2.83,0,3,5.8,42.0,21,14,8.7,51,89.5,2,9,,24.3,29.4,77.5,32.3,,42.7,0,3,53,7.1,28.6,2.0,1,0,0,4,0,5,9.4,198,4.0,55.8,43,45,10.2,2.56,0,3,6.4,46.7,21,13,12.5,47,82.5,3,8,,23.5,31.0,77.3,35.8,,42.7,0,2,49,7.7,40.6,2.1,1,0,0,2,0,4,8.2,196,4.4,50.0,8,10,15.9,3.05,0,0,0.0,40.0,4,1,0.0,10,17.5,0,2,,65.4,44.0,70.1,44.1,,,0,1,10,0.0,8.3,0.0,0,0,0,2,0,1,10.0,26,2.6,0,100.0,5,5,-2.6,1.13,0,0,0.0,80.0,4,0,20.0,6,10.5,1,1,,64.2,63.4,68.6,63.2,,,0,0,6,,86.7,0.0,0,0,0,0,0,0,0.0,24,4.8,-1.76
Jase Bauer,145714,QB,C MICHIGAN,1,18.75,0,53,134,79.5,39,45,9.5,3.2,0,1,2.1,51.1,23,22,25.8,48,90.6,8,15,,70.8,78.1,77.2,71.5,,78.4,0,3,51,4.5,52.9,2.1,1,2,0,6,2,2,3.9,229,5.1,86.2,29,34,8.7,2.99,0,1,2.9,50.0,17,15,32.0,35,66.0,8,11,,70.1,83.7,76.3,74.5,,83.3,0,2,36,0.0,51.0,0.0,0,1,0,5,1,1,2.8,179,5.3,73.3,15,16,7.4,3.16,0,0,0.0,68.8,11,8,0.0,18,34.0,0,6,,67.1,60.9,72.4,62.7,,57.3,0,1,20,12.5,80.2,5.6,1,1,0,1,1,1,5.0,100,6.3,0,100.0,5,5,-1.6,1.64,0,0,0.0,100.0,5,1,0.0,5,9.4,0,2,,63.8,65.7,68.1,65.4,,,0,0,5,0.0,108.3,0.0,0,0,0,0,0,0,0.0,50,10.0,0.99
JT Daniels,83578,QB,RICE,1,6.94,0,53,275,75.6,41,43,8.3,3.04,0,1,2.3,62.8,27,21,12.9,46,86.8,4,18,,25.0,54.4,76.7,54.7,,57.3,1,1,47,9.5,92.8,4.3,2,1,0,1,2,3,6.4,336,7.8,78.4,37,38,7.8,2.8,0,1,2.6,65.8,25,19,13.8,42,79.2,4,15,,17.0,47.7,76.3,48.0,,57.3,1,1,42,10.5,87.0,4.8,2,1,0,0,1,3,7.1,294,7.7,80.0,10,11,3.6,2.84,0,0,0.0,72.7,8,2,0.0,11,20.8,0,3,,65.8,63.8,70.7,63.5,,,0,0,12,0.0,117.6,0.0,0,0,0,1,1,0,0.0,65,5.9,0,100.0,6,6,-2.3,1.31,0,0,0.0,100.0,6,0,0.0,7,13.2,0,0,,14.6,40.6,69.1,40.6,,,0,0,7,,82.6,0.0,0,0,0,0,0,0,0.0,23,3.8,-1.83
Luke Altmyer,146802,QB,ILLINOIS,1,5.69,0,52,187,77.4,31,38,8.5,3.0,2,3,7.7,55.3,21,16,12.5,42,80.8,3,11,,46.8,70.3,76.3,72.7,,54.7,0,1,44,12.5,72.1,4.8,2,2,0,5,1,1,2.3,239,6.3,80.0,35,41,7.0,2.76,2,3,7.1,61.0,25,14,10.7,44,84.6,3,13,,47.6,71.9,76.4,74.4,,54.7,0,1,46,7.1,78.2,2.3,1,2,0,4,1,1,2.2,269,6.6,80.0,5,6,-0.4,2.66,0,0,0.0,66.7,4,3,0.0,8,15.4,0,1,,64.9,51.1,69.5,54.9,,57.0,0,0,8,33.3,70.1,12.5,1,1,0,1,0,0,0.0,18,3.0,0,88.9,9,9,-2.1,1.7,0,0,0.0,88.9,8,1,0.0,10,19.2,0,3,,65.4,58.4,70.1,62.3,,57.0,0,0,10,0.0,88.9,0.0,0,1,0,0,0,0,0.0,48,5.3,-3.56
Byrum Brown,156206,QB,USF,1,-3.81,0,51,327,61.1,36,37,16.8,3.23,0,1,2.5,48.6,18,18,18.2,45,88.2,4,10,,44.2,61.4,77.5,53.1,,72.2,0,2,50,16.7,63.3,6.7,3,5,0,1,2,4,8.0,224,6.1,63.0,27,28,13.1,3.16,0,0,0.0,57.1,16,13,5.9,32,62.7,1,6,,38.2,56.4,76.7,45.6,,72.1,0,2,36,7.7,56.3,3.1,1,3,0,1,1,3,8.3,164,5.9,73.3,15,15,15.7,3.12,0,1,5.9,53.3,8,6,27.3,19,37.3,3,5,,67.2,77.1,72.5,76.2,,62.8,0,0,21,33.3,95.4,10.5,2,2,0,0,1,1,4.8,96,6.4,0,100.0,6,6,-2.3,2.47,0,0,0.0,100.0,6,1,0.0,6,11.8,0,1,,64.6,79.9,69.1,79.5,,,0,0,7,0.0,91.7,0.0,0,0,0,0,0,0,0.0,36,6.0,0.54
