player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Spencer Sanders,77660,QB,OKLA STATE,1,11.85,0,80,262,59.2,49,56,12.0,3.13,0,0,0.0,46.4,26,33,10.3,69,86.3,3,21,,72.2,49.1,32.7,45.9,54.3,66.2,1,4,70,15.2,42.4,7.2,5,8,0,6,1,5,7.1,342,6.1,64.0,50,56,9.9,3.0,0,0,0.0,51.8,29,29,9.4,66,82.5,3,21,,72.1,51.6,31.4,47.1,54.3,70.5,0,3,67,13.8,49.6,6.1,4,6,0,6,0,5,7.5,359,6.4,70.0,10,11,6.2,2.57,0,0,0.0,63.6,7,4,0.0,14,17.5,0,2,,66.2,52.2,71.2,56.5,,53.1,1,1,14,25.0,60.0,7.1,1,2,0,0,1,0,0.0,22,2.0,0,90.9,11,11,-3.1,1.65,0,0,0.0,90.9,10,0,0.0,11,13.8,0,2,,65.6,63.8,70.4,63.5,,,0,0,11,,81.4,0.0,0,0,0,0,0,0,0.0,39,3.5,-4.41
Austin Reed,111760,QB,W KENTUCKY,1,9.09,0,56,346,39.5,38,40,12.4,2.86,2,2,5.0,32.5,13,10,13.3,41,73.2,2,9,,38.0,29.8,76.5,29.6,56.7,53.7,0,2,41,0.0,36.1,0.0,0,1,0,0,1,4,9.8,187,4.7,51.2,43,44,8.8,2.37,1,2,4.5,45.5,20,7,9.1,45,80.4,2,10,,39.9,40.6,76.8,41.1,56.7,53.7,0,1,45,0.0,59.9,0.0,0,1,0,0,1,3,6.7,231,5.3,70.0,10,11,4.9,3.09,1,0,0.0,54.5,6,4,14.3,11,19.6,1,3,,65.6,30.8,70.8,30.6,,,0,1,11,0.0,61.9,0.0,0,0,0,0,1,1,9.1,58,5.3,0,93.3,15,15,-2.9,1.56,0,0,0.0,86.7,13,1,7.1,15,26.8,1,4,,66.4,65.5,71.7,65.3,,,0,0,15,0.0,117.2,0.0,0,0,0,0,1,0,0.0,102,6.8,0.02
Tanner Mordecai,77656,QB,SMU,1,5.11,0,56,287,75.0,36,39,9.4,3.25,1,3,7.5,56.4,22,17,18.5,46,82.1,5,13,,23.2,54.5,77.4,62.2,,37.7,0,2,47,17.6,69.9,6.5,3,4,0,2,2,3,6.4,235,6.0,75.8,33,33,8.0,3.2,0,2,5.9,63.6,21,11,16.0,40,71.4,4,11,,21.8,56.9,77.1,65.6,,37.7,0,1,41,27.3,78.9,7.5,3,4,0,0,1,2,4.9,208,6.3,92.3,13,16,4.2,2.29,1,1,6.3,68.8,11,6,8.3,16,28.6,1,5,,66.5,58.7,71.6,58.5,,,0,1,16,0.0,77.6,0.0,0,0,0,2,1,1,6.3,90,5.6,0,100.0,10,10,-1.7,1.48,0,0,0.0,100.0,10,0,0.0,10,17.9,0,3,,65.4,67.8,70.1,67.5,,,0,0,10,,92.9,0.0,0,0,0,0,0,0,0.0,63,6.3,-0.67
Chase Cunningham,78533,QB,MIDDLE TN,1,-20.24,0,55,224,72.2,36,38,6.8,2.5,0,0,0.0,68.4,26,10,0.0,39,70.9,0,16,,72.5,66.9,24.6,71.2,,56.5,0,1,41,10.0,120.3,2.6,1,0,0,2,4,1,2.4,338,8.9,81.0,42,42,4.8,2.04,0,0,0.0,78.6,33,7,2.9,43,78.2,1,19,,72.6,75.3,26.2,80.6,,56.5,0,0,45,14.3,125.2,2.3,1,0,0,0,3,0,0.0,350,8.3,77.8,9,12,0.9,2.44,0,0,0.0,58.3,7,4,0.0,12,21.8,0,5,,65.8,41.1,70.7,41.1,,,0,1,12,0.0,89.6,0.0,0,0,0,3,2,1,8.3,98,8.2,0,100.0,15,16,-2.4,1.22,0,0,0.0,87.5,14,1,6.7,16,29.1,1,8,,66.5,67.6,71.6,67.3,,,0,0,16,0.0,116.1,0.0,0,0,0,1,1,0,0.0,110,6.9,-0.16
Tucker Gleason,122475,QB,TOLEDO,1,-6.67,0,53,316,65.7,35,37,13.0,3.08,0,1,2.5,54.1,20,25,13.0,50,94.3,3,18,,41.9,79.4,30.1,75.2,,72.9,1,2,53,16.0,78.9,8.0,4,9,0,1,2,2,3.8,322,8.7,69.0,29,30,12.2,2.91,0,1,3.1,56.7,17,17,15.0,39,73.6,3,15,,36.9,79.2,25.8,71.6,,77.6,0,2,41,11.8,88.9,5.1,2,7,0,1,3,2,4.9,245,8.2,55.6,9,10,10.3,3.31,0,0,0.0,50.0,5,9,0.0,14,26.4,0,4,,66.2,66.9,71.4,72.3,,53.1,1,0,15,22.2,77.9,14.3,2,2,0,0,0,0,0.0,82,8.2,0,66.7,3,3,-2.3,1.93,0,0,0.0,66.7,2,1,0.0,3,5.7,0,1,,62.7,55.7,66.6,55.6,,,0,0,3,0.0,109.7,0.0,0,0,0,0,1,0,0.0,5,1.7,0.03
Tanner McKee,131770,QB,STANFORD,1,-12.5,0,52,300,76.7,30,39,7.2,2.6,2,0,0.0,53.8,21,8,8.7,43,82.7,2,13,,69.3,54.1,76.8,53.4,60.0,,0,1,44,37.5,67.3,7.0,3,0,3,4,1,2,4.5,210,5.4,81.8,33,40,4.8,2.24,2,0,0.0,62.5,25,5,7.4,41,78.8,2,14,,69.1,53.7,76.7,52.8,,,0,1,42,20.0,75.5,2.4,1,0,3,2,1,2,4.8,225,5.6,83.3,6,8,7.0,3.18,0,0,0.0,50.0,4,3,20.0,11,21.2,1,2,,65.6,66.6,70.7,67.0,60.0,,0,0,11,66.7,67.7,18.2,2,0,0,2,0,0,0.0,46,5.8,0,100.0,9,9,-1.9,1.68,0,0,0.0,88.9,8,0,11.1,9,17.3,1,3,,65.1,67.6,69.8,67.3,,,0,0,9,,94.9,0.0,0,0,0,0,0,0,0.0,61,6.8,0.12
Sam Hartman,77618,QB,WAKE,1,-18.1,0,52,339,77.5,40,40,12.8,3.12,0,0,0.0,67.5,27,14,12.9,49,94.2,4,22,,21.2,73.2,78.2,74.3,,58.7,0,0,51,28.6,123.3,8.2,4,5,0,0,4,1,2.0,304,7.6,84.6,26,26,10.8,2.99,0,0,0.0,76.9,20,6,9.1,29,55.8,2,15,,16.4,75.7,77.3,76.8,,57.7,0,0,30,50.0,139.9,10.3,3,0,0,0,3,1,3.3,220,8.5,70.6,17,17,13.1,3.02,0,0,0.0,58.8,10,8,16.7,23,44.2,2,8,,67.6,65.3,73.0,65.6,,60.3,0,0,24,12.5,97.9,4.3,1,5,0,0,1,0,0.0,111,6.5,0,100.0,3,3,-2.3,1.1,0,0,0.0,100.0,3,0,0.0,3,5.8,0,1,,62.7,64.1,66.6,63.9,,,0,0,3,,104.2,0.0,0,0,0,0,0,0,0.0,27,9.0,-1.93
Jayden de Laura,131928,QB,ARIZONA,1,-9.79,0,51,109,64.9,37,40,11.9,3.14,1,3,7.5,57.5,23,14,4.2,45,88.2,1,14,,35.2,53.4,76.5,57.5,57.2,44.4,0,4,45,21.4,53.6,6.7,3,2,0,2,1,3,6.7,335,8.4,71.0,31,33,6.9,2.88,1,1,2.9,63.6,21,9,4.5,36,70.6,1,10,,30.0,49.0,75.9,53.6,,44.4,0,2,37,11.1,57.4,2.8,1,2,0,1,0,2,5.4,218,6.6,66.7,12,13,17.7,3.02,0,2,15.4,53.8,7,5,12.5,15,29.4,1,5,,66.4,68.8,71.6,69.4,57.2,,0,2,15,40.0,77.6,13.3,2,0,0,1,1,1,6.7,139,10.7,0,100.0,6,6,-2.3,1.28,0,0,0.0,83.3,5,0,16.7,6,11.8,1,1,,64.6,66.8,69.1,66.5,,,0,0,7,,81.9,0.0,0,0,0,0,0,0,0.0,22,3.7,4.08
John Paddock,77689,QB,BALL ST,1,26.19,0,50,117,62.8,43,45,7.9,2.37,1,0,0.0,57.8,26,11,3.7,47,94.0,1,12,,69.7,64.9,77.1,65.2,,57.3,0,1,51,9.1,76.7,2.1,1,1,0,1,2,3,5.9,226,5.0,62.5,40,42,7.8,2.34,1,0,0.0,57.1,24,11,4.0,44,88.0,1,14,,69.5,65.7,76.8,66.1,,57.3,0,1,47,9.1,80.0,2.3,1,1,0,1,2,3,6.4,245,5.8,83.3,6,6,4.0,2.32,0,0,0.0,83.3,5,0,0.0,6,12.0,0,1,,64.6,60.5,69.1,60.3,,,0,0,7,,86.1,0.0,0,0,0,0,0,0,0.0,28,4.7,0,100.0,3,3,-0.7,1.87,0,0,0.0,100.0,3,0,0.0,3,6.0,0,3,,62.7,64.1,66.6,63.9,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,47,15.7,-1.16
Doug Brumfield,128348,QB,UNLV,1,-41.43,0,49,325,77.8,36,37,9.1,3.6,0,2,4.9,62.2,23,14,17.9,49,100.0,5,12,,71.9,70.6,77.4,70.6,,62.3,0,1,54,21.4,84.1,6.1,3,9,0,1,1,1,1.9,288,7.8,86.2,29,30,8.1,3.57,0,2,5.9,70.0,21,10,16.0,38,77.6,4,10,,71.6,74.3,76.8,76.0,,61.8,0,1,43,10.0,82.9,2.6,1,7,0,1,0,1,2.3,262,8.7,42.9,7,7,13.1,3.73,0,0,0.0,28.6,2,4,33.3,11,22.4,1,2,,65.6,54.2,70.4,51.7,,61.7,0,0,11,50.0,82.1,18.2,2,2,0,0,1,0,0.0,26,3.7,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.02
