player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Connor Bazelak,99135,QB,INDIANA,1,-11.11,0,71,190,52.7,55,60,10.5,2.75,1,1,1.6,45.0,27,36,6.9,65,91.5,2,17,,45.7,41.1,78.6,39.5,,63.2,0,2,68,13.9,55.7,7.7,5,0,0,4,2,4,5.9,272,4.5,59.1,44,48,8.5,2.68,2,1,2.0,50.0,24,26,7.7,53,74.6,2,13,,41.6,41.8,78.1,39.8,,63.2,0,2,56,19.2,54.5,9.4,5,0,0,2,1,4,7.1,244,5.1,43.8,16,18,12.1,2.54,0,0,0.0,38.9,7,10,0.0,18,25.4,0,4,,66.8,51.9,72.0,51.8,,,0,0,18,0.0,65.5,0.0,0,0,0,2,1,0,0.0,36,2.0,0,80.0,5,6,-1.8,1.6,1,0,0.0,66.7,4,0,0.0,6,8.5,0,0,,64.2,63.4,68.6,63.2,,,0,0,6,,70.1,0.0,0,0,0,0,0,0,0.0,8,1.3,-3.08
DJ Irons,145585,QB,AKRON,1,-13.08,0,62,102,62.9,35,40,10.4,3.08,0,1,2.4,50.0,20,24,9.1,50,80.6,2,12,,71.6,62.6,23.7,64.8,,58.5,2,1,52,20.8,64.7,10.0,5,5,0,3,1,1,1.9,221,5.5,69.4,36,41,8.5,2.95,1,1,2.4,58.5,24,21,4.0,50,80.6,1,13,,71.6,64.0,23.7,65.5,,60.4,2,1,52,23.8,72.5,10.0,5,4,0,2,1,1,1.9,233,5.7,60.0,10,11,4.0,2.63,0,0,0.0,45.5,5,4,16.7,12,19.4,1,3,,65.8,54.0,70.7,56.5,,57.3,0,0,12,0.0,53.6,0.0,0,1,0,1,0,0,0.0,36,3.3,0,81.8,11,12,-1.8,2.07,1,0,0.0,75.0,9,1,0.0,12,19.4,0,4,,65.8,57.9,70.7,57.6,,,0,0,12,0.0,81.3,0.0,0,0,0,0,0,0,0.0,48,4.0,-2.41
Donovan Smith,73929,QB,TEXAS TECH,1,-10.0,0,61,315,65.9,41,44,9.7,2.91,1,1,2.1,59.1,26,24,3.7,50,82.0,1,20,,46.2,72.3,78.1,71.4,,63.3,0,0,53,8.3,94.5,4.0,2,4,0,2,2,2,3.8,296,6.7,73.7,38,40,5.9,2.37,1,0,0.0,70.0,28,20,0.0,43,70.5,0,15,,43.6,64.1,77.7,62.2,,62.7,0,0,45,5.0,84.4,2.3,1,2,0,1,0,2,4.4,230,5.8,71.4,14,15,10.0,3.24,0,1,6.3,60.0,9,4,10.0,18,29.5,1,6,,67.0,86.5,72.2,86.6,,62.0,0,0,19,25.0,119.7,5.6,1,2,0,1,2,0,0.0,101,6.7,0,100.0,11,11,-2.7,1.32,0,0,0.0,100.0,11,0,0.0,11,18.0,0,1,,65.6,68.3,70.4,68.0,,,0,0,11,,79.9,0.0,0,0,0,0,0,0,0.0,35,3.2,0.98
Cam Ward,133244,QB,WASH STATE,1,-2.78,0,58,341,73.5,34,37,8.0,3.71,0,0,0.0,67.6,25,23,0.0,45,77.6,0,16,,69.4,61.3,21.5,56.1,,76.2,0,1,46,17.4,88.6,8.9,4,4,0,3,1,0,0.0,288,7.8,82.8,29,32,4.9,3.57,0,0,0.0,75.0,24,19,0.0,39,67.2,0,16,,69.0,65.0,18.4,60.8,,73.8,0,0,40,21.1,111.1,10.3,4,3,0,3,1,0,0.0,277,8.7,72.2,18,18,5.9,2.41,0,0,0.0,72.2,13,5,0.0,19,32.8,0,7,,67.1,48.7,72.4,45.7,,63.2,0,2,20,0.0,63.9,0.0,0,1,0,0,1,1,5.0,98,5.4,0,92.3,13,13,-2.0,1.4,0,0,0.0,92.3,12,1,0.0,13,22.4,0,7,,66.2,50.8,71.2,50.6,,,0,1,14,0.0,88.1,0.0,0,0,0,0,1,1,7.1,87,6.7,-3.22
Kurtis Rourke,97998,QB,OHIO,1,8.4,0,56,259,83.7,49,49,11.2,2.95,0,4,7.5,81.6,40,12,2.4,55,98.2,1,23,,45.0,92.8,77.8,92.5,,69.7,0,0,62,25.0,139.7,5.5,3,3,0,0,4,1,1.6,539,11.0,82.9,41,41,10.1,2.88,0,2,4.4,80.5,33,11,2.9,47,83.9,1,19,,42.3,90.5,77.5,89.8,,69.7,0,0,54,27.3,129.9,6.4,3,3,0,0,3,1,1.9,382,9.3,88.9,9,9,14.9,3.21,0,2,22.2,88.9,8,1,0.0,9,16.1,0,4,,65.1,94.9,69.8,94.5,,,0,0,9,0.0,155.8,0.0,0,0,0,0,1,0,0.0,155,17.2,0,100.0,1,1,-2.0,1.9,0,0,0.0,100.0,1,0,0.0,1,1.8,0,0,,60.3,60.8,63.6,60.6,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-2.0,7.9
Tanner Mordecai,77656,QB,SMU,1,-31.54,0,53,287,60.5,43,45,13.1,2.84,0,2,4.2,51.1,23,7,11.5,49,92.5,3,17,,70.5,61.5,77.8,62.6,57.0,54.7,0,2,52,28.6,74.7,4.1,2,2,0,2,2,3,5.8,364,8.1,65.8,38,39,12.2,2.68,0,2,4.8,61.5,24,5,4.0,42,79.2,1,15,,70.2,69.8,77.3,70.1,,57.6,0,2,45,40.0,83.8,4.8,2,1,0,1,2,3,6.7,325,8.3,55.6,9,10,9.7,2.99,0,0,0.0,30.0,3,2,40.0,11,20.8,2,2,,65.8,41.7,71.2,43.7,57.0,57.0,0,0,12,0.0,46.7,0.0,0,1,0,1,0,0,0.0,47,4.7,0,100.0,4,4,-3.5,1.48,0,0,0.0,100.0,4,0,0.0,4,7.5,0,0,,63.8,65.6,68.1,65.4,,,0,0,5,,79.2,0.0,0,0,0,0,0,0,0.0,8,2.0,-3.63
Austin Aune,83528,QB,N TEXAS,1,17.21,0,53,251,58.1,43,47,12.9,2.62,1,2,4.1,53.2,25,14,0.0,50,94.3,0,14,,70.9,59.0,77.4,58.5,,59.2,1,2,52,14.3,79.7,4.0,2,1,1,1,3,2,3.8,336,7.1,54.2,24,28,11.3,2.75,1,1,3.3,46.4,13,10,0.0,30,56.6,0,9,,69.9,57.8,76.3,59.3,,54.0,1,2,32,20.0,35.7,6.7,2,0,1,1,0,1,3.1,166,5.9,66.7,21,22,13.3,2.49,0,1,4.5,63.6,14,5,0.0,23,43.4,0,7,,67.5,61.1,72.8,58.3,,64.3,0,0,23,0.0,133.5,0.0,0,1,0,1,3,1,4.3,205,9.3,0,100.0,2,3,-2.0,2.93,0,0,0.0,66.7,2,1,0.0,3,5.7,0,2,,62.7,60.3,66.6,60.2,,,0,0,3,0.0,106.3,0.0,0,0,0,1,0,0,0.0,35,11.7,3.39
Evan Simon,129906,QB,RUTGERS,1,-23.48,0,52,278,65.9,44,46,10.8,2.66,0,0,0.0,58.7,27,24,6.9,49,94.2,2,12,,70.4,60.1,76.7,57.7,,65.8,0,2,50,12.5,65.8,6.1,3,0,0,2,1,2,4.0,283,6.2,69.2,39,41,10.5,2.61,0,0,0.0,61.0,25,23,7.4,44,84.6,2,13,,70.2,68.8,76.5,66.3,,65.8,0,1,46,13.0,80.0,6.8,3,0,0,2,1,1,2.2,287,7.0,50.0,8,8,8.3,2.66,0,0,0.0,37.5,3,1,25.0,8,15.4,1,0,,64.9,28.1,69.5,28.2,,,0,1,8,0.0,6.3,0.0,0,0,0,0,0,1,12.5,13,1.6,0,66.7,3,3,0.0,1.83,0,0,0.0,33.3,1,0,50.0,3,5.8,1,1,,63.3,50.1,67.4,50.1,,,0,0,4,,53.5,0.0,0,0,0,0,0,0,0.0,17,5.7,-5.37
Will Rogers,124184,QB,MISS STATE,1,22.45,0,52,227,86.8,38,41,9.2,2.52,2,5,12.2,75.6,31,9,6.1,42,80.8,2,20,,69.1,92.6,75.6,92.2,,,0,0,42,11.1,139.2,2.4,1,0,0,1,6,0,0.0,340,8.3,87.0,46,49,7.5,2.3,2,5,10.0,77.6,38,9,5.0,51,98.1,2,23,,31.5,91.1,76.3,90.7,,,0,0,52,22.2,139.7,3.9,2,0,0,1,6,1,1.9,393,8.0,100.0,1,1,-1.0,1.5,0,0,0.0,100.0,1,0,0.0,1,1.9,0,1,,60.3,60.6,63.6,60.4,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0,0,88.9,9,9,-0.7,1.28,0,0,0.0,88.9,8,0,0.0,10,19.2,0,4,,15.6,54.1,70.4,53.9,,,0,0,11,,98.6,10.0,1,0,0,0,0,1,9.1,69,7.7,7.98
Owen McCown,157688,QB,COLORADO,1,-16.93,0,49,143,60.6,33,35,10.1,2.65,1,1,2.6,54.3,19,17,5.0,42,85.7,1,8,,23.6,33.7,26.9,32.5,,60.8,0,1,47,29.4,70.8,11.9,5,2,0,1,1,5,10.6,217,6.2,72.7,22,23,8.5,2.2,1,1,4.0,69.6,16,6,0.0,25,51.0,0,4,,28.6,38.9,18.4,38.7,,60.0,0,1,28,33.3,68.8,8.0,2,0,0,0,0,3,10.7,148,6.4,61.1,18,19,7.2,2.75,0,0,0.0,52.6,10,11,9.1,24,49.0,1,5,,26.3,42.9,73.3,41.5,,61.0,0,0,26,27.3,87.6,12.5,3,2,0,1,1,2,7.7,110,5.8,0,100.0,7,7,-2.3,1.34,0,0,0.0,100.0,7,0,0.0,7,14.3,0,1,,64.6,66.9,69.1,66.6,,,0,0,7,,91.1,0.0,0,0,0,0,0,0,0.0,41,5.9,-0.64
