player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
LaNorris Sellers,174326,QB,S CAROLINA,1,-33.33,0,26,289,66.7,15,16,10.6,3.78,1,1,5.6,62.5,10,7,0.0,22,84.6,0,11,,,,20.7,59.2,76.2,,78.9,,42.9,,,0,0,24,0.0,120.3,0.0,0,6,0,0,1,2,8.3,174,10.9,83.3,12,12,6.8,3.46,0,0,0.0,83.3,10,4,0.0,16,61.5,0,10,,,,18.5,64.7,75.7,,91.0,,41.4,,,0,0,17,0.0,158.3,0.0,0,4,0,0,2,1,5.9,166,13.8,57.1,7,8,9.6,3.53,1,1,11.1,50.0,4,3,0.0,10,38.5,0,3,,,,65.6,52.6,70.4,,52.0,,59.5,,,0,0,11,0.0,81.3,0.0,0,2,0,0,0,1,9.1,72,9.0,0,100.0,4,4,-2.5,1.88,0,0,0.0,100.0,4,0,0.0,4,15.4,0,2,,,,63.3,65.0,67.4,,64.8,,,,,0,0,4,,158.3,0.0,0,0,0,0,1,0,0.0,64,16.0,-4.83
Devon Dampier,171556,QB,NEW MEXICO,1,-45.71,0,26,241,81.0,21,23,13.1,2.55,0,1,4.2,65.2,15,6,11.8,24,92.3,2,9,,,,74.6,86.2,76.2,,70.1,,82.8,,,0,0,25,0.0,101.9,0.0,0,1,0,2,1,0,0.0,171,7.4,85.7,14,14,11.6,2.44,0,0,0.0,85.7,12,2,0.0,16,61.5,0,7,,,,74.7,85.6,75.7,,67.7,,80.6,,,0,0,17,0.0,133.6,0.0,0,2,0,0,1,0,0.0,145,10.4,75.0,8,10,14.0,2.84,0,1,10.0,40.0,4,4,33.3,10,38.5,2,2,,,,65.4,69.3,70.1,,68.9,,,,,0,0,10,0.0,47.9,0.0,0,0,0,2,0,0,0.0,30,3.0,0,100.0,1,1,-1.0,3.15,0,0,0.0,100.0,1,0,0.0,2,7.7,0,0,,,,61.8,54.9,65.5,,60.6,,57.3,,,0,0,2,,83.3,0.0,0,1,0,0,0,0,0.0,4,4.0,-7.36
Evan Bullock,170452,QB,LA TECH,1,-16.07,0,26,208,66.7,18,18,13.6,2.86,0,1,5.3,66.7,12,5,0.0,22,84.6,0,9,,,,68.7,77.1,77.6,,79.6,,58.0,,,0,1,23,60.0,111.8,13.6,3,1,0,0,2,0,0.0,174,9.7,78.6,14,14,8.6,2.95,0,0,0.0,78.6,11,4,0.0,17,65.4,0,9,,,,68.3,78.8,77.4,,82.6,,58.0,,,0,0,18,50.0,158.3,11.8,2,1,0,0,2,0,0.0,219,15.6,62.5,8,8,14.1,2.28,0,1,12.5,62.5,5,2,0.0,9,34.6,0,1,,,,64.9,64.9,69.8,,64.6,,,,,0,1,9,50.0,78.6,11.1,1,0,0,0,1,0,0.0,47,5.9,0,100.0,4,4,-2.8,1.9,0,0,0.0,100.0,4,1,0.0,4,15.4,0,1,,,,63.3,65.1,67.4,,64.8,,,,,0,0,4,0.0,158.3,0.0,0,0,0,0,1,0,0.0,92,23.0,-9.76
Jalon Daniels,122555,QB,KANSAS,1,0.0,0,26,198,62.5,24,24,19.9,3.58,0,5,20.0,50.0,12,8,20.0,26,100.0,3,11,,,,39.2,90.8,77.4,,91.8,,65.7,,,0,0,27,0.0,122.7,0.0,0,2,0,0,2,1,3.7,295,12.3,62.5,16,16,19.6,3.31,0,5,31.3,50.0,8,5,20.0,16,61.5,2,6,,,,32.2,92.6,76.8,,94.7,,65.3,,,0,0,16,0.0,135.4,0.0,0,0,0,0,2,0,0.0,218,13.6,62.5,8,8,20.5,4.03,0,0,0.0,50.0,4,3,20.0,10,38.5,1,5,,,,65.6,63.2,70.4,,61.7,,62.0,,,0,0,11,0.0,83.9,0.0,0,2,0,0,0,1,9.1,77,9.6,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-4.0
Brock Glenn,170335,QB,FLORIDA ST,1,25.0,0,25,167,38.5,13,15,8.2,3.54,0,0,0.0,26.7,4,8,20.0,22,88.0,1,3,,,,68.8,29.1,75.2,,27.2,,59.8,,,0,2,23,37.5,0.0,13.6,3,4,0,2,0,2,8.7,37,2.5,35.7,14,16,7.6,2.89,1,0,0.0,25.0,4,5,20.0,19,76.0,1,3,,,,68.5,28.3,75.0,,27.0,,61.6,,,0,2,20,40.0,0.0,10.5,2,1,0,1,0,2,10.0,37,2.3,100.0,1,2,-2.0,5.08,0,0,0.0,50.0,1,4,0.0,6,24.0,0,1,,,,64.2,55.0,68.6,,56.4,,58.1,,,0,0,6,25.0,72.9,16.7,1,3,0,1,0,0,0.0,14,7.0,0,50.0,2,3,-0.5,2.57,1,0,0.0,33.3,1,1,0.0,3,12.0,0,1,,,,62.7,52.2,66.6,,52.3,,,,,0,0,3,0.0,49.3,0.0,0,0,0,0,0,0,0.0,14,4.7,4.69
Maddux Madsen,163379,QB,BOISE ST,1,-12.5,0,25,120,57.1,14,17,12.9,3.37,2,2,10.5,35.3,6,9,25.0,22,88.0,2,6,,,,70.4,57.7,76.7,,53.7,,61.8,,,0,1,24,0.0,31.0,0.0,0,5,0,1,0,2,8.3,98,5.8,63.6,11,12,7.2,2.82,1,0,0.0,50.0,6,4,14.3,13,52.0,1,4,,,,70.0,47.8,76.2,,43.2,,59.3,,,0,1,15,0.0,59.0,0.0,0,1,0,0,1,2,13.3,64,5.3,66.7,6,8,16.3,3.66,1,2,25.0,37.5,3,5,25.0,12,48.0,1,3,,,,65.8,75.8,70.7,,76.0,,63.3,,,0,0,12,0.0,62.0,0.0,0,4,0,1,0,0,0.0,55,6.9,0,100.0,3,3,-1.0,2.13,0,0,0.0,100.0,3,0,0.0,3,12.0,0,1,,,,62.7,64.1,66.6,,63.8,,,,,0,0,3,,135.4,0.0,0,0,0,0,1,0,0.0,21,7.0,1.55
Kyron Drones,144506,QB,VA TECH,1,5.56,0,24,337,56.3,16,18,8.8,2.89,1,2,10.0,44.4,8,7,11.1,21,87.5,1,5,,,,29.7,65.7,74.4,,67.4,,59.1,,,0,1,23,28.6,42.8,9.5,2,1,0,1,0,2,8.7,116,6.4,56.3,16,18,8.3,2.7,1,1,5.3,44.4,8,7,11.1,22,91.7,1,4,,,,29.7,57.9,74.5,,58.7,54.3,59.1,,,0,1,23,28.6,37.5,9.1,2,1,0,1,0,2,8.7,93,5.2,100.0,2,2,1.0,2.55,0,1,33.3,50.0,1,1,50.0,2,8.3,1,1,,,,62.7,88.2,66.6,,87.5,,,,,0,0,3,0.0,89.6,0.0,0,0,0,0,0,0,0.0,22,11.0,0,100.0,2,2,-3.0,1.33,0,0,0.0,50.0,1,1,50.0,3,12.5,1,0,,,,62.7,56.7,67.4,,60.2,54.3,,,,0,0,3,0.0,56.3,0.0,0,0,0,0,0,0,0.0,-1,-0.5,5.83
Braylon Braxton,144442,QB,MARSHALL,1,17.5,0,24,214,78.6,14,15,12.1,2.7,0,1,5.9,66.7,10,5,9.1,17,70.8,1,9,,,,72.9,89.3,76.2,,87.3,,71.0,,,0,1,19,20.0,104.2,5.9,1,1,0,1,1,1,5.3,207,13.8,80.0,15,16,4.8,2.25,0,0,0.0,62.5,10,5,16.7,19,79.2,2,6,,,,72.9,87.6,76.3,,85.1,,71.0,,,0,0,21,20.0,77.9,5.3,1,1,0,1,0,0,0.0,91,5.7,80.0,5,5,15.6,2.2,0,1,20.0,80.0,4,0,0.0,5,20.8,0,3,,,,63.8,70.9,68.1,,70.5,,,,,0,1,5,,118.8,0.0,0,0,0,0,1,1,20.0,136,27.2,0,83.3,6,6,-3.3,1.13,0,0,0.0,66.7,4,0,20.0,7,29.2,1,0,,,,64.6,64.1,69.1,,63.9,,,,,0,0,7,,71.5,0.0,0,0,0,0,0,0,0.0,20,3.3,21.51
Brandon Rose,158503,QB,UTAH,1,13.33,0,24,328,60.0,15,16,13.4,3.25,0,1,5.6,50.0,8,7,11.1,19,79.2,1,8,,,,69.8,76.8,76.0,,67.1,,76.5,,,0,1,22,14.3,84.6,5.3,1,2,0,1,2,0,0.0,105,6.6,64.3,14,15,8.8,2.86,0,1,6.3,53.3,8,6,11.1,17,70.8,1,6,,,,69.7,79.1,75.8,,68.4,,76.5,,,0,1,19,0.0,61.2,0.0,0,2,0,1,1,0,0.0,73,4.9,66.7,6,6,11.2,2.76,0,0,0.0,66.7,4,1,0.0,7,29.2,0,2,,,,64.9,59.5,69.5,,59.4,,,,,0,0,8,100.0,124.3,14.3,1,0,0,0,1,0,0.0,39,6.5,0,80.0,5,5,-2.2,1.24,0,0,0.0,80.0,4,0,0.0,5,20.8,0,0,,,,63.8,58.9,68.1,,58.8,,,,,0,0,5,,79.2,0.0,0,0,0,0,0,0,0.0,7,1.4,1.63
Katin Houser,158386,QB,E CAROLINA,1,-9.09,0,24,156,73.7,19,19,15.8,2.34,0,4,21.1,73.7,14,4,0.0,21,87.5,0,11,,,,69.2,90.6,76.0,,87.1,,74.1,,,0,0,21,25.0,155.2,4.8,1,1,0,0,4,0,0.0,319,16.8,81.8,11,11,7.3,1.95,0,0,0.0,81.8,9,2,0.0,12,50.0,0,5,,,,68.5,68.5,75.1,,56.2,,74.1,,,0,0,12,0.0,95.5,0.0,0,1,0,0,0,0,0.0,76,6.9,72.7,11,11,19.5,2.39,0,4,36.4,72.7,8,2,0.0,12,50.0,0,8,,,,65.8,94.1,71.2,,93.5,,,,,0,0,12,50.0,154.4,8.3,1,0,0,0,5,0,0.0,267,24.3,0,100.0,3,3,-1.7,1.0,0,0,0.0,100.0,3,0,0.0,3,12.5,0,2,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,139.6,0.0,0,0,0,0,1,0,0.0,24,8.0,17.36
Hudson Card,123109,QB,PURDUE,1,-37.14,0,24,273,46.2,13,16,11.9,3.2,1,0,0.0,37.5,6,13,0.0,21,87.5,0,6,,,,68.0,43.5,75.4,,35.8,,67.6,,,2,1,22,23.1,31.8,14.3,3,2,0,0,0,2,9.1,94,5.9,61.5,13,14,9.6,2.68,0,0,0.0,57.1,8,8,0.0,17,70.8,0,5,,,,67.6,41.7,75.1,,35.6,,63.4,,,1,1,18,37.5,51.5,17.6,3,0,0,0,0,2,11.1,106,7.6,33.3,3,5,7.3,3.86,1,0,0.0,20.0,1,5,0.0,7,29.2,0,1,,,,64.6,61.2,69.1,,58.6,,62.0,,,1,0,7,0.0,39.6,0.0,0,2,0,0,0,0,0.0,2,0.4,0,100.0,3,3,-2.7,1.8,0,0,0.0,100.0,3,0,0.0,3,12.5,0,0,,,,62.7,64.0,66.6,,63.8,,,,,0,0,3,,86.1,0.0,0,0,0,0,0,0,0.0,14,4.7,-7.17
Darian Mensah,169984,QB,TULANE,1,0.0,0,23,319,61.1,18,18,16.4,3.04,0,1,5.3,61.1,11,4,0.0,20,87.0,0,8,,,,67.9,65.9,76.2,,69.3,,52.2,,,0,1,21,0.0,119.0,0.0,0,2,0,0,2,1,4.8,248,13.8,66.7,9,9,9.3,2.74,0,1,11.1,66.7,6,2,0.0,9,39.1,0,3,,,,66.3,77.5,75.4,,79.3,,59.3,,,0,0,9,0.0,99.8,0.0,0,0,0,0,0,0,0.0,91,10.1,66.7,12,12,16.3,2.88,0,0,0.0,66.7,8,2,0.0,14,60.9,0,7,,,,66.4,55.4,71.4,,59.5,,52.7,,,0,1,15,0.0,114.6,0.0,0,2,0,0,2,1,6.7,171,14.3,0,100.0,3,3,-5.0,1.4,0,0,0.0,100.0,3,0,0.0,3,13.0,0,2,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,86.1,0.0,0,0,0,0,0,0,0.0,14,4.7,4.14
Ethan Crawford,173571,QB,SO MISS,1,33.33,0,23,296,43.8,16,16,16.9,2.87,0,2,12.5,25.0,4,11,42.9,21,91.3,3,3,,,,70.3,66.7,76.2,,63.9,,64.1,,,0,2,21,45.5,6.0,23.8,5,0,0,0,0,2,9.5,71,4.4,41.7,12,12,16.9,2.94,0,1,8.3,16.7,2,9,60.0,16,69.6,3,1,,,,70.1,61.8,75.9,,57.4,,64.1,,,0,2,16,44.4,0.0,25.0,4,0,0,0,0,2,12.5,11,0.9,50.0,6,6,10.7,2.5,0,1,14.3,50.0,3,3,0.0,7,30.4,0,2,,,,64.9,74.6,69.5,,74.1,,,,,0,1,8,33.3,45.1,14.3,1,0,0,0,0,0,0.0,59,9.8,0,50.0,2,2,-2.0,2.1,0,0,0.0,50.0,1,1,0.0,2,8.7,0,0,,,,62.7,64.1,66.6,,63.9,,,,,0,1,3,0.0,16.7,0.0,0,0,0,0,0,0,0.0,-1,-0.5,8.91
Santino Marucci,144197,QB,NEW MEX ST,1,10.99,0,23,242,64.3,14,17,8.9,2.97,1,0,0.0,41.2,7,7,22.2,20,87.0,2,7,,,,18.1,39.0,76.0,,53.3,,37.8,,,0,2,20,0.0,41.9,0.0,0,3,0,2,1,2,10.0,104,6.1,72.7,11,13,6.5,2.91,1,0,0.0,46.2,6,5,25.0,16,69.6,2,6,,,,16.5,46.4,75.6,,66.5,,37.8,,,0,2,16,0.0,58.7,0.0,0,3,0,1,1,1,6.3,100,7.7,66.7,6,7,8.0,2.69,0,0,0.0,57.1,4,3,0.0,7,30.4,0,2,,,,64.6,50.5,69.7,,50.2,,,,,0,0,7,0.0,67.0,0.0,0,0,0,1,0,1,14.3,29,4.1,0,100.0,3,3,-1.7,2.03,0,0,0.0,100.0,3,1,0.0,3,13.0,0,1,,,,62.7,81.3,66.6,,80.7,,,,,0,0,3,0.0,101.4,0.0,0,0,0,0,0,0,0.0,25,8.3,-3.55
Collin Schlee,98025,QB,VA TECH,1,-46.67,0,22,337,58.8,17,17,11.5,3.23,0,1,5.6,41.2,7,9,30.0,22,100.0,3,4,,,,67.6,50.3,73.1,,52.8,,53.9,,,0,1,24,0.0,49.4,0.0,0,5,0,0,1,2,8.3,73,4.3,60.0,15,15,11.3,3.28,0,1,6.3,46.7,7,9,22.2,20,90.9,2,4,,,,67.4,57.5,72.8,,61.2,,53.9,,,0,0,22,0.0,83.5,0.0,0,5,0,0,1,1,4.5,73,4.9,50.0,2,2,13.0,2.75,0,0,0.0,0.0,0,0,100.0,2,9.1,1,0,,,,61.8,31.4,65.5,,32.1,,,,,0,1,2,,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-4.87
Nicco Marchiol,157363,QB,W VIRGINIA,1,21.43,0,21,343,54.5,11,11,17.2,3.67,0,2,18.2,45.5,5,5,16.7,17,81.0,1,3,,,,69.5,54.5,74.8,,56.5,,55.2,,,0,1,17,40.0,75.2,11.8,2,4,0,0,1,1,5.9,113,10.3,62.5,8,8,16.6,3.47,0,2,25.0,50.0,4,4,20.0,13,61.9,1,2,,,,69.3,56.4,74.4,,56.9,,57.2,,,0,1,13,50.0,56.3,15.4,2,3,0,0,0,1,7.7,103,12.9,71.4,7,7,6.3,3.51,0,0,0.0,71.4,5,1,0.0,8,38.1,0,3,,,,64.9,58.0,69.5,,61.5,,57.3,,,0,0,8,0.0,132.7,0.0,0,1,0,0,1,0,0.0,53,7.6,0,100.0,4,4,-3.0,2.7,0,0,0.0,100.0,4,0,0.0,4,19.0,0,2,,,,63.3,65.0,67.4,,64.8,,,,,0,0,4,,111.5,0.0,0,0,0,0,0,0,0.0,43,10.8,-5.31
Jalen Milroe,146590,QB,ALABAMA,1,-7.5,0,20,103,83.3,12,12,9.0,3.21,0,1,8.3,66.7,8,6,20.0,14,70.0,2,5,,,,73.3,93.1,75.9,,84.2,,87.1,,,0,0,15,0.0,85.4,0.0,0,2,0,0,0,0,0.0,80,6.7,90.0,10,10,11.5,2.86,0,1,10.0,70.0,7,4,22.2,11,55.0,2,6,,,,73.4,94.2,75.7,,88.1,,89.9,,,0,0,12,0.0,92.1,0.0,0,1,0,0,0,0,0.0,76,7.6,83.3,6,8,-2.5,2.93,1,0,0.0,62.5,5,3,0.0,9,45.0,0,1,,,,65.1,53.1,69.8,,56.5,,57.3,,,0,0,9,0.0,71.4,0.0,0,1,0,1,0,0,0.0,33,4.1,0,100.0,4,6,-2.0,2.15,1,0,0.0,66.7,4,1,0.0,6,30.0,0,2,,,,64.2,60.5,68.6,,60.3,,,,,0,0,6,0.0,77.8,0.0,0,0,0,1,0,0,0.0,29,4.8,-3.47
Ethan Vasko,163817,QB,COAST CAR,1,-3.57,0,19,141,76.9,13,13,10.3,2.94,0,0,0.0,69.2,9,7,10.0,14,73.7,1,7,,,,37.2,86.1,76.1,,86.4,,69.4,,,0,0,16,0.0,121.6,0.0,0,1,0,0,1,0,0.0,113,8.7,78.6,14,14,3.9,2.19,0,0,0.0,78.6,11,4,0.0,14,73.7,0,5,,,,36.6,77.1,76.0,,71.2,,69.8,,,0,0,15,0.0,95.2,0.0,0,0,0,0,0,0,0.0,96,6.9,100.0,4,4,15.0,3.46,0,0,0.0,75.0,3,3,25.0,5,26.3,1,4,,,,64.2,90.6,68.6,,91.7,,61.0,,,0,0,6,0.0,156.3,0.0,0,1,0,0,1,0,0.0,54,13.5,0,100.0,5,5,-3.8,1.36,0,0,0.0,100.0,5,0,0.0,5,26.3,0,2,,,,63.8,65.7,68.1,,65.4,,,,,0,0,5,,97.5,0.0,0,0,0,0,0,0,0.0,37,7.4,6.64
Ethan Hampton,145858,QB,N ILLINOIS,1,36.36,0,18,254,100.0,13,16,6.8,2.35,1,0,0.0,75.0,12,2,7.7,17,94.4,1,8,,,,70.2,81.7,76.5,,83.5,,62.0,,,0,0,18,0.0,142.7,0.0,0,1,1,1,2,0,0.0,148,9.3,100.0,8,11,3.6,1.8,1,0,0.0,63.6,7,2,12.5,11,61.1,1,4,,,,69.9,72.8,76.1,,69.2,,65.6,,,0,0,11,0.0,106.6,0.0,0,0,1,1,1,0,0.0,56,5.1,100.0,6,6,9.3,3.04,0,0,0.0,100.0,6,0,0.0,7,38.9,0,5,,,,64.9,83.8,69.5,,88.7,,57.3,,,0,0,8,,158.3,0.0,0,1,0,0,1,0,0.0,100,16.7,0,100.0,1,1,-3.0,1.1,0,0,0.0,100.0,1,0,0.0,1,5.6,0,1,,,,60.3,61.1,63.6,,61.0,,,,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,11.58
Demond Williams Jr.,183648,QB,WASHINGTON,1,-66.67,0,17,340,62.5,8,9,8.5,3.13,0,0,0.0,55.6,5,12,0.0,16,94.1,0,4,,,,69.0,63.3,73.9,,48.1,,74.0,,,0,0,18,25.0,72.0,18.8,3,4,0,1,0,0,0.0,51,5.7,75.0,8,9,6.8,2.96,0,0,0.0,66.7,6,11,0.0,16,94.1,0,4,,,,68.9,68.4,73.7,,53.7,,74.0,,,0,0,17,27.3,85.4,18.8,3,4,0,1,0,0,0.0,60,6.7,0.0,1,1,11.0,3.7,0,0,0.0,0.0,0,1,,1,5.9,0,0,,,,61.8,46.1,65.5,,46.4,,,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1,1,-3.0,1.0,0,0,0.0,100.0,1,0,0.0,1,5.9,0,0,,,,60.3,61.1,63.6,,61.0,,,,,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,-6.67
Brendan Sullivan,145034,QB,IOWA,1,50.0,0,17,192,75.0,8,8,13.9,3.61,0,1,12.5,62.5,5,10,16.7,15,88.2,1,4,,,,22.3,29.2,73.6,,45.6,,32.8,,,0,2,15,30.0,66.7,20.0,3,4,0,0,0,3,20.0,125,15.6,66.7,6,6,11.2,3.75,0,0,0.0,50.0,3,7,25.0,11,64.7,1,3,,,,66.7,29.0,73.1,,29.7,,47.4,,,0,2,11,28.6,46.5,18.2,2,3,0,0,0,2,18.2,61,10.2,100.0,3,3,13.7,2.83,0,1,33.3,100.0,3,3,0.0,6,35.3,0,2,,,,13.4,48.1,68.6,,83.6,,35.2,,,0,0,6,33.3,118.8,16.7,1,2,0,0,0,1,16.7,96,32.0,0,100.0,1,1,-3.0,2.05,0,0,0.0,100.0,1,0,0.0,2,11.8,0,1,,,,61.8,54.9,65.5,,60.4,,57.3,,,0,0,2,,118.8,0.0,0,1,0,0,0,0,0.0,32,32.0,21.83
Nate Yarnell,144037,QB,PITTSBURGH,1,-57.14,0,17,268,66.7,12,12,13.4,3.28,0,0,0.0,33.3,4,6,50.0,17,100.0,4,5,,,,67.7,45.5,0.0,,44.9,,60.6,,,0,2,19,16.7,33.3,5.9,1,4,0,0,1,2,10.5,44,3.7,85.7,7,7,9.4,3.16,0,0,0.0,57.1,4,4,33.3,10,58.8,2,4,,,,66.8,50.7,0.0,,56.2,,56.2,,,0,1,12,0.0,75.9,0.0,0,3,0,0,1,1,8.3,44,6.3,40.0,5,5,19.0,3.44,0,0,0.0,0.0,0,2,100.0,7,41.2,2,1,,,,64.6,45.0,69.1,,37.7,,64.1,,,0,1,7,50.0,0.0,14.3,1,1,0,0,0,1,14.3,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.29
Kaidon Salter,132046,QB,LIBERTY,1,28.57,0,16,206,71.4,14,14,14.3,2.67,0,0,0.0,71.4,10,4,0.0,15,93.8,0,7,,,,25.5,72.0,19.0,,79.8,,57.7,,,0,0,16,25.0,143.8,6.7,1,0,0,0,2,0,0.0,143,10.2,57.1,7,7,18.4,2.54,0,0,0.0,57.1,4,2,0.0,7,43.8,0,3,,,,22.3,65.0,14.3,,73.5,,57.7,,,0,0,8,0.0,128.6,0.0,0,0,0,0,1,0,0.0,66,9.4,85.7,7,7,10.1,2.48,0,0,0.0,85.7,6,2,0.0,9,56.3,0,4,,,,64.9,76.9,69.8,,76.3,,,,,0,0,9,50.0,152.1,11.1,1,0,0,0,1,0,0.0,77,11.0,0,,0,0,,0.0,0,0,,,0,0,,1,6.3,0,0,,,,,60.0,63.6,,60.0,,,,,0,0,1,,0.0,0.0,0,0,0,0,0,0,0.0,0,,1.57
Nico Iamaleava,174728,QB,TENNESSEE,1,16.67,0,15,307,54.5,11,11,19.3,2.96,0,2,18.2,54.5,6,4,0.0,13,86.7,0,6,,,,67.8,80.0,74.8,,76.8,,67.1,,,0,0,13,25.0,139.2,7.7,1,1,0,0,2,0,0.0,162,14.7,50.0,4,4,15.8,3.18,0,1,25.0,50.0,2,2,0.0,5,33.3,0,3,,,,66.8,75.5,74.0,,69.9,,67.1,,,0,0,5,0.0,135.4,0.0,0,1,0,0,1,0,0.0,55,13.8,66.7,9,9,16.2,2.53,0,1,11.1,66.7,6,2,0.0,10,66.7,0,4,,,,65.4,75.8,70.1,,75.3,,,,,0,0,10,50.0,146.8,10.0,1,0,0,0,1,0,0.0,119,13.2,0,100.0,2,2,-1.5,1.35,0,0,0.0,100.0,2,0,0.0,2,13.3,0,1,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,,91.7,0.0,0,0,0,0,0,0,0.0,12,6.0,-0.53
Will Rogers,124184,QB,WASHINGTON,1,30.0,0,15,340,81.8,11,11,8.7,2.43,0,0,0.0,72.7,8,3,11.1,13,86.7,1,1,,,,20.6,27.9,73.4,,27.6,,,,,0,1,14,66.7,42.2,15.4,2,0,0,0,0,3,21.4,46,4.2,80.0,10,10,8.1,1.93,0,0,0.0,70.0,7,1,12.5,11,73.3,1,1,,,,65.8,34.3,73.1,,32.7,,,,,0,1,12,100.0,38.3,9.1,1,0,0,0,0,2,16.7,42,4.2,100.0,3,3,3.0,3.38,0,0,0.0,100.0,3,2,0.0,4,26.7,0,0,,,,10.7,30.7,67.4,,31.0,,,,,0,0,4,50.0,90.3,25.0,1,0,0,0,0,1,25.0,17,5.7,0,100.0,2,2,-3.0,1.55,0,0,0.0,100.0,2,0,0.0,2,13.3,0,0,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5,1.47
