player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Ryder Burton,175011,QB,UAB,1,42.69,0,41,321,56.7,30,32,14.4,3.33,0,4,12.1,50.0,16,11,5.9,39,95.1,1,11,,,,,34.8,61.3,76.5,60.9,,59.0,0,0,40,45.5,90.2,12.8,5,2,0,2,2,1,2.5,197,6.2,47.6,21,23,15.7,3.66,0,2,8.3,39.1,9,11,10.0,30,73.2,1,7,,,,,29.5,50.8,75.9,49.5,,59.0,0,0,31,45.5,69.7,16.7,5,2,0,2,1,1,3.2,113,4.9,81.8,11,11,9.5,2.46,0,2,18.2,81.8,9,1,0.0,11,26.8,0,5,,,,,65.6,83.8,70.4,83.1,,,0,0,11,0.0,134.8,0.0,0,0,0,0,1,0,0.0,100,9.1,0,100.0,2,2,0.0,3.65,0,0,0.0,100.0,2,1,0.0,2,4.9,0,1,,,,,61.8,62.9,65.5,62.7,,,0,0,2,0.0,100.0,0.0,0,0,0,0,0,0,0.0,16,8.0,4.18
Jacob Clark,101628,QB,MO STATE,1,-43.91,0,41,230,72.4,29,31,10.9,2.8,1,5,14.7,61.3,19,15,9.5,39,95.1,2,14,,,,,69.6,79.2,76.3,80.3,,58.1,0,0,42,33.3,111.9,12.8,5,3,0,1,2,1,2.4,277,8.9,82.6,23,23,9.7,2.66,0,3,12.0,73.9,17,10,10.5,29,70.7,2,13,,,,,68.8,80.8,75.5,82.0,,57.0,0,0,31,50.0,141.8,17.2,5,1,0,0,2,0,0.0,271,11.8,50.0,8,10,11.1,3.06,1,2,18.2,30.0,3,5,25.0,12,29.3,1,1,,,,,66.0,66.7,71.0,66.4,,61.0,0,0,13,0.0,39.6,0.0,0,2,0,1,0,1,7.7,15,1.5,0,100.0,2,2,-1.5,2.25,0,0,0.0,50.0,1,0,50.0,2,4.9,1,0,,,,,61.8,62.9,65.5,62.7,,,0,0,2,,62.5,0.0,0,0,0,0,0,0,0.0,9,4.5,-10.28
Brad Jackson,184354,QB,TEXAS ST,1,3.47,0,40,314,86.2,29,31,11.2,2.81,1,5,15.2,77.4,24,10,4.0,37,92.5,1,13,,,,,38.1,81.0,76.3,83.2,,60.4,0,1,39,40.0,131.9,10.8,4,2,0,1,3,1,2.6,346,11.2,82.4,17,18,9.1,2.52,1,2,9.5,77.8,14,5,0.0,21,52.5,0,9,,,,,70.9,68.8,75.2,67.8,,62.7,0,1,24,40.0,120.4,9.5,2,1,0,0,2,0,0.0,172,9.6,93.3,15,16,11.1,2.85,0,3,18.8,81.3,13,5,7.1,19,47.5,1,5,,,,,23.4,89.9,72.2,90.7,,57.3,0,0,19,40.0,136.5,10.5,2,1,0,1,1,1,5.3,188,11.8,0,100.0,3,3,-2.0,1.0,0,0,0.0,100.0,3,0,0.0,3,7.5,0,1,,,,,63.3,65.0,67.4,64.8,,,0,0,4,,86.1,0.0,0,0,0,0,0,0,0.0,14,4.7,2.19
Diego Pavia,156927,QB,VANDERBILT,1,-0.86,0,40,333,75.9,29,29,12.8,2.98,0,4,12.9,72.4,21,10,4.5,36,90.0,1,19,,,,,73.1,91.2,76.9,91.5,,69.3,0,0,39,10.0,144.5,2.8,1,5,0,0,3,0,0.0,331,11.4,79.3,29,29,11.3,2.73,0,4,12.9,75.9,22,8,4.3,34,85.0,1,20,,,,,73.1,91.6,76.7,91.9,,69.4,0,0,36,12.5,140.4,2.9,1,3,0,0,2,0,0.0,365,12.6,75.0,4,4,8.3,3.42,0,0,0.0,75.0,3,2,0.0,6,15.0,0,2,,,,,64.6,64.0,69.1,62.3,,61.8,0,0,7,0.0,116.7,0.0,0,2,0,0,1,0,0.0,12,3.0,0,100.0,4,4,-2.5,1.5,0,0,0.0,100.0,4,0,0.0,4,10.0,0,3,,,,,63.3,64.9,67.4,64.7,,,0,0,4,,114.6,0.0,0,0,0,0,0,0,0.0,46,11.5,-9.59
Brendon Lewis,131687,QB,MEMPHIS,1,16.13,0,40,218,84.6,26,27,10.2,2.76,0,1,3.4,81.5,22,13,0.0,33,82.5,0,10,,,,,70.5,74.6,75.8,75.4,,60.0,0,1,36,46.2,119.0,18.2,6,0,0,1,2,0,0.0,279,10.3,86.7,30,31,8.1,2.64,0,1,3.0,83.9,26,13,0.0,37,92.5,0,12,,,,,70.7,76.3,76.0,75.5,,62.9,0,1,39,46.2,115.6,16.2,6,0,0,1,2,0,0.0,304,9.8,100.0,3,3,0.3,1.5,0,0,0.0,100.0,3,0,0.0,3,7.5,0,0,,,,,63.8,57.8,68.1,63.1,,57.3,0,0,5,,84.7,0.0,0,0,0,0,0,0,0.0,13,4.3,0,100.0,7,7,-2.7,1.54,0,0,0.0,100.0,7,0,0.0,7,17.5,0,2,,,,,64.9,66.0,69.5,65.7,,,0,0,8,,89.3,0.0,0,0,0,0,0,0,0.0,38,5.4,-5.48
Nicholas Vattiato,145302,QB,MIDDLE TN,1,3.5,0,39,224,72.7,33,34,8.0,2.34,0,0,0.0,67.6,23,4,4.2,36,92.3,1,10,,,,,69.7,58.6,76.2,60.6,60.0,53.1,0,1,37,25.0,88.6,2.8,1,1,0,1,2,1,2.7,186,5.5,73.1,26,26,8.1,2.16,0,1,3.8,69.2,18,2,5.3,28,71.8,1,8,,,,,69.1,60.9,75.5,63.7,60.0,53.1,0,1,28,50.0,98.6,3.6,1,1,0,0,2,1,3.6,182,7.0,80.0,10,11,7.6,2.57,0,0,0.0,72.7,8,2,0.0,11,28.2,0,3,,,,,65.8,68.3,70.7,68.0,,,0,0,12,0.0,117.6,0.0,0,0,0,1,1,0,0.0,65,5.9,0,100.0,3,3,7.3,1.47,0,1,33.3,100.0,3,0,0.0,3,7.7,0,1,,,,,62.7,88.7,66.6,87.9,,,0,0,3,,158.3,0.0,0,0,0,0,1,0,0.0,61,20.3,-1.09
Ethan Vasko,163817,QB,LIBERTY,1,-9.4,0,38,206,60.7,28,31,11.6,3.12,0,1,3.0,48.4,15,11,11.8,34,89.5,2,9,,,,,32.6,32.0,26.0,31.6,,55.9,0,1,36,9.1,55.2,2.9,1,2,0,3,0,4,11.1,195,6.3,62.5,24,26,9.5,3.03,0,0,0.0,53.8,14,9,6.7,29,76.3,1,7,,,,,29.7,26.4,24.1,25.8,,55.9,0,1,31,11.1,53.2,3.4,1,2,0,2,0,4,12.9,139,5.3,71.4,7,9,11.4,2.81,1,1,11.1,44.4,4,2,20.0,9,23.7,1,2,,,,,65.1,90.9,69.8,90.7,,,0,0,9,0.0,65.5,0.0,0,0,0,1,0,0,0.0,57,6.3,0,100.0,3,4,-5.0,1.73,1,0,0.0,75.0,3,0,0.0,4,10.5,0,0,,,,,63.3,54.1,67.4,54.1,,,0,0,4,,77.1,0.0,0,0,0,0,0,0,0.0,1,0.3,0.98
Noah Fifita,158722,QB,ARIZONA,1,-11.31,0,38,109,69.2,26,29,9.0,2.99,0,1,3.2,48.3,14,14,22.2,36,94.7,4,7,,,,,71.4,58.2,76.3,51.9,,68.4,1,0,38,35.7,86.9,13.9,5,2,0,2,2,2,5.3,150,5.2,71.4,21,24,8.2,2.82,0,1,4.0,54.2,13,15,13.3,30,78.9,2,5,,,,,70.7,56.2,75.8,49.0,,69.3,1,0,31,33.3,83.9,16.7,5,1,0,2,1,2,6.5,131,5.5,71.4,7,7,7.6,3.33,0,0,0.0,42.9,3,0,40.0,8,21.1,2,2,,,,,66.3,65.3,70.1,65.1,,60.7,0,0,9,,93.5,0.0,0,1,0,0,1,0,0.0,27,3.9,0,100.0,2,2,-4.0,1.7,0,0,0.0,100.0,2,1,0.0,2,5.3,0,0,,,,,61.8,62.9,65.5,62.7,,,0,0,2,0.0,83.3,0.0,0,0,0,0,0,0,0.0,8,4.0,-1.6
Behren Morton,144747,QB,TEXAS TECH,1,-15.56,0,37,315,60.7,28,28,12.3,2.81,0,1,3.3,46.4,13,9,23.5,33,89.2,4,8,,,,,68.6,52.3,77.6,51.0,,,0,0,35,55.6,83.5,15.2,5,0,0,0,1,2,5.7,207,7.4,70.4,27,27,10.1,2.65,0,1,3.4,55.6,15,6,21.1,31,83.8,4,7,,,,,68.5,60.0,77.5,58.9,,,0,0,33,66.7,90.4,12.9,4,0,0,0,1,2,6.1,192,7.1,40.0,5,5,12.6,2.8,0,0,0.0,40.0,2,3,0.0,6,16.2,0,1,,,,,64.2,37.8,68.6,38.1,,,0,0,6,33.3,57.9,16.7,1,0,0,0,0,0,0.0,27,5.4,0,100.0,4,4,-2.0,1.63,0,0,0.0,100.0,4,0,0.0,4,10.8,0,0,,,,,63.3,64.9,67.4,64.7,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,12,3.0,-1.71
Ty Simpson,157008,QB,ALABAMA,1,32.14,0,37,103,61.5,26,28,14.8,2.81,0,3,10.0,50.0,14,7,12.5,30,81.1,2,11,,,,,35.0,79.2,76.3,76.7,,68.2,0,0,32,14.3,93.8,3.3,1,0,0,2,1,1,3.1,256,9.1,61.5,26,28,13.3,2.6,0,2,6.7,53.6,15,5,6.3,28,75.7,1,10,,,,,71.1,79.8,76.2,77.3,,68.2,0,0,30,0.0,87.1,0.0,0,0,0,2,1,0,0.0,191,6.8,100.0,7,7,3.0,2.51,0,1,14.3,85.7,6,2,14.3,9,24.3,1,3,,,,,17.1,65.3,70.1,66.1,57.9,,0,0,9,50.0,117.9,11.1,1,0,0,0,0,1,11.1,86,12.3,0,100.0,7,7,-2.7,1.61,0,0,0.0,100.0,7,0,0.0,7,18.9,0,2,,,,,64.6,65.4,69.5,66.4,57.9,,0,0,7,,79.2,0.0,0,0,0,0,0,0,0.0,21,3.0,5.47
Parker Navarro,123758,QB,OHIO,1,-43.33,0,37,259,65.4,26,30,9.0,3.28,1,0,0.0,53.3,16,11,5.9,36,97.3,1,10,,,,,70.9,42.6,76.5,40.1,,57.1,0,1,37,9.1,71.7,2.8,1,5,0,3,1,1,2.7,201,6.7,69.6,23,25,8.5,3.36,0,0,0.0,60.0,15,9,6.3,30,81.1,1,10,,,,,70.7,44.6,76.2,41.1,,59.2,0,0,31,11.1,98.3,3.3,1,4,0,2,1,1,3.2,197,7.9,25.0,4,6,10.3,2.73,1,0,0.0,16.7,1,2,0.0,7,18.9,0,0,,,,,64.6,43.3,69.1,46.0,,57.3,0,1,7,0.0,0.0,0.0,0,1,0,1,0,0,0.0,4,0.7,0,0.0,1,1,2.0,2.1,0,0,0.0,0.0,0,0,,1,2.7,0,0,,,,,60.3,56.0,63.6,56.8,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,-7.21
Nico Iamaleava,174728,QB,UCLA,1,-65.38,0,37,324,71.4,21,25,8.6,3.15,2,0,0.0,60.0,15,15,0.0,35,94.6,0,13,,,,,70.9,72.7,76.7,52.6,,84.6,0,0,35,20.0,89.1,8.6,3,7,2,0,1,0,0.0,142,5.7,77.3,22,26,7.0,3.13,2,0,0.0,65.4,17,15,0.0,35,94.6,0,14,,,,,70.9,73.9,76.7,56.5,,83.1,0,0,35,20.0,112.8,8.6,3,6,2,0,2,0,0.0,191,7.3,0.0,1,1,15.0,2.85,0,0,0.0,0.0,0,0,,2,5.4,0,0,,,,,61.8,57.6,65.5,47.3,,64.3,0,0,2,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0,100.0,2,2,-5.5,2.5,0,0,0.0,100.0,2,0,0.0,2,5.4,0,1,,,,,61.8,62.9,65.5,62.7,,,0,0,2,,158.3,0.0,0,0,0,0,1,0,0.0,49,24.5,-7.35
Grayson Loftis,170054,QB,CHARLOTTE,1,-27.98,0,37,136,76.9,26,29,11.0,3.0,1,2,6.7,65.5,19,12,5.0,35,94.6,1,10,,,,,69.2,76.7,75.7,80.7,,50.8,0,1,36,33.3,116.7,11.4,4,2,0,2,3,1,2.8,278,9.6,78.3,23,24,10.4,2.77,1,2,8.3,70.8,17,7,5.6,28,75.7,1,9,,,,,68.6,78.3,75.0,81.3,,53.6,0,1,28,42.9,128.8,10.7,3,1,0,0,3,1,3.6,262,10.9,60.0,5,7,7.8,3.46,0,0,0.0,42.9,3,5,0.0,9,24.3,0,1,,,,,65.4,60.1,70.1,63.4,,57.3,0,0,10,20.0,50.3,11.1,1,1,0,2,0,0,0.0,17,2.4,0,50.0,2,2,-3.5,1.85,0,0,0.0,50.0,1,0,0.0,2,5.4,0,0,,,,,61.8,54.4,65.5,54.5,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,1,0.5,-8.49
Julian Sayin,183708,QB,OHIO STATE,1,11.03,0,37,260,85.2,27,28,12.0,3.51,0,2,6.9,78.6,22,9,4.3,32,86.5,1,18,,,,,68.5,89.7,76.9,89.5,,62.1,0,1,33,22.2,106.0,6.3,2,2,0,1,1,1,3.0,284,10.1,87.5,16,17,9.6,3.43,0,0,0.0,76.5,13,4,7.1,19,51.4,1,10,,,,,67.0,77.4,76.0,74.2,,64.3,0,1,19,25.0,75.1,5.3,1,1,0,1,0,1,5.3,138,8.1,87.5,16,16,9.5,3.09,0,2,11.8,87.5,14,5,0.0,18,48.6,0,8,,,,,67.0,90.3,72.2,90.9,,57.3,0,0,19,20.0,130.5,5.6,1,1,0,0,1,0,0.0,165,10.3,0,100.0,5,5,-3.8,1.7,0,0,0.0,100.0,5,0,0.0,5,13.5,0,0,,,,,63.8,65.8,68.1,65.5,,,0,0,5,,82.5,0.0,0,0,0,0,0,0,0.0,19,3.8,2.19
Kiael Kelly,145634,QB,BALL ST,1,16.88,0,36,117,57.1,21,22,7.9,2.96,1,0,0.0,54.5,12,11,0.0,29,80.6,0,7,,,,,74.2,54.6,76.2,39.9,,69.7,0,0,29,36.4,92.6,13.8,4,3,0,0,1,1,3.4,158,7.2,65.0,20,22,5.5,2.53,2,0,0.0,54.5,12,6,7.7,27,75.0,1,5,,,,,74.2,60.1,76.1,46.7,,69.7,0,0,27,33.3,100.9,7.4,2,3,0,0,2,1,3.7,122,5.5,71.4,7,7,5.3,2.92,0,0,0.0,71.4,5,5,0.0,9,25.0,0,3,,,,,65.1,45.6,69.8,45.6,,,0,0,9,40.0,92.0,22.2,2,0,0,0,0,0,0.0,51,7.3,0,100.0,6,7,-3.2,1.26,1,0,0.0,71.4,5,0,16.7,7,19.4,1,1,,,,,64.6,64.1,69.1,63.9,,,0,0,7,,113.7,0.0,0,0,0,0,1,0,0.0,15,2.1,1.74
Micah Alejado,184162,QB,HAWAII,1,41.38,0,36,180,71.9,32,33,10.7,2.84,0,1,2.9,63.6,21,11,8.7,35,97.2,2,12,,,,,70.5,72.3,76.6,71.0,,63.6,0,1,36,18.2,104.1,5.7,2,0,0,1,3,2,5.6,248,7.5,67.9,28,29,10.9,2.97,0,1,3.3,58.6,17,11,10.5,31,86.1,2,11,,,,,70.3,69.4,76.3,67.9,,63.6,0,1,32,18.2,89.6,6.5,2,0,0,1,2,2,6.3,209,7.2,100.0,5,5,6.8,1.86,0,0,0.0,100.0,5,0,0.0,5,13.9,0,1,,,,,63.8,76.4,68.1,76.0,,,0,0,5,,145.4,0.0,0,0,0,0,1,0,0.0,47,9.4,0,100.0,1,1,-3.0,2.0,0,0,0.0,100.0,1,0,0.0,1,2.8,0,0,,,,,60.3,60.6,63.6,60.4,,,0,0,1,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,2.19
Conner Weigman,158683,QB,HOUSTON,1,-16.67,0,36,182,64.3,28,29,10.1,2.65,1,1,3.4,62.1,18,8,0.0,34,94.4,0,10,,,,,75.1,51.4,77.4,43.5,,62.5,0,3,34,25.0,67.0,5.9,2,3,0,0,2,3,8.8,207,7.1,69.2,26,27,8.2,2.5,1,1,3.7,66.7,18,6,0.0,31,86.1,0,9,,,,,75.1,49.3,77.3,39.5,,62.5,0,3,31,16.7,73.1,3.2,1,3,0,0,2,3,9.7,197,7.3,50.0,4,4,18.5,3.36,0,0,0.0,50.0,2,2,0.0,5,13.9,0,1,,,,,63.8,69.5,68.1,69.2,,,0,0,5,50.0,70.8,20.0,1,0,0,0,0,0,0.0,26,6.5,0,100.0,2,2,2.5,2.0,0,0,0.0,100.0,2,0,0.0,2,5.6,0,0,,,,,61.8,63.1,65.5,62.9,,,0,0,2,,100.0,0.0,0,0,0,0,0,0,0.0,16,8.0,-0.8
Darian Mensah,169984,QB,DUKE,1,22.28,0,36,154,76.9,26,28,9.2,3.26,0,1,3.4,67.9,19,11,5.0,33,91.7,1,15,,,,,28.9,68.8,76.5,61.8,,75.2,0,2,34,18.2,93.5,6.1,2,3,0,2,3,3,8.8,194,6.9,76.2,21,23,7.4,3.26,0,1,4.2,65.2,15,9,6.3,27,75.0,1,10,,,,,27.0,56.5,76.1,49.7,,71.1,0,1,28,22.2,79.4,7.4,2,2,0,2,1,3,10.7,147,6.4,87.5,8,8,9.3,2.64,0,0,0.0,87.5,7,2,0.0,9,25.0,0,6,,,,,65.1,90.0,69.8,86.5,,64.1,0,1,9,0.0,105.7,0.0,0,1,0,0,2,0,0.0,75,9.4,0,100.0,3,3,-3.0,1.37,0,0,0.0,100.0,3,0,0.0,3,8.3,0,1,,,,,62.7,64.1,66.6,63.9,,,0,0,3,,105.6,0.0,0,0,0,0,0,0,0.0,28,9.3,2.99
Fernando Mendoza,158323,QB,INDIANA,1,-41.67,0,36,190,72.7,22,27,13.9,3.04,1,5,17.9,59.3,16,18,0.0,32,88.9,0,11,,,,,29.4,88.0,20.5,89.3,,64.4,1,1,34,16.7,82.6,9.4,3,2,1,2,1,2,5.9,222,8.2,78.3,23,27,10.4,2.81,1,3,10.7,66.7,18,17,0.0,32,88.9,0,10,,,,,29.4,79.4,20.5,80.1,,64.4,1,1,34,17.6,80.0,9.4,3,2,1,1,1,2,5.9,165,6.1,33.3,3,4,18.0,3.03,0,2,50.0,25.0,1,1,0.0,4,11.1,0,1,,,,,63.3,91.2,67.4,91.0,,,0,0,4,0.0,79.2,0.0,0,0,0,1,0,0,0.0,53,13.3,0,75.0,4,4,-2.8,1.18,0,0,0.0,75.0,3,0,0.0,4,11.1,0,0,,,,,63.3,57.6,67.4,57.5,,,0,0,4,,77.1,0.0,0,0,0,0,0,0,0.0,-4,-1.0,7.14
Ethan Grunkemeyer,183606,QB,PENN STATE,1,20.18,0,35,266,81.8,22,24,11.9,2.86,0,1,4.0,75.0,18,14,0.0,28,80.0,0,7,,,,,68.0,72.0,76.3,69.0,,64.3,0,1,29,14.3,80.7,7.1,2,1,0,2,0,1,3.4,193,8.0,82.4,17,19,6.6,2.4,0,0,0.0,63.2,12,13,14.3,22,62.9,2,5,,,,,67.4,65.2,75.9,64.0,,,0,0,23,15.4,97.9,9.1,2,0,0,2,1,0,0.0,117,6.2,83.3,12,12,11.3,2.95,0,1,8.3,83.3,10,3,0.0,13,37.1,0,4,,,,,66.0,74.0,71.0,70.2,,64.3,0,1,13,0.0,67.4,0.0,0,1,0,0,0,1,7.7,102,8.5,0,85.7,7,7,-1.9,1.59,0,0,0.0,57.1,4,2,33.3,7,20.0,2,2,,,,,64.6,61.1,69.1,60.9,,,0,0,7,0.0,104.8,0.0,0,0,0,0,1,0,0.0,26,3.7,2.34
Rickie Collins,172474,QB,SYRACUSE,1,32.14,0,35,304,52.9,17,19,12.5,3.23,1,1,5.3,36.8,7,16,22.2,29,82.9,2,4,,,,,68.1,47.9,76.4,46.6,,56.8,0,2,29,37.5,5.7,20.7,6,4,0,1,0,2,6.9,51,2.7,57.9,19,21,8.7,2.95,1,1,4.8,42.9,9,14,18.2,28,80.0,2,3,,,,,68.0,49.6,76.3,48.6,,56.8,0,1,28,21.4,30.5,10.7,3,4,0,1,0,2,7.1,59,2.8,100.0,4,4,6.8,3.04,0,0,0.0,75.0,3,4,25.0,7,20.0,1,2,,,,,64.6,59.2,69.1,59.0,,,0,1,7,75.0,52.1,42.9,3,0,0,0,0,0,0.0,26,6.5,0,100.0,6,6,-3.3,1.72,0,0,0.0,83.3,5,2,16.7,6,17.1,1,1,,,,,64.2,66.2,68.6,66.0,,,0,0,6,0.0,90.3,0.0,0,0,0,0,0,0,0.0,34,5.7,3.69
Skyler Locklear,164027,QB,UTEP,1,-28.57,0,35,330,64.3,28,28,13.1,3.38,0,4,13.8,53.6,15,15,16.7,30,85.7,3,8,,,,,74.5,76.7,77.1,73.0,,67.4,0,1,32,0.0,92.7,0.0,0,2,0,0,2,1,3.1,249,8.9,66.7,21,21,15.9,2.95,0,4,18.2,61.9,13,9,7.1,21,60.0,1,6,,,,,74.6,86.0,76.4,89.9,,63.3,0,0,22,0.0,129.5,0.0,0,0,0,0,2,0,0.0,222,10.6,54.5,11,12,2.7,3.49,0,0,0.0,33.3,4,7,33.3,14,40.0,2,2,,,,,66.2,47.8,71.7,37.3,,71.0,0,1,15,0.0,7.6,0.0,0,2,0,1,0,1,6.7,25,2.1,0,50.0,4,5,-1.3,1.88,0,0,0.0,40.0,2,1,0.0,5,14.3,0,0,,,,,63.8,62.6,68.1,62.4,,,0,0,5,0.0,47.9,0.0,0,0,0,1,0,0,0.0,-2,-0.4,-8.49
Jayden Maiava,158135,QB,USC,1,-11.11,0,35,326,78.6,28,29,12.0,3.24,0,0,0.0,72.4,21,14,4.5,31,88.6,1,15,,,,,69.5,74.7,76.1,69.6,,73.0,0,1,33,7.1,113.3,3.2,1,1,0,1,2,1,3.0,294,10.1,82.4,17,18,6.7,3.02,0,0,0.0,77.8,14,10,0.0,20,57.1,0,9,,,,,68.5,57.3,75.1,47.4,,73.0,0,1,20,10.0,108.8,5.0,1,1,0,1,2,2,10.0,122,6.8,73.3,15,15,13.9,3.22,0,0,0.0,66.7,10,4,9.1,15,42.9,1,6,,,,,66.7,81.6,71.8,80.8,,,0,0,17,0.0,106.8,0.0,0,0,0,0,0,0,0.0,177,11.8,0,75.0,4,4,-3.0,2.1,0,0,0.0,75.0,3,0,0.0,4,11.4,0,0,,,,,63.3,45.6,67.4,45.7,,,0,0,4,,77.1,0.0,0,0,0,0,0,1,25.0,5,1.3,5.02
Jalon Daniels,122555,QB,KANSAS,1,9.32,0,34,198,61.5,26,28,14.3,2.97,0,1,3.6,50.0,14,9,12.5,32,94.1,2,10,,,,,37.8,66.9,77.3,64.9,60.0,62.4,0,0,32,0.0,82.0,0.0,0,4,1,1,1,2,6.3,177,6.3,66.7,21,23,12.3,2.91,0,1,4.3,47.8,11,6,21.4,26,76.5,3,8,,,,,34.2,66.7,76.8,66.6,,59.9,0,0,26,0.0,82.2,0.0,0,3,1,1,1,2,7.7,142,6.2,57.1,7,7,16.3,3.0,0,0,0.0,57.1,4,3,0.0,8,23.5,0,3,,,,,64.9,64.3,70.2,59.8,60.0,64.3,0,0,8,0.0,83.6,0.0,0,1,0,0,0,0,0.0,57,8.1,0,100.0,2,2,0.5,2.25,0,0,0.0,50.0,1,0,50.0,2,5.9,1,1,,,,,61.8,62.8,65.5,62.6,,,0,0,2,,89.6,0.0,0,0,0,0,0,0,0.0,22,11.0,1.97
Trinidad Chambliss,178723,QB,OLE MISS,1,9.29,0,34,226,96.2,26,27,7.8,2.22,1,1,3.4,88.9,24,3,4.0,28,82.4,1,13,,,,,68.8,81.5,75.2,81.3,,59.6,0,0,30,33.3,137.5,3.6,1,0,0,0,2,0,0.0,299,11.1,100.0,4,5,-1.3,1.2,1,0,0.0,80.0,4,0,0.0,5,14.7,0,2,,,,,65.5,62.6,72.4,62.3,,59.6,0,0,5,,97.5,0.0,0,0,0,0,0,0,0.0,37,7.4,96.4,28,28,7.0,2.22,0,1,3.3,89.3,25,3,7.4,29,85.3,2,14,,,,,68.3,83.0,73.9,82.1,,,0,0,31,33.3,146.4,3.4,1,0,0,0,3,0,0.0,296,10.6,0,100.0,6,6,-2.0,1.38,0,0,0.0,83.3,5,0,16.7,6,17.6,1,3,,,,,64.2,66.3,68.6,66.0,,,0,0,6,,129.9,0.0,0,0,0,0,1,0,0.0,34,5.7,3.17
