player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Devon Dampier,171556,QB,UTAH,1,-22.41,0,42,328,74.2,31,34,9.2,2.84,0,1,2.7,61.8,21,2,8.7,37,88.1,2,11,,,,,42.5,65.3,78.2,,66.2,,,59.5,,,0,0,40,50.0,97.4,2.7,1,2,0,3,2,1,2.5,198,5.8,81.5,27,29,7.1,2.41,0,1,3.1,72.4,21,1,4.5,29,69.0,1,9,,,,,38.9,64.8,77.9,,62.8,,,63.1,,,0,0,32,0.0,111.0,0.0,0,0,0,2,2,1,3.1,178,6.1,66.7,9,10,9.1,3.24,0,0,0.0,50.0,5,1,16.7,13,31.0,1,3,,,,,66.2,66.2,71.2,,71.8,,,52.8,,,0,0,14,100.0,66.3,7.7,1,2,0,1,0,0,0.0,54,5.4,0,100.0,5,5,-2.0,1.36,0,0,0.0,100.0,5,0,0.0,5,11.9,0,1,,,,,64.2,66.2,68.6,,66.0,,,,,,0,0,6,,95.0,0.0,0,0,0,0,0,0,0.0,34,6.8,-0.74
Kevin Jennings,158272,QB,SMU,1,17.7,0,41,287,75.0,28,29,11.5,3.12,0,2,6.5,58.6,17,6,19.0,33,80.5,4,12,,,,,68.6,87.1,76.8,,90.0,,,52.8,,,0,1,35,33.3,82.8,6.1,2,2,0,1,1,1,2.9,242,8.3,77.3,22,23,7.9,2.9,0,2,8.0,60.9,14,4,17.6,26,63.4,3,7,,,,,68.0,79.3,76.3,,83.1,,,52.8,,,0,1,28,25.0,69.3,3.8,1,2,0,1,0,1,3.6,191,8.3,85.7,14,14,8.6,2.57,0,0,0.0,78.6,11,2,8.3,15,36.6,1,6,,,,,66.4,86.3,71.4,,85.5,,,,,,0,0,15,50.0,117.6,6.7,1,0,0,0,1,0,0.0,91,6.5,0,100.0,8,8,-3.6,1.4,0,0,0.0,100.0,8,0,0.0,8,19.5,0,1,,,,,64.9,67.3,69.5,,67.0,,,,,,0,0,8,,87.5,0.0,0,0,0,0,0,0,0.0,40,5.0,-1.8
Noah Fifita,158722,QB,ARIZONA,1,42.59,0,41,109,65.4,26,31,12.4,3.16,2,0,0.0,45.2,14,10,17.6,39,95.1,3,10,,,,,72.6,73.9,77.5,,73.8,55.9,,64.3,,,1,0,43,20.0,62.6,5.1,2,6,0,2,0,0,0.0,170,5.5,60.9,23,27,12.3,3.08,1,0,0.0,40.7,11,9,21.4,32,78.0,3,6,,,,,72.4,70.7,77.2,,69.2,,,64.0,,,1,0,37,11.1,53.6,3.1,1,4,0,2,0,0,0.0,114,4.2,100.0,5,6,6.8,3.07,1,0,0.0,83.3,5,1,0.0,9,22.0,0,4,,,,,65.1,76.6,70.1,,80.1,55.9,,61.6,,,0,0,9,100.0,111.1,11.1,1,2,0,0,0,0,0.0,64,10.7,0,100.0,2,2,-2.5,1.5,0,0,0.0,100.0,2,0,0.0,2,4.9,0,0,,,,,62.7,64.1,66.6,,63.8,,,,,,0,0,3,,83.3,0.0,0,0,0,0,0,0,0.0,8,4.0,6.45
Dru DeShields,176094,QB,KENT STATE,1,15.0,0,41,201,69.2,26,29,9.9,3.05,0,1,3.4,62.1,18,13,0.0,37,90.2,0,12,,,,,71.1,74.4,26.6,,71.5,,,69.4,,,0,0,39,15.4,116.3,5.4,2,6,1,2,2,0,0.0,275,9.5,62.5,24,25,9.7,3.04,0,1,4.0,60.0,15,10,0.0,33,80.5,0,10,,,,,70.9,68.5,25.0,,63.7,,,69.4,,,0,0,35,20.0,98.8,6.1,2,6,1,0,1,0,0.0,200,8.0,100.0,6,8,3.3,2.53,0,0,0.0,75.0,6,4,0.0,8,19.5,0,2,,,,,65.1,82.5,69.8,,82.0,,,,,,0,0,9,0.0,145.8,0.0,0,0,0,2,1,0,0.0,80,10.0,0,75.0,4,4,-1.0,1.95,0,0,0.0,75.0,3,1,0.0,4,9.8,0,0,,,,,63.8,58.9,68.1,,58.7,,,,,,0,0,5,0.0,77.1,0.0,0,0,0,0,0,0,0.0,5,1.3,2.0
Ben Finley,122864,QB,AKRON,1,0.0,0,41,102,59.4,32,32,14.8,3.16,0,1,2.9,50.0,16,12,15.8,37,90.2,3,12,,,,,71.4,78.3,77.2,,75.2,,,68.9,,,0,0,39,41.7,97.4,13.5,5,0,0,0,2,0,0.0,252,7.9,63.0,27,27,14.4,3.2,0,1,3.4,55.6,15,11,11.8,32,78.0,2,12,,,,,71.3,79.3,76.9,,76.1,,,68.9,,,0,0,34,45.5,110.6,15.6,5,0,0,0,2,0,0.0,243,9.0,66.7,9,9,8.6,2.26,0,0,0.0,55.6,5,1,16.7,9,22.0,1,2,,,,,65.1,65.4,69.8,,65.1,,,,,,0,0,9,0.0,66.0,0.0,0,0,0,0,0,0,0.0,38,4.2,0,100.0,4,4,-2.0,1.48,0,0,0.0,100.0,4,0,0.0,4,9.8,0,2,,,,,63.3,65.0,67.4,,64.7,,,,,,0,0,4,,96.9,0.0,0,0,0,0,0,0,0.0,29,7.3,-4.78
Jaylen Raynor,172203,QB,ARK STATE,1,-22.5,0,41,113,56.0,25,29,11.6,3.27,1,0,0.0,48.3,14,11,0.0,36,87.8,0,11,,,,,39.8,66.2,24.6,,48.9,,,83.3,,,0,1,37,18.2,55.5,5.6,2,5,0,3,0,2,5.4,192,6.6,65.2,23,24,7.8,3.01,0,0,0.0,62.5,15,8,0.0,29,70.7,0,11,,,,,72.2,80.1,76.5,,60.4,,,86.0,,,0,0,29,12.5,87.0,3.4,1,4,0,1,0,0,0.0,189,7.9,57.1,7,10,14.4,2.98,1,0,0.0,40.0,4,3,0.0,12,29.3,0,1,,,,,20.6,33.9,0.0,,39.6,,,57.3,,,0,1,14,33.3,9.6,8.3,1,1,0,2,0,2,14.3,33,3.3,0,100.0,5,5,-2.2,1.06,0,0,0.0,100.0,5,0,0.0,5,12.2,0,1,,,,,64.2,66.2,68.6,,65.9,,,,,,0,0,6,,91.7,0.0,0,0,0,0,0,0,0.0,30,6.0,-4.58
Nick Minicucci,173617,QB,DELAWARE,1,-22.41,0,40,151,75.9,29,30,9.2,2.58,0,2,6.1,70.0,21,9,4.5,37,92.5,1,8,,,,,73.1,62.1,77.3,,60.5,,,61.3,,,0,0,40,55.6,108.3,13.5,5,2,0,1,1,1,2.5,265,8.8,82.1,28,29,7.9,2.59,0,2,6.5,72.4,21,10,8.7,36,90.0,2,7,,,,,73.1,64.6,77.2,,63.7,,,61.3,,,0,0,38,50.0,109.4,13.9,5,2,0,1,1,1,2.6,247,8.5,50.0,4,4,7.8,1.85,0,0,0.0,50.0,2,0,0.0,4,10.0,0,1,,,,,63.8,53.0,68.1,,53.0,,,,,,0,0,5,,62.5,0.0,0,0,0,0,0,0,0.0,18,4.5,0,100.0,3,3,-5.3,1.73,0,0,0.0,66.7,2,1,33.3,3,7.5,1,0,,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,0.0,70.1,0.0,0,0,0,0,0,0,0.0,0,0.0,-4.02
Marcel Reed,175940,QB,TEXAS A&M,1,-0.7,0,40,312,45.5,33,35,15.7,3.26,1,2,5.6,42.9,15,14,0.0,38,95.0,0,15,,,,,70.7,49.8,77.2,,47.4,,,60.3,,,0,1,40,0.0,85.1,0.0,0,3,0,1,2,4,10.0,337,9.6,50.0,24,26,10.4,3.34,1,0,0.0,46.2,12,12,0.0,28,70.0,0,11,,,,,70.2,50.9,76.7,,46.0,,,63.2,,,0,0,30,0.0,79.5,0.0,0,2,0,1,1,3,10.0,163,6.3,45.5,11,11,24.1,2.84,0,2,18.2,45.5,5,2,0.0,12,30.0,0,5,,,,,65.8,54.2,70.7,,57.1,,,56.7,,,0,1,12,0.0,84.5,0.0,0,1,0,0,1,1,8.3,197,17.9,0,100.0,2,2,-2.5,1.95,0,0,0.0,100.0,2,0,0.0,2,5.0,0,1,,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,,114.6,0.0,0,0,0,0,0,0,0.0,23,11.5,11.64
Gunner Stockton,157072,QB,GEORGIA,1,37.08,0,39,173,70.0,20,21,11.2,2.89,0,3,10.7,61.9,13,14,7.1,29,74.4,1,11,,,,,70.9,79.3,77.6,,79.9,,,60.5,,,0,0,36,28.6,111.8,13.8,4,4,0,1,1,0,0.0,213,10.1,66.7,15,16,9.5,2.8,0,2,8.7,56.3,9,8,10.0,21,53.8,1,6,,,,,70.6,73.2,77.2,,71.0,,,62.8,,,0,0,28,25.0,129.2,9.5,2,3,0,1,2,0,0.0,156,9.8,93.3,15,15,3.1,2.17,0,1,6.7,93.3,14,6,0.0,18,46.2,0,8,,,,,66.8,81.4,72.0,,84.2,,,57.3,,,0,0,18,33.3,107.8,11.1,2,1,0,0,0,0,0.0,148,9.9,0,100.0,10,10,-3.5,1.41,0,0,0.0,100.0,10,0,0.0,10,25.6,0,3,,,,,65.4,67.7,70.1,,67.3,,,,,,0,0,10,,137.9,0.0,0,0,0,0,1,0,0.0,91,9.1,0.12
Owen McCown,157688,QB,UTSA,1,10.71,0,39,331,76.2,21,22,8.6,2.91,0,1,4.2,72.7,16,3,0.0,24,61.5,0,7,,,,,67.8,77.4,75.9,,81.1,,,53.1,,,0,0,26,0.0,135.0,0.0,0,2,0,1,3,0,0.0,173,7.9,80.0,15,16,5.5,2.74,0,0,0.0,75.0,12,2,0.0,17,43.6,0,7,,,,,66.8,75.4,75.3,,77.6,,,57.3,,,0,0,18,0.0,129.4,0.0,0,1,0,1,2,0,0.0,97,6.1,85.7,21,21,3.0,2.03,0,1,4.5,85.7,18,3,0.0,22,56.4,0,5,,,,,67.5,70.6,72.8,,72.4,,,57.3,,,0,0,23,0.0,127.4,0.0,0,1,0,0,2,0,0.0,146,7.0,0,93.3,15,15,-2.4,1.43,0,0,0.0,93.3,14,2,0.0,15,38.5,0,5,,,,,66.4,65.3,71.4,,64.9,,,,,,0,0,15,0.0,108.3,0.0,0,0,0,0,1,0,0.0,70,4.7,0.89
Robby Ashford,131702,QB,WAKE,1,-12.96,0,39,339,59.1,22,23,11.9,3.04,1,2,8.0,52.2,12,7,7.7,27,69.2,1,7,,,,,70.7,66.8,75.7,,70.1,,,56.7,,,0,1,31,14.3,64.9,3.7,1,3,0,0,0,1,3.2,207,9.0,66.7,27,27,5.9,2.61,0,1,3.7,63.0,17,6,5.6,30,76.9,1,5,,,,,70.8,51.0,75.7,,49.6,,,58.5,,,0,2,32,16.7,40.8,3.3,1,2,0,0,0,2,6.3,111,4.1,57.1,7,8,10.0,2.76,1,1,10.0,50.0,4,1,0.0,9,23.1,0,3,,,,,65.6,76.8,70.4,,80.3,,,57.3,,,0,0,11,0.0,95.8,0.0,0,1,0,0,0,0,0.0,141,17.6,0,75.0,12,12,-2.7,1.74,0,0,0.0,75.0,9,0,0.0,12,30.8,0,1,,,,,65.8,36.6,70.7,,36.6,,,,,,0,1,12,,45.5,0.0,0,0,0,0,0,1,8.3,45,3.8,13.52
Malachi Nelson,174203,QB,UTEP,1,-6.67,0,39,330,75.0,28,30,6.5,2.64,0,0,0.0,63.3,19,10,9.5,33,84.6,2,7,,,,,68.6,60.5,75.9,,61.0,,,57.3,,,0,2,35,20.0,54.9,6.1,2,1,0,2,0,2,5.7,200,6.7,78.6,28,30,5.3,2.56,0,0,0.0,66.7,20,11,9.1,34,87.2,2,6,,,,,68.7,59.4,75.9,,59.9,,,57.3,,,0,2,36,18.2,56.1,5.9,2,1,0,2,0,2,5.6,189,6.3,60.0,5,5,2.0,1.72,0,0,0.0,60.0,3,0,0.0,5,12.8,0,1,,,,,63.8,61.2,68.1,,61.0,,,,,,0,0,5,,68.8,0.0,0,0,0,0,0,0,0.0,20,4.0,0,80.0,5,5,-4.6,1.42,0,0,0.0,80.0,4,1,0.0,6,15.4,0,0,,,,,64.2,57.2,68.6,,57.1,,,,,,0,0,6,0.0,79.2,0.0,0,0,0,0,0,0,0.0,9,1.8,-2.3
Sawyer Robertson,146839,QB,BAYLOR,1,-3.42,0,39,118,72.4,29,29,10.7,2.62,0,0,0.0,55.2,16,4,23.8,31,79.5,5,9,,,,,69.0,50.3,76.7,,51.1,,,53.2,,,0,2,33,25.0,66.7,3.2,1,1,0,0,2,2,6.1,170,5.9,85.7,14,14,9.5,2.69,0,0,0.0,64.3,9,3,25.0,15,38.5,3,7,,,,,67.5,60.1,75.7,,62.3,,,53.2,,,0,1,17,0.0,64.6,0.0,0,1,0,0,0,1,5.9,130,9.3,73.9,23,23,7.3,2.18,0,0,0.0,60.9,14,1,17.6,24,61.5,3,5,,,,,67.6,48.6,73.0,,48.6,,,,,,0,1,24,100.0,88.9,4.2,1,0,0,0,3,1,4.2,81,3.5,0,100.0,8,8,-1.4,1.43,0,0,0.0,87.5,7,0,12.5,8,20.5,1,3,,,,,64.9,67.2,69.5,,66.9,,,,,,0,0,8,,127.6,0.0,0,0,0,0,1,0,0.0,41,5.1,-5.77
Joey Aguilar,174978,QB,TENNESSEE,1,39.77,0,38,307,67.9,28,31,12.5,2.63,0,1,2.9,61.3,19,10,0.0,32,84.2,0,15,,,,,44.3,68.0,76.9,,74.1,,,45.7,,,0,2,36,0.0,113.3,0.0,0,1,0,3,4,1,2.8,353,11.4,56.3,16,18,7.4,2.19,0,0,0.0,44.4,8,4,11.1,18,47.4,1,4,,,,,34.1,44.3,75.9,,48.2,,,47.3,,,0,2,21,0.0,15.0,0.0,0,0,0,2,0,1,4.8,67,3.7,88.9,18,19,12.2,2.84,0,1,5.0,84.2,16,6,0.0,20,52.6,0,11,,,,,67.2,90.8,72.5,,91.3,,,57.3,,,0,0,21,0.0,158.3,0.0,0,1,0,1,4,0,0.0,304,16.0,0,100.0,6,6,-1.8,2.02,0,0,0.0,83.3,5,0,16.7,6,15.8,1,0,,,,,64.2,66.4,68.6,,66.1,,,,,,0,0,6,,79.2,0.0,0,0,0,0,0,0,0.0,18,3.0,12.28
Taylen Green,145996,QB,ARKANSAS,1,5.13,0,38,111,69.0,29,31,11.3,3.47,0,0,0.0,58.1,18,11,10.0,34,89.5,2,13,,,,,73.1,69.3,76.9,,54.2,,,79.7,,,1,0,36,0.0,96.6,0.0,0,3,0,1,1,2,5.6,263,8.5,72.0,25,26,9.9,3.25,0,0,0.0,61.5,16,9,11.1,29,76.3,2,11,,,,,73.0,69.0,76.6,,51.7,,,79.7,,,1,0,31,0.0,102.1,0.0,0,3,0,0,1,2,6.5,224,8.6,75.0,8,9,8.5,3.41,0,0,0.0,66.7,6,2,0.0,9,23.7,0,4,,,,,65.1,66.3,69.8,,66.0,,,,,,0,0,9,0.0,95.1,0.0,0,0,0,1,0,0,0.0,81,9.0,0,100.0,4,4,-2.8,1.7,0,0,0.0,100.0,4,0,0.0,4,10.5,0,2,,,,,63.3,65.0,67.4,,64.7,,,,,,0,0,4,,110.4,0.0,0,0,0,0,0,0,0.0,42,10.5,0.38
Behren Morton,144747,QB,TEXAS TECH,1,-25.93,0,38,315,69.6,23,27,17.7,3.37,0,3,11.1,51.9,14,8,12.5,29,76.3,2,12,,,,,69.2,74.9,14.2,,77.6,,,59.3,,,1,1,29,12.5,118.4,3.4,1,1,0,3,3,1,3.4,334,12.4,76.9,26,27,11.7,2.94,0,2,7.4,70.4,19,5,5.0,29,76.3,1,14,,,,,69.2,70.6,14.2,,73.1,,,59.3,,,0,1,29,20.0,134.4,3.4,1,1,0,1,3,1,3.4,398,14.7,83.3,6,9,12.5,2.96,0,1,11.1,44.4,4,3,20.0,9,23.7,1,4,,,,,65.1,78.9,69.8,,78.3,,,,,,1,0,9,0.0,106.7,0.0,0,0,0,2,1,0,0.0,66,7.3,0,100.0,9,9,-3.2,1.58,0,0,0.0,100.0,9,0,0.0,9,23.7,0,6,,,,,65.1,67.5,69.8,,67.1,,,,,,0,0,9,,155.8,0.0,0,0,0,0,1,0,0.0,130,14.4,-7.41
Nico Iamaleava,174728,QB,UCLA,1,-12.44,0,38,324,71.0,31,34,8.1,2.84,1,1,2.9,64.7,22,20,0.0,38,100.0,0,11,,,,,69.7,78.5,76.6,,78.2,,,63.6,,,1,1,38,0.0,80.1,0.0,0,4,0,1,1,1,2.6,217,6.4,73.9,23,25,8.2,3.0,0,1,4.0,68.0,17,15,0.0,29,76.3,0,9,,,,,69.1,78.5,76.0,,78.7,,,63.6,,,1,1,29,0.0,80.4,0.0,0,4,0,1,1,1,3.4,150,6.0,62.5,8,9,8.0,2.33,1,0,0.0,55.6,5,5,0.0,9,23.7,0,2,,,,,65.1,68.2,69.8,,67.9,,,,,,0,0,9,0.0,79.4,0.0,0,0,0,0,0,0,0.0,67,7.4,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,1.44
John Mateer,158516,QB,OKLAHOMA,1,10.67,0,37,261,56.5,23,26,9.9,3.18,2,0,0.0,46.2,12,10,7.7,29,78.4,1,12,,,,,70.2,83.7,75.9,,75.4,,,78.2,,,0,1,30,10.0,67.0,3.4,1,2,0,1,1,0,0.0,185,7.1,65.2,23,25,7.0,2.94,2,0,0.0,56.0,14,7,6.7,28,75.7,1,11,,,,,70.2,81.7,75.9,,72.6,,,78.2,,,0,1,29,14.3,67.6,3.6,1,2,0,0,0,0,0.0,213,8.5,75.0,8,9,5.0,2.09,0,0,0.0,66.7,6,3,0.0,9,24.3,0,4,,,,,65.1,74.4,69.8,,74.0,,,,,,0,0,9,0.0,126.6,0.0,0,0,0,1,1,0,0.0,69,7.7,0,100.0,8,8,-3.5,1.14,0,0,0.0,100.0,8,0,0.0,8,21.6,0,3,,,,,64.9,67.4,69.5,,67.1,,,,,,0,0,8,,117.2,0.0,0,0,0,0,0,0,0.0,97,12.1,-0.85
Logan Fife,128176,QB,NEW MEX ST,1,12.17,0,37,242,63.0,27,29,13.1,2.59,2,3,9.7,44.8,13,2,23.5,33,89.2,4,8,,,,,29.9,54.2,75.7,,57.2,,,50.9,,,0,2,36,50.0,67.2,3.0,1,3,0,0,2,3,8.3,233,8.0,71.4,21,23,8.0,2.4,2,1,4.0,47.8,11,1,26.7,27,73.0,4,6,,,,,28.0,53.2,75.2,,55.4,,,53.0,,,0,1,29,100.0,44.8,3.7,1,3,0,0,0,2,6.9,116,5.0,60.0,10,10,17.2,2.74,0,2,20.0,60.0,6,1,0.0,10,27.0,0,4,,,,,65.6,61.7,70.4,,64.2,,,57.3,,,0,1,11,0.0,104.2,0.0,0,0,0,0,2,1,9.1,167,16.7,0,100.0,4,4,-3.8,1.68,0,0,0.0,100.0,4,0,0.0,4,10.8,0,2,,,,,63.3,65.0,67.4,,64.7,,,,,,0,0,4,,118.8,0.0,0,0,0,0,0,0,0.0,50,12.5,11.66
Joe Fagnano,104768,QB,UCONN,1,12.5,0,37,146,84.4,32,32,11.2,2.82,0,1,3.0,78.1,25,9,7.4,33,89.2,2,18,,,,,68.6,88.2,76.8,,87.5,,,64.0,,,0,0,35,11.1,130.9,3.0,1,0,0,0,2,0,0.0,333,10.4,82.1,28,28,10.0,2.68,0,1,3.4,75.0,21,9,8.7,29,78.4,2,13,,,,,68.3,78.3,76.5,,77.4,,,64.0,,,0,0,31,11.1,102.7,3.4,1,0,0,0,0,0,0.0,256,9.1,100.0,8,8,8.5,2.56,0,0,0.0,87.5,7,0,12.5,8,21.6,1,6,,,,,64.9,91.7,69.5,,91.4,,,,,,0,0,8,,155.2,0.0,0,0,0,0,2,0,0.0,94,11.8,0,100.0,4,4,-2.5,1.35,0,0,0.0,75.0,3,0,25.0,4,10.8,1,1,,,,,63.3,65.0,67.4,,64.8,,,,,,0,0,4,,82.3,0.0,0,0,0,0,0,0,0.0,17,4.3,2.61
Tucker Kilcrease,156863,QB,TROY,1,6.67,0,37,318,30.0,20,24,15.5,3.23,1,0,0.0,25.0,6,18,0.0,32,86.5,0,6,,,,,69.6,49.2,75.7,,48.3,,,58.0,,,2,1,35,22.2,22.2,12.5,4,4,0,1,0,1,2.9,66,2.8,38.1,21,24,11.9,2.94,2,0,0.0,33.3,8,14,0.0,30,81.1,0,5,,,,,69.4,48.3,75.5,,46.1,,,60.5,,,1,1,32,21.4,25.0,10.0,3,3,0,0,0,1,3.1,49,2.0,66.7,3,5,15.7,3.04,0,0,0.0,40.0,2,5,0.0,7,18.9,0,1,,,,,64.9,62.2,69.5,,66.2,,,57.3,,,1,0,8,20.0,48.8,14.3,1,1,0,1,0,0,0.0,16,3.2,0,100.0,4,5,-3.5,1.28,1,0,0.0,80.0,4,1,0.0,5,13.5,0,0,,,,,63.8,62.6,68.1,,62.4,,,,,,0,0,5,0.0,79.2,0.0,0,0,0,0,0,0,0.0,-1,-0.2,1.16
Katin Houser,158386,QB,E CAROLINA,1,-4.09,0,37,156,64.0,25,25,14.6,1.87,0,2,7.7,64.0,16,2,0.0,25,67.6,0,13,,,,,69.5,77.2,22.4,,81.2,,,55.5,,,0,1,26,0.0,97.6,0.0,0,0,0,0,2,1,3.8,193,7.7,77.8,18,18,7.6,1.68,0,1,5.3,77.8,14,2,0.0,18,48.6,0,11,,,,,69.1,73.9,19.0,,79.6,,,55.5,,,0,1,19,0.0,116.9,0.0,0,0,0,0,2,1,5.3,157,8.7,73.7,19,19,11.0,1.73,0,1,5.3,73.7,14,1,0.0,19,51.4,0,6,,,,,67.0,74.8,72.2,,74.2,,,,,,0,0,19,0.0,93.3,0.0,0,0,0,0,0,0,0.0,136,7.2,0,100.0,12,12,-1.7,1.38,0,0,0.0,100.0,12,1,0.0,12,32.4,0,4,,,,,65.8,68.5,70.7,,68.2,,,,,,0,0,12,0.0,101.4,0.0,0,0,0,0,0,0,0.0,100,8.3,-1.56
Drew Pyne,122910,QB,BOWL GREEN,1,38.65,0,36,122,60.9,23,26,8.7,2.76,2,1,3.7,38.5,10,5,28.6,30,83.3,4,9,,,,,70.3,70.3,76.9,,68.8,,,63.5,,,0,0,31,20.0,67.9,3.3,1,3,1,0,1,0,0.0,131,5.0,60.0,20,23,7.1,2.67,2,1,4.2,39.1,9,5,25.0,26,72.2,3,6,,,,,70.1,67.8,76.7,,64.2,,,66.2,,,0,0,27,20.0,65.5,3.8,1,2,1,0,1,0,0.0,90,3.9,88.9,9,9,4.9,2.39,0,0,0.0,77.8,7,0,12.5,10,27.8,1,4,,,,,65.4,68.1,70.1,,70.8,,,57.8,,,0,0,10,,92.6,0.0,0,1,0,0,0,0,0.0,56,6.2,0,100.0,6,6,-2.5,1.73,0,0,0.0,100.0,6,0,0.0,6,16.7,0,1,,,,,64.2,60.1,68.6,,59.9,,,,,,0,0,6,,79.2,0.0,0,0,0,0,0,0,0.0,15,2.5,2.31
CJ Bailey,183349,QB,NC STATE,1,-6.41,0,35,248,84.0,25,27,9.9,3.26,0,1,3.1,66.7,18,16,14.3,30,85.7,3,12,,,,,72.1,87.6,77.3,,87.9,,,64.9,,,0,0,36,6.3,124.9,3.3,1,2,0,2,3,0,0.0,196,7.3,88.0,25,26,6.7,2.79,0,1,3.2,73.1,19,12,13.6,28,80.0,3,9,,,,,72.0,84.9,77.1,,86.5,,,61.8,,,0,0,33,8.3,115.9,3.6,1,1,0,1,2,0,0.0,170,6.5,80.0,5,6,11.4,4.17,0,0,0.0,66.7,4,4,0.0,7,20.0,0,3,,,,,64.9,78.2,69.5,,73.5,,,64.1,,,0,0,8,0.0,118.8,0.0,0,1,0,1,1,0,0.0,31,5.2,0,100.0,5,5,-4.6,1.92,0,0,0.0,100.0,5,0,0.0,5,14.3,0,0,,,,,63.8,65.6,68.1,,65.4,,,,,,0,0,5,,79.2,0.0,0,0,0,0,0,0,0.0,5,1.0,-1.37
