player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Josh Hoover,127148,QB,TCU,1,-4.84,0,59,305,79.1,43,48,13.1,2.74,4,4,8.0,60.4,29,9,14.7,49,83.1,5,23,,70.1,93.7,77.0,92.8,,72.6,0,2,51,0.0,97.4,0.0,0,1,0,1,4,1,2.0,398,8.3,81.8,33,35,10.8,2.63,2,2,5.4,65.7,23,4,14.8,36,61.0,4,17,,69.3,93.9,76.2,92.9,,72.6,0,1,38,0.0,116.2,0.0,0,1,0,0,4,0,0.0,279,8.0,80.0,20,23,9.6,2.4,2,2,8.7,60.9,14,5,12.5,23,39.0,2,7,,67.5,78.2,72.8,77.5,,,0,1,23,0.0,63.7,0.0,0,0,0,1,0,1,4.3,160,7.0,0,90.0,10,10,-1.6,1.55,0,0,0.0,80.0,8,0,11.1,10,16.9,1,1,,65.4,63.2,70.1,62.9,,,0,0,10,,83.8,0.0,0,0,0,0,0,0,0.0,41,4.1,-1.01
Shedeur Sanders,131396,QB,COLORADO,1,21.76,0,58,143,75.6,41,43,10.9,3.23,1,2,4.5,65.1,28,17,9.7,52,89.7,3,21,,70.6,80.5,77.5,77.7,,68.9,0,1,54,11.8,121.0,3.8,2,7,0,1,5,1,1.9,367,8.5,75.8,33,35,8.9,3.27,1,1,2.8,62.9,22,15,12.0,43,74.1,3,15,,70.1,71.7,76.9,64.6,,74.2,0,1,44,13.3,89.8,4.7,2,6,0,1,2,1,2.3,237,6.8,84.6,13,13,10.9,2.73,0,1,7.7,84.6,11,5,0.0,15,25.9,0,7,,66.5,88.6,71.6,91.4,,53.1,0,0,16,20.0,158.3,6.7,1,1,0,0,3,0,0.0,163,12.5,0,100.0,5,5,-2.0,2.2,0,0,0.0,100.0,5,3,0.0,6,10.3,0,1,,64.2,63.4,68.6,63.2,,,0,0,6,33.3,94.2,16.7,1,0,0,0,0,0,0.0,33,6.6,5.77
Davis Brin,77642,QB,GA SOUTHRN,1,-7.37,0,58,174,65.1,43,46,10.5,2.32,1,0,0.0,54.3,25,11,10.7,50,86.2,3,18,,49.3,46.7,76.9,44.0,,66.5,0,2,51,27.3,52.3,6.0,3,1,2,0,0,3,5.9,254,5.5,78.1,32,35,8.4,2.23,1,0,0.0,60.0,21,9,16.0,39,67.2,4,14,,45.1,57.3,76.3,54.1,,66.5,0,1,40,33.3,61.6,7.7,3,1,2,0,0,2,5.0,180,5.1,52.6,19,19,8.3,2.35,0,0,0.0,52.6,10,3,0.0,19,32.8,0,5,,67.0,37.6,72.2,37.9,,,0,1,19,0.0,44.0,0.0,0,0,0,0,0,1,5.3,91,4.8,0,87.5,8,8,-2.9,1.99,0,0,0.0,75.0,6,1,14.3,8,13.8,1,1,,64.9,61.9,69.5,61.6,,,0,0,8,0.0,77.1,0.0,0,0,0,0,0,0,0.0,17,2.1,-0.35
Jack Plummer,83543,QB,LOUISVILLE,1,-19.86,0,57,210,66.7,42,47,11.8,2.7,0,2,3.8,48.9,23,15,17.9,50,87.7,5,15,,40.4,64.8,29.1,69.3,,44.1,0,2,55,13.3,59.2,4.0,2,1,0,5,1,0,0.0,304,6.5,75.9,29,30,5.5,2.32,0,0,0.0,63.3,19,8,13.6,32,56.1,3,10,,29.7,55.3,76.5,58.6,,53.1,0,2,35,25.0,53.6,6.3,2,0,0,1,0,0,0.0,191,6.4,63.2,19,23,17.5,2.94,0,2,8.0,43.5,10,8,16.7,25,43.9,2,8,,26.7,67.4,0.0,71.0,,57.0,0,0,27,12.5,81.6,4.0,1,1,0,4,1,1,3.7,159,6.9,0,100.0,6,6,-0.8,1.8,0,0,0.0,100.0,6,1,0.0,7,12.3,0,3,,14.6,40.7,69.1,40.7,,,0,0,7,100.0,98.6,14.3,1,0,0,0,0,1,14.3,46,7.7,0.54
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,-35.78,0,57,144,63.0,46,48,11.0,2.72,0,3,6.1,54.2,26,12,10.3,50,87.7,3,18,,70.1,72.8,76.9,74.4,,52.3,0,1,51,8.3,89.0,2.0,1,1,1,1,3,3,5.9,341,7.1,69.4,49,51,7.3,2.5,0,2,3.8,60.8,31,11,8.8,53,93.0,3,19,,70.3,71.2,77.1,72.8,,52.3,0,1,54,9.1,92.9,1.9,1,1,1,1,3,3,5.6,351,6.9,50.0,4,4,29.0,3.15,0,1,25.0,25.0,1,1,50.0,4,7.0,1,0,,63.3,74.2,67.4,73.8,,,0,0,4,0.0,39.6,0.0,0,0,0,0,0,0,0.0,8,2.0,0,100.0,7,7,-4.4,1.33,0,0,0.0,85.7,6,0,14.3,7,12.3,1,1,,64.6,66.7,69.1,66.4,,,0,0,7,,79.2,0.0,0,0,0,0,0,0,0.0,18,2.6,-4.88
Tyler Van Dyke,122225,QB,MIAMI FL,1,42.86,0,55,220,62.5,40,42,11.6,3.09,0,3,6.4,57.1,24,19,4.0,48,87.3,1,16,,69.8,69.0,77.2,71.4,,49.9,0,2,53,15.8,94.4,6.3,3,3,1,1,4,1,1.9,331,7.9,62.5,40,42,10.8,3.03,0,3,6.5,57.1,24,18,4.0,48,87.3,1,15,,69.8,66.2,77.2,68.6,,49.9,0,2,52,16.7,92.5,6.3,3,3,1,1,4,1,1.9,311,7.4,100.0,7,7,1.9,2.04,0,0,0.0,100.0,7,1,0.0,7,12.7,0,4,,64.9,77.1,69.5,76.6,,,0,0,8,0.0,114.3,0.0,0,0,0,0,0,0,0.0,80,11.4,0,100.0,7,7,-2.6,1.57,0,0,0.0,100.0,7,0,0.0,7,12.7,0,3,,64.6,66.3,69.1,66.0,,,0,0,7,,102.4,0.0,0,0,0,0,0,0,0.0,60,8.6,4.03
Graham Mertz,97994,QB,FLORIDA,1,-12.68,0,54,163,67.5,40,44,13.1,2.83,2,2,4.3,56.8,25,21,7.4,49,90.7,2,18,,71.6,69.3,77.7,70.1,60.0,58.1,0,0,52,14.3,109.0,6.1,3,2,0,2,3,0,0.0,389,8.8,71.0,31,32,9.9,2.33,1,2,5.9,65.6,21,11,4.5,34,63.0,1,11,,71.0,75.9,76.7,74.6,,63.8,0,0,37,18.2,104.7,5.9,2,0,0,0,1,0,0.0,288,9.0,71.4,14,17,14.1,3.45,1,0,0.0,52.9,9,11,10.0,20,37.0,1,8,,67.1,55.4,73.1,59.0,60.0,53.1,0,0,20,9.1,118.5,5.0,1,2,0,2,2,0,0.0,135,7.9,0,100.0,5,5,-3.4,1.9,0,0,0.0,100.0,5,1,0.0,5,9.3,0,1,,63.8,65.7,68.1,65.4,,,0,0,5,0.0,95.0,0.0,0,0,0,0,0,0,0.0,34,6.8,-1.06
Ashton Daniels,157259,QB,STANFORD,1,-12.16,0,54,300,68.3,41,43,10.1,3.03,1,1,1.9,58.1,25,25,10.7,51,94.4,3,20,,72.7,57.5,77.5,55.3,,62.3,0,0,60,12.0,119.9,5.9,3,5,0,1,4,2,3.3,396,9.2,71.4,35,37,9.4,2.86,1,1,2.4,62.2,23,19,8.0,42,77.8,2,18,,72.4,67.1,76.8,65.2,,64.1,0,0,47,5.3,131.3,2.4,1,4,0,1,4,0,0.0,367,9.9,62.5,8,8,10.3,3.48,0,0,0.0,50.0,4,7,20.0,12,22.2,1,2,,66.5,33.9,71.6,36.6,,52.9,0,0,16,28.6,58.9,16.7,2,2,0,0,0,2,12.5,29,3.6,0,100.0,2,2,-2.5,2.47,0,0,0.0,100.0,2,1,0.0,3,5.6,0,0,,62.7,56.4,66.6,62.7,,57.3,0,0,3,0.0,79.2,0.0,0,1,0,0,0,0,0.0,0,0.0,-6.29
Keegan Shoemaker,108983,QB,SM HOUSTON,1,23.87,0,52,281,67.6,37,40,12.1,2.86,0,1,2.4,57.5,23,13,8.0,43,82.7,2,14,,70.9,62.3,76.4,64.2,,55.1,0,0,45,0.0,93.8,0.0,0,3,1,2,2,0,0.0,260,6.5,67.6,34,37,11.3,2.65,0,1,2.6,59.5,22,11,4.3,39,75.0,1,11,,70.8,68.2,76.2,69.6,,57.1,0,0,41,0.0,85.0,0.0,0,2,1,2,1,0,0.0,216,5.8,91.7,12,12,3.1,2.7,0,0,0.0,83.3,10,3,9.1,13,25.0,1,3,,66.0,49.1,71.0,51.3,,57.3,0,0,13,0.0,118.4,0.0,0,1,0,0,1,0,0.0,69,5.8,0,100.0,9,9,-3.0,1.7,0,0,0.0,100.0,9,1,0.0,9,17.3,0,0,,65.1,67.7,69.8,67.4,,,0,0,9,0.0,79.2,0.0,0,0,0,0,0,0,0.0,25,2.8,-0.09
MJ Morris,157404,QB,NC STATE,1,42.11,0,51,248,69.7,33,34,14.6,3.13,0,1,2.9,52.9,18,16,21.7,45,88.2,5,12,,70.7,64.1,76.9,59.8,,66.7,0,1,47,25.0,55.4,8.9,4,7,0,1,0,2,4.3,175,5.1,73.0,37,38,12.2,2.92,0,1,2.5,57.9,22,15,18.5,49,96.1,5,10,,70.9,62.5,77.2,58.2,,66.7,0,1,52,26.7,56.8,8.2,4,7,0,1,0,2,3.8,159,4.2,100.0,2,2,4.5,2.15,0,0,0.0,100.0,2,1,0.0,2,3.9,0,2,,61.8,80.3,65.5,79.6,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,32,16.0,0,100.0,6,6,-3.5,1.1,0,0,0.0,100.0,6,0,0.0,6,11.8,0,0,,64.6,66.8,69.1,66.5,,,0,0,7,,79.2,0.0,0,0,0,0,0,0,0.0,16,2.7,11.82
