player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Carson Beck,124010,QB,GEORGIA,1,3.17,0,58,173,58.1,43,44,17.2,2.71,0,5,9.8,47.7,21,12,16.0,51,87.9,4,17,,41.6,66.9,77.3,71.2,,46.6,0,2,58,16.7,81.0,3.9,2,5,0,1,3,5,8.6,373,8.5,58.5,41,42,13.6,2.53,0,4,8.2,52.4,22,11,8.3,49,84.5,2,17,,40.8,57.2,77.2,61.2,,46.6,0,3,56,18.2,65.5,4.1,2,5,0,1,2,6,10.7,339,8.1,77.8,9,9,19.3,2.42,0,1,11.1,55.6,5,1,28.6,9,15.5,2,3,,65.1,90.3,69.8,90.0,,,0,0,9,0.0,131.7,0.0,0,0,0,0,1,0,0.0,100,11.1,0,85.7,7,7,-1.1,1.04,0,0,0.0,85.7,6,0,0.0,7,12.1,0,3,,64.6,52.0,69.1,51.9,,,0,1,7,,66.4,0.0,0,0,0,0,0,1,14.3,66,9.4,3.04
Owen McCown,157688,QB,UTSA,1,47.02,0,55,331,56.1,41,44,10.9,3.35,0,2,4.3,43.2,19,16,17.4,49,89.1,4,11,,70.8,58.5,77.9,58.8,,56.6,2,2,51,6.3,48.9,2.0,1,4,0,1,1,3,5.9,234,5.3,52.5,40,42,10.0,3.17,0,1,2.3,40.5,17,11,19.0,45,81.8,4,10,,70.7,54.9,77.7,54.0,,58.9,1,2,47,0.0,40.1,0.0,0,3,0,1,1,3,6.4,163,3.9,100.0,7,8,4.0,3.29,0,1,12.5,87.5,7,5,0.0,10,18.2,0,1,,65.4,73.7,70.1,78.3,,57.3,1,0,10,20.0,112.5,10.0,1,1,0,0,0,0,0.0,88,11.0,0,83.3,6,6,-3.2,1.88,0,0,0.0,83.3,5,0,0.0,6,10.9,0,0,,64.2,60.1,68.6,59.9,,,0,0,6,,79.2,0.0,0,0,0,0,0,0,0.0,17,2.8,7.12
Sawyer Robertson,146839,QB,BAYLOR,1,-2.55,0,55,118,62.2,37,43,14.7,3.2,2,0,0.0,51.2,22,20,4.3,49,89.1,1,17,,71.6,65.6,77.0,61.2,,68.9,0,2,52,10.0,78.0,4.1,2,4,0,4,3,3,5.8,303,7.0,65.5,29,34,12.5,2.95,2,0,0.0,55.9,19,13,0.0,39,70.9,0,13,,71.1,69.5,76.4,66.6,,66.3,0,1,41,15.4,87.9,5.1,2,3,0,3,2,2,4.9,260,7.6,64.3,14,15,12.1,3.03,0,0,0.0,53.3,8,7,11.1,16,29.1,1,5,,66.7,54.5,71.8,51.0,,64.1,0,1,17,0.0,58.7,0.0,0,1,0,1,1,1,5.9,64,4.3,0,83.3,6,6,-2.2,1.07,0,0,0.0,83.3,5,0,0.0,6,10.9,0,1,,64.2,60.1,68.6,59.9,,,0,0,6,,81.3,0.0,0,0,0,0,0,0,0.0,21,3.5,-3.38
Kyle McCord,145053,QB,SYRACUSE,1,11.51,0,54,304,65.9,44,46,12.8,2.45,2,6,12.8,54.3,25,15,13.8,50,92.6,4,21,,38.6,80.5,77.3,78.2,,63.0,0,2,51,20.0,91.9,6.0,3,1,0,0,4,3,5.9,372,8.1,67.6,34,36,9.6,2.42,2,1,2.7,52.8,19,10,17.4,39,72.2,4,15,,32.5,59.4,76.7,56.2,,63.0,0,2,40,20.0,74.0,5.1,2,1,0,0,3,3,7.5,201,5.6,71.4,14,14,15.5,2.29,0,5,33.3,64.3,9,5,10.0,15,27.8,1,7,,66.5,94.6,71.6,94.2,,,0,0,16,20.0,131.5,6.7,1,0,0,0,1,0,0.0,184,13.1,0,100.0,4,4,-5.3,1.63,0,0,0.0,75.0,3,0,25.0,4,7.4,1,1,,63.8,65.6,68.1,65.4,,,0,0,5,,78.1,0.0,0,0,0,0,0,0,0.0,13,3.3,7.56
John Mateer,158516,QB,WASH STATE,1,1.43,0,51,341,75.9,29,29,11.0,3.01,0,1,3.2,62.1,18,19,18.2,42,82.4,4,13,,71.9,67.5,77.0,59.4,,72.3,0,1,44,42.1,100.2,19.0,8,5,0,0,2,1,2.3,263,9.1,83.3,30,30,7.9,2.85,0,0,0.0,70.0,21,17,16.0,41,80.4,4,13,,71.9,65.5,77.0,57.2,,72.9,0,1,43,47.1,93.9,19.5,8,3,0,0,1,1,2.3,261,8.7,71.4,7,7,10.0,2.13,0,1,14.3,71.4,5,2,0.0,10,19.6,0,3,,65.4,71.1,70.1,70.8,,61.6,0,0,10,0.0,139.9,0.0,0,2,0,0,1,0,0.0,65,9.3,0,100.0,8,8,-1.3,1.28,0,0,0.0,100.0,8,0,0.0,9,17.6,0,3,,65.1,65.3,69.8,65.0,,,0,0,9,,99.5,0.0,0,0,0,0,0,0,0.0,63,7.9,0.59
Joe Labas,144847,QB,C MICHIGAN,1,-26.67,0,50,134,75.0,36,43,7.6,2.4,0,0,0.0,55.8,24,16,11.1,49,98.0,3,15,,38.1,60.2,77.5,63.2,,49.0,4,1,52,18.8,73.3,6.1,3,3,1,2,1,2,3.8,275,6.4,74.2,31,35,6.6,2.33,0,0,0.0,60.0,21,10,8.7,39,78.0,2,12,,31.1,55.0,76.8,58.3,,49.0,2,1,40,10.0,72.2,2.6,1,3,1,1,1,2,5.0,189,5.4,83.3,6,9,11.3,2.59,0,0,0.0,33.3,3,6,40.0,11,22.0,2,3,,66.0,72.4,71.0,71.9,,,2,0,13,33.3,69.7,18.2,2,0,0,1,0,0,0.0,86,9.6,0,100.0,1,1,-1.0,1.8,0,0,0.0,0.0,0,0,100.0,1,2.0,1,0,,60.3,60.8,63.6,60.6,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,4.16
Alan Bowman,77679,QB,OKLA STATE,1,-3.57,0,50,262,57.1,42,48,11.2,2.56,0,0,0.0,50.0,24,13,0.0,48,96.0,0,14,,50.4,46.9,77.5,50.7,,42.1,0,2,52,0.0,63.8,0.0,0,0,0,6,1,3,5.8,351,7.3,53.6,28,28,9.7,2.18,0,0,0.0,53.6,15,7,0.0,28,56.0,0,9,,41.0,44.2,76.3,49.4,,42.1,0,2,30,0.0,43.9,0.0,0,0,0,0,0,2,6.7,181,6.5,68.8,16,22,12.3,2.97,0,0,0.0,50.0,11,6,0.0,22,44.0,0,6,,67.7,56.6,73.1,56.4,,,0,0,25,0.0,93.6,0.0,0,0,0,6,1,1,4.0,183,8.3,0,100.0,2,2,-1.0,1.65,0,0,0.0,100.0,2,0,0.0,2,4.0,0,1,,62.7,60.3,66.6,60.2,,,0,0,3,,93.8,0.0,0,0,0,0,0,0,0.0,13,6.5,1.86
Billy Edwards Jr.,144185,QB,MARYLAND,1,-3.89,0,49,215,62.9,35,35,14.2,2.44,0,2,4.9,60.0,21,19,4.5,43,87.8,1,12,,70.1,60.2,77.0,59.4,,60.1,0,0,50,26.3,111.8,11.6,5,3,0,0,3,1,2.0,262,7.5,66.7,36,36,12.1,2.28,0,2,4.8,63.9,23,18,4.2,44,89.8,1,11,,70.1,63.4,77.0,64.4,,55.5,0,0,50,27.8,105.3,11.4,5,3,0,0,2,1,2.0,272,7.6,60.0,5,5,9.2,2.52,0,0,0.0,60.0,3,1,0.0,5,10.2,0,2,,64.2,47.7,68.6,40.2,,64.3,0,0,6,0.0,105.8,0.0,0,0,0,0,1,0,0.0,17,3.4,0,83.3,6,6,-2.5,1.28,0,0,0.0,83.3,5,0,0.0,6,12.2,0,1,,64.2,60.1,68.6,59.9,,,0,0,6,,85.4,0.0,0,0,0,0,0,0,0.0,27,4.5,-4.16
Brendan Sorsby,156398,QB,CINCINNATI,1,0.48,0,49,138,73.7,38,41,9.6,2.74,0,2,4.8,65.9,27,13,3.6,45,91.8,1,19,,72.3,87.0,77.3,83.1,,72.6,0,1,46,7.7,105.2,2.2,1,3,0,3,3,1,2.2,335,8.2,75.9,29,32,7.3,2.56,0,1,3.0,68.8,22,9,0.0,35,71.4,0,14,,72.1,84.8,76.7,80.1,,72.6,0,1,36,0.0,110.3,0.0,0,3,0,3,3,0,0.0,251,7.8,76.9,13,13,11.2,3.0,0,1,7.7,69.2,9,4,10.0,14,28.6,1,8,,66.2,77.6,71.2,76.9,,,0,0,14,25.0,137.5,7.1,1,0,0,0,1,1,7.1,175,13.5,0,100.0,4,4,-2.0,2.05,0,0,0.0,100.0,4,0,0.0,4,8.2,0,3,,63.3,64.3,67.4,64.1,,,0,0,4,,158.3,0.0,0,0,0,0,1,0,0.0,91,22.8,5.62
Cam Ward,133244,QB,MIAMI FL,1,4.6,0,48,220,62.1,29,31,12.6,3.17,0,4,11.4,58.1,18,20,0.0,41,85.4,0,21,,34.3,74.9,76.7,66.9,,79.0,2,2,45,20.0,107.4,9.8,4,6,0,0,4,3,6.7,329,10.6,64.3,28,29,8.9,2.98,0,3,9.1,62.1,18,18,0.0,38,79.2,0,16,,32.5,65.4,76.5,57.5,,76.7,1,2,42,22.2,84.3,10.5,4,5,0,0,2,3,7.1,252,8.7,75.0,8,9,10.9,2.99,0,1,11.1,66.7,6,3,0.0,10,20.8,0,5,,65.4,85.8,70.1,82.0,,64.3,1,0,10,0.0,139.4,0.0,0,1,0,0,2,0,0.0,91,10.1,0,85.7,7,7,-4.3,1.86,0,0,0.0,85.7,6,1,0.0,7,14.6,0,0,,64.6,55.3,69.1,55.1,,,0,0,7,0.0,79.2,0.0,0,0,0,0,0,0,0.0,14,2.0,1.42
