player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Bill Katsigiannis,147319,G,ARMY,1,100.0,0,114,70.1,39.9,72.1,0,2,16,100.0,100.0,93.7,0,2,0,57,1,56,0,57,18,18,0,0,39,0
Paolo Gennarelli,170976,G,ARMY,1,100.0,0,114,63.0,83.1,64.5,0,0,16,100.0,100.0,100.0,1,0,0,57,0,0,0,57,18,18,57,0,39,0
Connor Finucane,121569,T,ARMY,1,100.0,0,114,70.4,64.6,68.5,0,1,16,100.0,100.0,96.9,0,1,0,57,0,0,46,57,18,18,0,0,39,11
Lucas Scott,147358,T,ARMY,1,100.0,0,114,78.2,57.9,78.0,0,2,16,100.0,100.0,93.7,0,2,0,57,0,0,0,57,18,18,0,55,39,2
Brady Small,171015,C,ARMY,1,100.0,0,114,70.1,72.0,66.7,0,1,15,100.0,100.0,96.7,0,1,0,56,56,0,0,56,17,17,0,0,39,0
Ben Purvis,162577,G,NAVY,1,100.0,0,237,64.5,81.1,62.4,0,0,13,100.0,100.0,100.0,0,0,0,55,0,54,1,55,13,13,0,0,42,0
Hoke Smith II,175268,G,NAVY,1,100.0,0,237,63.5,36.5,64.7,2,0,13,100.0,100.0,92.3,0,2,0,55,0,1,0,55,13,13,54,0,42,0
Javan Bouton,144294,T,NAVY,1,100.0,0,237,73.2,79.7,69.5,0,0,13,100.0,100.0,100.0,0,0,0,55,0,0,0,55,13,13,0,54,42,1
Brent Self,144344,C,NAVY,1,100.0,0,237,58.0,51.3,58.3,0,1,13,100.0,100.0,96.2,0,1,0,55,55,0,0,55,13,13,0,0,42,0
Connor McMahon,144330,T,NAVY,1,100.0,0,237,66.2,82.8,61.9,0,0,13,100.0,100.0,100.0,0,0,0,54,0,0,54,54,13,13,0,0,41,0
Brandon Chatman,162541,HB,NAVY,1,79.6,0,237,56.3,71.1,38.8,0,0,3,23.1,23.1,100.0,1,0,0,39,0,0,0,49,3,13,0,0,36,7
Hayden Reed,163213,HB,ARMY,1,77.6,0,114,63.0,59.9,55.3,0,1,4,28.6,31.3,87.5,0,1,0,38,0,0,0,49,5,16,0,0,33,26
Eli Heidenreich,162554,FB,NAVY,1,64.8,0,237,74.1,72.2,60.6,0,0,1,7.7,7.7,100.0,1,0,0,35,0,0,0,54,1,13,0,0,34,7
Cody Howard,162556,TE,NAVY,1,82.9,0,237,66.1,73.8,68.2,0,0,3,30.0,30.0,100.0,0,0,0,34,0,0,0,41,3,10,0,1,31,37
David Crossan,147360,TE,ARMY,1,81.1,0,114,62.8,72.0,65.3,0,0,2,22.2,30.0,100.0,0,0,0,30,0,0,7,37,3,10,0,2,27,28
Alex Tecza,162587,FB,NAVY,1,61.4,0,237,55.0,74.6,63.3,0,0,3,27.3,27.3,100.0,0,0,0,27,0,0,0,44,3,11,0,0,24,0
Liam Fortner,163189,WR,ARMY,1,92.9,0,114,58.0,66.5,58.9,0,0,0,0.0,33.3,,0,0,0,26,0,0,0,28,1,3,0,0,25,22
Kanye Udoh,171024,HB,ARMY,1,59.1,0,114,56.9,23.7,61.5,2,0,6,60.0,60.0,83.3,0,2,0,26,0,0,0,44,6,10,0,0,20,0
Noah Short,163220,HB,ARMY,1,52.3,0,114,57.7,,59.5,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,44,0,16,0,0,23,2
Nathan Kent,162558,WR,NAVY,1,62.5,0,237,56.1,,60.0,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,32,0,12,0,0,20,0
Blake Horvath,162555,QB,NAVY,1,34.5,0,237,75.9,,60.0,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,55,0,13,0,0,19,0
Bryson Daily,147303,QB,ARMY,1,33.3,0,114,49.3,,60.0,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,57,0,18,0,0,19,0
Regis Velez,144350,WR,NAVY,1,100.0,0,237,59.6,,58.3,0,0,0,,,,0,0,0,14,0,0,0,14,0,0,0,0,14,0
Jake Rendina,171009,FB,ARMY,1,100.0,0,114,56.8,44.8,59.4,1,0,6,100.0,100.0,91.7,0,1,0,13,0,0,0,13,8,8,0,0,5,0
Thomas Scully,144343,TE,NAVY,1,100.0,0,237,65.4,,63.8,0,0,0,,,,0,0,0,13,0,0,0,13,0,0,0,0,13,13
Tyrell Robinson,121607,HB,ARMY,1,84.6,0,114,57.8,,57.7,0,0,0,0.0,0.0,,0,0,0,11,0,0,0,13,0,2,0,0,11,1
Casey Reynolds,147315,WR,ARMY,1,40.0,0,114,61.2,,36.5,0,0,0,0.0,0.0,,0,0,0,10,0,0,0,25,0,15,0,0,10,12
Parker Poloskey,171004,TE,ARMY,1,83.3,0,114,59.1,64.4,57.8,0,0,1,33.3,33.3,100.0,0,0,0,10,0,0,4,12,1,3,0,0,9,5
Daba Fofana,144305,FB,NAVY,1,81.8,0,237,55.3,22.6,56.5,0,1,1,50.0,50.0,50.0,0,1,0,9,0,0,0,11,1,2,0,0,8,0
Cam Schurr,147312,WR,ARMY,1,58.3,0,114,70.8,,56.4,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,12,0,5,0,0,7,5
Amin Hassan,144313,HB,NAVY,1,83.3,0,237,65.3,,60.1,0,0,0,,,,0,0,0,5,0,0,0,6,0,0,0,0,5,0
Will Montesi,147328,HB,ARMY,1,100.0,0,114,59.1,,58.1,0,0,0,,,,0,0,0,4,0,0,0,4,0,0,0,0,4,2
Luke Hutchison,175242,WR,NAVY,1,37.5,0,237,52.7,,60.0,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,8,0,4,0,0,3,0
Kroy Myers,144333,WR,NAVY,1,100.0,0,237,61.8,,69.4,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Isaiah Bryant,175220,FB,NAVY,1,100.0,0,237,59.9,,58.8,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0
Samari Howard,170984,HB,ARMY,1,50.0,0,114,59.6,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,4,0,2,0,0,2,1
Cam Nichols,175253,G,NAVY,1,100.0,0,237,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,1,0,1,0
Jordan Sanders,144342,ED,NAVY,1,100.0,0,237,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Colin Ramos,144338,LB,NAVY,1,100.0,0,237,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Rayuan Lane III,144326,S,NAVY,1,100.0,0,237,60.0,,60.0,0,0,0,,,,1,0,0,1,0,0,0,1,0,0,0,0,1,0
Justin Reed,144339,ED,NAVY,1,100.0,0,237,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Luke Pirris,162574,ED,NAVY,1,100.0,0,237,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Will Jeffcoat,147322,G,ARMY,1,100.0,0,114,60.0,70.9,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,1,0,1,1,1,0,0,0,0
Riley Riethman,144340,P,NAVY,1,100.0,0,237,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Marcus Bleazard,144293,LB,NAVY,1,100.0,0,237,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Jaxson Campbell,131100,S,NAVY,1,100.0,0,237,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Rayne Fry,175234,LS,NAVY,1,100.0,0,237,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0
