player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Christian Hilborn,146501,G,WASH STATE,1,100.0,0,341,61.8,66.0,57.9,0,2,72,100.0,100.0,97.2,0,3,1,103,0,67,36,103,77,77,0,0,26,0
Brock Dieu,146503,G,WASH STATE,1,100.0,0,341,62.7,48.8,67.0,0,2,72,100.0,100.0,95.8,0,4,2,103,0,0,0,103,77,77,103,0,26,0
Fa'alili Fa'amoe,131930,T,WASH STATE,1,100.0,0,341,50.1,44.0,51.7,0,4,72,100.0,100.0,97.2,0,4,0,103,0,0,0,103,77,77,0,103,26,0
Konner Gomness,100542,C,WASH STATE,1,100.0,0,341,64.7,72.3,59.9,0,3,72,100.0,100.0,97.9,0,3,0,103,103,0,0,103,77,77,0,0,26,0
Corey Gaynor,59844,C,N CAROLINA,1,100.0,0,245,59.1,52.3,59.7,0,2,47,100.0,100.0,97.9,0,2,0,95,95,0,0,95,54,54,0,0,41,0
Diego Pounds,143976,T,N CAROLINA,1,100.0,0,245,60.4,83.4,48.3,0,0,47,100.0,100.0,100.0,0,0,0,95,0,0,94,95,54,54,0,0,41,1
Spencer Rolland,108693,T,N CAROLINA,1,100.0,0,245,62.4,63.7,59.7,0,2,47,100.0,100.0,97.9,0,2,0,95,0,0,0,95,54,54,0,94,41,1
Willie Lampkin,122344,G,N CAROLINA,1,100.0,0,245,63.1,78.2,58.9,0,0,47,100.0,100.0,100.0,1,0,0,95,0,0,0,95,54,54,95,0,41,0
Terrance McClain,158003,T,MEMPHIS,1,100.0,0,218,63.0,50.7,74.9,2,3,52,100.0,100.0,95.2,1,5,0,88,0,0,0,88,60,60,0,88,28,0
Mitchell Gildehaus,121764,G,MEMPHIS,1,100.0,0,218,57.5,46.2,63.8,0,2,52,100.0,100.0,98.1,1,2,0,88,0,88,0,88,60,60,0,0,28,0
Davion Carter,158004,G,MEMPHIS,1,100.0,0,218,77.7,86.5,77.4,0,1,52,100.0,100.0,99.0,0,1,0,88,0,0,0,88,60,60,88,0,28,0
Xavier Hill,124098,T,MEMPHIS,1,100.0,0,218,60.6,64.9,55.8,2,0,52,100.0,100.0,98.1,0,2,0,88,0,0,88,88,60,60,0,0,28,0
Jacob Likes,101023,C,MEMPHIS,1,100.0,0,218,71.1,72.0,68.4,0,1,52,100.0,100.0,99.0,0,1,0,88,88,0,0,88,60,60,0,0,28,0
Campbell Barrington,147505,T,BAYLOR,1,100.0,0,118,68.1,78.6,65.4,0,0,53,100.0,100.0,100.0,0,0,0,86,0,0,0,86,57,57,85,0,29,0
Gavin Byers,122263,G,BAYLOR,1,100.0,0,118,59.8,62.8,56.7,0,1,53,100.0,100.0,99.1,0,1,0,86,0,0,0,86,57,57,0,85,29,0
Clark Barrington,81598,C,BAYLOR,1,100.0,0,118,69.7,87.0,65.5,0,0,52,100.0,100.0,98.1,0,1,1,85,0,85,0,85,56,56,0,0,29,0
Stephon Dubose-Bourne,145357,G,DOMINION,1,100.0,0,263,59.1,73.3,54.1,0,2,52,100.0,100.0,96.2,0,3,1,85,0,85,0,85,54,54,0,0,31,0
Xavier Black,100811,C,DOMINION,1,100.0,0,263,55.8,63.7,53.4,0,3,52,100.0,100.0,95.2,0,4,1,85,85,0,0,85,54,54,0,0,31,0
Chris Adams,145359,T,DOMINION,1,100.0,0,263,66.1,70.7,61.6,0,2,52,100.0,100.0,98.1,0,2,0,85,0,0,85,85,54,54,0,0,31,0
