player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Sheridan Wilson,157336,C,TEXAS TECH,1,100.0,0,315,66.6,85.3,60.4,0,0,44,100.0,100.0,100.0,0,0,0,93,93,0,0,93,47,47,0,0,46,0
Connor McLaughlin,131771,T,USF,1,100.0,0,327,66.6,81.8,59.7,0,1,40,100.0,100.0,98.7,0,1,0,93,0,0,1,93,43,43,0,92,50,0
Howard Sampson,156612,T,TEXAS TECH,1,100.0,0,315,69.0,86.7,69.0,0,1,44,100.0,100.0,98.9,2,1,0,93,0,0,93,93,47,47,0,0,46,0
Jacob Ponton,184909,T,TEXAS TECH,1,100.0,0,315,83.6,59.1,88.4,1,1,44,100.0,100.0,95.5,0,3,1,93,0,0,0,93,47,47,0,91,46,2
Will Jados,145817,G,TEXAS TECH,1,100.0,0,315,59.6,73.3,55.7,0,2,44,100.0,100.0,97.7,0,2,0,93,0,93,0,93,47,47,0,0,46,0
Cole Best,144473,C,USF,1,100.0,0,327,55.7,62.7,54.4,0,1,40,100.0,100.0,98.7,0,1,0,93,92,1,0,93,43,43,0,0,50,0
Davion Carter,158004,G,TEXAS TECH,1,100.0,0,315,69.2,87.7,65.3,0,0,44,100.0,100.0,100.0,0,0,0,93,0,0,0,93,47,47,93,0,46,0
Ryan Carretta,175412,C,PITTSBURGH,1,100.0,0,268,59.4,59.0,57.9,0,2,54,100.0,100.0,98.1,0,2,0,93,11,82,0,93,59,59,0,0,34,0
James Neal III,157599,T,IOWA STATE,1,100.0,0,193,58.6,66.3,57.7,1,3,52,100.0,100.0,96.2,1,4,0,92,0,0,92,92,58,58,0,0,34,0
Derek Bowman,123654,T,USF,1,100.0,0,327,42.5,55.7,43.3,0,4,39,100.0,100.0,94.9,1,4,0,92,0,0,92,92,42,42,0,0,50,0
