player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Logan Bruss,60251,T,WISCONSIN,1,100.0,0,349,64.1,74.0,63.0,1,1,40,100.0,100.0,97.5,1,2,0,96,0,0,0,96,41,41,0,96,55,0
Tyler Beach,60252,T,WISCONSIN,1,100.0,0,349,32.4,0.0,56.2,6,1,40,100.0,100.0,91.2,0,7,0,95,0,0,95,95,41,41,0,0,54,0
Cam Reddy,77340,C,COLO STATE,1,100.0,0,144,59.1,52.3,59.7,1,2,59,100.0,100.0,95.8,0,4,1,93,93,0,0,93,62,62,0,0,31,0
Adam Korutz,44467,G,COLO STATE,1,100.0,1,144,55.6,54.2,54.0,2,0,59,100.0,100.0,98.3,1,2,0,93,0,0,0,93,62,62,92,0,31,0
Marcus Tatum,41437,T,UCF,1,100.0,0,323,50.3,58.3,51.4,0,1,47,100.0,100.0,96.8,3,2,1,90,0,0,89,90,51,51,0,0,39,1
Matt Lee,98544,C,UCF,1,100.0,0,323,72.3,85.1,66.1,0,0,47,100.0,100.0,100.0,0,0,0,90,90,0,0,90,51,51,0,0,39,0
Lokahi Pauole,98548,G,UCF,1,100.0,0,323,64.7,79.7,64.9,0,1,47,100.0,100.0,98.9,1,1,0,90,0,0,0,90,51,51,90,0,39,0
Cole Schneider,55401,G,UCF,1,100.0,0,323,55.6,73.7,50.0,0,1,47,100.0,100.0,98.9,0,1,0,90,0,90,0,90,51,51,0,0,39,0
Samuel Jackson,55403,T,UCF,1,100.0,0,323,58.2,52.3,59.2,0,1,47,100.0,100.0,94.7,0,3,2,90,0,0,0,90,51,51,0,89,39,1
Jamezz Kimbrough,55052,C,C MICHIGAN,1,100.0,0,134,51.5,38.0,55.3,0,4,57,100.0,100.0,94.7,0,5,1,88,88,0,0,88,59,59,0,0,29,0
Donovan Laie,81553,G,ARIZONA,1,100.0,0,109,66.8,62.2,67.8,0,2,58,100.0,100.0,98.3,0,2,0,88,0,0,87,88,62,62,0,0,26,0
Bernhard Raimann,77948,T,C MICHIGAN,1,100.0,0,134,75.9,62.4,86.3,1,2,57,100.0,100.0,95.6,1,4,1,88,0,0,88,88,59,59,0,0,29,0
Luke Goedeke,77548,T,C MICHIGAN,1,100.0,0,134,72.0,67.9,72.2,1,1,57,100.0,100.0,98.2,0,2,0,88,0,0,0,88,59,59,0,88,29,0
Josh McCauley,40870,C,ARIZONA,1,100.0,0,109,65.1,49.7,68.5,2,3,58,100.0,100.0,95.7,0,5,0,88,88,0,0,88,62,62,0,0,26,0
Joshua Donovan,98647,G,ARIZONA,1,100.0,0,109,63.1,66.7,61.0,0,1,58,100.0,100.0,99.1,0,1,0,88,0,0,0,88,62,62,88,0,26,0
Josh Baker,131560,G,ARIZONA,1,100.0,0,109,52.1,31.4,55.2,0,4,58,100.0,100.0,94.8,0,5,1,88,0,88,0,88,62,62,0,0,26,0
Paiton Fears,98700,T,ARIZONA,1,100.0,0,109,58.0,64.1,52.3,1,1,58,100.0,100.0,96.6,0,3,1,88,0,0,0,88,62,62,0,87,26,0
Logan Langemeier,108708,C,GA SOUTHRN,1,100.0,0,174,67.9,81.5,63.8,0,0,23,100.0,100.0,100.0,0,0,0,86,86,0,0,86,24,24,0,0,62,0
Javontez Spraggins,124299,G,TENNESSEE,1,100.0,0,307,66.0,85.1,62.6,0,0,29,100.0,100.0,100.0,0,0,0,86,0,0,0,86,34,34,86,0,52,0
Khalil Crowder,78240,G,GA SOUTHRN,1,100.0,0,174,57.4,83.8,57.3,0,0,23,100.0,100.0,100.0,1,0,0,86,0,0,0,86,24,24,86,0,62,0
