player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Caleb Cook,147118,G,GA SOUTHRN,1,100.0,0,174,55.9,36.3,59.4,2,3,56,100.0,100.0,95.5,0,5,0,92,0,0,0,92,61,61,89,0,31,1
Dominic Boyd,150802,T,GA SOUTHRN,1,100.0,0,174,68.2,51.7,74.9,1,3,56,100.0,100.0,94.6,1,5,1,91,0,0,90,91,61,61,0,0,30,1
Pichon Wimbley,158371,G,GA SOUTHRN,1,100.0,0,174,62.0,82.1,54.4,0,2,56,100.0,100.0,98.2,0,2,0,91,0,91,0,91,61,61,0,0,30,0
Noah Smith,147054,T,ARK STATE,1,100.0,0,113,56.5,65.6,50.5,0,2,53,100.0,100.0,98.1,0,2,0,91,0,0,0,91,54,54,0,91,37,0
Chandler Strong,158365,C,GA SOUTHRN,1,100.0,0,174,55.5,30.1,62.8,0,2,56,100.0,100.0,96.4,1,3,1,91,91,0,0,91,61,61,0,0,30,0
Mehki Butler,147056,G,ARK STATE,1,100.0,0,113,66.2,60.6,67.1,0,2,53,100.0,100.0,98.1,0,2,0,91,0,91,0,91,54,54,0,0,37,0
Mason Myers,172201,C,ARK STATE,1,100.0,0,113,59.6,61.8,57.9,0,2,53,100.0,100.0,98.1,0,2,0,91,91,0,0,91,54,54,0,0,37,0
Bryson Broadway,137997,T,GA SOUTHRN,1,100.0,0,174,75.0,79.1,69.5,0,0,56,100.0,100.0,98.2,0,1,1,91,0,0,0,91,61,61,0,91,30,0
Charlie Pickard,146540,C,OREGON,1,100.0,0,264,54.1,64.5,50.2,0,0,52,100.0,100.0,98.1,0,1,1,90,89,0,0,90,56,56,0,0,34,0
Marcus Harper II,131712,G,OREGON,1,100.0,0,264,58.0,50.6,57.9,0,2,52,100.0,100.0,98.1,0,2,0,89,0,89,0,89,56,56,0,0,33,0
Jordan Davis,146915,T,S ALABAMA,1,100.0,0,288,78.2,89.9,67.9,0,1,54,100.0,100.0,99.1,0,1,0,89,0,0,89,89,59,59,0,0,30,0
Malachi Carney,157867,T,S ALABAMA,1,100.0,0,288,57.9,69.5,54.7,0,3,54,100.0,100.0,97.2,1,3,0,89,0,0,0,89,59,59,0,89,30,0
Josh Conerly Jr.,163291,T,OREGON,1,100.0,0,264,58.1,48.7,66.1,0,2,52,100.0,100.0,98.1,1,2,0,89,0,0,89,89,56,56,0,0,33,0
Iapani Laloulu,174128,C,OREGON,1,100.0,0,264,47.3,61.6,48.6,0,2,52,100.0,100.0,98.1,2,2,0,89,0,0,0,89,56,56,89,0,33,0
Ajani Cornelius,142968,T,OREGON,1,100.0,0,264,61.0,75.8,62.4,0,0,52,100.0,100.0,96.2,2,2,2,89,0,0,0,89,56,56,0,89,33,0
Kenton Jerido,157859,G,S ALABAMA,1,100.0,0,288,62.2,81.9,55.2,0,0,54,100.0,100.0,100.0,0,0,0,89,0,88,0,89,59,59,1,0,30,0
Reed Buys,124159,G,S ALABAMA,1,100.0,0,288,56.0,57.1,53.1,2,1,54,100.0,100.0,97.2,0,3,0,89,1,0,0,89,59,59,88,0,30,0
Brady Wilson,121508,C,UAB,1,100.0,0,321,77.7,74.3,76.3,0,1,37,100.0,100.0,98.6,1,1,0,88,88,0,0,88,40,40,0,0,48,0
JonDarius Morgan,146917,T,UAB,1,100.0,0,321,66.1,57.0,66.5,2,1,37,100.0,100.0,95.9,0,3,0,88,0,0,88,88,40,40,0,0,48,0
Malachi Preciado,162892,C,S ALABAMA,1,100.0,1,288,53.1,37.7,61.8,1,2,54,100.0,100.0,95.4,3,4,1,88,88,0,0,88,59,59,0,0,29,0
