player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Shunmarkus Adams,150889,G,MARSHALL,1,100.0,0,214,65.2,41.8,69.0,0,2,44,100.0,100.0,97.7,1,2,0,84,0,84,0,84,46,46,0,0,38,0
Wendell Moe Jr.,158736,G,TENNESSEE,1,100.0,0,307,63.9,72.7,60.6,0,2,52,100.0,100.0,98.1,0,2,0,84,0,47,0,84,56,56,37,0,28,0
Lance Heard,172477,T,TENNESSEE,1,100.0,0,307,59.5,62.4,55.7,0,2,52,100.0,100.0,98.1,0,2,0,84,0,0,84,84,56,56,0,0,28,0
Tariq Montgomery,156802,T,MARSHALL,1,100.0,0,214,50.9,43.3,53.0,1,3,44,100.0,100.0,93.2,1,5,1,84,0,0,83,84,46,46,0,1,38,0
Sam Pendleton,171096,C,TENNESSEE,1,100.0,0,307,47.7,27.6,54.6,0,4,52,100.0,100.0,94.2,0,5,1,84,84,0,0,84,56,56,0,0,28,0
Eric Meeks,53398,C,MARSHALL,1,100.0,0,214,60.9,73.3,57.0,0,3,44,100.0,100.0,96.6,0,3,0,84,84,0,0,84,46,46,0,0,38,0
Jalen Slappy,156800,G,MARSHALL,1,100.0,0,214,62.7,60.4,62.2,0,1,44,100.0,100.0,98.9,0,1,0,84,0,0,0,84,46,46,84,0,38,0
Christian Richter,159769,T,MARSHALL,1,100.0,0,214,67.4,74.7,62.0,0,2,44,100.0,100.0,97.7,0,2,0,84,0,0,0,84,46,46,0,83,38,0
Jaren Kump,131859,C,UTAH,1,100.0,0,328,67.0,59.6,65.8,0,0,34,100.0,100.0,100.0,0,0,0,83,83,0,0,83,36,36,0,0,47,0
David Sanders Jr.,199964,T,TENNESSEE,1,100.0,0,307,60.5,65.8,55.4,1,2,51,100.0,100.0,95.1,0,4,1,83,0,0,0,83,55,55,0,83,28,0
