player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jack Bailey,98061,G,KENT STATE,1,100.0,0,201,64.0,84.5,57.2,0,1,44,100.0,100.0,98.9,1,1,0,102,0,101,0,102,48,48,0,1,54,0
Elijah Ratliff,76949,G,KENT STATE,1,100.0,0,201,55.7,58.5,53.7,0,2,44,100.0,100.0,97.7,3,2,0,102,0,0,0,102,48,48,102,0,54,0
Marcellus Marshall,130496,T,KENT STATE,1,100.0,0,201,60.7,56.3,60.4,0,2,44,100.0,100.0,97.7,2,2,0,102,0,1,101,102,48,48,0,0,54,0
Savion Washington,130505,T,KENT STATE,1,100.0,1,201,73.3,87.9,68.6,0,0,44,100.0,100.0,100.0,1,0,0,102,0,0,0,102,48,48,0,101,54,1
Sam Allan,59782,C,KENT STATE,1,100.0,0,201,56.5,77.0,55.2,0,0,44,100.0,100.0,100.0,1,0,0,102,102,0,0,102,48,48,0,0,54,0
Mak Pounders,144276,T,MEMPHIS,1,100.0,0,218,43.1,33.8,46.7,0,2,59,100.0,100.0,96.6,1,3,1,94,0,0,90,94,64,64,0,0,30,4
Ethan Crowe,130330,C,BALL ST,1,100.0,0,117,67.4,78.7,65.7,1,0,59,100.0,100.0,99.2,2,1,0,94,94,0,0,94,64,64,0,0,30,0
Matt Dale,98648,T,MEMPHIS,1,100.0,0,218,67.8,79.9,57.5,0,3,59,100.0,100.0,97.5,0,3,0,94,0,0,0,94,64,64,0,94,30,0
Brackston Alford,121752,G,MEMPHIS,1,100.0,0,218,61.1,80.6,53.3,0,0,59,100.0,100.0,100.0,0,0,0,94,0,94,0,94,64,64,0,0,30,0
Davion Carter,158004,G,MEMPHIS,1,100.0,0,218,64.5,88.7,56.5,0,0,59,100.0,100.0,100.0,0,0,0,94,0,0,0,94,64,64,94,0,30,0
Jacob Likes,101023,C,MEMPHIS,1,100.0,0,218,59.5,61.9,57.3,1,0,59,100.0,100.0,97.5,0,2,1,94,94,0,0,94,64,64,0,0,30,0
Seth Schmidt,98469,T,BALL ST,1,100.0,0,117,60.8,54.1,63.0,1,2,59,100.0,100.0,97.5,0,3,0,94,0,0,94,94,64,64,0,0,30,0
Damon Kaylor,101573,G,BALL ST,1,100.0,0,117,60.8,51.7,62.2,1,0,59,100.0,100.0,99.2,0,1,0,94,0,94,0,94,64,64,0,0,30,0
Joseph Boggs,77524,T,BALL ST,1,100.0,0,117,41.7,36.4,43.9,1,1,59,100.0,100.0,98.3,0,2,0,94,0,0,0,94,64,64,0,94,30,0
Tautai Li'o Marks,128158,G,TULSA,1,100.0,0,320,55.7,40.2,57.7,1,5,49,100.0,100.0,91.8,0,7,1,92,0,0,0,92,58,58,92,0,34,0
Jaden Muskrat,123256,T,TULSA,1,100.0,1,320,48.2,36.4,59.6,1,4,49,100.0,100.0,94.9,2,5,0,92,0,0,2,92,58,58,0,90,34,0
Logan Osburn,53851,C,MARSHALL,1,100.0,0,214,65.5,78.3,61.3,1,0,40,100.0,100.0,98.7,0,1,0,91,91,0,0,91,41,41,0,0,50,0
Ricky Stromberg,99066,C,ARKANSAS,1,100.0,0,111,63.7,69.4,64.0,0,2,43,100.0,100.0,97.7,2,2,0,89,89,0,0,89,46,46,0,0,43,0
Dalton Wagner,58493,T,ARKANSAS,1,100.0,0,111,61.6,59.6,60.6,0,3,43,100.0,100.0,91.9,0,5,2,89,0,0,0,89,46,46,0,89,43,0
Brady Latham,99068,G,ARKANSAS,1,100.0,0,111,60.8,69.3,57.9,1,1,43,100.0,100.0,97.7,0,2,0,89,0,89,0,89,46,46,0,0,43,0
Luke Jones,81780,T,ARKANSAS,1,100.0,0,111,62.6,68.5,58.4,2,0,43,100.0,100.0,97.7,0,2,0,89,0,0,89,89,46,46,0,0,43,0
Beaux Limmer,99067,G,ARKANSAS,1,100.0,0,111,66.8,79.5,63.7,0,1,43,100.0,100.0,96.5,0,2,1,89,0,0,0,89,46,46,89,0,43,0
Vincent Murphy,99046,G,W KENTUCKY,1,100.0,0,346,47.3,61.9,46.9,0,2,63,100.0,100.0,98.4,2,2,0,89,0,0,0,89,66,66,89,0,23,0
Gunner Britton,81937,T,W KENTUCKY,1,100.0,0,346,60.3,71.0,42.5,0,0,63,100.0,100.0,96.8,0,2,2,89,0,0,0,89,66,66,0,88,23,1
Rusty Staats,81941,C,W KENTUCKY,1,100.0,0,346,63.3,65.9,60.5,1,3,63,100.0,100.0,95.2,0,5,1,89,89,0,0,89,66,66,0,0,23,0
Quantavious Leslie,123456,G,W KENTUCKY,1,100.0,0,346,63.3,85.7,59.9,0,1,63,100.0,100.0,99.2,1,1,0,89,0,89,0,89,66,66,0,0,23,0
Mark Goode,123450,T,W KENTUCKY,1,100.0,0,346,54.3,80.2,46.6,0,1,63,100.0,100.0,97.6,2,2,1,89,0,0,88,89,66,66,0,1,23,0
Michael Jurgens,77345,C,WAKE,1,100.0,0,339,63.9,74.8,63.3,0,1,40,100.0,100.0,98.7,2,1,0,89,89,0,0,89,43,43,0,0,46,0
Loic Ngassam Nya,55442,G,WAKE,1,100.0,0,339,59.4,87.4,53.3,0,0,40,100.0,100.0,100.0,0,0,0,89,0,0,0,89,43,43,89,0,46,0
Sean Maginn,55446,G,WAKE,1,100.0,0,339,61.5,71.3,58.7,1,1,40,100.0,100.0,97.5,0,2,0,89,0,89,0,89,43,43,0,0,46,0
DeVonte Gordon,98391,T,WAKE,1,100.0,0,339,71.0,83.3,63.6,0,0,40,100.0,100.0,97.5,0,1,1,89,0,0,0,89,43,43,0,89,46,0
Cole Motes,128393,T,UTAH ST,1,100.0,1,329,62.0,43.6,71.1,0,1,34,100.0,100.0,98.5,2,1,0,87,0,0,0,87,41,41,0,87,46,0
Jordan Morgan,98652,T,ARIZONA,1,100.0,0,109,81.9,84.8,74.2,0,1,52,100.0,100.0,99.0,1,1,0,87,0,0,86,87,56,56,0,0,31,0
Paiton Fears,98700,T,ARIZONA,1,100.0,0,109,74.4,82.1,67.7,1,0,52,100.0,100.0,99.0,0,1,0,87,0,0,0,87,56,56,0,86,31,0
Pete Nygra,145875,C,N ILLINOIS,1,100.0,0,254,60.7,83.4,56.6,0,0,33,100.0,100.0,100.0,0,0,0,87,87,0,0,87,34,34,0,0,53,0
Jonah Savaiinaea,158742,G,ARIZONA,1,100.0,0,109,62.9,66.5,61.1,0,2,52,100.0,100.0,98.1,0,2,0,87,0,0,0,87,56,56,86,0,31,0
Logan Zschernitz,100262,G,N ILLINOIS,1,100.0,0,254,62.6,72.5,60.4,0,0,33,100.0,100.0,100.0,0,0,0,87,0,0,0,87,34,34,87,0,53,0
Chandler Dolphin,60187,C,UTAH ST,1,100.0,0,329,74.2,61.4,72.7,1,1,34,100.0,100.0,97.1,1,2,0,87,87,0,0,87,41,41,0,0,46,0
Jacob South,81901,T,UTAH ST,1,100.0,0,329,51.9,54.6,50.7,0,1,34,100.0,100.0,95.6,0,2,1,87,0,0,87,87,41,41,0,0,46,0
Evan Buss,130543,T,N ILLINOIS,1,100.0,0,254,61.1,64.4,58.7,0,1,33,100.0,100.0,98.5,0,1,0,87,0,0,80,87,34,34,0,0,53,7
J.J. Lippe,98426,G,N ILLINOIS,1,100.0,0,254,54.5,59.5,52.7,1,0,33,100.0,100.0,95.5,0,2,1,87,0,0,0,87,34,34,0,87,53,0
John Champe,130545,G,N ILLINOIS,1,100.0,0,254,70.3,80.7,68.2,0,1,33,100.0,100.0,98.5,0,1,0,87,0,87,0,87,34,34,0,0,53,0
