player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Malik Sumter,55194,C,GA STATE,1,100.0,0,175,63.8,62.6,62.3,0,1,52,100.0,100.0,97.1,0,2,1,100,100,0,0,100,56,56,0,0,44,0
Johnathan Bass,83920,T,GA STATE,1,100.0,0,175,64.5,71.2,59.2,0,2,52,100.0,100.0,96.2,0,3,1,100,0,0,0,100,56,56,0,100,44,0
Pat Bartlett,55191,G,GA STATE,1,100.0,0,175,55.9,81.2,48.4,0,2,52,100.0,100.0,98.1,0,2,0,100,0,0,0,100,56,56,100,0,44,0
Cole Garcia,75872,G,UMASS,1,100.0,0,216,71.0,89.9,66.9,0,0,51,100.0,100.0,100.0,0,0,0,99,0,99,0,99,56,56,0,0,43,0
Jonny Hassard,128082,T,UMASS,1,100.0,0,216,72.3,72.7,68.9,1,3,51,100.0,100.0,96.1,0,4,0,99,0,0,3,99,56,56,0,96,43,0
Max Longman,98411,T,UMASS,1,100.0,1,216,69.5,57.3,70.9,0,5,51,100.0,100.0,93.1,1,6,1,99,0,0,96,99,56,56,0,0,43,3
Josh Atwood,128073,C,UMASS,1,100.0,0,216,71.5,80.4,66.4,0,0,51,100.0,100.0,100.0,0,0,0,98,98,0,0,98,56,56,0,0,42,0
Zach Frazier,123419,C,W VIRGINIA,1,100.0,0,343,73.0,71.2,69.6,1,0,38,100.0,100.0,96.1,0,2,1,92,91,0,0,92,42,42,0,0,50,0
Tomas Rimac,144783,G,W VIRGINIA,1,100.0,0,343,64.9,67.6,63.5,1,2,38,100.0,100.0,96.1,0,3,0,92,0,91,0,92,42,42,0,0,50,0
Doug Nester,98486,G,W VIRGINIA,1,100.0,1,343,51.9,49.6,54.1,2,2,38,100.0,100.0,94.7,1,4,0,92,0,0,0,92,42,42,91,0,50,0
Isaac Moore,77495,T,TEMPLE,1,100.0,0,306,54.4,42.8,60.4,0,1,62,100.0,100.0,97.6,0,2,1,91,0,0,90,91,67,67,0,0,24,0
Wyatt Milum,144785,T,W VIRGINIA,1,100.0,1,343,60.7,72.6,59.6,1,0,38,100.0,100.0,98.7,1,1,0,91,0,0,91,91,42,42,0,0,49,0
Spencer Rolland,108693,T,N CAROLINA,1,100.0,0,245,50.0,48.9,48.7,0,5,62,100.0,100.0,92.7,0,7,2,90,0,0,0,90,63,63,0,90,27,0
Corey Gaynor,59844,C,N CAROLINA,1,100.0,1,245,52.4,60.9,47.9,0,3,62,100.0,100.0,97.6,1,3,0,90,90,0,0,90,63,63,0,0,27,0
Ed Montilus,77353,G,N CAROLINA,1,100.0,0,245,55.8,65.2,49.7,0,1,62,100.0,100.0,99.2,0,1,0,90,0,90,0,90,63,63,0,0,27,0
Adam Klein,77395,C,TEMPLE,1,100.0,0,306,67.1,83.8,58.4,0,1,62,100.0,100.0,99.2,0,1,0,90,90,0,0,90,67,67,0,0,23,0
Asim Richards,99674,T,N CAROLINA,1,100.0,0,245,64.6,76.4,53.5,1,1,62,100.0,100.0,98.4,0,2,0,90,0,0,90,90,63,63,0,0,27,0
William Barnes,77356,G,N CAROLINA,1,100.0,0,245,48.7,20.5,55.1,0,6,62,100.0,100.0,95.2,0,6,0,90,0,0,0,90,63,63,90,0,27,0
Victor Stoffel,98528,T,TEMPLE,1,100.0,0,306,61.9,53.6,65.5,0,2,62,100.0,100.0,98.4,0,2,0,90,0,0,0,90,67,67,0,90,23,0
Matt Lee,98544,C,UCF,1,100.0,0,323,84.4,82.0,81.3,0,0,32,100.0,100.0,100.0,1,0,0,89,89,0,0,89,37,37,0,0,52,0
Gabe Wallace,77535,G,BUFFALO,1,100.0,0,126,41.8,8.4,47.0,1,3,35,100.0,100.0,94.3,0,4,0,89,0,89,0,89,35,35,0,0,54,0
Desmond Bessent,60051,T,BUFFALO,1,100.0,0,126,40.7,29.4,45.5,0,3,35,100.0,100.0,92.9,0,4,1,89,0,0,0,89,35,35,0,89,54,0
Jack Hasz,145666,C,BUFFALO,1,100.0,0,126,53.3,45.1,55.1,0,2,35,100.0,100.0,97.1,0,2,0,89,89,0,0,89,35,35,0,0,54,0
Isaiah Wright,129909,T,BUFFALO,1,100.0,0,126,44.0,31.6,47.9,0,1,35,100.0,100.0,98.6,0,1,0,89,0,0,89,89,35,35,0,0,54,0
Lokahi Pauole,98548,G,UCF,1,100.0,0,323,71.2,84.1,68.9,0,0,32,100.0,100.0,100.0,0,0,0,89,0,0,0,89,37,37,89,0,52,0
Samuel Jackson,55403,G,UCF,1,100.0,0,323,69.1,84.1,66.4,0,0,32,100.0,100.0,100.0,0,0,0,89,0,89,0,89,37,37,0,0,52,0
Sergio Muasau,86114,C,HAWAII,1,100.0,1,180,60.2,73.9,64.1,0,3,48,100.0,100.0,96.9,2,3,0,88,17,71,0,88,56,56,0,0,32,0
Ryan Swoboda,77576,T,UCF,1,98.9,0,323,67.3,82.8,62.0,0,0,31,96.9,97.3,100.0,1,0,0,88,0,0,0,89,36,37,0,88,52,1
Dennis Wilburn,157314,C,TEXAS TECH,1,100.0,0,315,66.0,79.7,61.1,0,0,42,100.0,100.0,100.0,0,0,0,88,88,0,0,88,44,44,0,0,44,0
Monroe Mills,122977,T,TEXAS TECH,1,100.0,0,315,65.8,63.6,64.2,0,1,42,100.0,100.0,98.8,1,1,0,88,0,0,0,88,44,44,0,88,44,0
Caleb Rogers,123157,T,TEXAS TECH,1,100.0,0,315,67.9,80.1,61.2,0,1,42,100.0,100.0,98.8,0,1,0,88,0,0,88,88,44,44,0,0,44,0
Micah Vanterpool,52075,G,HAWAII,1,100.0,0,180,73.9,87.9,71.3,0,1,48,100.0,100.0,99.0,0,1,0,88,0,0,0,88,56,56,88,0,32,0
Weston Wright,77494,G,TEXAS TECH,1,100.0,0,315,68.3,76.4,66.2,0,2,42,100.0,100.0,97.6,0,2,0,88,0,88,0,88,44,44,0,0,44,0
Tylan Grable,109425,T,UCF,1,98.9,0,323,42.6,27.6,51.2,2,2,31,96.9,97.3,93.5,2,4,0,88,0,0,82,89,36,37,0,0,52,7
Jacoby Jackson,144756,G,TEXAS TECH,1,100.0,0,315,63.5,81.1,63.4,0,1,42,100.0,100.0,98.8,1,1,0,88,0,0,0,88,44,44,88,0,44,0
Ilm Manning,75852,T,HAWAII,1,100.0,0,180,61.6,60.1,65.7,0,3,48,100.0,100.0,96.9,3,3,0,88,0,0,88,88,56,56,0,0,32,0
Austin Hopp,65055,T,HAWAII,1,100.0,0,180,43.9,37.1,52.9,0,4,48,100.0,100.0,95.8,2,4,0,88,0,0,0,88,56,56,0,88,32,0
Bryson Broadway,137997,T,GA STATE,1,100.0,0,175,59.0,66.6,56.2,0,0,42,100.0,100.0,100.0,0,0,0,87,0,87,0,87,45,45,0,0,42,0
Nick Rosi,77511,T,TOLEDO,1,100.0,0,316,70.8,78.0,65.5,0,0,42,100.0,100.0,100.0,0,0,0,86,0,0,0,86,45,45,0,86,41,0
Kendall Major,100243,G,TOLEDO,1,100.0,0,316,63.6,76.5,60.5,0,2,42,100.0,100.0,97.6,1,2,0,86,0,0,0,86,45,45,86,0,41,0
Devan Rogers,66122,C,TOLEDO,1,100.0,0,316,68.1,71.9,64.8,0,2,42,100.0,100.0,97.6,0,2,0,86,86,0,0,86,45,45,0,0,41,0
Vinny Sciury,130632,G,TOLEDO,1,100.0,1,316,65.1,86.3,68.7,0,0,42,100.0,100.0,100.0,2,0,0,86,0,86,0,86,45,45,0,0,41,0
Mitchell Berg,55364,T,TOLEDO,1,100.0,0,316,59.5,88.1,53.6,0,0,42,100.0,100.0,100.0,1,0,0,86,0,0,86,86,45,45,0,0,41,0
Avery Jones,77352,C,E CAROLINA,1,100.0,0,156,66.1,74.7,61.7,0,2,48,100.0,100.0,97.9,0,2,0,85,85,0,0,85,53,53,0,0,32,0
Nishad Strother,98057,G,E CAROLINA,1,100.0,0,156,73.0,80.8,71.8,0,1,48,100.0,100.0,99.0,0,1,0,85,0,85,0,85,53,53,0,0,32,0
Isaiah Foote,123810,G,E CAROLINA,1,100.0,0,156,59.1,17.9,70.8,1,2,48,100.0,100.0,96.9,1,3,0,85,0,0,0,85,53,53,85,0,32,0
Jeremy James,98423,G,OLE MISS,1,100.0,0,226,56.0,72.3,51.6,0,2,39,100.0,100.0,97.4,0,2,0,84,0,0,0,84,42,42,83,1,42,0
Caleb Warren,99083,C,OLE MISS,1,100.0,0,226,62.7,62.2,61.2,0,2,39,100.0,100.0,97.4,0,2,0,84,84,0,0,84,42,42,0,0,42,0
Nick Broeker,99084,G,OLE MISS,1,100.0,0,226,65.1,79.5,61.5,1,1,39,100.0,100.0,97.4,0,2,0,84,0,80,3,84,42,42,0,0,42,0
Alex Wollschlaeger,130396,T,BOWL GREEN,1,100.0,0,122,60.4,53.8,61.9,0,3,47,100.0,100.0,96.8,0,3,0,83,0,0,0,83,51,51,0,82,32,1
Matt Rosso,81812,T,CHARLOTTE,1,100.0,0,136,74.3,80.3,68.5,0,1,52,100.0,100.0,99.0,0,1,0,83,0,0,11,83,56,56,0,72,27,0
Malaesala Aumavae-Laulu,100528,T,OREGON,1,100.0,0,264,61.9,31.7,72.8,1,2,31,100.0,100.0,91.9,3,4,1,83,0,0,0,83,34,34,2,81,49,0
Ashton Gist,122182,C,CHARLOTTE,1,100.0,0,136,76.6,73.8,78.3,0,1,52,100.0,100.0,99.0,1,1,0,83,83,0,0,83,56,56,0,0,27,0
Marcus Harper II,131712,G,OREGON,1,100.0,0,264,71.1,88.0,68.1,0,0,31,100.0,100.0,100.0,0,0,0,83,0,83,0,83,34,34,0,0,49,0
T.J. Bass,131703,T,OREGON,1,100.0,0,264,65.3,35.4,70.4,1,3,31,100.0,100.0,93.5,0,4,0,83,0,0,83,83,34,34,0,0,49,0
Jakari Robinson,55084,C,BOWL GREEN,1,100.0,0,122,49.8,57.1,56.1,0,2,47,100.0,100.0,97.9,2,2,0,83,83,0,0,83,51,51,0,0,32,0
Micah Pettus,146812,T,OLE MISS,1,100.0,0,226,52.3,44.3,64.2,1,3,39,100.0,100.0,94.9,2,4,0,83,0,0,0,83,42,42,0,82,41,0
Hollin Pierce,129899,T,RUTGERS,1,100.0,0,278,73.2,86.0,64.8,0,1,41,100.0,100.0,98.8,0,1,0,82,0,0,0,82,44,44,0,82,38,0
J.D. DiRenzo,108791,G,RUTGERS,1,100.0,0,278,55.5,38.8,64.1,0,1,41,100.0,100.0,98.8,2,1,0,82,0,25,57,82,44,44,0,0,38,0
Tyler Miller,122526,T,IOWA STATE,1,100.0,0,193,41.3,55.3,50.2,0,3,50,100.0,100.0,97.0,4,3,0,81,0,0,81,81,53,53,0,0,28,0
Logan Langemeier,108708,C,GA SOUTHRN,1,100.0,0,174,60.7,76.5,63.2,0,1,56,100.0,100.0,99.1,3,1,0,81,81,0,0,81,59,59,0,0,22,0
Duke Clemens,100545,C,UCLA,1,100.0,1,324,74.5,66.0,77.3,0,1,47,100.0,100.0,96.8,1,2,1,81,81,0,0,81,50,50,0,0,31,0
