player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jacoby Jackson,144756,G,TEXAS TECH,1,100.0,0,315,49.6,53.9,53.7,0,3,54,100.0,100.0,97.2,2,3,0,96,0,0,0,96,55,55,96,0,41,0
Caleb Rogers,123157,T,TEXAS TECH,1,100.0,0,315,58.5,66.4,58.2,0,1,54,100.0,100.0,99.1,1,1,0,96,0,0,94,96,55,55,0,1,41,0
Monroe Mills,122977,T,TEXAS TECH,1,100.0,0,315,60.7,74.9,57.4,0,0,54,100.0,100.0,100.0,1,0,0,96,0,0,0,96,55,55,0,94,41,1
Weston Wright,77494,G,TEXAS TECH,1,100.0,0,315,55.5,61.6,52.1,1,2,54,100.0,100.0,97.2,0,3,0,96,0,96,0,96,55,55,0,0,41,0
Dennis Wilburn,157314,C,TEXAS TECH,1,100.0,0,315,49.3,30.8,54.2,1,4,54,100.0,100.0,93.5,0,6,1,96,96,0,0,96,55,55,0,0,41,0
Duke Clemens,100545,C,UCLA,1,100.0,1,324,59.4,69.3,62.6,0,2,36,100.0,100.0,97.2,2,2,0,95,95,0,0,95,37,37,0,0,58,0
Jon Gaines II,81879,G,UCLA,1,100.0,0,324,70.1,46.1,72.6,1,2,36,100.0,100.0,95.8,0,3,0,95,0,0,0,95,37,37,95,0,58,0
Atonio Mafi,82449,G,UCLA,1,100.0,0,324,76.0,64.2,77.3,0,1,36,100.0,100.0,95.8,0,2,1,95,0,95,0,95,37,37,0,0,58,0
Garrett DiGiorgio,146395,T,UCLA,1,100.0,0,324,67.5,72.2,71.7,0,1,36,100.0,100.0,98.6,2,1,0,95,0,0,0,95,37,37,0,95,58,0
Raiqwon O'Neal,81811,T,UCLA,1,100.0,0,324,62.7,67.8,63.5,0,0,36,100.0,100.0,97.2,1,1,1,95,0,0,95,95,37,37,0,0,58,0
Mason Lunsford,98422,G,MARYLAND,1,100.0,0,215,63.1,63.9,61.9,1,0,52,100.0,100.0,99.0,1,1,0,94,0,94,0,94,57,57,0,0,37,0
DJ Glaze,129511,T,MARYLAND,1,100.0,1,215,62.1,85.6,53.6,0,0,52,100.0,100.0,100.0,1,0,0,94,0,0,0,94,57,57,0,94,37,0
Quinn McCarthy,100539,G,WASH STATE,1,100.0,0,341,59.1,75.0,50.1,0,1,67,100.0,100.0,97.8,1,2,1,92,0,92,0,92,70,70,0,0,22,0
Christian Hilborn,146501,G,WASH STATE,1,100.0,0,341,27.7,5.0,44.2,2,9,67,100.0,100.0,90.3,3,12,1,92,0,0,90,92,70,70,0,1,22,1
William Barnes,77356,G,N CAROLINA,1,100.0,0,245,66.1,83.8,61.1,0,1,57,100.0,100.0,99.1,0,1,0,92,0,0,0,92,60,60,92,0,32,0
Spencer Rolland,108693,T,N CAROLINA,1,100.0,0,245,64.1,71.8,57.6,0,3,57,100.0,100.0,97.4,0,3,0,92,0,0,0,92,60,60,0,92,32,0
Grant Stephens,63524,G,WASH STATE,1,100.0,0,341,62.6,76.4,56.0,0,1,67,100.0,100.0,99.3,0,1,0,92,0,0,0,92,70,70,92,0,22,0
Ed Montilus,77353,G,N CAROLINA,1,100.0,0,245,51.9,83.8,49.2,1,0,57,100.0,100.0,99.1,2,1,0,92,0,92,0,92,60,60,0,0,32,0
Konner Gomness,100542,C,WASH STATE,1,100.0,0,341,54.5,69.3,46.2,0,3,67,100.0,100.0,97.8,0,3,0,92,92,0,0,92,70,70,0,0,22,0
Fa'alili Fa'amoe,131930,T,WASH STATE,1,100.0,0,341,61.8,48.0,70.7,2,9,67,100.0,100.0,91.8,1,11,0,92,0,0,0,92,70,70,0,91,22,0
Corey Gaynor,59844,C,N CAROLINA,1,100.0,0,245,62.0,51.9,63.6,0,0,57,100.0,100.0,100.0,0,0,0,92,92,0,0,92,60,60,0,0,32,0
Spencer Anderson,81719,G,MARYLAND,1,100.0,0,215,56.7,47.7,57.0,2,0,51,100.0,100.0,96.1,1,3,1,92,0,0,0,92,56,56,92,0,36,0
Asim Richards,99674,T,N CAROLINA,1,100.0,0,245,65.0,81.5,53.6,0,1,57,100.0,100.0,99.1,0,1,0,92,0,0,92,92,60,60,0,0,32,0
Luke Haggard,129442,T,INDIANA,1,100.0,0,190,69.0,71.4,65.1,1,0,46,100.0,100.0,98.9,0,1,0,90,0,0,89,90,49,49,0,0,41,1
Anton Harrison,122929,T,OKLAHOMA,1,100.0,1,261,68.7,78.4,63.0,0,1,48,100.0,100.0,99.0,2,1,0,90,0,0,89,90,51,51,0,0,39,0
Isaiah World,158252,T,NEVADA,1,100.0,1,239,50.4,59.1,61.2,0,5,49,100.0,100.0,92.9,3,6,1,90,0,0,0,90,52,52,0,90,38,0
Josh Grabowski,158237,G,NEVADA,1,100.0,0,239,54.0,75.0,51.5,0,1,49,100.0,100.0,99.0,1,1,0,90,0,90,0,90,52,52,0,0,38,0
Andrew Madrigal,71502,G,NEVADA,1,100.0,0,239,59.5,57.0,62.5,1,2,49,100.0,100.0,96.9,1,3,0,90,90,0,0,90,52,52,0,0,38,0
