player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Graceson Jackson-Smith,170502,T,SM HOUSTON,1,100.0,0,281,53.6,54.9,52.5,1,2,42,100.0,100.0,96.4,0,3,0,98,0,0,98,98,44,44,0,0,54,0
Ethan Hagler,139543,C,SM HOUSTON,1,100.0,0,281,36.2,22.6,49.0,2,1,42,100.0,100.0,96.4,2,3,0,98,88,0,0,98,44,44,10,0,54,0
James Dawn II,160282,G,SM HOUSTON,1,100.0,0,281,57.6,54.7,56.7,0,1,42,100.0,100.0,98.8,0,1,0,98,0,10,0,98,44,44,88,0,54,0
Quincy McGee,145453,G,OLE MISS,1,100.0,0,226,56.1,58.1,54.3,0,2,42,100.0,100.0,97.6,1,2,0,94,0,94,0,94,44,44,0,0,50,0
Landon Bebee,78247,G,COLORADO,1,100.0,0,143,60.8,88.3,52.4,0,0,53,100.0,100.0,100.0,0,0,0,94,0,0,0,94,57,57,93,0,37,1
Micah Pettus,146812,T,OLE MISS,1,100.0,0,226,70.8,74.4,66.6,0,0,42,100.0,100.0,100.0,0,0,0,94,0,0,0,94,44,44,0,94,50,0
Van Wells,157694,C,COLORADO,1,100.0,0,143,59.4,74.8,57.8,0,1,53,100.0,100.0,99.1,1,1,0,94,94,0,0,94,57,57,0,0,37,0
Jack Bailey,98061,G,COLORADO,1,100.0,0,143,61.0,81.0,59.1,0,1,53,100.0,100.0,97.2,1,2,1,94,0,93,0,94,57,57,0,1,37,0
Gerad Christian-Lichtenhan,131673,T,COLORADO,1,100.0,0,143,48.9,44.1,60.6,2,3,53,100.0,100.0,93.4,2,6,1,94,0,0,93,94,57,57,1,0,37,0
Briason Mays,77469,T,SO MISS,1,100.0,0,296,53.1,36.1,64.1,2,1,47,100.0,100.0,94.7,1,4,1,90,0,0,90,90,51,51,0,0,39,0
