player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Luke Baklenko,176606,T,STANFORD,1,100.0,0,300,55.6,43.3,60.8,0,5,58,100.0,100.0,95.7,0,5,0,88,0,0,88,88,63,63,0,0,25,0
Connor McLaughlin,131771,T,STANFORD,1,100.0,0,300,35.7,15.1,54.1,2,5,58,100.0,100.0,94.0,1,7,0,88,0,0,0,88,63,63,0,88,25,0
Trevor Mayberry,148952,G,STANFORD,1,100.0,0,300,57.4,54.1,55.8,0,4,58,100.0,100.0,96.6,0,4,0,88,0,88,0,88,63,63,0,0,25,0
Levi Rogers,131781,C,STANFORD,1,100.0,0,300,64.1,84.4,59.8,0,0,58,100.0,100.0,100.0,1,0,0,88,88,0,0,88,63,63,0,0,25,0
Jake Maikkula,157269,G,STANFORD,1,100.0,0,300,63.3,74.2,59.0,0,1,58,100.0,100.0,99.1,0,1,0,88,0,0,0,88,63,63,88,0,25,0
Addison West,98272,G,W MICHIGAN,1,100.0,0,347,69.9,69.2,69.1,0,0,29,100.0,100.0,100.0,1,0,0,87,0,0,0,87,30,30,87,0,57,0
Jacob Gideon,72705,C,W MICHIGAN,1,100.0,0,347,62.3,83.1,61.1,0,0,29,100.0,100.0,100.0,1,0,0,87,87,0,0,87,30,30,0,0,57,0
Brian Driscoll,100534,C,CAL,1,100.0,0,130,55.0,51.9,58.9,0,2,43,100.0,100.0,97.7,1,2,0,87,87,0,0,87,49,49,0,0,38,0
Sioape Vatikani,158334,G,CAL,1,100.0,0,130,52.0,74.2,49.1,0,1,43,100.0,100.0,98.8,1,1,0,87,0,0,0,87,49,49,87,0,38,0
Barrett Miller,100562,T,CAL,1,100.0,1,130,58.6,63.1,60.5,1,0,43,100.0,100.0,98.8,2,1,0,87,0,0,87,87,49,49,0,0,38,0
John Bolding,81641,G,SO MISS,1,100.0,0,296,55.9,66.7,51.7,2,0,44,100.0,100.0,97.7,0,2,0,86,0,0,0,86,49,49,86,0,37,0
Ozzy Trapilo,123552,T,BOSTON COL,1,100.0,0,121,62.1,79.9,56.0,0,1,32,100.0,100.0,98.4,0,1,0,85,0,0,0,85,34,34,0,83,51,2
Kyle Hergel,87427,G,BOSTON COL,1,100.0,0,121,54.6,79.8,57.0,1,0,32,100.0,100.0,98.4,2,1,0,85,0,85,0,85,34,34,0,0,51,0
Logan Taylor,151098,T,BOSTON COL,1,100.0,0,121,67.1,71.6,63.5,0,2,32,100.0,100.0,96.9,0,2,0,85,0,0,82,85,34,34,0,0,51,3
Jasper Parks,172219,T,CHARLOTTE,1,100.0,0,136,77.6,84.9,71.4,0,0,47,100.0,100.0,100.0,0,0,0,85,0,0,0,85,47,47,0,85,38,0
Lucas Gramlick,81886,T,CHARLOTTE,1,100.0,0,136,76.0,85.1,69.5,0,0,47,100.0,100.0,100.0,0,0,0,85,0,0,85,85,47,47,0,0,38,0
Drew Kendall,143829,C,BOSTON COL,1,100.0,0,121,71.3,69.0,68.2,0,1,32,100.0,100.0,98.4,0,1,0,85,85,0,0,85,34,34,0,0,51,0
Christian Mahogany,98261,G,BOSTON COL,1,100.0,0,121,58.0,85.3,53.4,0,0,32,100.0,100.0,100.0,0,0,0,85,0,0,0,85,34,34,83,2,51,0
Elijah Fisher,127950,G,LA MONROE,1,100.0,0,209,64.6,71.8,62.0,1,2,52,100.0,100.0,97.1,0,3,0,84,0,84,0,84,56,56,0,0,28,0
Michael Shanahan,78230,T,W MICHIGAN,1,100.0,0,347,56.9,54.8,56.3,0,1,27,100.0,100.0,94.4,0,2,1,84,0,0,84,84,28,28,0,0,56,0
Justin Dedich,83018,C,USC,1,100.0,0,326,56.0,60.1,58.2,0,3,44,100.0,100.0,96.6,2,3,0,84,84,0,0,84,47,47,0,0,37,0
Trevor Campbell,60241,G,W MICHIGAN,1,100.0,0,347,66.4,70.9,64.9,0,0,27,100.0,100.0,100.0,0,0,0,84,0,84,0,84,28,28,0,0,56,0
Blake Steen,156390,T,VIRGINIA,1,100.0,0,335,56.7,53.7,56.6,0,1,45,100.0,100.0,94.4,0,3,2,84,0,0,0,84,46,46,0,84,38,0
Brian Stevens,108439,C,VIRGINIA,1,100.0,0,335,70.3,75.2,66.3,0,0,45,100.0,100.0,100.0,0,0,0,84,84,0,0,84,46,46,0,0,38,0
McKale Boley,156387,T,VIRGINIA,1,100.0,0,335,61.6,68.5,57.0,0,0,45,100.0,100.0,100.0,0,0,0,84,0,0,84,84,46,46,0,0,38,0
Stacey Wilkins,99431,T,LA MONROE,1,100.0,0,209,58.2,59.6,55.2,0,3,52,100.0,100.0,97.1,1,3,0,84,0,0,84,84,56,56,0,0,28,0
Ty Furnish,151082,G,VIRGINIA,1,100.0,0,335,57.9,55.1,56.9,0,1,45,100.0,100.0,98.9,0,1,0,84,0,0,0,84,46,46,84,0,38,0
Bryce Ramsey,99086,C,SO MISS,1,100.0,0,296,61.2,66.1,58.7,1,0,45,100.0,100.0,98.9,0,1,0,84,84,0,0,84,50,50,0,0,34,0
Zarian McGill,156763,C,LA MONROE,1,100.0,0,209,69.1,82.9,62.7,0,0,52,100.0,100.0,100.0,0,0,0,84,84,0,0,84,56,56,0,0,28,0
Jonah Monheim,86461,T,USC,1,100.0,0,326,72.8,73.5,74.5,0,2,44,100.0,100.0,97.7,1,2,0,84,0,0,84,84,47,47,0,0,37,0
Mason Murphy,74236,G,USC,1,100.0,0,326,56.3,62.3,57.5,0,3,44,100.0,100.0,96.6,1,3,0,84,0,0,0,84,47,47,84,0,37,0
Emmanuel Pregnon,128427,G,USC,1,100.0,1,326,59.4,83.4,57.2,0,0,44,100.0,100.0,100.0,1,0,0,84,0,84,0,84,47,47,0,0,37,0
Noah Josey,126259,G,VIRGINIA,1,100.0,0,335,60.9,34.3,64.9,1,5,45,100.0,100.0,93.3,0,6,0,84,0,84,0,84,46,46,0,0,38,0
Xavier Black,100811,C,DOMINION,1,100.0,0,263,49.9,80.3,54.8,0,1,43,100.0,100.0,98.8,3,1,0,82,82,0,0,82,46,46,0,0,36,0
Leroy Thomas,81786,G,DOMINION,1,100.0,0,263,57.1,65.8,53.7,0,1,43,100.0,100.0,96.5,0,2,1,82,0,0,0,82,46,46,82,0,36,0
Santana Saunders,145361,T,DOMINION,1,100.0,0,263,58.1,58.2,56.3,0,2,43,100.0,100.0,93.0,0,4,2,82,0,0,0,82,46,46,0,81,36,0
Matthew Wykoff,147018,G,CAL,1,100.0,0,130,62.0,46.8,63.7,0,1,39,100.0,100.0,98.7,0,1,0,82,0,82,0,82,45,45,0,0,37,0
Chris Adams,145359,T,DOMINION,1,100.0,0,263,43.8,66.1,40.4,0,0,43,100.0,100.0,97.7,1,1,1,82,0,0,82,82,46,46,0,0,36,0
Weston Franklin,143913,C,GA TECH,1,100.0,0,176,68.0,55.0,67.5,2,1,34,100.0,100.0,95.6,0,3,0,81,81,0,0,81,36,36,0,0,45,0
Joe Fusile,143914,G,GA TECH,1,100.0,0,176,55.1,58.0,53.3,0,2,34,100.0,100.0,97.1,1,2,0,81,0,81,0,81,36,36,0,0,45,0
Jordan Williams,122503,T,GA TECH,1,100.0,0,176,57.8,37.9,62.4,0,3,34,100.0,100.0,95.6,0,3,0,81,0,0,0,81,36,36,0,80,45,1
Blake Miller,156248,T,CLEMSON,1,100.0,0,140,64.1,72.7,56.8,0,0,53,100.0,100.0,100.0,0,0,0,81,0,0,0,81,54,54,0,81,27,0
T.J. Session,102316,T,CAL,1,100.0,0,130,58.7,68.0,53.4,1,1,39,100.0,100.0,97.4,0,2,0,81,0,0,0,81,45,45,0,81,36,0
Will Putnam,99655,C,CLEMSON,1,100.0,0,140,62.7,58.0,62.6,0,2,53,100.0,100.0,98.1,0,2,0,81,81,0,0,81,54,54,0,0,27,0
Tristan Leigh,144121,T,CLEMSON,1,100.0,0,140,58.2,90.7,45.9,0,0,53,100.0,100.0,100.0,0,0,0,81,0,0,7,81,54,54,74,0,27,0
Connor Scaglione,108785,G,GA TECH,1,100.0,0,176,64.9,37.1,68.2,0,3,34,100.0,100.0,95.6,0,3,0,81,0,0,0,81,36,36,81,0,45,0
Alani Makihele,128362,G,UNLV,1,100.0,0,325,61.4,64.2,59.9,0,1,36,100.0,100.0,98.6,1,1,0,80,0,80,0,80,37,37,0,0,43,0
Stephon Dubose-Bourne,145357,G,DOMINION,1,100.0,0,263,50.8,34.3,51.5,1,1,42,100.0,100.0,95.2,0,3,1,80,0,80,0,80,45,45,0,0,35,0
Dontae Lucas,98047,G,S ALABAMA,1,100.0,0,288,88.3,51.5,99.6,0,3,55,100.0,100.0,97.3,0,3,0,80,0,0,0,80,57,57,80,0,23,0
Jalen St. John,123963,T,UNLV,1,100.0,0,325,61.8,79.8,54.6,1,0,36,100.0,100.0,98.6,0,1,0,80,0,0,80,80,37,37,0,0,43,0
Reed Buys,124159,G,S ALABAMA,1,100.0,0,288,74.3,68.5,78.8,0,1,55,100.0,100.0,99.1,0,1,0,80,0,80,0,80,57,57,0,0,23,0
Andrew Raym,122940,C,OKLAHOMA,1,100.0,0,261,64.8,81.9,60.4,0,0,26,100.0,100.0,100.0,0,0,0,80,80,0,0,80,31,31,0,0,49,0
Tiger Shanks,128371,T,UNLV,1,100.0,0,325,74.8,85.8,67.8,0,0,36,100.0,100.0,100.0,0,0,0,80,0,0,0,80,37,37,0,80,43,0
Jordan Davis,146915,T,S ALABAMA,1,100.0,0,288,68.6,52.8,87.9,1,0,55,100.0,100.0,95.5,2,3,2,80,0,0,80,80,57,57,0,0,23,0
Amani Trigg-Wright,81887,G,UNLV,1,100.0,0,325,60.3,74.4,56.9,0,0,36,100.0,100.0,100.0,1,0,0,80,0,0,0,80,37,37,80,0,43,0
