player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Mark Petry,123053,G,SYRACUSE,1,100.0,0,304,58.6,69.2,52.8,0,4,66,100.0,100.0,97.0,0,4,0,105,0,0,0,105,73,73,104,0,32,0
J'Onre Reed,176030,C,SYRACUSE,1,100.0,0,304,66.3,62.5,65.7,0,2,66,100.0,100.0,98.5,2,2,0,104,104,0,0,104,73,73,0,0,31,0
Savion Washington,130505,T,SYRACUSE,1,100.0,0,304,69.2,70.0,66.1,0,2,66,100.0,100.0,98.5,0,2,0,104,0,0,0,104,73,73,0,104,31,0
Da'Metrius Weatherspoon,154759,T,SYRACUSE,1,100.0,0,304,67.9,78.0,64.8,0,2,66,100.0,100.0,98.5,1,2,0,104,0,0,104,104,73,73,0,0,31,0
Jakob Bradford,144039,G,SYRACUSE,1,100.0,0,304,68.8,69.2,69.3,1,1,66,100.0,100.0,98.5,0,2,0,104,0,104,0,104,73,73,0,0,31,0
Thomas Shrader,122417,T,APP STATE,1,100.0,0,108,51.4,38.4,57.8,0,6,51,100.0,100.0,94.1,1,6,0,95,0,0,0,95,61,61,0,94,34,1
Markell Samuel,122253,T,APP STATE,1,100.0,0,108,49.3,42.0,52.0,1,1,51,100.0,100.0,94.1,0,4,2,95,0,1,94,95,61,61,0,0,34,0
Jack Hollifield,144079,C,APP STATE,1,100.0,0,108,83.3,72.8,81.6,0,2,51,100.0,100.0,98.0,0,2,0,95,95,0,0,95,61,61,0,0,34,0
Jayden Ramsey,147025,G,APP STATE,1,100.0,1,108,61.2,75.3,60.3,0,0,51,100.0,100.0,100.0,1,0,0,95,0,0,0,95,61,61,95,0,34,0
Matthew McCoy,162736,G,MIAMI FL,1,100.0,0,220,61.7,67.7,63.5,0,1,59,100.0,100.0,99.2,1,1,0,91,0,91,0,91,63,63,0,0,28,0
Markel Bell,183226,T,MIAMI FL,1,100.0,0,220,60.3,70.6,51.4,0,3,59,100.0,100.0,95.8,0,4,1,91,0,0,91,91,63,63,0,0,28,0
Zach Carpenter,101539,C,MIAMI FL,1,100.0,0,220,62.0,67.9,58.2,0,1,59,100.0,100.0,99.2,1,1,0,91,91,0,0,91,63,63,0,0,28,0
Anez Cooper,162732,G,MIAMI FL,1,100.0,1,220,60.0,62.7,57.4,0,2,59,100.0,100.0,96.6,1,3,1,91,0,0,0,91,63,63,91,0,28,0
Francis Mauigoa,170088,T,MIAMI FL,1,100.0,0,220,62.1,70.9,54.8,0,3,59,100.0,100.0,97.5,0,3,0,91,0,0,0,91,63,63,0,91,28,0
Christopher Fortin,147384,G,UCONN,1,100.0,0,146,80.7,52.8,88.4,0,4,46,100.0,100.0,95.7,0,4,0,87,0,0,0,87,50,50,87,0,37,0
Wes Hoeh,144049,C,UCONN,1,100.0,0,146,79.3,60.1,79.1,0,3,46,100.0,100.0,96.7,1,3,0,87,87,0,0,87,50,50,0,0,37,0
Valentin Senn,100533,T,UCONN,1,100.0,0,146,60.6,71.7,54.7,0,2,46,100.0,100.0,97.8,0,2,0,87,0,0,87,87,50,50,0,0,37,0
Ben Murawski,158624,G,UCONN,1,100.0,0,146,55.2,35.9,61.5,0,4,46,100.0,100.0,95.7,1,4,0,87,0,87,0,87,50,50,0,0,37,0
Chase Lundt,98515,T,UCONN,1,100.0,0,146,60.6,48.2,64.0,1,1,46,100.0,100.0,97.8,1,2,0,87,0,0,0,87,50,50,0,87,37,0
Tanner Morris,102305,C,JAMES MAD,1,100.0,0,197,61.0,86.6,55.6,0,0,53,100.0,100.0,100.0,1,0,0,84,84,0,0,84,56,56,0,0,28,0
Joe Fusile,143914,G,GA TECH,1,100.0,0,176,65.0,75.9,62.5,0,1,33,100.0,100.0,98.5,0,1,0,83,0,83,0,83,36,36,0,0,47,0
Corey Robinson II,144567,T,GA TECH,1,100.0,0,176,63.1,83.5,55.1,0,0,33,100.0,100.0,100.0,0,0,0,83,0,0,83,83,36,36,0,0,47,0
Weston Franklin,143913,C,GA TECH,1,100.0,0,176,62.6,74.5,59.2,1,0,33,100.0,100.0,98.5,0,1,0,83,83,0,0,83,36,36,0,0,47,0
Jordan Williams,122503,T,GA TECH,1,100.0,0,176,67.6,76.1,62.7,0,0,33,100.0,100.0,100.0,0,0,0,83,0,0,0,83,36,36,0,83,47,0
Keylan Rutledge,156597,G,GA TECH,1,100.0,0,176,59.7,86.1,54.8,0,0,33,100.0,100.0,100.0,0,0,0,83,0,0,0,83,36,36,83,0,47,0
Josh Baker,131560,C,ARIZONA,1,100.0,0,109,72.7,82.1,67.2,1,1,55,100.0,100.0,98.2,0,2,0,82,82,0,0,82,57,57,0,0,25,0
Alexander Doost,176507,G,ARIZONA,1,100.0,0,109,72.6,74.9,73.4,0,0,55,100.0,100.0,100.0,0,0,0,82,0,0,0,82,57,57,82,0,25,0
Willie Lampkin,122344,G,N CAROLINA,1,100.0,0,245,83.9,85.0,86.1,0,0,47,100.0,100.0,100.0,0,0,0,82,0,0,0,82,49,49,82,0,33,0
Rhino Tapa'atoutai,171870,T,ARIZONA,1,100.0,0,109,63.6,67.6,58.6,0,1,55,100.0,100.0,97.3,0,2,1,82,0,0,82,82,57,57,0,0,25,0
Jonah Savaiinaea,158742,T,ARIZONA,1,100.0,0,109,68.2,88.9,51.8,0,1,55,100.0,100.0,99.1,0,1,0,82,0,0,0,82,57,57,0,77,25,5
Trevyon Green,156349,T,N CAROLINA,1,100.0,0,245,57.9,40.3,65.1,2,1,47,100.0,100.0,94.7,0,4,1,82,0,0,0,82,49,49,0,82,33,0
Austin Blaske,124011,C,N CAROLINA,1,100.0,0,245,67.7,77.8,62.9,0,0,47,100.0,100.0,100.0,1,0,0,82,82,0,0,82,49,49,0,0,33,0
Kamaar Bell,99073,G,S CAROLINA,1,100.0,0,289,54.3,55.7,56.3,0,0,43,100.0,100.0,100.0,1,0,0,81,0,81,0,81,50,50,0,0,31,0
Torricelli Simpkins III,150473,G,S CAROLINA,1,100.0,0,289,55.8,58.6,53.1,0,3,43,100.0,100.0,96.5,0,3,0,81,0,0,0,81,50,50,81,0,31,0
Jesse Ramil,151251,T,JAMES MAD,1,100.0,0,197,70.3,75.4,79.3,1,1,51,100.0,100.0,98.0,2,2,0,81,0,0,81,81,54,54,0,0,27,0
Pat McMurtrie,102273,T,JAMES MAD,1,100.0,0,197,72.0,69.7,70.7,0,2,50,100.0,100.0,98.0,0,2,0,81,0,0,0,81,53,53,0,81,28,0
Vershon Lee,124246,C,S CAROLINA,1,100.0,0,289,65.3,66.3,63.1,0,0,43,100.0,100.0,97.7,0,1,1,81,81,0,0,81,50,50,0,0,31,0
Cason Henry,158126,T,S CAROLINA,1,100.0,0,289,64.2,75.6,55.9,0,3,42,100.0,100.0,96.4,0,3,0,80,0,0,0,80,49,49,0,80,31,0
Gerad Christian-Lichtenhan,131673,T,OREGON ST,1,100.0,0,265,55.2,77.1,52.6,0,0,33,100.0,100.0,100.0,1,0,0,80,0,0,79,80,36,36,0,0,44,1
Michael Flores,108560,C,DOMINION,1,100.0,0,263,52.2,56.2,51.0,1,1,47,100.0,100.0,97.9,0,2,0,80,80,0,0,80,50,50,0,0,30,0
Grant Starck,128245,T,OREGON ST,1,100.0,0,265,69.0,81.0,62.8,0,1,33,100.0,100.0,98.5,0,1,0,80,0,0,0,80,36,36,0,80,44,0
Van Wells,157694,C,OREGON ST,1,100.0,0,265,62.3,68.4,63.2,1,0,33,100.0,100.0,98.5,1,1,0,80,80,0,0,80,36,36,0,0,44,0
Joshua Gray,98252,G,OREGON ST,1,100.0,0,265,71.8,62.7,72.9,0,1,33,100.0,100.0,98.5,0,1,0,80,0,80,0,80,36,36,0,0,44,0
Stephon Dubose-Bourne,145357,T,DOMINION,1,100.0,0,263,37.1,18.3,47.7,0,7,47,100.0,100.0,92.6,0,7,0,80,0,0,0,80,50,50,0,80,30,0
James Dawn II,160282,G,SM HOUSTON,1,100.0,0,281,70.7,78.2,69.2,0,0,32,100.0,100.0,96.9,0,1,1,79,0,0,0,79,35,35,79,0,44,0
Josiah Thompson,184501,T,S CAROLINA,1,100.0,0,289,41.4,23.3,50.6,1,4,43,100.0,100.0,91.9,0,6,1,79,0,0,79,79,50,50,0,0,29,0
BJ Williams,170127,G,PITTSBURGH,1,100.0,1,268,61.9,46.9,64.7,2,2,45,100.0,100.0,95.6,1,4,0,79,0,0,0,79,47,47,79,0,32,0
Ryan Baer,156362,T,PITTSBURGH,1,100.0,0,268,61.3,35.4,79.4,0,3,45,100.0,100.0,96.7,2,3,0,79,0,0,0,79,47,47,0,79,32,0
Zach Barlev,144807,T,DOMINION,1,100.0,0,263,60.3,59.7,58.6,1,0,46,100.0,100.0,98.9,0,1,0,79,0,0,79,79,49,49,0,0,30,0
Cole Potts,138463,G,JAMES MAD,1,100.0,0,197,64.3,88.5,62.0,0,0,49,100.0,100.0,100.0,1,0,0,78,0,0,0,78,52,52,78,0,26,0
Tomas Rimac,144783,G,W VIRGINIA,1,100.0,0,343,82.3,88.4,80.5,0,0,25,100.0,100.0,100.0,0,0,0,78,0,78,0,78,26,26,0,0,52,0
Jacob Gardner,128229,C,COLO STATE,1,100.0,0,144,85.1,85.7,82.6,0,1,32,100.0,100.0,98.4,1,1,0,78,78,0,0,78,39,39,0,0,39,0
Aaron Karas,163326,T,COLO STATE,1,100.0,0,144,65.9,66.7,68.4,1,0,32,100.0,100.0,98.4,1,1,0,78,0,0,0,78,39,39,0,78,39,0
Drew Moss,150351,G,COLO STATE,1,100.0,0,144,72.1,62.7,73.7,1,1,32,100.0,100.0,96.9,1,2,0,78,0,0,0,78,39,39,77,0,39,1
Tanner Morley,173498,G,COLO STATE,1,100.0,0,144,71.9,89.4,68.8,0,0,32,100.0,100.0,100.0,0,0,0,78,0,78,0,78,39,39,0,0,39,0
Falepule Alo,128376,C,UTAH ST,1,100.0,0,329,78.3,71.8,75.8,1,0,44,100.0,100.0,98.9,0,1,0,77,77,0,0,77,47,47,0,0,30,0
Anthony Carter Jr.,122856,G,NC STATE,1,100.0,0,248,67.3,80.8,63.7,0,0,51,100.0,100.0,100.0,0,0,0,77,0,77,0,77,52,52,0,0,25,0
Teague Andersen,163424,T,UTAH ST,1,100.0,0,329,57.4,75.9,54.3,0,2,44,100.0,100.0,97.7,1,2,0,77,0,0,0,77,47,47,0,77,30,0
Allen Jones Jr.,102326,T,TOLEDO,1,100.0,1,316,53.4,43.6,56.3,1,2,43,100.0,100.0,94.2,1,4,1,77,0,0,77,77,45,45,0,0,32,0
Wyatt Bowles,81896,G,UTAH ST,1,100.0,0,329,55.7,80.3,48.8,1,0,44,100.0,100.0,98.9,0,1,0,77,0,43,0,77,47,47,34,0,30,0
Ethan Spoth,156998,G,TOLEDO,1,100.0,0,316,57.4,61.5,54.8,0,2,43,100.0,100.0,97.7,0,2,0,77,0,0,0,77,45,45,77,0,32,0
Carter Fouty,156989,G,TOLEDO,1,100.0,0,316,69.1,61.5,71.0,0,1,43,100.0,100.0,98.8,0,1,0,77,0,77,0,77,45,45,0,0,32,0
