player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Monroe Mills,122977,T,TEXAS TECH,1,100.0,0,315,52.0,50.8,56.5,1,7,69,100.0,100.0,94.2,1,8,0,106,0,0,0,106,70,70,0,106,36,0
Caleb Rogers,123157,T,TEXAS TECH,1,100.0,0,315,37.3,25.5,48.8,0,6,69,100.0,100.0,88.4,1,11,5,106,0,0,106,106,70,70,0,0,36,0
Dennis Wilburn,157314,C,TEXAS TECH,1,100.0,0,315,65.6,78.1,60.6,0,3,69,100.0,100.0,97.8,0,3,0,106,106,0,0,106,70,70,0,0,36,0
Ethan Wiederkehr,59969,G,NWESTERN,1,100.0,0,256,51.6,47.6,52.4,2,2,61,100.0,100.0,96.7,0,4,0,100,0,0,0,100,67,67,0,99,33,1
Peter Skoronski,129737,T,NWESTERN,1,100.0,0,256,70.3,92.0,55.3,0,0,61,100.0,100.0,100.0,0,0,0,100,0,0,99,100,67,67,0,0,33,1
Charlie Schmidt,81772,C,NWESTERN,1,100.0,0,256,61.7,63.1,59.7,0,1,61,100.0,100.0,99.2,0,1,0,100,100,0,0,100,67,67,0,0,33,0
Josh Priebe,129733,G,NWESTERN,1,100.0,0,256,66.6,76.1,63.4,0,1,61,100.0,100.0,97.5,0,2,1,100,0,100,0,100,67,67,0,0,33,0
Andrew Madrigal,71502,G,NEVADA,1,100.0,0,239,45.2,16.1,50.6,0,5,51,100.0,100.0,95.1,0,5,0,99,0,0,0,99,56,56,99,0,43,0
Grant Starck,128245,T,NEVADA,1,100.0,1,239,53.8,54.0,55.4,0,4,51,100.0,100.0,96.1,1,4,0,99,0,99,0,99,56,56,0,0,43,0
Trey Hamilton,81757,T,NEVADA,1,100.0,0,239,53.3,53.0,52.3,0,0,51,100.0,100.0,96.1,0,2,2,99,0,0,0,99,56,56,0,99,43,0
Isaiah World,158252,T,NEVADA,1,100.0,1,239,34.5,0.0,58.3,1,3,51,100.0,100.0,94.1,3,5,1,99,0,0,99,99,56,56,0,0,43,0
Bryce Petersen,77557,C,NEVADA,1,100.0,0,239,59.5,43.9,62.1,0,1,49,100.0,100.0,96.9,0,2,1,97,97,0,0,97,54,54,0,0,43,0
Landon Peterson,99457,G,TEXAS TECH,1,100.0,0,315,51.6,49.5,48.5,1,4,63,100.0,100.0,96.0,0,5,0,97,0,0,0,97,64,64,97,0,33,0
Alex Wollschlaeger,130396,T,BOWL GREEN,1,100.0,0,122,53.3,81.0,49.8,0,0,44,100.0,100.0,100.0,3,0,0,93,0,0,0,93,52,52,0,92,41,1
Bronson Warner,151181,G,BOWL GREEN,1,100.0,0,122,54.6,56.5,56.0,1,3,44,100.0,100.0,95.5,2,4,0,93,0,0,0,93,52,52,93,0,41,0
Jalen Grant,130364,G,BOWL GREEN,1,100.0,1,122,60.3,75.9,59.0,0,1,44,100.0,100.0,98.9,2,1,0,93,60,33,0,93,52,52,0,0,41,0
Dontae Lucas,98047,G,S ALABAMA,1,100.0,0,288,60.5,73.4,56.7,0,0,46,100.0,100.0,100.0,0,0,0,91,0,89,2,91,49,49,0,0,42,0
Caleb Etienne,144643,T,OKLA STATE,1,100.0,0,262,46.1,30.6,51.5,0,2,40,100.0,100.0,97.5,0,2,0,91,0,0,91,91,45,45,0,0,46,0
Adrein Strickland,147205,T,S ALABAMA,1,100.0,0,288,62.6,58.1,62.2,1,0,46,100.0,100.0,98.9,0,1,0,91,0,0,0,91,49,49,2,88,42,1
Preston Wilson,99429,C,OKLA STATE,1,100.0,0,262,50.4,62.2,49.1,1,2,40,100.0,100.0,96.2,0,3,0,91,91,0,0,91,45,45,0,0,46,0
Reggie Smith,81828,G,S ALABAMA,1,100.0,0,288,46.0,19.7,50.0,1,2,46,100.0,100.0,94.6,0,4,1,91,2,0,0,91,49,49,89,0,42,0
Jack Sherwin,98226,T,W MICHIGAN,1,100.0,0,347,65.2,68.5,61.4,1,1,48,100.0,100.0,97.9,0,2,0,90,0,0,0,90,51,51,0,90,39,0
Addison West,98272,G,W MICHIGAN,1,100.0,0,347,66.6,89.7,61.1,0,0,48,100.0,100.0,100.0,0,0,0,90,0,32,0,90,51,51,58,0,39,0
Logan Langemeier,108708,C,GA SOUTHRN,1,100.0,0,174,67.8,68.5,73.4,0,0,56,100.0,100.0,100.0,2,0,0,90,90,0,0,90,60,60,0,0,30,0
Dylan Deatherage,60242,T,W MICHIGAN,1,100.0,0,347,72.8,70.7,70.6,2,2,48,100.0,100.0,95.8,0,4,0,90,0,0,90,90,51,51,0,0,39,0
Caleb Kelly,59709,T,GA SOUTHRN,1,100.0,0,174,69.0,55.5,73.2,0,1,56,100.0,100.0,99.1,0,1,0,90,0,0,0,90,60,60,0,90,30,0
