player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Dare Rosenthal,82491,T,KENTUCKY,1,100.0,0,202,73.5,68.3,77.4,2,1,59,100.0,100.0,97.5,1,3,0,101,0,0,99,101,60,60,0,0,41,2
Luke Fortner,42028,C,KENTUCKY,1,100.0,0,202,88.0,77.8,85.3,0,0,59,100.0,100.0,100.0,0,0,0,101,101,0,0,101,60,60,0,0,41,0
Nolan Potter,77521,T,N ILLINOIS,1,100.0,0,254,84.4,88.0,78.5,0,0,58,100.0,100.0,100.0,0,0,0,100,0,0,0,100,61,61,0,100,39,0
J.J. Lippe,98426,G,N ILLINOIS,1,100.0,0,254,75.7,81.6,75.6,1,0,58,100.0,100.0,99.1,0,1,0,100,0,99,0,100,61,61,0,0,39,1
Logan Zschernitz,100262,G,N ILLINOIS,1,100.0,0,254,66.4,66.1,70.3,1,0,58,100.0,100.0,99.1,1,1,0,100,0,0,0,100,61,61,100,0,39,0
Brayden Patton,40463,C,N ILLINOIS,1,100.0,0,254,71.8,84.3,65.5,0,0,58,100.0,100.0,100.0,0,0,0,100,100,0,0,100,61,61,0,0,39,0
Marques Cox,77518,T,N ILLINOIS,1,100.0,0,254,83.8,91.3,81.5,0,0,58,100.0,100.0,100.0,1,0,0,100,0,0,100,100,61,61,0,0,39,0
Keydrell Lewis,154704,T,LA MONROE,1,100.0,0,209,68.4,77.2,66.2,0,1,50,100.0,100.0,99.0,0,1,0,99,0,99,0,99,52,52,0,0,47,0
Aries Davis,78324,G,LA MONROE,1,100.0,0,209,67.6,89.3,62.8,0,0,50,100.0,100.0,100.0,0,0,0,99,0,0,0,99,52,52,99,0,47,0
Garrett Hirsch,22001,C,LA MONROE,1,100.0,0,209,63.2,55.1,63.3,0,2,50,100.0,100.0,98.0,0,2,0,99,99,0,0,99,52,52,0,0,47,0
Vic Cutler,98229,C,LA MONROE,1,100.0,0,209,63.1,46.1,68.0,1,2,50,100.0,100.0,97.0,0,3,0,99,0,0,0,99,52,52,0,99,47,0
Willie Tyler,99413,T,LA MONROE,1,100.0,0,209,65.6,77.7,58.2,0,2,50,100.0,100.0,98.0,0,2,0,99,0,0,99,99,52,52,0,0,47,0
