player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Cole Brown,81768,T,N TEXAS,1,100.0,0,251,41.0,55.1,38.3,0,2,37,100.0,100.0,97.3,1,2,0,101,0,0,101,101,41,41,0,0,60,0
Gabe Blair,145323,G,N TEXAS,1,100.0,0,251,52.6,81.8,47.5,0,0,37,100.0,100.0,100.0,1,0,0,101,0,101,0,101,41,41,0,0,60,0
Jacob Brammer,59944,T,N TEXAS,1,100.0,0,251,64.2,64.3,62.1,0,3,37,100.0,100.0,95.9,0,3,0,101,0,0,0,101,41,41,0,101,60,0
Daizion Carroll,81769,G,N TEXAS,1,100.0,0,251,72.8,69.2,72.6,0,1,37,100.0,100.0,98.6,0,1,0,101,0,0,0,101,41,41,101,0,60,0
Manase Mose,59950,C,N TEXAS,1,100.0,0,251,71.9,71.8,68.4,0,0,37,100.0,100.0,100.0,0,0,0,101,101,0,0,101,41,41,0,0,60,0
Jack Badovinac,64284,G,ILLINOIS,1,100.0,0,187,89.9,84.2,89.3,0,0,26,100.0,100.0,100.0,0,0,0,99,0,92,0,99,35,35,7,0,64,0
Julian Pearl,82282,T,ILLINOIS,1,100.0,0,187,69.3,66.4,67.0,0,0,26,100.0,100.0,96.2,0,1,1,99,0,0,7,99,35,35,0,92,64,0
Doug Kramer,41458,C,ILLINOIS,1,100.0,0,187,73.3,74.4,69.2,0,1,26,100.0,100.0,98.1,0,1,0,99,99,0,0,99,35,35,0,0,64,0
Alex Palczewski,59738,T,ILLINOIS,1,100.0,0,187,80.7,78.4,80.1,0,1,26,100.0,100.0,98.1,1,1,0,99,0,7,0,99,35,35,92,0,64,0
Jon Gaines II,81879,G,UCLA,1,100.0,0,324,44.0,34.3,52.3,2,3,59,100.0,100.0,94.1,2,6,1,93,0,0,0,93,62,62,80,13,31,0
Duke Clemens,100545,C,UCLA,1,100.0,0,324,55.2,48.8,56.4,1,2,59,100.0,100.0,97.5,0,3,0,93,93,0,0,93,62,62,0,0,31,0
Jacob Gardner,128229,T,NEVADA,1,100.0,1,239,41.1,41.7,38.5,1,2,66,100.0,100.0,94.7,1,5,2,92,0,0,92,92,75,75,0,0,17,0
Aaron Frost,82350,T,NEVADA,1,100.0,0,239,37.6,27.9,67.6,3,5,66,100.0,100.0,92.4,4,9,1,92,0,0,0,92,75,75,0,92,17,0
Tyler Orsini,101264,C,NEVADA,1,100.0,0,239,74.7,73.3,74.1,0,2,66,100.0,100.0,98.5,0,2,0,92,92,0,0,92,75,75,0,0,17,0
Sean Rhyan,72009,T,UCLA,1,98.9,0,324,73.2,74.9,74.8,1,1,58,98.3,98.4,98.3,1,2,0,92,0,0,84,93,61,62,0,0,31,9
Andrew Stueber,59856,T,MICHIGAN,1,100.0,0,222,48.2,74.9,41.3,0,1,34,100.0,100.0,98.5,0,1,0,91,0,0,0,91,38,38,0,91,53,0
Chuck Filiaga,59858,G,MICHIGAN,1,100.0,0,222,66.2,55.6,70.3,0,1,34,100.0,100.0,95.6,1,2,1,91,0,0,0,91,38,38,91,0,53,0
Andrew Vastardis,41627,C,MICHIGAN,1,100.0,0,222,64.0,64.3,65.1,1,1,34,100.0,100.0,97.1,1,2,0,91,91,0,0,91,38,38,0,0,53,0
Karsen Barnhart,101537,G,MICHIGAN,1,100.0,0,222,65.3,85.8,61.4,0,0,34,100.0,100.0,100.0,0,0,0,91,0,91,0,91,38,38,0,0,53,0
Ryan Hayes,84003,T,MICHIGAN,1,100.0,0,222,75.4,77.8,71.1,0,1,34,100.0,100.0,98.5,1,1,0,91,0,0,91,91,38,38,0,0,53,0
Russell Baker,121957,T,TEXAS ST,1,100.0,0,314,51.5,34.0,53.0,1,4,58,100.0,100.0,95.7,0,5,0,89,0,89,0,89,63,63,0,0,26,0
Silas Robinson,81562,C,TEXAS ST,1,100.0,0,314,48.9,38.0,52.0,0,1,58,100.0,100.0,99.1,0,1,0,89,89,0,0,89,63,63,0,0,26,0
Evan Neal,99063,T,ALABAMA,1,100.0,0,103,71.9,82.1,63.7,0,0,54,100.0,100.0,100.0,0,0,0,89,0,0,89,89,55,55,0,0,34,0
Darrian Dalcourt,99061,C,ALABAMA,1,100.0,0,103,69.6,75.6,65.5,0,0,54,100.0,100.0,98.1,0,1,1,89,89,0,0,89,55,55,0,0,34,0
Chris Owens,40732,T,ALABAMA,1,100.0,1,103,64.5,67.7,60.5,0,3,54,100.0,100.0,97.2,1,3,0,89,0,0,0,89,55,55,0,89,34,0
Javion Cohen,123911,G,ALABAMA,1,100.0,0,103,56.6,68.3,55.8,0,2,54,100.0,100.0,98.1,1,2,0,89,0,89,0,89,55,55,0,0,34,0
LaQuinston Sharp,99095,C,MISS STATE,1,100.0,0,227,71.5,87.0,62.9,0,0,71,100.0,100.0,100.0,0,0,0,89,89,0,0,89,73,73,0,0,16,0
Dalton Cooper,98482,T,TEXAS ST,1,100.0,0,314,62.3,61.6,66.7,2,5,58,100.0,100.0,94.0,1,7,0,89,0,0,89,89,63,63,0,0,26,0
Kyle Hergel,87427,G,TEXAS ST,1,100.0,0,314,62.6,60.7,62.3,0,2,58,100.0,100.0,98.3,0,2,0,89,0,0,0,89,63,63,89,0,26,0
Owen Drexel,60019,C,PITTSBURGH,1,100.0,0,268,61.1,63.3,59.3,0,2,45,100.0,100.0,97.8,0,2,0,88,88,0,0,88,49,49,0,0,39,0
Alfred Edwards III,60190,T,UTAH ST,1,100.0,0,329,44.0,51.5,41.4,0,2,39,100.0,100.0,97.4,0,2,0,88,0,0,88,88,49,49,0,0,39,0
Demontrey Jacobs,56619,T,USF,1,100.0,0,327,65.1,62.4,63.5,1,1,25,100.0,100.0,96.0,0,2,0,88,0,0,0,88,26,26,0,87,62,0
Jake Kradel,77328,G,PITTSBURGH,1,100.0,0,268,57.2,76.3,55.4,0,1,45,100.0,100.0,98.9,1,1,0,88,0,0,0,88,49,49,88,0,39,0
Gabriel Houy,60020,T,PITTSBURGH,1,100.0,0,268,65.4,59.2,66.1,1,0,45,100.0,100.0,98.9,1,1,0,88,0,0,6,88,49,49,0,82,39,0
Demytrick Ali'ifua,41289,G,UTAH ST,1,100.0,0,329,60.8,62.2,59.1,1,1,39,100.0,100.0,97.4,0,2,0,88,12,76,0,88,49,49,0,0,39,0
Quazzel White,60107,G,UTAH ST,1,100.0,0,329,66.2,64.1,66.2,0,3,39,100.0,100.0,93.6,0,4,1,88,0,0,0,88,49,49,88,0,39,0
Marcus Minor,59831,G,PITTSBURGH,1,100.0,0,268,63.1,68.8,65.1,0,1,45,100.0,100.0,98.9,1,1,0,88,0,88,0,88,49,49,0,0,39,0
Cole Motes,128393,T,UTAH ST,1,100.0,0,329,59.4,29.9,71.3,0,2,39,100.0,100.0,92.3,0,4,2,88,0,0,0,88,49,49,0,88,39,0
Carter Warren,60023,T,PITTSBURGH,1,98.9,0,268,67.4,84.7,57.3,0,0,44,97.8,98.0,100.0,1,0,0,87,0,0,63,88,48,49,0,0,39,25
