player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
JaQuan Adams,176868,T,TULSA,1,100.0,0,320,79.8,76.8,77.3,0,0,59,100.0,100.0,100.0,0,0,0,104,0,0,104,104,63,63,0,0,41,0
Ian Mayes,204365,G,TULSA,1,100.0,0,320,61.0,59.2,60.2,0,3,59,100.0,100.0,97.5,0,3,0,104,0,0,0,104,63,63,104,0,41,0
Simon Wilson,170493,C,TULSA,1,100.0,0,320,64.6,69.8,61.2,0,0,59,100.0,100.0,100.0,0,0,0,104,104,0,0,104,63,63,0,0,41,0
Sean Hill,122867,G,TULSA,1,100.0,0,320,60.6,67.2,57.3,1,0,59,100.0,100.0,99.2,0,1,0,104,0,104,0,104,63,63,0,0,41,0
Riley McGehee,188347,T,ARK STATE,1,100.0,0,113,53.8,63.6,58.0,0,3,56,100.0,100.0,95.5,2,4,1,89,0,0,50,89,60,60,0,39,29,0
Mason Myers,172201,C,ARK STATE,1,100.0,0,113,65.7,84.0,57.9,0,1,56,100.0,100.0,99.1,0,1,0,89,89,0,0,89,60,60,0,0,29,0
Baker North,188351,G,ARK STATE,1,100.0,0,113,49.0,58.4,41.8,0,2,56,100.0,100.0,98.2,0,2,0,89,0,89,0,89,60,60,0,0,29,0
Wil Saxton,156838,G,ARK STATE,1,100.0,0,113,55.1,58.4,51.2,0,3,56,100.0,100.0,97.3,0,3,0,89,0,0,0,89,60,60,89,0,29,0
BJ Tolo,175687,C,NEW MEX ST,1,100.0,0,242,62.6,68.9,59.2,0,3,57,100.0,100.0,97.4,0,3,0,88,0,0,0,88,63,63,88,0,25,0
Malik Williams,128441,T,NEW MEX ST,1,100.0,0,242,68.3,71.6,63.5,1,0,57,100.0,100.0,95.6,0,3,2,88,0,0,88,88,63,63,0,0,25,0
Santos Valdez,181614,C,NEW MEX ST,1,100.0,0,242,67.3,75.5,62.3,0,1,57,100.0,100.0,97.4,0,2,1,88,88,0,0,88,63,63,0,0,25,0
Eric Meeks,53398,C,MARSHALL,1,100.0,0,214,67.7,64.5,65.8,0,0,41,100.0,100.0,100.0,0,0,0,87,87,0,0,87,43,43,0,0,44,0
Michael Crounse,175333,C,BOSTON COL,1,100.0,0,121,58.5,78.0,50.6,0,0,58,100.0,100.0,100.0,0,0,0,87,87,0,0,87,60,60,0,0,27,0
Jalen Slappy,156800,G,MARSHALL,1,100.0,0,214,59.6,60.0,58.2,0,4,41,100.0,100.0,95.1,0,4,0,87,0,0,0,87,43,43,66,21,44,0
Shunmarkus Adams,150889,G,MARSHALL,1,100.0,0,214,61.6,71.0,58.7,0,2,41,100.0,100.0,97.6,0,2,0,87,0,87,0,87,43,43,0,0,44,0
Robert Smith IV,207829,G,BOSTON COL,1,100.0,0,121,57.4,63.3,53.0,1,1,58,100.0,100.0,98.3,0,2,0,87,0,0,0,87,60,60,87,0,27,0
Logan Taylor,151098,G,BOSTON COL,1,100.0,0,121,63.3,83.9,48.2,0,0,58,100.0,100.0,100.0,0,0,0,87,0,0,87,87,60,60,0,0,27,0
Eryx Daugherty,175334,G,BOSTON COL,1,100.0,0,121,64.6,80.7,59.2,0,0,58,100.0,100.0,100.0,0,0,0,87,0,87,0,87,60,60,0,0,27,0
Van Wells,157694,C,OREGON ST,1,100.0,0,265,66.4,87.0,62.8,0,0,48,100.0,100.0,100.0,1,0,0,86,86,0,0,86,51,51,0,0,35,0
